"pc_code","candidate_code","votes"
"0101089","100_1_1",966
"0101089","101_1_13",2397
"0101090","100_1_1",292
"0101090","101_1_13",598
"0101091","100_1_1",365
"0101091","101_1_13",641
"0101092","100_1_1",661
"0101092","101_1_13",2966
"0101093","100_1_1",423
"0101093","101_1_13",935
"0101094","100_1_1",683
"0101094","101_1_13",1427
"0101095","100_1_1",1057
"0101095","101_1_13",1060
"0101096","100_1_1",1319
"0101096","101_1_13",424
"0101097","100_1_1",992
"0101097","101_1_13",246
"0101098","100_1_1",1095
"0101098","101_1_13",356
"0101099","100_1_1",545
"0101099","101_1_13",176
"0101100","100_1_1",1334
"0101100","101_1_13",736
"0101101","100_1_1",1938
"0101101","101_1_13",553
"0101102","100_1_1",1067
"0101102","101_1_13",185
"0101103","100_1_1",2437
"0101103","101_1_13",632
"0101104","100_1_1",600
"0101104","101_1_13",862
"0101105","100_1_1",948
"0101105","101_1_13",355
"0101106","100_1_1",2240
"0101106","101_1_13",242
"0101107","100_1_1",2586
"0101107","101_1_13",364
"0101108","100_1_1",1124
"0101108","101_1_13",660
"0101109","100_1_1",670
"0101109","101_1_13",626
"0101110","100_1_1",974
"0101110","101_1_13",274
"0101111","100_1_1",1684
"0101111","101_1_13",531
"0101112","100_1_1",503
"0101112","101_1_13",340
"0101113","100_1_1",1064
"0101113","101_1_13",593
"0101114","100_1_1",546
"0101114","101_1_13",156
"0101115","100_1_1",1035
"0101115","101_1_13",374
"0101116","100_1_1",695
"0101116","101_1_13",350
"0101117","100_1_1",1061
"0101117","101_1_13",433
"0101118","100_1_1",1746
"0101118","101_1_13",607
"0101119","100_1_1",414
"0101119","101_1_13",559
"0101120","100_1_1",582
"0101120","101_1_13",925
"0101121","100_1_1",2076
"0101121","101_1_13",1073
"0101122","100_1_1",791
"0101122","101_1_13",967
"0101123","100_1_1",1897
"0101123","101_1_13",717
"0101124","100_1_1",2675
"0101124","101_1_13",648
"0101125","100_1_1",558
"0101125","101_1_13",671
"0101126","100_1_1",1338
"0101126","101_1_13",2295
"0101127","100_1_1",543
"0101127","101_1_13",1799
"0101128","100_1_1",739
"0101128","101_1_13",792
"0101129","100_1_1",622
"0101129","101_1_13",1655
"0101130","100_1_1",1249
"0101130","101_1_13",1433
"0101131","100_1_1",1440
"0101131","101_1_13",847
"0101132","100_1_1",1008
"0101132","101_1_13",1105
"0101133","100_1_1",589
"0101133","101_1_13",1080
"0101134","100_1_1",619
"0101134","101_1_13",446
"0101135","100_1_1",842
"0101135","101_1_13",1105
"0101136","100_1_1",277
"0101136","101_1_13",1514
"0101137","100_1_1",131
"0101137","101_1_13",178
"0101138","100_1_1",634
"0101138","101_1_13",472
"0101139","100_1_1",1791
"0101139","101_1_13",782
"0101140","100_1_1",729
"0101140","101_1_13",585
"0101141","100_1_1",1297
"0101141","101_1_13",923
"0101142","100_1_1",396
"0101142","101_1_13",637
"0101143","100_1_1",1171
"0101143","101_1_13",1385
"0101144","100_1_1",1150
"0101144","101_1_13",940
"0101145","100_1_1",918
"0101145","101_1_13",740
"0101146","100_1_1",443
"0101146","101_1_13",1239
"0101147","100_1_1",638
"0101147","101_1_13",2158
"0101148","100_1_1",566
"0101148","101_1_13",778
"0101149","100_1_1",236
"0101149","101_1_13",1074
"0101150","100_1_1",558
"0101150","101_1_13",967
"0101151","100_1_1",356
"0101151","101_1_13",3872
"0101152","100_1_1",638
"0101152","101_1_13",2137
"0101153","100_1_1",281
"0101153","101_1_13",1070
"0101154","100_1_1",473
"0101154","101_1_13",1566
"0101155","100_1_1",528
"0101155","101_1_13",1663
"0101156","100_1_1",574
"0101156","101_1_13",834
"0101157","100_1_1",392
"0101157","101_1_13",1390
"0101158","100_1_1",299
"0101158","101_1_13",1760
"0101159","100_1_1",926
"0101159","101_1_13",1711
"0101160","100_1_1",50
"0101160","101_1_13",1036
"0101161","100_1_1",54
"0101161","101_1_13",698
"0101162","100_1_1",135
"0101162","101_1_13",850
"0101163","100_1_1",380
"0101163","101_1_13",916
"0101164","100_1_1",832
"0101164","101_1_13",981
"0101165","100_1_1",128
"0101165","101_1_13",514
"0101166","100_1_1",362
"0101166","101_1_13",1129
"0101167","100_1_1",306
"0101167","101_1_13",812
"0101168","100_1_1",686
"0101168","101_1_13",1546
"0101169","100_1_1",615
"0101169","101_1_13",1488
"0101170","100_1_1",266
"0101170","101_1_13",1268
"0101171","100_1_1",117
"0101171","101_1_13",706
"0101172","100_1_1",701
"0101172","101_1_13",1124
"0101173","100_1_1",383
"0101173","101_1_13",781
"0101174","100_1_1",138
"0101174","101_1_13",1097
"0101175","100_1_1",217
"0101175","101_1_13",1239
"0101176","100_1_1",101
"0101176","101_1_13",5256
"0101177","100_1_1",1036
"0101177","101_1_13",673
"0101178","100_1_1",506
"0101178","101_1_13",839
"0101179","100_1_1",447
"0101179","101_1_13",791
"0101180","100_1_1",528
"0101180","101_1_13",494
"0101181","100_1_1",341
"0101181","101_1_13",698
"0101182","100_1_1",1049
"0101182","101_1_13",1810
"0101183","100_1_1",775
"0101183","101_1_13",1230
"0101184","100_1_1",690
"0101184","101_1_13",1260
"0101185","100_1_1",924
"0101185","101_1_13",2626
"0101186","100_1_1",996
"0101186","101_1_13",1542
"0101187","100_1_1",765
"0101187","101_1_13",433
"0101188","100_1_1",1180
"0101188","101_1_13",930
"0101189","100_1_1",327
"0101189","101_1_13",3576
"0101190","100_1_1",590
"0101190","101_1_13",439
"0101191","100_1_1",736
"0101191","101_1_13",626
"0101192","100_1_1",524
"0101192","101_1_13",1374
"0101193","100_1_1",631
"0101193","101_1_13",830
"0101194","100_1_1",639
"0101194","101_1_13",968
"0101195","100_1_1",460
"0101195","101_1_13",311
"0101196","100_1_1",533
"0101196","101_1_13",1461
"0101197","100_1_1",604
"0101197","101_1_13",344
"0101198","100_1_1",1377
"0101198","101_1_13",784
"0101199","100_1_1",1157
"0101199","101_1_13",836
"0101200","100_1_1",886
"0101200","101_1_13",838
"0101201","100_1_1",1282
"0101201","101_1_13",396
"0101202","100_1_1",518
"0101202","101_1_13",367
"0101203","100_1_1",679
"0101203","101_1_13",580
"0101204","100_1_1",258
"0101204","101_1_13",1650
"0101205","100_1_1",1054
"0101205","101_1_13",590
"0101206","100_1_1",732
"0101206","101_1_13",278
"0101207","100_1_1",295
"0101207","101_1_13",737
"0101208","100_1_1",960
"0101208","101_1_13",608
"0101209","100_1_1",288
"0101209","101_1_13",628
"0101210","100_1_1",650
"0101210","101_1_13",341
"0101211","100_1_1",1051
"0101211","101_1_13",1008
"0101212","100_1_1",346
"0101212","101_1_13",330
"0101213","100_1_1",338
"0101213","101_1_13",241
"0101214","100_1_1",360
"0101214","101_1_13",291
"0101215","100_1_1",1117
"0101215","101_1_13",1241
"0101216","100_1_1",989
"0101216","101_1_13",516
"0101217","100_1_1",649
"0101217","101_1_13",444
"0101218","100_1_1",441
"0101218","101_1_13",333
"0101219","100_1_1",634
"0101219","101_1_13",1344
"0101220","100_1_1",111
"0101220","101_1_13",110
"0101221","100_1_1",328
"0101221","101_1_13",324
"0101222","100_1_1",422
"0101222","101_1_13",283
"0101223","100_1_1",551
"0101223","101_1_13",552
"0101224","100_1_1",504
"0101224","101_1_13",447
"0101225","100_1_1",1061
"0101225","101_1_13",328
"0101226","100_1_1",793
"0101226","101_1_13",738
"0101227","100_1_1",810
"0101227","101_1_13",832
"0101228","100_1_1",342
"0101228","101_1_13",407
"0101229","100_1_1",1232
"0101229","101_1_13",184
"0101230","100_1_1",1071
"0101230","101_1_13",363
"0101231","100_1_1",755
"0101231","101_1_13",354
"0101232","100_1_1",1206
"0101232","101_1_13",536
"0101233","100_1_1",1662
"0101233","101_1_13",878
"0101234","100_1_1",1850
"0101234","101_1_13",474
"0101235","100_1_1",1184
"0101235","101_1_13",431
"0101236","100_1_1",1548
"0101236","101_1_13",690
"0101237","100_1_1",1392
"0101237","101_1_13",511
"0101238","100_1_1",430
"0101238","101_1_13",234
"0101239","100_1_1",1982
"0101239","101_1_13",703
"0101240","100_1_1",2300
"0101240","101_1_13",198
"0101241","100_1_1",4159
"0101241","101_1_13",1154
"0101242","100_1_1",2783
"0101242","101_1_13",432
"0101243","100_1_1",1690
"0101243","101_1_13",583
"0101244","100_1_1",1088
"0101244","101_1_13",482
"0101245","100_1_1",1100
"0101245","101_1_13",342
"0101246","100_1_1",1164
"0101246","101_1_13",549
"0101247","100_1_1",1887
"0101247","101_1_13",920
"0101248","100_1_1",844
"0101248","101_1_13",926
"0101249","100_1_1",192
"0101249","101_1_13",4276
"0101250","100_1_1",588
"0101250","101_1_13",2708
"0101251","100_1_1",501
"0101251","101_1_13",2466
"0101252","100_1_1",350
"0101252","101_1_13",2782
"0101253","100_1_1",311
"0101253","101_1_13",3242
"0101254","100_1_1",265
"0101254","101_1_13",2201
"0101255","100_1_1",142
"0101255","101_1_13",850
"0101256","100_1_1",1575
"0101256","101_1_13",291
"0101257","100_1_1",1240
"0101257","101_1_13",140
"0101258","100_1_1",3262
"0101258","101_1_13",591
"0101259","100_1_1",1812
"0101259","101_1_13",306
"0101260","100_1_1",1297
"0101260","101_1_13",286
"0101261","100_1_1",1547
"0101261","101_1_13",347
"0101262","100_1_1",1571
"0101262","101_1_13",144
"0101263","100_1_1",4068
"0101263","101_1_13",838
"0101264","100_1_1",1983
"0101264","101_1_13",342
"0101265","100_1_1",2070
"0101265","101_1_13",281
"0101266","100_1_1",1274
"0101266","101_1_13",175
"0101267","100_1_1",1535
"0101267","101_1_13",234
"0101268","100_1_1",2990
"0101268","101_1_13",274
"0101269","100_1_1",1715
"0101269","101_1_13",361
"0101270","100_1_1",1351
"0101270","101_1_13",179
"0101271","100_1_1",1536
"0101271","101_1_13",450
"0101272","100_1_1",2509
"0101272","101_1_13",260
"0101273","100_1_1",4232
"0101273","101_1_13",719
"0101274","100_1_1",1496
"0101274","101_1_13",173
"0101275","100_1_1",1754
"0101275","101_1_13",246
"0101276","100_1_1",1053
"0101276","101_1_13",184
"0101277","100_1_1",2899
"0101277","101_1_13",415
"0101278","100_1_1",4154
"0101278","101_1_13",540
"0101279","100_1_1",2198
"0101279","101_1_13",534
"0101280","100_1_1",1072
"0101280","101_1_13",196
"0101281","100_1_1",2472
"0101281","101_1_13",314
"0101282","100_1_1",1391
"0101282","101_1_13",267
"0101283","100_1_1",3950
"0101283","101_1_13",449
"0101284","100_1_1",1295
"0101284","101_1_13",217
"0101285","100_1_1",1037
"0101285","101_1_13",373
"0101286","100_1_1",1017
"0101286","101_1_13",181
"0101287","100_1_1",373
"0101287","101_1_13",92
"0101288","100_1_1",223
"0101288","101_1_13",131
"0101289","100_1_1",2492
"0101289","101_1_13",480
"0101290","100_1_1",1151
"0101290","101_1_13",667
"0101291","100_1_1",602
"0101291","101_1_13",386
"0101292","100_1_1",808
"0101292","101_1_13",453
"0101293","100_1_1",1470
"0101293","101_1_13",771
"0101294","100_1_1",2051
"0101294","101_1_13",885
"0101295","100_1_1",968
"0101295","101_1_13",498
"0101296","100_1_1",905
"0101296","101_1_13",375
"0101297","100_1_1",650
"0101297","101_1_13",172
"0101298","100_1_1",1029
"0101298","101_1_13",773
"0101299","100_1_1",525
"0101299","101_1_13",100
"0101300","100_1_1",453
"0101300","101_1_13",114
"0101301","100_1_1",804
"0101301","101_1_13",589
"0101302","100_1_1",452
"0101302","101_1_13",264
"0101303","100_1_1",1756
"0101303","101_1_13",779
"0101304","100_1_1",903
"0101304","101_1_13",222
"0101305","100_1_1",655
"0101305","101_1_13",123
"0101306","100_1_1",1062
"0101306","101_1_13",1149
"0101307","100_1_1",661
"0101307","101_1_13",132
"0101308","100_1_1",564
"0101308","101_1_13",65
"0101309","100_1_1",975
"0101309","101_1_13",300
"0101310","100_1_1",909
"0101310","101_1_13",325
"0101311","100_1_1",960
"0101311","101_1_13",90
"0101312","100_1_1",694
"0101312","101_1_13",2100
"0101313","100_1_1",64
"0101313","101_1_13",2585
"0101314","100_1_1",2004
"0101314","101_1_13",2380
"0101315","100_1_1",152
"0101315","101_1_13",483
"0101316","100_1_1",681
"0101316","101_1_13",1176
"0101317","100_1_1",1283
"0101317","101_1_13",2393
"0101318","100_1_1",801
"0101318","101_1_13",790
"0101319","100_1_1",215
"0101319","101_1_13",383
"0101320","100_1_1",284
"0101320","101_1_13",127
"0101321","100_1_1",317
"0101321","101_1_13",920
"0101322","100_1_1",463
"0101322","101_1_13",455
"0101323","100_1_1",360
"0101323","101_1_13",745
"0101324","100_1_1",126
"0101324","101_1_13",164
"0101325","100_1_1",319
"0101325","101_1_13",1333
"0101326","100_1_1",4015
"0101326","101_1_13",508
"0101327","100_1_1",5950
"0101327","101_1_13",1318
"0101328","100_1_1",2140
"0101328","101_1_13",1431
"0101329","100_1_1",1186
"0101329","101_1_13",917
"0101331","100_1_1",96
"0101331","101_1_13",6438
"0101332","100_1_1",65
"0101332","101_1_13",5012
"0101430","100_1_1",200
"0101430","101_1_13",668
"0101448","100_1_1",30
"0101448","101_1_13",4755
"0101449","100_1_1",21
"0101449","101_1_13",4137
"0101473","100_1_1",37
"0101473","101_1_13",6500
"0101488","100_1_1",295
"0101488","101_1_13",191
"0101489","100_1_1",973
"0101489","101_1_13",278
"0101490","100_1_1",1246
"0101490","101_1_13",1310
"0101491","100_1_1",57
"0101491","101_1_13",1267
"0101492","100_1_1",245
"0101492","101_1_13",831
"0101493","100_1_1",1128
"0101493","101_1_13",1430
"0101495","100_1_1",1943
"0101495","101_1_13",108
"0101496","100_1_1",1305
"0101496","101_1_13",99
"0101497","100_1_1",305
"0101497","101_1_13",3291
"0101498","100_1_1",369
"0101498","101_1_13",3137
"0101499","100_1_1",3347
"0101499","101_1_13",332
"0101500","100_1_1",2432
"0101500","101_1_13",634
"0101501","100_1_1",3096
"0101501","101_1_13",464
"0101502","100_1_1",308
"0101502","101_1_13",133
"0101503","100_1_1",820
"0101503","101_1_13",206
"0101504","100_1_1",1387
"0101504","101_1_13",75
"0101505","100_1_1",774
"0101505","101_1_13",794
"0101506","100_1_1",266
"0101506","101_1_13",515
"0101507","100_1_1",1027
"0101507","101_1_13",377
"0101508","100_1_1",1016
"0101508","101_1_13",540
"0101509","100_1_1",15
"0101509","101_1_13",3885
"0101510","100_1_1",175
"0101510","101_1_13",2770
"0101511","100_1_1",15
"0101511","101_1_13",4743
"0101512","100_1_1",636
"0101512","101_1_13",2756
"0101513","100_1_1",247
"0101513","101_1_13",2098
"0101514","100_1_1",39
"0101514","101_1_13",3369
"0101519","100_1_1",455
"0101519","101_1_13",835
"0101520","100_1_1",552
"0101520","101_1_13",645
"0101521","100_1_1",123
"0101521","101_1_13",1133
"0101522","100_1_1",1216
"0101522","101_1_13",145
"0101523","100_1_1",1112
"0101523","101_1_13",92
"0101524","100_1_1",322
"0101524","101_1_13",2318
"0101525","100_1_1",249
"0101525","101_1_13",2343
"0101526","100_1_1",1097
"0101526","101_1_13",660
"0101527","100_1_1",602
"0101527","101_1_13",250
"0101528","100_1_1",928
"0101528","101_1_13",234
"0101529","100_1_1",676
"0101529","101_1_13",90
"0101530","100_1_1",1284
"0101530","101_1_13",121
"0101531","100_1_1",1712
"0101531","101_1_13",695
"0101532","100_1_1",78
"0101532","101_1_13",1686
"0101534","100_1_1",2259
"0101534","101_1_13",1045
"0101535","100_1_1",78
"0101535","101_1_13",1703
"0101553","100_1_1",2610
"0101553","101_1_13",337
"0101554","100_1_1",2448
"0101554","101_1_13",364
"0101555","100_1_1",2842
"0101555","101_1_13",332
"0101556","100_1_1",1812
"0101556","101_1_13",279
"0101557","100_1_1",1890
"0101557","101_1_13",245
"0102398","100_1_1",144
"0102398","101_1_13",1020
"0102399","100_1_1",194
"0102399","101_1_13",198
"0102400","100_1_1",170
"0102400","101_1_13",818
"0102401","100_1_1",638
"0102401","101_1_13",300
"0102402","100_1_1",519
"0102402","101_1_13",188
"0102403","100_1_1",415
"0102403","101_1_13",107
"0102404","100_1_1",756
"0102404","101_1_13",1327
"0102405","100_1_1",583
"0102405","101_1_13",435
"0102406","100_1_1",506
"0102406","101_1_13",255
"0102407","100_1_1",1444
"0102407","101_1_13",358
"0102408","100_1_1",64
"0102408","101_1_13",1123
"0102409","100_1_1",766
"0102409","101_1_13",259
"0102410","100_1_1",592
"0102410","101_1_13",1225
"0102411","100_1_1",544
"0102411","101_1_13",1147
"0102412","100_1_1",237
"0102412","101_1_13",1545
"0102413","100_1_1",192
"0102413","101_1_13",354
"0102414","100_1_1",43
"0102414","101_1_13",685
"0102415","100_1_1",331
"0102415","101_1_13",277
"0102416","100_1_1",252
"0102416","101_1_13",306
"0102417","100_1_1",41
"0102417","101_1_13",683
"0102418","100_1_1",61
"0102418","101_1_13",344
"0103419","100_1_1",13
"0103419","101_1_13",1100
"0103420","100_1_1",42
"0103420","101_1_13",1948
"0103421","100_1_1",173
"0103421","101_1_13",451
"0103422","100_1_1",18
"0103422","101_1_13",907
"0103423","100_1_1",109
"0103423","101_1_13",367
"0103424","100_1_1",22
"0103424","101_1_13",578
"0103425","100_1_1",134
"0103425","101_1_13",1164
"0103426","100_1_1",37
"0103426","101_1_13",119
"0103427","100_1_1",21
"0103427","101_1_13",188
"0103428","100_1_1",32
"0103428","101_1_13",187
"0103429","100_1_1",197
"0103429","101_1_13",1159
"0103494","100_1_1",669
"0103494","101_1_13",775
"0103536","100_1_1",9
"0103536","101_1_13",854
"0103537","100_1_1",24
"0103537","101_1_13",837
"0104450","100_1_1",437
"0104450","101_1_13",324
"0104451","100_1_1",407
"0104451","101_1_13",393
"0104452","100_1_1",442
"0104452","101_1_13",981
"0104453","100_1_1",489
"0104453","101_1_13",603
"0104454","100_1_1",1386
"0104454","101_1_13",316
"0104455","100_1_1",234
"0104455","101_1_13",2770
"0104456","100_1_1",733
"0104456","101_1_13",2174
"0104457","100_1_1",689
"0104457","101_1_13",363
"0104458","100_1_1",310
"0104458","101_1_13",1242
"0104459","100_1_1",290
"0104459","101_1_13",1022
"0104460","100_1_1",7
"0104460","101_1_13",896
"0104461","100_1_1",58
"0104461","101_1_13",2397
"0104462","100_1_1",288
"0104462","101_1_13",885
"0104538","100_1_1",99
"0104538","101_1_13",1224
"0104539","100_1_1",346
"0104539","101_1_13",948
"0104540","100_1_1",126
"0104540","101_1_13",1928
"0105330","100_1_1",123
"0105330","101_1_13",2237
"0105463","100_1_1",780
"0105463","101_1_13",198
"0105464","100_1_1",499
"0105464","101_1_13",377
"0105465","100_1_1",66
"0105465","101_1_13",472
"0105466","100_1_1",1300
"0105466","101_1_13",278
"0105467","100_1_1",106
"0105467","101_1_13",514
"0105468","100_1_1",582
"0105468","101_1_13",1222
"0105469","100_1_1",183
"0105469","101_1_13",1540
"0105470","100_1_1",74
"0105470","101_1_13",872
"0105471","100_1_1",37
"0105471","101_1_13",393
"0105472","100_1_1",82
"0105472","101_1_13",159
"0105474","100_1_1",30
"0105474","101_1_13",206
"0105475","100_1_1",76
"0105475","101_1_13",254
"0105533","100_1_1",134
"0105533","101_1_13",801
"0105541","100_1_1",60
"0105541","101_1_13",124
"0106386","100_1_1",339
"0106386","101_1_13",138
"0106387","100_1_1",1073
"0106387","101_1_13",78
"0106388","100_1_1",312
"0106388","101_1_13",1073
"0106389","100_1_1",307
"0106389","101_1_13",598
"0106390","100_1_1",468
"0106390","101_1_13",88
"0106391","100_1_1",691
"0106391","101_1_13",787
"0106392","100_1_1",379
"0106392","101_1_13",376
"0106393","100_1_1",756
"0106393","101_1_13",108
"0106394","100_1_1",279
"0106394","101_1_13",663
"0106395","100_1_1",1228
"0106395","101_1_13",306
"0106396","100_1_1",1159
"0106396","101_1_13",559
"0106397","100_1_1",1654
"0106397","101_1_13",249
"0106542","100_1_1",134
"0106542","101_1_13",55
"0106543","100_1_1",25
"0106543","101_1_13",291
"0107431","100_1_1",202
"0107431","101_1_13",1415
"0107432","100_1_1",18
"0107432","101_1_13",65
"0107433","100_1_1",86
"0107433","101_1_13",928
"0107434","100_1_1",40
"0107434","101_1_13",945
"0107435","100_1_1",61
"0107435","101_1_13",431
"0107436","100_1_1",32
"0107436","101_1_13",250
"0107437","100_1_1",51
"0107437","101_1_13",722
"0107438","100_1_1",28
"0107438","101_1_13",442
"0108333","100_1_1",553
"0108333","101_1_13",40
"0108334","100_1_1",505
"0108334","101_1_13",26
"0108335","100_1_1",96
"0108335","101_1_13",199
"0108336","100_1_1",787
"0108336","101_1_13",72
"0108337","100_1_1",1370
"0108337","101_1_13",60
"0108338","100_1_1",418
"0108338","101_1_13",100
"0108339","100_1_1",1102
"0108339","101_1_13",91
"0108340","100_1_1",1200
"0108340","101_1_13",77
"0108341","100_1_1",1204
"0108341","101_1_13",147
"0108342","100_1_1",1144
"0108342","101_1_13",44
"0108343","100_1_1",135
"0108343","101_1_13",25
"0108344","100_1_1",293
"0108344","101_1_13",41
"0109439","100_1_1",63
"0109439","101_1_13",700
"0109440","100_1_1",37
"0109440","101_1_13",1741
"0109441","100_1_1",58
"0109441","101_1_13",974
"0109442","100_1_1",190
"0109442","101_1_13",1497
"0109443","100_1_1",93
"0109443","101_1_13",769
"0109444","100_1_1",678
"0109444","101_1_13",114
"0109445","100_1_1",168
"0109445","101_1_13",1756
"0109446","100_1_1",125
"0109446","101_1_13",946
"0109447","100_1_1",866
"0109447","101_1_13",897
"0110352","100_1_1",2338
"0110352","101_1_13",140
"0110353","100_1_1",757
"0110353","101_1_13",97
"0110354","100_1_1",643
"0110354","101_1_13",27
"0110355","100_1_1",412
"0110355","101_1_13",171
"0110356","100_1_1",688
"0110356","101_1_13",141
"0110357","100_1_1",226
"0110357","101_1_13",269
"0110358","100_1_1",315
"0110358","101_1_13",17
"0110544","100_1_1",232
"0110544","101_1_13",39
"0111381","100_1_1",109
"0111381","101_1_13",371
"0111382","100_1_1",204
"0111382","101_1_13",62
"0111383","100_1_1",1056
"0111383","101_1_13",96
"0111384","100_1_1",604
"0111384","101_1_13",85
"0111385","100_1_1",256
"0111385","101_1_13",81
"0111545","100_1_1",76
"0111545","101_1_13",259
"0112345","100_1_1",658
"0112345","101_1_13",224
"0112346","100_1_1",248
"0112346","101_1_13",400
"0112347","100_1_1",313
"0112347","101_1_13",517
"0112348","100_1_1",72
"0112348","101_1_13",326
"0112349","100_1_1",102
"0112349","101_1_13",626
"0112350","100_1_1",509
"0112350","101_1_13",122
"0112351","100_1_1",136
"0112351","101_1_13",513
"0112546","100_1_1",113
"0112546","101_1_13",281
"0113374","100_1_1",462
"0113374","101_1_13",41
"0113375","100_1_1",719
"0113375","101_1_13",36
"0113376","100_1_1",962
"0113376","101_1_13",264
"0113377","100_1_1",377
"0113377","101_1_13",154
"0113378","100_1_1",496
"0113378","101_1_13",26
"0113379","100_1_1",599
"0113379","101_1_13",40
"0113380","100_1_1",978
"0113380","101_1_13",116
"0114359","100_1_1",98
"0114359","101_1_13",281
"0114360","100_1_1",281
"0114360","101_1_13",1280
"0114361","100_1_1",402
"0114361","101_1_13",51
"0114362","100_1_1",268
"0114362","101_1_13",223
"0114363","100_1_1",774
"0114363","101_1_13",155
"0114364","100_1_1",59
"0114364","101_1_13",880
"0114365","100_1_1",385
"0114365","101_1_13",523
"0114366","100_1_1",125
