"province_code","province_name_eng","province_name_dari","province_name_pashto","district_code","district_name_eng","district_name_dari","district_name_pashto","pc_code","pc_name_eng","pc_name_dari","pc_name_pashto","pc_location_eng","pc_location_dari","pc_location_pashto"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306158","Karez Ishaq Mosque","مسجد کاریز اسحاق","مسجد کاریز اسحاق","Karez Ishaq","کاریز اسحاق","کاریز اسحاق"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306159","Jarg Madrassah","مدرسه جرگ","مدرسه جرگ","Jarg","جرگ","جرگ"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306160","Dahanah e Minarah Primary School","مکتب ابتدای دهنه مناره","مکتب ابتدای دهنه مناره","Sya Khak","سیا خاک","سیا خاک"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306161","Sar Chashmah School","مکتب سر چشمه","مکتب سر چشمه","Sar Chushmah","سرچشمه","سرچشمه"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306162","Dahan Gulbanah Secondary School","مکتب متوسطه دهن گلبانه","مکتب متوسطه دهن گلبانه","Dahan Gulbanah","دهن گلبانه","دهن گلبانه"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306163","Markaz Shahrak High School","لیسه مر کز شهرک","لیسه مر کز شهرک","Markaz Shahrak","مرکز شهرک","مرکز شهرک"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306164","Yakah Bed School","مکتب یکه بید","مکتب یکه بید","Tangi Azu","تنگی ازو","تنگی ازو"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306165","Dahan Hesar School","مکتب دهن حصار","مکتب دهن حصار","Dahana e Hesar","دهنه حصار","دهنه حصار"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306166","Nasfanj Primary School","مکتب ابتدائیه ناسفنج","مکتب ابتدائیه ناسفنج","Nasfanji","ناسفنجی","ناسفنجی"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306167","Teedah Mosque","مسجد تیده","مسجد تیده","Teedah","تیده","تیده"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306168","Yakah Sang School","مکتب یک سنگ","مکتب یک سنگ","Yakah Sang village","قریه یکه سنگ","قریه یکه سنگ"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306169","Kamanj School","مکتب کمنج","مکتب کمنج","Ghowk","غوک","غوک"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306170","Kamanj Girls High School","لیسه نسوان کمنج","لیسه نسوان کمنج","Kamanj","کمنج","کمنج"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306171","Dahan Balcha Primary School","مکتب ابتدائی دهن بالچه","مکتب ابتدائی دهن بالچه","Dahan Balchah","دهن بالچه","دهن بالچه"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306172","Jam Jame Mosque","مسجد جامع جام","مسجد جامع جام","Jam","جام","جام"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306173","Astwah Primary School","مکتب ابتدائیه استوه","مکتب ابتدائیه استوه","Astwah","استوه","استوه"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306174","Oshan School","مکتب اوشان","مکتب اوشان","Dahanah Du Tayee","دهنه دوتایی","دهنه دوتایی"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306175","Kham Mosque","مسجد خم","مسجد خم","Qalla Kodak","قلعه کودک","قلعه کودک"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306176","Bedan School","مکتب بیدان","مکتب بیدان","Pulah Surkhak","پله سرخک","پله سرخک"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306177","Shamurghak School","مکتب شمرغک","مکتب شمرغک","Sang Safid","سنگ سفید","سنگ سفید"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306178","Jalgah Mazar Primary School","مکتب  ابتدای  جلگه مزار","مکتب  ابتدای  جلگه مزار","Jalgah Mazar","جلگه مزار","جلگه مزار"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306179","Barzu Primary School","مکتب  ابتدای برزو","مکتب  ابتدای برزو","Barzu","برزو","برزو"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306180","Abu Zar Ghafari Jame Mosque","مسجد جامعه ابوذر غفاری","مسجد جامعه ابوذر غفاری","Dahanah Murgha","دهنه مرغا","دهنه مرغا"
"23","GHOR","غور","غور","2306","SHAHRAK","شهرک","شهرک","2306181","Murgha Jame Mosque","مسجد جامعه مرغه","مسجد جامعه مرغه","Murgha","مرغه","مرغه"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307182","Sheneah Sabzwar School","مکتب شینیه سبزوار","مکتب شینیه سبزوار","Sabzwar","سبزوار","سبزوار"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307183","Dahan Surkhak School","مکتب دهن سر خک","مکتب دهن سر خک","Dahan Surkhak Bala","دهن سرخک بالا","دهن سرخک بالا"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307184","Sardewalak School","مکتب سردیوالک","مکتب سردیوالک","Asad Abad village","قریه اسد آباد","قریه اسد آباد"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307185","Sar Qul Talkhak School","مکتب سرقل تلخک","مکتب سرقل تلخک","Sar Qul","سرقل","سرقل"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307186","Sarai Kerman School","مکتب سرای کرمان","مکتب سرای کرمان","Sya Sang village","قریه سیا سنگ","قریه سیا سنگ"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307187","Taltu Kerman School","مکتب تالتو کرمان","مکتب تالتو کرمان","Taltu village","قریه تالتو","قریه تالتو"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307188","Safarak Kerman School","مکتب سفرک کرمان","مکتب سفرک کرمان","Bareshtogak village","قریه با رشتو گک","قریه با رشتو گک"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307189","Sya Khaki Kerman Primary School","مکتب ابتدائیه سیا خاکی کرمان","مکتب ابتدائیه سیا خاکی کرمان","Noghlah village","قریه نوغله","قریه نوغله"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307190","Shor Qul School","مکتب شور قل","مکتب شور قل","Deh Mehar Ali","ده مهر علی","ده مهر علی"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307191","Tagab Sayeed Mosque","مسجد تگاب سعید","مسجد تگاب سعید","Tagab Sayed Girls High School","لیسه نسوان تگاب سعید","لیسه نسوان تگاب سعید"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307192","Shahi School","مکتب شاهی","مکتب شاهی","Peetab Shahi village","قریه پیتاب شاهی","قریه پیتاب شاهی"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307193","Bareekak Secondary School","مکتب متوسطه باریکک","مکتب متوسطه باریکک","Khok Keshtah","خوک کشته","خوک کشته"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307194","Sheneah Safid Aab Secondary School","مکتب متوسطه شنیه سفید آب","مکتب متوسطه شنیه سفید آب","Shneah Safid Aab","شنیه سفید اب","شنیه سفید اب"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307195","Qalla Sar Asya Gak Mosque","مسجد قلعه سر آسیا گک","مسجد قلعه سر آسیا گک","Qalla Sar Asya Gak village","قریه قلعه سر آسیا گک","قریه قلعه سر آسیا گک"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307196","Safid Chushmah Mosque","مسجد سفید چشمه","مسجد سفید چشمه","Safid Chashmah Petab","سفید چشمه پتاب","سفید چشمه پتاب"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307197","Safid Aab Boys High School","لیسه ذکور سفید آب","لیسه ذکور سفید آب","Sar Baghandi village","قریه سر بغندی","قریه سر بغندی"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307198","Qalla e Shahr Mosque","مسجد قلعه شهر","مسجد قلعه شهر","Qalla Shahr Ulya","قلعه شهر علیا","قلعه شهر علیا"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307199","Sheneah Chapar Qul School","مکتب شنیه چپرقل","مکتب شنیه چپرقل","Sheneah Chapar Qul","شینیه چپرقل","شینیه چپرقل"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307200","Sar Kamran Secondary School","مکتب  متوسطه سرکامران","مکتب  متوسطه سرکامران","Sar Kaman","سر کامران","سر کامران"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307201","Rashk Jame Mosque","مسجد جامع رشک","مسجد جامع رشک","Rashk village","قریه رشک","قریه رشک"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307202","Qalla e Shakarki Mosque","مسجد قلعه شکرکی","مسجد قلعه شکرکی","Qalla Shakarki","قلعه شکرکی","قلعه شکرکی"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307203","Imam Ali High School","لیسه امام علی","لیسه امام علی","Dahan Saqawah","دهن سقاوه","دهن سقاوه"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307204","Qulani School","مکتب قولانی","مکتب قولانی","Qulani village","قریه قولانی","قریه قولانی"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307205","Joqal School","مکتب جو قل","مکتب جو قل","Peshband Bala village","قریه پیشبند بالا","قریه پیشبند بالا"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307206","Altah Tu School","مکتب الته تو","مکتب الته تو","Altah Tu village","قریه الته تو","قریه الته تو"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307207","Chashmah Padshah Primary School","مکتب ابتدائیه چشمه پادشاه","مکتب ابتدائیه چشمه پادشاه","Chashmah Padshah village","قریه  چشمه پاد شاه","قریه  چشمه پاد شاه"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307208","Dahan Chakah School","مکتب دهن چکه","مکتب دهن چکه","Dahana Chakah","دهنه چکه","دهنه چکه"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307209","Heegal Boys High School","لیسه ذکور هیگل","لیسه ذکور هیگل","Sheneah Heegal","شینیه هیگل","شینیه هیگل"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307210","Qalla Keshk School","مکتب قلعه کشک","مکتب قلعه کشک","Qalla Kushk","قلعه کشک","قلعه کشک"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307211","Aab Bareek School","مکتب آب باریک","مکتب آب باریک","Aab Bareek village","قریه آب باریک","قریه آب باریک"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307212","Qalla Dangak School","مکتب قلعه دنگک","مکتب قلعه دنگک","Qalla Dangak village","قریه قلعه دنگک","قریه قلعه دنگک"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307213","Gheeghanak School","مکتب غیغانک","مکتب غیغانک","Sang Polak village","قریه سنگ پولک","قریه سنگ پولک"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307214","Minar Primary School","مکتب ابتدائیه منار","مکتب ابتدائیه منار","Menar Rashidi village","قریه منار راشدی","قریه منار راشدی"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307215","Char Asyab School","مکتب چار آسیاب","مکتب چار آسیاب","Dahan Ghulamak village","قریه دهن غلامک","قریه دهن غلامک"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307216","Kham Shor School","مکتب خم شور","مکتب خم شور","Dahan Kham Shor village","قریه دهن خم شور","قریه دهن خم شور"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307217","Katah Chshmah School","مکتب کته چشمه","مکتب کته چشمه","Katah Chashmah village","قریه کته چشمه","قریه کته چشمه"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307218","Sang Zard School","مکتب سنگ زرد","مکتب سنگ زرد","Sang Zard","سنگ زرد","سنگ زرد"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307219","Bekh Sang School","مکتب بیخ سنگ","مکتب بیخ سنگ","Dewkan village","قریه دیوکان","قریه دیوکان"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307220","Sar Soukhtah High School","لیسه سرسوخته","لیسه سرسوخته","Sar Soukhtah village","قریه سرسوخته","قریه سرسوخته"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307221","Chashmah Sya Secondary School","مکتب متوسطه چشمه سیا","مکتب متوسطه چشمه سیا","Dahan Lakah Sang village","قریه دهن لکه سنگ","قریه دهن لکه سنگ"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307222","Garm Aab Sufla School","مکتب گرم آب سفلی","مکتب گرم آب سفلی","Sare Nawdah village","قریه سری نوده","قریه سری نوده"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307223","Qalla Jungal Mosque","مسجد  قلعه جنگل","مسجد  قلعه جنگل","Qalla e Jangal village","قریه  قلعه جنگل","قریه  قلعه جنگل"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307224","Sang Shandah School","مکتب سنگ شانده","مکتب سنگ شانده","Qalla sang Shandah village","قریه قلعه سنگ شانده","قریه قلعه سنگ شانده"
"23","GHOR","غور","غور","2307","LAL WA SARJANGAL","لعل و سرجنگل","لعل و سرجنگل","2307225","Qazal School","مکتب قزل","مکتب قزل","Dahan Bareeki village","قریه دهن باریکی","قریه دهن باریکی"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308226","Ghafar Mosque","مسجد غفا ر","مسجد غفا ر","Guldam – Gochi","گلدم-گوچی","گلدم-گوچی"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308227","Atta Khan House","خانه عطا خان","خانه عطا خان","Gallah Bed – Kochi","گله بید- کوچی","گله بید- کوچی"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308228","Zarni Secondary School","مکتب متوسطه زرنی","مکتب متوسطه زرنی","Zarni","زرنی","زرنی"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308229","Zelargak Secondary School","مکتب متوسطه زلرگک","مکتب متوسطه زلرگک","Zelargak","زلر گک","زلر گک"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308230","Neeli School","مکتب نیلی","مکتب نیلی","Darz Aab","درز آب","درز آب"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308231","Astwan Boys Secondary School","متوسطه ذکوراستوان","متوسطه ذکوراستوان","Asthwan","استوان","استوان"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308232","Sarkali Mosque","مسجد سرکالی","مسجد سرکالی","Kali","کالی","کالی"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308233","Asfoor School","مکتب اسفور","مکتب اسفور","Asfor","اسفور","اسفور"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308234","Aanah Boys Secondary School","مکتب متوسطه ذکور آنه","مکتب متوسطه ذکور آنه","Aanah","آنه","آنه"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308235","Bazar Jawz Mosque","مسجد بازار جوز","مسجد بازار جوز","Jawz","جوز","جوز"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308236","Char Deh Secondary School","مکتب متوسطه چار ده","مکتب متوسطه چار ده","Char Deh","چار ده","چار ده"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308237","Yaman School","مکتب یامان","مکتب یامان","Yaman","یامان","یامان"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308238","Chashma Khoni School","مکتب چشمه خونی","مکتب چشمه خونی","Chashma Khoni","چشمه خونی","چشمه خونی"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308239","Du Rodi Du Sang School","مکتب دورودی دوسنگ","مکتب دورودی دوسنگ","Durudi Du Sang","دورودی دوسنگ","دورودی دوسنگ"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308240","Keel Gu School","مکتب کیل گو","مکتب کیل گو","Kel Gu","کیل گو","کیل گو"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308241","Soor School","مکتب سور","مکتب سور","Soor","سور","سور"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308242","Yakhan Ulya High School","لیسه یخن علیا","لیسه یخن علیا","Yakhan Ulya","یخن علیا","یخن علیا"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308243","Lal Surkh Secondary School","مکتب متوسطه لعل سرخ","مکتب متوسطه لعل سرخ","Lal Surkh","لعل سرخ","لعل سرخ"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308244","Pas Qalla High School","لیسه پس قلعه","لیسه پس قلعه","Pas Qalla","پس قلعه","پس قلعه"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308245","Zahi Nowroz School","مکتب زهی نوروز","مکتب زهی نوروز","Zahi Nowroz","زهی نوروز","زهی نوروز"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308246","Jai Satar Khan Mosque","مسجد جای ستار خان","مسجد جای ستار خان","Jai Satar Khan","جای ستار خان","جای ستار خان"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308247","Asheqan School","مکتب عا شقان","مکتب عا شقان","Ashiqan","عاشقان","عاشقان"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308248","Pai Hesar Mosque","مسجدپای حصار","مسجدپای حصار","Pai Hesar","پای حصار","پای حصار"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308249","Kham Pai Hesar School","مکتب خم پای حصار","مکتب خم پای حصار","Kham Pai Hesar","خم پای حصار","خم پای حصار"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308250","Seb Talkh School","مکتب سیب تلخ","مکتب سیب تلخ","Seb Talkh","سیب تلخ","سیب تلخ"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308251","Larqah Girls School","مکتب نسوان لارقه","مکتب نسوان لارقه","Larqa","لارقه","لارقه"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308252","Khuzbagag School","مکتب خزبگگ","مکتب خزبگگ","Dahan Raghmesht","دهن راغمشت","دهن راغمشت"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308253","Qubah School","مکتب قبه","مکتب قبه","Qubah","قبه","قبه"
"23","GHOR","غور","غور","2308","TAYWARA","تیوره","تیوره","2308254","Yageen Primary School","مکتب ابتدائی یگین","مکتب ابتدائی یگین","Yageen","یگین","یگین"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309255","Khameen Mosque","مسجد خمین","مسجد خمین","Rubat","رباط","رباط"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309256","Durudi School","مکتب دورودی","مکتب دورودی","Kheftah village","قریه خفته","قریه خفته"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309257","Khakcha Jame Mosque","مسجید جامع خاکچه","مسجید جامع خاکچه","Khakchah","خا کچه","خا کچه"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309258","Kabotar Khan Primary School","مکتب ابتدائیه کبوتر خان","مکتب ابتدائیه کبوتر خان","Kabotar Khan","کبوتر خان","کبوتر خان"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309259","Askwan Mosque","مسجید اسکوان","مسجید اسکوان","Kah Deh Ru","کاه ده رو","کاه ده رو"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309260","Sayed Abdullah Alawi High School","لیسه سید عبدالله علوی","لیسه سید عبدالله علوی","Khwajah ha village","قریه خوا جه ها","قریه خوا جه ها"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309261","Sang Khalq Primary School","مکتب ابتدای سنگ خلق","مکتب ابتدای سنگ خلق","Sang Khalq","سنگ خلق","سنگ خلق"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309262","Guldan Girls School","مکتب نسوان گلدان","مکتب نسوان گلدان","Dahan Guldan","دهن گلدان","دهن گلدان"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309263","Deh Surkh Jame Mosque","مسجد جامع ده سرخ","مسجد جامع ده سرخ","Gaw Kush","گاو کوش","گاو کوش"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309264","Sum Sangi Ulya Mosque","مسجید ثم سنگی علیا","مسجید ثم سنگی علیا","Abshekan","ابشیکان","ابشیکان"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309265","Naw Charah Primary School","مکتب ابتدای نو چاره","مکتب ابتدای نو چاره","NawCharah","نو چاره","نو چاره"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309266","Chahar Rah Tolak School","مکتب چهارراه تولک","مکتب چهارراه تولک","Dahan Aab Barah","دهن آب بره","دهن آب بره"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309267","Gazak School","مکتب گزک","مکتب گزک","Gazak","گزک","گزک"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309268","Benafshan Mosque","مسجد بنفشان","مسجد بنفشان","Tagab Ashlan","تگاب اشلان","تگاب اشلان"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309269","Dayee Secondary School","مکتب متوسطه دایی","مکتب متوسطه دایی","Dayee village","قریه دایی","قریه دایی"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309270","Hazrat Abu Baker Sediq Mosque","مسجد حضرت ابو بکر صدیق","مسجد حضرت ابو بکر صدیق","Laraq","لراق","لراق"
"23","GHOR","غور","غور","2309","TULAK","تولک","تولک","2309271","Kotah Mosque","مسجد کوتاه","مسجد کوتاه","Kotah","کوتاه","کوتاه"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310272","Boti Jame Mosque","مسجد جامع بوطی","مسجد جامع بوطی","Bothi","بوطی","بوطی"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310273","Aspyasang Primary School","مکتب ابتدای اسپیاسنگ","مکتب ابتدای اسپیاسنگ","Aspyasang","اسپیاسنگ","اسپیاسنگ"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310274","Nagah School","مکتب ناگه","مکتب ناگه","Naagah","ناگه","ناگه"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310275","Manak Sufla Secondary School","مکتب متوسطه مناک سفلی","مکتب متوسطه مناک سفلی","Manak Sufla","مناک سفلی","مناک سفلی"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310276","Shiekh Mohammad Saghar School","مکتب شیخ محمد ساغر","مکتب شیخ محمد ساغر","Tetan","تیطان","تیطان"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310277","Health Clinic","کلینیک صحی","کلینیک صحی","Tetan","تیطان","تیطان"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310278","Falizi Mosque","مسجد فالیزی","مسجد فالیزی","Falzi","فلزی","فلزی"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310279","Dahan Du Tayee School","مکتب دهن دوتایی","مکتب دهن دوتایی","Dahan Du Tayee","دهن دوتائی","دهن دوتائی"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310280","Khairnak Secondary School","مکتب متوسطه خیر ناک","مکتب متوسطه خیر ناک","Khairnak","خیر ناک","خیر ناک"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310281","Deh Sher Secondary School","مکتب متوسطه ده شیر","مکتب متوسطه ده شیر","Deh Sheer","ده شیر","ده شیر"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310282","Tazri Sadat Secondary School","مکتب متوسطه تذری سادات","مکتب متوسطه تذری سادات","Tazri Sadat","تذری سادات","تذری سادات"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310283","Aakhiri Secondary School","مکتب متوسطه آخری","مکتب متوسطه آخری","Akhri","آخری","آخری"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310284","Sholeech Jame Mosque","مسجد جامع شولیچ","مسجد جامع شولیچ","Sholeech","شولیچ","شولیچ"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310285","Tagab Balouchi Mosque","مسجد تگاب بلوچی","مسجد تگاب بلوچی","Tagab Balouchi","تگاب بلوچی","تگاب بلوچی"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310286","Zaal village Mosque","مسجد قریه زال","مسجد قریه زال","Zaal village","قریه زال","قریه زال"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310287","Lor Beest Secondary School","مکتب متوسطه لور بیست","مکتب متوسطه لور بیست","Lorbeest","لور بیست","لور بیست"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310288","Zer Tangi Mosque","مسجد زیرتنگی","مسجد زیرتنگی","Zer Tangi","زیرتنگی","زیرتنگی"
"23","GHOR","غور","غور","2310","SAGHAR","ساغر","ساغر","2310289","Masjidi Primary School","مکتب ابتدائیه مسجدی","مکتب ابتدائیه مسجدی","Masjidi","مسجدی","مسجدی"
