"province_code","province_name_eng","province_name_dari","province_name_pashto","district_code","district_name_eng","district_name_dari","district_name_pashto","pc_code","pc_name_eng","pc_name_dari","pc_name_pashto","pc_location_eng","pc_location_dari","pc_location_pashto"
"10","BAMYAN","باميان","باميان","1006","PANJAB","پنجاب","پنجاب","1006138","Lashkar Rah Akhzarab Girls School","مکتب نسوان لشکر راه اخضراب","مکتب نسوان لشکر راه اخضراب","Myeanah Deh","میانه ده","میانه ده"
"10","BAMYAN","باميان","باميان","1006","PANJAB","پنجاب","پنجاب","1006139","Masjid I Naw Daraz Kerman Mosque","مسجد نو دراز کرمان","مسجد نو دراز کرمان","Nawdaraz","نو دراز","نو دراز"
"10","BAMYAN","باميان","باميان","1006","PANJAB","پنجاب","پنجاب","1006140","Pamul Targhan Secondary School","مکتب متوسطه پام الترغان","مکتب متوسطه پام الترغان","Qalla e Qasim Baig","قلعه قاسم بیگ","قلعه قاسم بیگ"
"10","BAMYAN","باميان","باميان","1006","PANJAB","پنجاب","پنجاب","1006141","Surkh Boom Kerman Boys and Girls High School","لیسه مختلط سرخ بوم کرمان","لیسه مختلط سرخ بوم کرمان","Deh Peetab Surkh Bom","ده پیتاب سرخ بوم","ده پیتاب سرخ بوم"
"10","BAMYAN","باميان","باميان","1006","PANJAB","پنجاب","پنجاب","1006142","Shaheed Nematullah Boys and Girls High School","لیسه مختلط شهید نعمت الله","لیسه مختلط شهید نعمت الله","Deh Said Akhzarat","ده سید اخضرات","ده سید اخضرات"
"10","BAMYAN","باميان","باميان","1006","PANJAB","پنجاب","پنجاب","1006143","Kharqul Jame School","مکتب جامع خارقول","مکتب جامع خارقول","Kharqul","خارقول","خارقول"
"10","BAMYAN","باميان","باميان","1006","PANJAB","پنجاب","پنجاب","1006144","Dahan Tahir Madrassah","مدرسه دهن طاهر","مدرسه دهن طاهر","Dahan Tahir","دهن طاهر","دهن طاهر"
"10","BAMYAN","باميان","باميان","1006","PANJAB","پنجاب","پنجاب","1006145","Sagzeez High School","لیسه سگذیز","لیسه سگذیز","Chahar Deh","چارده","چارده"
"10","BAMYAN","باميان","باميان","1006","PANJAB","پنجاب","پنجاب","1006146","Myankawak High School","لیسه میانکاوک","لیسه میانکاوک","Sheneah","شینیه","شینیه"
"10","BAMYAN","باميان","باميان","1006","PANJAB","پنجاب","پنجاب","1006147","Pyazan Secondary School","مکتب متوسطه پیازان","مکتب متوسطه پیازان","Sheneah Pyazan","شینیه پیازان","شینیه پیازان"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007148","Jeeran Secondary School","مکتب متوسطه جیران","مکتب متوسطه جیران","Shah Ra Jeeran","شاه را جیران","شاه را جیران"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007149","Owcha Sangang Leegan School","مکتب اوچه سنگنگ لیگان","مکتب اوچه سنگنگ لیگان","Owcha","اوچه","اوچه"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007150","Sadmani Legan School","مکتب صدمنی لیگان","مکتب صدمنی لیگان","Sadmani","صدمنی","صدمنی"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007151","Tobak Zer Koh e Puchandoor Mosque","مسجد توبک زیر کوه پجندور","مسجد توبک زیر کوه پجندور","Tobak","توبک","توبک"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007152","Nawmeelak Sheneah Pachandoor Mosque","مسجد نو میلک شینیه پچندور","مسجد نو میلک شینیه پچندور","Nawmeelak","نو میلک","نو میلک"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007153","Menbar Tasour","منبر تسور","منبر تسور","Tasur Sufla","تسور سفلی","تسور سفلی"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007154","Peetab Kandook Mosque","مسجد پیتاب کندوک","مسجد پیتاب کندوک","Peetab","پیتاب","پیتاب"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007155","Warzang Mosque","مسجد ورزنگ","مسجد ورزنگ","Warzang","ورزنگ","ورزنگ"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007156","Deewan Mosque","مسجد دیوان","مسجد دیوان","Dewan","دیوان","دیوان"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007157","Ghorzeelo Mosque","مسجد غورزیلو","مسجد غورزیلو","Ghorzalab","غور زلاب","غور زلاب"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007158","Khaimah Kalan Zameen Mosque","مسجد خیمه کلان زمین","مسجد خیمه کلان زمین","Khaimah Kalan Zameen","خیمه کلان زمین","خیمه کلان زمین"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007159","Gunbatak Mosque","مسجد گنبتک","مسجد گنبتک","Gunbatak","گنبتک","گنبتک"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007160","Masjid Gerd Bed Tagab Galqul Mosque","مسجد گرد بید تگاب گالقول","مسجد گرد بید تگاب گالقول","Tagab Galqul","تگاب گالقول","تگاب گالقول"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007161","Chob Taman Mosque","مسجد چوب تمان","مسجد چوب تمان","Chob Taman","چوب تمان","چوب تمان"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007162","Selburdah School","مکتب سیلبرده","مکتب سیلبرده","Darah e Selburdah","دره سیلبرده","دره سیلبرده"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007163","Seb Bareek Mosque","مسجد سیب باریک","مسجد سیب باریک","Seb Bareek","سیب باریک","سیب باریک"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007164","Khakshkah Mosque","مسجد خاکشکه","مسجد خاکشکه","Khakshkah","خاکشکه","خاکشکه"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007165","Dahan Mangos Sheneah Obah Mosque","مسجد دهن منگوس شینیه اوبه","مسجد دهن منگوس شینیه اوبه","Dahan Mangood Sheneah Obah","دهن منگوس شینیه اوبه","دهن منگوس شینیه اوبه"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007166","Joqul Boys High School","مکتب لیسه ذکور جوقول","مکتب لیسه ذکور جوقول","Joqul","جو قول","جو قول"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007167","Deerandar Mosque","مسجد دیرندر","مسجد دیرندر","Deerandar","دیرندر","دیرندر"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007168","Sheneah Bastouk Mosque","مسجد شینیه بستوک","مسجد شینیه بستوک","Sheneah Bastook","شینیه بستوک","شینیه بستوک"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007169","Darah Ghoul Syah Mosque","مسجد دره غول سیاه","مسجد دره غول سیاه","Darah e Ghoul Syah","دره غول سیا","دره غول سیا"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007170","Razak Mosque","مسجد رزک","مسجد رزک","Razak","رزک","رزک"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007171","Warzagh School","مکتب وار زاغ","مکتب وار زاغ","Warzagh","وارزاغ","وارزاغ"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007172","Waz Darghan Mosque","مسجد واز درغان","مسجد واز درغان","Waz Darghan","واز درغان","واز درغان"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007173","Band e Haidarak Secondary School","مکتب متوسطه بند حیدرک","مکتب متوسطه بند حیدرک","Band Haidarak","بند حیدرک","بند حیدرک"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007174","Takhta ha Mosque","مسجد تخته ها","مسجد تخته ها","Takhta ha","تخته ها","تخته ها"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007175","Sang Surakh School","مکتب سنگ سوراخ","مکتب سنگ سوراخ","Sang Surakh","سنگ سوراخ","سنگ سوراخ"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007176","Toup Ismael Mosque","مسجد توپ اسمعیل","مسجد توپ اسمعیل","Nas Patan","نس پتان","نس پتان"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007177","Pulan Secondary School","مکتب متوسطه پلان","مکتب متوسطه پلان","Shah Qalandar Plan","شاه قلندر پلان","شاه قلندر پلان"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007178","Sultan Rubat High School","لیسه سلطان رباط","لیسه سلطان رباط","Dahan Pudgak Sultan Rubat","دهن پدگگ سلطان رباط","دهن پدگگ سلطان رباط"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007179","Fato Primary School","مکتب  ابتدائیه فاطو","مکتب  ابتدائیه فاطو","Gerdbed Fatu","گیردبید فاطو","گیردبید فاطو"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007180","Seb Joi Bazgeerak High School","لیسه سیب جوی باز گیرک","لیسه سیب جوی باز گیرک","Seb Joi","سیب جوی","سیب جوی"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007181","Surkh Kook High School","لیسه مختلط سرخ کوک","لیسه مختلط سرخ کوک","Surkh Kook","سرخ کوک","سرخ کوک"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007182","Shahr e Naw School","مکتب شهرنو","مکتب شهرنو","Pushtah e Dahan Waras","پشته دهن ورس","پشته دهن ورس"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007183","Waras central Mosque","مسجد مرکزی ورس","مسجد مرکزی ورس","Markaz Waras","مرکز ورس","مرکز ورس"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007184","Dola and Qawm Mirza High School","لیسه دوله و قوم میرزا","لیسه دوله و قوم میرزا","Dahan Teenal","دهن تینال","دهن تینال"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007185","Pesh Deh Mosque","مسجد پیش ده","مسجد پیش ده","Altar Ghanah gak","التر غنه گک","التر غنه گک"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007186","Sar Sar Aab Baqeria Madrassah","مدرسه باقریه سرسرآب","مدرسه باقریه سرسرآب","Aacha Mazar","آچه مزار","آچه مزار"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007187","NekPai Secondary School","مکتب متوسطه نیک پای","مکتب متوسطه نیک پای","Nek Pai Qaum Yari","نیک پای قوم یاری","نیک پای قوم یاری"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007188","Sheneah Qawm Barfi Mosque","مسجد شینیه قوم برفی","مسجد شینیه قوم برفی","Sheneah Qam Barfi","شینیه قوم برفی","شینیه قوم برفی"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007189","Chejeen High School","لیسه عالی چیجین","لیسه عالی چیجین","Shukoor Dad","شکور داد","شکور داد"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007190","Kharabah Qul Mosque","مسجد خرابه قول","مسجد خرابه قول","Kharaba Qul","خرابه قول","خرابه قول"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007191","Qalla e Soukhtah Mosque","مسجد قلعه سوخته","مسجد قلعه سوخته","Qalla e Soukhtah","قلعه سوخته","قلعه سوخته"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007192","Sabz Joi Primary School","مکتب ابتدائیه سبز جوی","مکتب ابتدائیه سبز جوی","Sabz Joi","سبز جوی","سبز جوی"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007193","Sheneah Takht High School","لیسه عالی شینیه تخت","لیسه عالی شینیه تخت","Sheneah Takht","شینیه تخت","شینیه تخت"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007194","Dahan Dewalak Secondary School","مکتب متوسطه دهن دیوالک","مکتب متوسطه دهن دیوالک","Dahan Dewalak","دهن دیوالک","دهن دیوالک"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007195","Myan Malik Dahan Surkh Kungak School","مکتب میان ملک دهن سرخ کنگگ","مکتب میان ملک دهن سرخ کنگگ","Dahan Surkh Kungag","دهن سرخ کنگگ","دهن سرخ کنگگ"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007196","Aestak wa UrduKhak School","مکتب ایستک و اردوخاک","مکتب ایستک و اردوخاک","Aelah Sang","ایله سنگ","ایله سنگ"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007197","Band Kosah Boys High School","لیسه ذکور بند کوسه","لیسه ذکور بند کوسه","Band e Kosah","بند کوسه","بند کوسه"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007198","Sheneah Tangi Sepi Mosque","مسجد شینیه تنگی سپی","مسجد شینیه تنگی سپی","Sheneah Tangi Sepe","شینیه تنگی سپی","شینیه تنگی سپی"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007199","Regjoi Qunaq Mosque","مسجد ریگجوی قوناق","مسجد ریگجوی قوناق","Regjoi Qonaq","ریگجوی قوناق","ریگجوی قوناق"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007200","Qul Masout Secondary School","مکتب متوسطه قول مسوت","مکتب متوسطه قول مسوت","Dahan Nawshudi Qul Masout","دهن نو شدی قول مسوت","دهن نو شدی قول مسوت"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007201","Tangi Zardak Mosque","مسجد تنگی زردگ","مسجد تنگی زردگ","Sar e Karez","سرکاریز","سرکاریز"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007202","Qarah Ghajour Boys High School","لیسه ذکور قره غجور","لیسه ذکور قره غجور","Nawagak","ناوگگ","ناوگگ"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007203","Iljam (Imam Jafar Sadeq) Mosque","مسجد ایلجم (امام جعفر صادق)","مسجد ایلجم (امام جعفر صادق)","Iljam","ایلجم","ایلجم"
"10","BAMYAN","باميان","باميان","1007","WARAS","ورس","ورس","1007204","Qulbatu Boys High School","لیسه ذکور قلبتو","لیسه ذکور قلبتو","Dahan Sabzak","دهن سبزک","دهن سبزک"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008205","Sabz Darah Girls High School","لیسه نسوان سبز دره","لیسه نسوان سبز دره","Dam Dasht e Sabz Darah","دم دشت سبز دره","دم دشت سبز دره"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008206","Kaligan Girls High School","لیسه نسوان کلیگان","لیسه نسوان کلیگان","Kalegan","کلیگان","کلیگان"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008207","Sachak High School","لیسه سچک","لیسه سچک","Sachak","سچک","سچک"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008208","Menbar Khaimah Syah Khak","منبر خمیه سیاه خاک","منبر خمیه سیاه خاک","Syah Khak Chehel Burj","سیاه خاک چهل برج","سیاه خاک چهل برج"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008209","Ghar Gharak Sarzawlej School","مکتب غرغرک سرذولیج","مکتب غرغرک سرذولیج","Ghar Gharak Sarzawlej","غرغرک سر ذولیج","غرغرک سر ذولیج"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008210","Menbar Sheneah Sarzawlej","منبر شینیه سرذولیج","منبر شینیه سرذولیج","Sheneah","شینیه","شینیه"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008211","Sokhtagi Darah e Chasht Girls High School","لیسه نسوان سوختگی دره چاشت","لیسه نسوان سوختگی دره چاشت","Sarak Soukhtagi","سرک سوختگی","سرک سوختگی"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008212","Menbar Elbobak","منبر ایلبوبک","منبر ایلبوبک","Elbobak Sar Darah e Chasht","ایلبوبک سر دره چاشت","ایلبوبک سر دره چاشت"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008213","Menbar Pai wocha","منبر پای وچه","منبر پای وچه","Sar Toi Sar","سرتوسری","سرتوسری"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008214","Qalla e Gheshar Girls School","مکتب نسوان قلعه غشار","مکتب نسوان قلعه غشار","Sar Jan Qalla e Gheshar","سرجرقلعه غشار","سرجرقلعه غشار"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008215","Darah e Mazar Girls School","مکتب نسوان دره مزار","مکتب نسوان دره مزار","Sepe Darak","سپی دارک","سپی دارک"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008216","Menbar Zer Dakhmag","منبر زیردخمه","منبر زیردخمه","Dasht Soukhtah","دشت سوخته","دشت سوخته"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008217","Menbar Payeen Du Aabi Shah Qadam","منبر پایین دوآبی شاه قدم","منبر پایین دوآبی شاه قدم","Deyar e Payeen","دیار پاین","دیار پاین"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008218","Menbar Dahan Murghi","منبر دهن مرغی","منبر دهن مرغی","Dahan Murghi","دهن مرغی","دهن مرغی"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008219","Darah e Chasht School","مکتب دره چاشت","مکتب دره چاشت","Dahan Darah Chasht","دهن دره چاشت","دهن دره چاشت"
"10","BAMYAN","باميان","باميان","1008","YAKAWLANG NO 2","یکاولنگ نمبر دوم","یکاولنگ نمبر دوم","1008220","Menbar Sheneah Sar Murghi","منبرشینیه سر مرغی","منبرشینیه سر مرغی","Sheneah Sar Murghi","شینیه سر مرغی","شینیه سر مرغی"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101001","Zaman Haider Bala Mosque","مسجد زمان حیدر آباد بالا","مسجد زمان حیدر آباد بالا","Haider Abad Bala village","قریه حیدر آباد بالا","قریه حیدر آباد بالا"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101002","Sayed Shuhada Mosque, Haider Bala","مسجد سید شهدا حیدرآباد","مسجد سید شهدا حیدرآباد","Haider Abad village","قریه حیدر آباد","قریه حیدر آباد"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101003","Shamsul Arifeen High School","لیسه شمس العارفین","لیسه شمس العارفین","Plan soum Shahr","پلان سوم شهر","پلان سوم شهر"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101004","Sayed Ahmad Maki High School","لیسه سید احمد مکیی","لیسه سید احمد مکیی","Qarabagh Adah","اده قرباغ","اده قرباغ"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101005","Ghazni Directorate of Municipality","ریاست شاروالی غزنی","ریاست شاروالی غزنی","Directorate of Municipality of the City","ریاست شاروالی مرکز شهر","ریاست شاروالی مرکز شهر"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101006","Hakim Mosque","مسجد حکیم","مسجد حکیم","Khwajah Hakim village","قریه خواجه حکیم","قریه خواجه حکیم"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101007","Shah Mir Sahib High School","لیسه شامیر صا حب","لیسه شامیر صا حب","Nahia 2","ناحیه دوم","ناحیه دوم"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101008","Malikah e Jehan High School","لیسه ملکه جهان","لیسه ملکه جهان","Shamir area","ساحه شامیر","ساحه شامیر"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101009","Khatimul Mursaleen Mosque","مسجد خاتم المرسلین","مسجد خاتم المرسلین","Kala Sabz","کلا سبز","کلا سبز"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101010","Utaq Shah Welayat Jame Mosque","مسجید جامع اتاق شا ولایت","مسجید جامع اتاق شا ولایت","Shahr Kuhnah","شهر کهنه","شهر کهنه"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101011","Bala Bahlul Mosque","مسجد بالا بهلول","مسجد بالا بهلول","Bahlol Sahib village","قریه بهلول صاحب","قریه بهلول صاحب"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101012","Sanayee High School","لیسه سنائی","لیسه سنائی","Qalla e Raees village","قریه قلعه ریس","قریه قلعه ریس"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101013","Sayed Jafar Mosque","مسجد سید جعفر","مسجد سید جعفر","Qalla e Raees village","قریه قلعه ریس","قریه قلعه ریس"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101014","Wali Aser School","مکتب ولی عصر","مکتب ولی عصر","Khak Ghareeban village","قریه خاک غریبان","قریه خاک غریبان"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101015","Hazrat Omer Farooq Mosque","مسجد حضرت فاروق","مسجد حضرت فاروق","Khushk Bala village","قریه خشک بالا","قریه خشک بالا"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101016","Hazrat Daoud Mosque","مسجد حضرت داوود","مسجد حضرت داوود","Qalla e Ahangaran village","قریه قلعه اهنگران","قریه قلعه اهنگران"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101017","Haiderabad Bala Girls High School","لیسه نسوان حیدر آباد بالا","لیسه نسوان حیدر آباد بالا","Qalla e Qadam Khan , Near Street 1","نزدیک سرک اول قلعه قدم خان","نزدیک سرک اول قلعه قدم خان"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101018","Qalla e Kochi Mosque","مسجد قلعه کوچی","مسجد قلعه کوچی","Qalla e Kochi","قلعه کوچی","قلعه کوچی"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101019","Ba Ba Adam Safiullah Primary School","مکتب ابتدائیه باباآدم صفی الله","مکتب ابتدائیه باباآدم صفی الله","Matag Sanga","متگ سنگا","متگ سنگا"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101020","Shahrak Mahajereen School","مکتب شهرک مهاجرین","مکتب شهرک مهاجرین","Shahrak (Township) Alberouni","شهرک البیرونی","شهرک البیرونی"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101021","Zargar Mosque","مسجد زرگر","مسجد زرگر","Zargar village","قریه زرگر","قریه زرگر"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101022","Asfandah School","مکتب اسفنده","مکتب اسفنده","Asfandah village","قریه ا سفنده","قریه ا سفنده"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101023","Asfabdah Clinic","کلینیک اسفنده","کلینیک اسفنده","Asfandah village","قریه اسفنده","قریه اسفنده"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101024","Abu Naser Mushkan School","مکتب ابو نصر مشکان","مکتب ابو نصر مشکان","Naghi village","قریه نغی","قریه نغی"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101025","Masoum Mosque","مسجد معصوم","مسجد معصوم","Saha e QaraBagh e","ساحه قره باغی","ساحه قره باغی"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101026","Jafar Mosque","مسجد جعفر","مسجد جعفر","Saha e QaraBagh e","ساحه قره باغی","ساحه قره باغی"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101027","Mangoor School","مکتب منگور","مکتب منگور","Mangoor","منگور","منگور"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101028","Sayed Qazi Mangoor High School","لیسه سید قاضی منگور","لیسه سید قاضی منگور","Mangoor village","قریه منگور","قریه منگور"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101029","Kalaghach Mosque","مسجد کلاغچ","مسجد کلاغچ","Kalaghach village","قریه کلاغچ","قریه کلاغچ"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101030","Ali La La Sahib High School","لیسه علی لا لا صا حب","لیسه علی لا لا صا حب","Qalla e Arzo (Ali Lala)","قلعه ارزو(علی لالا)","قلعه ارزو(علی لالا)"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101031","Arezo Clinic","کلینیک ارزو","کلینیک ارزو","Arzu village","قریه ارزو","قریه ارزو"
"11","GHAZNI","غزنى","غزنى","1101","PROVINCIAL CAPITAL OF GHAZNI ( GHAZNI )","غزنی","غزنی","1101032","Al Zahra Mosque","مسجدالزهرا","مسجدالزهرا","Tawheedabad","توحیدآباد","توحیدآباد"
