"pc","list_position","x"
"1310160 -  Koz Nawabad Kali Mosque - 1310160",9,"#pc > option:nth-child(9)"
"1310161 -  Nargesi School - 1310161",10,"#pc > option:nth-child(10)"
"1310162 -  Bar Mangalyar Mosque - 1310162",11,"#pc > option:nth-child(11)"
"1310163 -  Eid Gul Mosque - 1310163",12,"#pc > option:nth-child(12)"
"1310164 -  Bagyarr School - 1310164",13,"#pc > option:nth-child(13)"
"1310165 -  Bagyarr Mosque - 1310165",14,"#pc > option:nth-child(14)"
"1311166 -  Soorgi Mosque - 1311166",1,"#pc > option:nth-child(1)"
"1311167 -  Secondary School - 1311167",2,"#pc > option:nth-child(2)"
"1311168 -  Saltak Moqbil Secondary School - 1311168",3,"#pc > option:nth-child(3)"
"1311169 -  Speen Jomat Mosque - 1311169",4,"#pc > option:nth-child(4)"
"1311170 -  Sherwanah Algaddah School - 1311170",5,"#pc > option:nth-child(5)"
"1311171 -  Matawarkh Mosque - 1311171",6,"#pc > option:nth-child(6)"
"1311172 -  Shpole Khola Mosque - 1311172",7,"#pc > option:nth-child(7)"
"1311173 -  Girls Secondary School - 1311173",8,"#pc > option:nth-child(8)"
"1311174 -  Momin Kali Mosque - 1311174",9,"#pc > option:nth-child(9)"
"1311175 -  District Building - 1311175",10,"#pc > option:nth-child(10)"
"1311176 -  Mir Mohammaduddin Mosque - 1311176",11,"#pc > option:nth-child(11)"
"1311177 -  Mir Hasan Jame Mosque - 1311177",12,"#pc > option:nth-child(12)"
"1311178 -  Darang Secondary School - 1311178",13,"#pc > option:nth-child(13)"
"1312179 -  Sharabak Primary School - 1312179",1,"#pc > option:nth-child(1)"
"1312180 -  Tushnak School - 1312180",2,"#pc > option:nth-child(2)"
"1312182 -  Khairani School - 1312182",3,"#pc > option:nth-child(3)"
"1312183 -  Lajjah Primary School - 1312183",4,"#pc > option:nth-child(4)"
"1312184 -  Kharkai Mosque - 1312184",5,"#pc > option:nth-child(5)"
"1312185 -  District School - 1312185",6,"#pc > option:nth-child(6)"
"1313188 -  Garmmi School - 1313188",1,"#pc > option:nth-child(1)"
"1313189 -  Hajiano Kali Mosque - 1313189",2,"#pc > option:nth-child(2)"
"1313190 -  Khalilan High School - 1313190",3,"#pc > option:nth-child(3)"
"1313191 -  Nayebuddin Mosque - 1313191",4,"#pc > option:nth-child(4)"
"1313192 -  Chorarrkai School - 1313192",5,"#pc > option:nth-child(5)"
"1313193 -  Suhbati School - 1313193",6,"#pc > option:nth-child(6)"
"1313194 -  Da Ghownzi Mosque - 1313194",7,"#pc > option:nth-child(7)"
"1313195 -  Andwam Secondary School - 1313195",8,"#pc > option:nth-child(8)"
"1313196 -  Da Grandi Khowli Mosque - 1313196",9,"#pc > option:nth-child(9)"
"1313197 -  Yaruddin Mosque - 1313197",10,"#pc > option:nth-child(10)"
"1314084 -  Mirajan Mosque - 1314084",1,"#pc > option:nth-child(1)"
"1314085 -  Kharr Khil Mosque - 1314085",2,"#pc > option:nth-child(2)"
"1314086 -  Gerdah Serrai Clinic - 1314086",3,"#pc > option:nth-child(3)"
"1314087 -  Zarghoon Ragha School location - 1314087",4,"#pc > option:nth-child(4)"
"1314088 -  Tori Khil Markazi Mosque - 1314088",5,"#pc > option:nth-child(5)"
"1314089 -  Fakhri dokanoonah Mosque - 1314089",6,"#pc > option:nth-child(6)"
"1315039 -  Nawai Madrassah - 1315039",1,"#pc > option:nth-child(1)"
"1315041 -  Babul Khil village Mosque - 1315041",2,"#pc > option:nth-child(2)"
"1315043 -  Khar Mast Khilo Mosque - 1315043",3,"#pc > option:nth-child(3)"
"1315044 -  Mamozai Clinic - 1315044",4,"#pc > option:nth-child(4)"
"1315045 -  Shah Haider Mosque - 1315045",5,"#pc > option:nth-child(5)"
"1315046 -  Rahman Khil Mosque - 1315046",6,"#pc > option:nth-child(6)"
"1315047 -  Nek Nam Mosque - 1315047",7,"#pc > option:nth-child(7)"
"1401001 -  Haji Zar Payo Khan Mosque - 1401001",1,"#pc > option:nth-child(1)"
"1401002 -  Women Affairs Directorate - 1401002",2,"#pc > option:nth-child(2)"
"1401003 -  Ghazi Babrak Zadran Park - 1401003",3,"#pc > option:nth-child(3)"
"1401004 -  Central Mosque - 1401004",4,"#pc > option:nth-child(4)"
"1401005 -  Yaoubaio Adah Mosque - 1401005",5,"#pc > option:nth-child(5)"
"1401006 -  Alfatah Markazi High School - 1401006",6,"#pc > option:nth-child(6)"
"1401007 -  Old Civil Hospital - 1401007",7,"#pc > option:nth-child(7)"
"1401008 -  Directorate of Persons with Disability - 1401008",8,"#pc > option:nth-child(8)"
"1401009 -  Shaheed Mohammad Daoud School - 1401009",9,"#pc > option:nth-child(9)"
"1401010 -  Customs House Mosque - 1401010",10,"#pc > option:nth-child(10)"
"1401011 -  Manni Village Mosque - 1401011",11,"#pc > option:nth-child(11)"
"1401012 -  Budah Khan Mosque, Shamal Mardikhil - 1401012",12,"#pc > option:nth-child(12)"
"1401013 -  Warda Khil village Mosque - 1401013",13,"#pc > option:nth-child(13)"
"1401014 -  Tour Ghundai School - 1401014",14,"#pc > option:nth-child(14)"
"1401015 -  Bangi Bagh Ster Kali village Mosque - 1401015",15,"#pc > option:nth-child(15)"
"1401016 -  Da Shamal Zorr Kali (Noorzai) Mosque - 1401016",16,"#pc > option:nth-child(16)"
"1401017 -  Da Nawrozai High School - 1401017",17,"#pc > option:nth-child(17)"
"1401018 -  Danda Pano Pas Kali Mosque - 1401018",18,"#pc > option:nth-child(18)"
"1401019 -  Malizai Jirga Hall - 1401019",19,"#pc > option:nth-child(19)"
"1401020 -  Shamal Gada Kharah Hasan Kot School - 1401020",20,"#pc > option:nth-child(20)"
"1401021 -  Ghazi Abad Village Primary  School - 1401021",21,"#pc > option:nth-child(21)"
"1401022 -  Paste Pale Mosque - 1401022",22,"#pc > option:nth-child(22)"
"1401023 -  Sarbaz Mosque - 1401023",23,"#pc > option:nth-child(23)"
"1401024 -  Saroki village (Lakann) Mosque - 1401024",24,"#pc > option:nth-child(24)"
"1401025 -  Sarkai Barraio Mosque - 1401025",25,"#pc > option:nth-child(25)"
"1401026 -  Tang village Mosque - 1401026",26,"#pc > option:nth-child(26)"
"1401027 -  Ayub Khil High School - 1401027",27,"#pc > option:nth-child(27)"
"1401028 -  Deeri central Mosque - 1401028",28,"#pc > option:nth-child(28)"
"1401029 -  Sarki Jan village Mosque Shamal - 1401029",29,"#pc > option:nth-child(29)"
"1401030 - Jirga Hall, Matoon Cheni village - 1401030",30,"#pc > option:nth-child(30)"
"1401031 -  Madikhil village Madrassah  - 1401031",31,"#pc > option:nth-child(31)"
"1401032 -  Magaso village Mosque - 1401032",32,"#pc > option:nth-child(32)"
"1401033 -  Kondaio village Mosque - 1401033",33,"#pc > option:nth-child(33)"
"1401034 -  Kamran village Jame Mosque - 1401034",34,"#pc > option:nth-child(34)"
"1401035 -  Khani Khwarr Mosque - 1401035",35,"#pc > option:nth-child(35)"
"1401036 -  Mazghora village Mosque - 1401036",36,"#pc > option:nth-child(36)"
"1401037 -  Assar School - 1401037",37,"#pc > option:nth-child(37)"
"1401038 -  Mangal Kot village Mosque - 1401038",38,"#pc > option:nth-child(38)"
"1401039 -  Sarangot Mosque - 1401039",39,"#pc > option:nth-child(39)"
"1401040 -  Taza Kali Mosque, Matoon - 1401040",40,"#pc > option:nth-child(40)"
"1401041 -  Matoon Mandi Khil Mosque - 1401041",41,"#pc > option:nth-child(41)"
"1401042 -  Khabshkhilo Mosque - 1401042",42,"#pc > option:nth-child(42)"
"1401043 -  Darikhilo Mosque - 1401043",43,"#pc > option:nth-child(43)"
"1401044 -  Kotwalai village Mosque - 1401044",44,"#pc > option:nth-child(44)"
"1401045 -  Cheeghe village Mosque - 1401045",45,"#pc > option:nth-child(45)"
"1401046 -  Kajeeri village Mosque - 1401046",46,"#pc > option:nth-child(46)"
"1401047 -  Karwan Sarai Mosque - 1401047",47,"#pc > option:nth-child(47)"
"1401048 -  Omer Khan village Mosque - 1401048",48,"#pc > option:nth-child(48)"
"1401049 -  Mahmoud Khil High School - 1401049",49,"#pc > option:nth-child(49)"
"1401050 - Gharghakht Primary School - 1401050",50,"#pc > option:nth-child(50)"
"1401051 -  Geedi village Mosque - 1401051",51,"#pc > option:nth-child(51)"
"1402052 -  Tore Warrai Degan High School - 1402052",1,"#pc > option:nth-child(1)"
"1402053 -  Degan village Jame Mosque - 1402053",2,"#pc > option:nth-child(2)"
"1402054 -  Salam village Central Mosque - 1402054",3,"#pc > option:nth-child(3)"
"1402055 -  Mohammad Sediq Rohi, Haider Khil High School - 1402055",4,"#pc > option:nth-child(4)"
"1402056 -  Zadran Kot Mosque - 1402056",5,"#pc > option:nth-child(5)"
"1402057 -  Warze village Mosque - 1402057",6,"#pc > option:nth-child(6)"
"1402058 -  Haider Khil Samwat School - 1402058",7,"#pc > option:nth-child(7)"
"1402059 -  Sherza Ali Mosque - 1402059",8,"#pc > option:nth-child(8)"
"1402060 -  B village School - 1402060",9,"#pc > option:nth-child(9)"
"1402061 -  Dadwalo Khkulai Mosque - 1402061",10,"#pc > option:nth-child(10)"
"1402062 -  Hasan Mohammad Mosque - 1402062",11,"#pc > option:nth-child(11)"
"1402063 -  Chandar Sahra Kali village Mosque - 1402063",12,"#pc > option:nth-child(12)"
"1402064 -  Chandar village Mosque - 1402064",13,"#pc > option:nth-child(13)"
"1402065 -  Meta Khan High School - 1402065",14,"#pc > option:nth-child(14)"
"1402066 -  Ajab Khan village Mosque - 1402066",15,"#pc > option:nth-child(15)"
"1402067 -  Hassan Zai Girls High School - 1402067",16,"#pc > option:nth-child(16)"
"1402068 -  Shadal Kali Mosque - 1402068",17,"#pc > option:nth-child(17)"
"1402069 -  Dilporaio Secondary School - 1402069",18,"#pc > option:nth-child(18)"
"1403070 -  Kaski kali Mosque - 1403070",1,"#pc > option:nth-child(1)"
"1403071 -  Da Zhawarah Kali Mosque - 1403071",2,"#pc > option:nth-child(2)"
"1403072 -  Chinar Sangar Primary School - 1403072",3,"#pc > option:nth-child(3)"
"1403073 -  Tawde Cheene Primary School - 1403073",4,"#pc > option:nth-child(4)"
"1403074 -  Maidani village Clinic - 1403074",5,"#pc > option:nth-child(5)"
"1403075 -  Shaeed Mohammad Qader High School - 1403075",6,"#pc > option:nth-child(6)"
"1403076 -  Ali Dayee Mosque - 1403076",7,"#pc > option:nth-child(7)"
"1403077 -  Janbaz Mosque - 1403077",8,"#pc > option:nth-child(8)"
"1403078 -  Shiekh Amir High School - 1403078",9,"#pc > option:nth-child(9)"
"1403079 -  Zualdin High School - 1403079",10,"#pc > option:nth-child(10)"
"1403080 -  Boree Khil School - 1403080",11,"#pc > option:nth-child(11)"
"1404081 -  Senakai High School - 1404081",1,"#pc > option:nth-child(1)"
"1404082 -  Atman School - 1404082",2,"#pc > option:nth-child(2)"
"1404083 -  Hakmeena Primary School - 1404083",3,"#pc > option:nth-child(3)"
"1404084 -  Dargai High School - 1404084",4,"#pc > option:nth-child(4)"
"1404085 -  Lajjah Boys Primary School  - 1404085",5,"#pc > option:nth-child(5)"
"1404086 -  Gulab Khan High School - 1404086",6,"#pc > option:nth-child(6)"
"1404087 -  Omer Farouq Mosque - 1404087",7,"#pc > option:nth-child(7)"
"1404088 -  Ziaul Madares Madrassah - 1404088",8,"#pc > option:nth-child(8)"
"1404089 -  Manni Kali Mosque - 1404089",9,"#pc > option:nth-child(9)"
"1404090 -  Dur Malika High School - 1404090",10,"#pc > option:nth-child(10)"
"1404091 -  Da Zhai Kali Girls School - 1404091",11,"#pc > option:nth-child(11)"
"1404092 -  Peer Badshah village Girls High School - 1404092",12,"#pc > option:nth-child(12)"
"1404093 -  Haji Nek Mohammad Kali School - 1404093",13,"#pc > option:nth-child(13)"
"1404094 -  Hesarak School - 1404094",14,"#pc > option:nth-child(14)"
"1404095 -  Laghori High School - 1404095",15,"#pc > option:nth-child(15)"
"1404096 -  Dakhi Boys High School - 1404096",16,"#pc > option:nth-child(16)"
"1404097 -  Gokhi Secondary School - 1404097",17,"#pc > option:nth-child(17)"
"1404098 -  Mataki High School - 1404098",18,"#pc > option:nth-child(18)"
"1404099 -  Banda Khil Secondary School - 1404099",19,"#pc > option:nth-child(19)"
"1404100 -  Kochiano Secondary School - 1404100",20,"#pc > option:nth-child(20)"
"1404101 -  Pakhe Chari Mosque - 1404101",21,"#pc > option:nth-child(21)"
"1404102 -  Da Kanngai Mannai Mosque - 1404102",22,"#pc > option:nth-child(22)"
"1404103 -  Warzhalai Madrassah - 1404103",23,"#pc > option:nth-child(23)"
"1404104 -  Da Nareeze High School - 1404104",24,"#pc > option:nth-child(24)"
"1404105 -  Sor Kot Secondary School - 1404105",25,"#pc > option:nth-child(25)"
"1405106 -  Musa Khil Toot Palah Mosque - 1405106",1,"#pc > option:nth-child(1)"
"1405107 -  Musa Khil Da Paiko Melay Mosque - 1405107",2,"#pc > option:nth-child(2)"
"1405108 -  Da Gharani Tapeh Mosque - 1405108",3,"#pc > option:nth-child(3)"
"1405109 -  Da Marghai Mosque - 1405109",4,"#pc > option:nth-child(4)"
"1405110 -  Sardar Khan Taraki Mosque - 1405110",5,"#pc > option:nth-child(5)"
"1405111 -  Marghai High School - 1405111",6,"#pc > option:nth-child(6)"
"1405112 -  Mandi Mosque - 1405112",7,"#pc > option:nth-child(7)"
"1405113 -  Spera Welai School - 1405113",8,"#pc > option:nth-child(8)"
"1405115 -  Khoshamand Village Mosque - 1405115",9,"#pc > option:nth-child(9)"
"1405116 -  Hazrat Bilal Mosque - 1405116",10,"#pc > option:nth-child(10)"
"1405117 -  Ajab Khan Mosque, Koseen Kholah - 1405117",11,"#pc > option:nth-child(11)"
"1405118 -  Wachkarrai village Mosque - 1405118",12,"#pc > option:nth-child(12)"
"1406119 -  Latkai village Mosque - 1406119",1,"#pc > option:nth-child(1)"
"1406120 -  Shambowat School - 1406120",2,"#pc > option:nth-child(2)"
"1406124 -  Keekhe Kali Mosque - 1406124",3,"#pc > option:nth-child(3)"
"1406125 -  Ghorshtai village Jirga Hall - 1406125",4,"#pc > option:nth-child(4)"
"1406126 -  Almari School - 1406126",5,"#pc > option:nth-child(5)"
"1406127 -  Makosh Mosque - 1406127",6,"#pc > option:nth-child(6)"
"1406128 -  Jehamir Mosque - 1406128",7,"#pc > option:nth-child(7)"
"1407129 -  Yaqoubai Badshah Din Mosque - 1407129",1,"#pc > option:nth-child(1)"
"1407130 -  Yaoubai District Mosque - 1407130",2,"#pc > option:nth-child(2)"
"1407131 -  Mata Khilo village Mosque - 1407131",3,"#pc > option:nth-child(3)"
"1407132 -  Korrho Mosque - 1407132",4,"#pc > option:nth-child(4)"
"1407133 -  Noori village School - 1407133",5,"#pc > option:nth-child(5)"
"1407134 -  Karez Kali Mosque - 1407134",6,"#pc > option:nth-child(6)"
"1407135 -  Zambar Mosque - 1407135",7,"#pc > option:nth-child(7)"
"1407136 -  Mochi village School - 1407136",8,"#pc > option:nth-child(8)"
"1408138 -  Awrmarr village Mosque - 1408138",1,"#pc > option:nth-child(1)"
"1408139 -  Qadam Mosque - 1408139",2,"#pc > option:nth-child(2)"
"1408140 -  Da Toro Obo Mosque - 1408140",3,"#pc > option:nth-child(3)"
"1408142 -  Chagotai Mosque - 1408142",4,"#pc > option:nth-child(4)"
"1408144 -  Haji Naeem Kochai Mosque - 1408144",5,"#pc > option:nth-child(5)"
"1408145 -  Meeram Gul village, Zaman Khil Mosque - 1408145",6,"#pc > option:nth-child(6)"
"1408146 -  Cheengai Mosque - 1408146",7,"#pc > option:nth-child(7)"
"1408147 -  Pallah Jame Mosque - 1408147",8,"#pc > option:nth-child(8)"
"1408148 -  Markazi Bagh Belawat - 1408148",9,"#pc > option:nth-child(9)"
"1408149 -  Mandeenah Mosque - 1408149",10,"#pc > option:nth-child(10)"
"1408150 -  Kozah Bokhanah central Mosque - 1408150",11,"#pc > option:nth-child(11)"
"1409151 -  Pas Tarak - 1409151",1,"#pc > option:nth-child(1)"
"1409152 -  Kotki Awazi village School - 1409152",2,"#pc > option:nth-child(2)"
"1409153 -  Anar Kali Mosque - 1409153",3,"#pc > option:nth-child(3)"
"1409154 -  Bak District Center High School - 1409154",4,"#pc > option:nth-child(4)"
"1409155 -  Shamal Khil School - 1409155",5,"#pc > option:nth-child(5)"
"1409156 -  Totak School - 1409156",6,"#pc > option:nth-child(6)"
"1410157 -  Paiko Mile Jawmillat - 1410157",1,"#pc > option:nth-child(1)"
"1410158 -  Mangalo Madrassah - 1410158",2,"#pc > option:nth-child(2)"
"1410159 -  Sarro Obo Secondary School - 1410159",3,"#pc > option:nth-child(3)"
"1410160 -  Qalandar Clinic - 1410160",4,"#pc > option:nth-child(4)"
"1410161 -  Muslim Abad Mosque - 1410161",5,"#pc > option:nth-child(5)"
"1410162 -  Zareef Lotte Plain ground - 1410162",6,"#pc > option:nth-child(6)"
"1410163 -  Da Peer Mosque - 1410163",7,"#pc > option:nth-child(7)"
"1411164 -  Village ground tents - 1411164",1,"#pc > option:nth-child(1)"
"1411165 -  Zarbi dukanoonah (Shops) - 1411165",2,"#pc > option:nth-child(2)"
"1411166 -  Lahe Tegge Madrassah - 1411166",3,"#pc > option:nth-child(3)"
"1411167 -  Parwandh Asarrkhilo village Mosque - 1411167",4,"#pc > option:nth-child(4)"
"1411168 -  Barkhilo Mandayee - 1411168",5,"#pc > option:nth-child(5)"
"1411169 -  Sheenshobi Kaski - 1411169",6,"#pc > option:nth-child(6)"
"1411170 -  Sperah village School - 1411170",7,"#pc > option:nth-child(7)"
"1411171 -  Da Dandaki Kali village Mosque - 1411171",8,"#pc > option:nth-child(8)"
"1411172 -  Ghulam Jan Dukan Tarwe Kalai - 1411172",9,"#pc > option:nth-child(9)"
"1411173 -  Plain ground (Ghormah) - 1411173",10,"#pc > option:nth-child(10)"
"1411174 -  Khost Khil village and Shops - 1411174",11,"#pc > option:nth-child(11)"
"1412175 -  Sre Kanni village Mosque - 1412175",1,"#pc > option:nth-child(1)"
"1412176 -  Dwah Mandah School - 1412176",2,"#pc > option:nth-child(2)"
"1412177 -  Bargi village High School - 1412177",3,"#pc > option:nth-child(3)"
"1412178 -  Amir Gulistan Mosque - 1412178",4,"#pc > option:nth-child(4)"
"1412179 -  Alokhil Madrassah - 1412179",5,"#pc > option:nth-child(5)"
"1412180 -  Sayed Khil Clinic - 1412180",6,"#pc > option:nth-child(6)"
"1412181 -  Imar Khilo Mosque - 1412181",7,"#pc > option:nth-child(7)"
"1413182 -  City One School - 1413182",1,"#pc > option:nth-child(1)"
"1413183 -  Zankhil Madrassah - 1413183",2,"#pc > option:nth-child(2)"
"1413184 -  Qabayel Ghond School  - 1413184",3,"#pc > option:nth-child(3)"
"1413185 -  Deri Melay High School - 1413185",4,"#pc > option:nth-child(4)"
"1413186 -  Iskandariah School - 1413186",5,"#pc > option:nth-child(5)"
"1413187 -  Shiekhano Jame Mosque - 1413187",6,"#pc > option:nth-child(6)"
"1413188 -  Algadi High School - 1413188",7,"#pc > option:nth-child(7)"
"1413189 -  Aka Kahool School - 1413189",8,"#pc > option:nth-child(8)"
"1413190 -  Dani School - 1413190",9,"#pc > option:nth-child(9)"
"1413191 -  Sarre Pelai School - 1413191",10,"#pc > option:nth-child(10)"
"1413192 -  Jaggah Shawyah Maidani (Jaggah Shawyah Ground) - 1413192",11,"#pc > option:nth-child(11)"
"1501001 - Omara Khan High School - 1501001",1,"#pc > option:nth-child(1)"
"1501002 - Gorgam Jami Mosque - 1501002",2,"#pc > option:nth-child(2)"
"1501003 - Hijrat Bar Kalai Mosque - 1501003",3,"#pc > option:nth-child(3)"
"1501004 - Shikhan Secondary School - 1501004",4,"#pc > option:nth-child(4)"
"1501005 - Nawabad Manz Kalai Mosque - 1501005",5,"#pc > option:nth-child(5)"
"1501006 - Tesha Primary School - 1501006",6,"#pc > option:nth-child(6)"
"1501007 - Salar Bagh Secondary School - 1501007",7,"#pc > option:nth-child(7)"
"1501008 - Shaheed Mina Primary School - 1501008",8,"#pc > option:nth-child(8)"
"1501009 - Bilal Mosque - 1501009",9,"#pc > option:nth-child(9)"
"1501010 - Sanaye (industrial) Vocational School - 1501010",10,"#pc > option:nth-child(10)"
"1501011 - Kirhala Girls High School - 1501011",11,"#pc > option:nth-child(11)"
"1501012 - Saagi Primary School - 1501012",12,"#pc > option:nth-child(12)"
"1501013 - Qaziano Mosque - 1501013",13,"#pc > option:nth-child(13)"
"1501014 - Bara Shagai Mosque - 1501014",14,"#pc > option:nth-child(14)"
