"election_type","election_date","results_status","results_date","province_code","province_name_eng","province_name_dari","ballot_position","candidate_code","candidate_name_eng","candidate_name_dari","party_name_dari","candidate_gender","first_round_winner","run_off_winner","past_winners","male_ps_votes","fem_ps_votes","votes"
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","12","PAKTIKA","پکتیکا",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",11506,7570,19097
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","12","PAKTIKA","پکتیکا",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",254,133,392
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","12","PAKTIKA","پکتیکا",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",99,33,137
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","12","PAKTIKA","پکتیکا",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",758,111,871
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","12","PAKTIKA","پکتیکا",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",69987,47222,118089
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","12","PAKTIKA","پکتیکا",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",439,106,548
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","12","PAKTIKA","پکتیکا",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",15959,10208,26667
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","12","PAKTIKA","پکتیکا",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",5638,4140,9841
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","12","PAKTIKA","پکتیکا",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",805,390,1196
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","12","PAKTIKA","پکتیکا",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",3400,2219,5630
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","12","PAKTIKA","پکتیکا",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",114,53,167
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","13","PAKTIA","پکتیا",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",8743,4442,13610
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","13","PAKTIA","پکتیا",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",551,182,737
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","13","PAKTIA","پکتیا",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",40,24,64
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","13","PAKTIA","پکتیا",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",235,144,381
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","13","PAKTIA","پکتیا",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",93903,63138,157826
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","13","PAKTIA","پکتیا",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",141,85,226
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","13","PAKTIA","پکتیا",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",10334,8550,18913
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","13","PAKTIA","پکتیا",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",15460,10050,25545
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","13","PAKTIA","پکتیا",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",883,607,1495
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","13","PAKTIA","پکتیا",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",22473,12335,34847
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","13","PAKTIA","پکتیا",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",140,120,261
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","14","KHOST","خوست",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",2567,1338,4040
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","14","KHOST","خوست",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",97,43,145
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","14","KHOST","خوست",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",27,38,65
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","14","KHOST","خوست",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",155,75,233
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","14","KHOST","خوست",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",55991,26387,83691
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","14","KHOST","خوست",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",119,70,189
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","14","KHOST","خوست",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",5643,2878,8615
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","14","KHOST","خوست",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",9573,3837,13479
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","14","KHOST","خوست",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",137,61,200
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","14","KHOST","خوست",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",1991,616,2648
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","14","KHOST","خوست",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",166,97,265
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","15","KUNAR","کنرها",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",8260,4992,13257
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","15","KUNAR","کنرها",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",104,305,409
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","15","KUNAR","کنرها",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",32,57,89
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","15","KUNAR","کنرها",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",140,261,402
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","15","KUNAR","کنرها",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",46567,22903,69545
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","15","KUNAR","کنرها",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",61,236,297
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","15","KUNAR","کنرها",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",7058,4849,11910
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","15","KUNAR","کنرها",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",3064,1181,4256
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","15","KUNAR","کنرها",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",101,109,210
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","15","KUNAR","کنرها",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",4811,2596,7416
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","15","KUNAR","کنرها",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",333,50,383
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","16","NOORISTAN","نورستان",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",13641,8747,23234
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","16","NOORISTAN","نورستان",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",31,17,48
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","16","NOORISTAN","نورستان",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",3,0,4
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","16","NOORISTAN","نورستان",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",2,0,2
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","16","NOORISTAN","نورستان",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",4945,3902,9001
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","16","NOORISTAN","نورستان",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",3,55,58
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","16","NOORISTAN","نورستان",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",4160,3327,7585
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","16","NOORISTAN","نورستان",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",2823,984,3809
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","16","NOORISTAN","نورستان",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",75,82,158
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","16","NOORISTAN","نورستان",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",11331,6452,17858
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","16","NOORISTAN","نورستان",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",27,9,36
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","17","BADAKHSHAN","بدخشان",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",114880,74138,191260
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","17","BADAKHSHAN","بدخشان",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",597,386,999
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","17","BADAKHSHAN","بدخشان",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",110,56,175
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","17","BADAKHSHAN","بدخشان",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",213,171,406
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","17","BADAKHSHAN","بدخشان",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",25941,15786,42548
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","17","BADAKHSHAN","بدخشان",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",181,142,332
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","17","BADAKHSHAN","بدخشان",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",13927,13807,28044
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","17","BADAKHSHAN","بدخشان",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",3672,2146,5864
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","17","BADAKHSHAN","بدخشان",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",135,75,212
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","17","BADAKHSHAN","بدخشان",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",16300,9085,25537
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","17","BADAKHSHAN","بدخشان",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",278,187,472
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","18","TAKHAR","تخار",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",89323,68911,159375
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","18","TAKHAR","تخار",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",884,930,1832
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","18","TAKHAR","تخار",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",307,289,600
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","18","TAKHAR","تخار",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",797,706,1524
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","18","TAKHAR","تخار",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",73458,46229,121100
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","18","TAKHAR","تخار",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",452,542,1004
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","18","TAKHAR","تخار",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",9812,6011,16049
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","18","TAKHAR","تخار",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",3279,1155,4494
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","18","TAKHAR","تخار",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",383,265,649
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","18","TAKHAR","تخار",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",7906,4011,12063
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","18","TAKHAR","تخار",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",483,509,1003
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","19","KUNDUZ","کندز",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",60616,37554,100413
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","19","KUNDUZ","کندز",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",683,554,1252
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","19","KUNDUZ","کندز",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",414,175,605
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","19","KUNDUZ","کندز",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",488,304,807
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","19","KUNDUZ","کندز",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",50868,28405,80893
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","19","KUNDUZ","کندز",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",381,281,663
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","19","KUNDUZ","کندز",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",7899,3178,11223
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","19","KUNDUZ","کندز",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",4447,764,5262
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","19","KUNDUZ","کندز",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",1070,338,1423
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","19","KUNDUZ","کندز",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",8602,3247,12272
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","19","KUNDUZ","کندز",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",447,219,671
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","20","SAMANGAN","سمنگان",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",49023,35548,86845
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","20","SAMANGAN","سمنگان",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",460,507,991
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","20","SAMANGAN","سمنگان",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",160,157,325
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","20","SAMANGAN","سمنگان",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",304,253,580
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","20","SAMANGAN","سمنگان",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",20761,15222,37632
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","20","SAMANGAN","سمنگان",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",268,308,590
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","20","SAMANGAN","سمنگان",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",6284,4429,10822
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","20","SAMANGAN","سمنگان",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",603,264,899
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","20","SAMANGAN","سمنگان",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",192,110,309
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","20","SAMANGAN","سمنگان",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",2298,1258,3612
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","20","SAMANGAN","سمنگان",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",242,220,482
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","21","BALKH","بلخ",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",130073,98253,238582
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","21","BALKH","بلخ",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",1060,1053,2196
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","21","BALKH","بلخ",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",275,234,534
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","21","BALKH","بلخ",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",482,403,909
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","21","BALKH","بلخ",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",67733,38990,109694
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","21","BALKH","بلخ",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",448,551,1028
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","21","BALKH","بلخ",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",18704,12188,32060
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","21","BALKH","بلخ",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",1537,486,2073
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","21","BALKH","بلخ",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",949,594,1597
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","21","BALKH","بلخ",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",3111,1238,4512
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","21","BALKH","بلخ",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",543,322,904
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","22","SAR-I-PUL","سرپل",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",42247,31791,74711
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","22","SAR-I-PUL","سرپل",2,"101_1_19","Mohammad Daoud Sultanzoy","محمد داود سلطان زوی","خپلواک/مستقل","M","NO","NO","NO",384,281,672
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","22","SAR-I-PUL","سرپل",3,"100_1_10","Abdul Rahim Wardak","عبدالرحیم وردک","خپلواک/مستقل","M","NO","NO","NO",151,116,268
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","22","SAR-I-PUL","سرپل",4,"100_1_25","Abdul Qayum Karzai","عبدالقیوم کرزی","خپلواک/مستقل","M","NO","NO","NO",302,257,569
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","22","SAR-I-PUL","سرپل",5,"101_1_13","Mohammad Ashraf Ghani Ahmadzai","محمد اشرف غنی احمدزی","خپلواک/مستقل","M","NO","YES","NO",31417,24730,57097
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","22","SAR-I-PUL","سرپل",6,"101_1_16","Mohammad Nader Naeem","محمد نادر نعیم","خپلواک/مستقل","M","NO","NO","NO",207,181,394
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","22","SAR-I-PUL","سرپل",7,"100_1_24","Zalmai Rasul","زلمی رسول","خپلواک/مستقل","M","NO","NO","NO",5147,3852,9113
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","22","SAR-I-PUL","سرپل",8,"100_1_7","Eng. Qutbudin Hilal","انجنیر قطب الدین هلل","خپلواک/مستقل","M","NO","NO","NO",559,256,826
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","22","SAR-I-PUL","سرپل",9,"100_1_28","Mohammad Sahfiq Gul Agha Sherzai","محمد شفیق گل آغا شیرزی","خپلواک/مستقل","M","NO","NO","NO",1154,742,1933
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","22","SAR-I-PUL","سرپل",10,"100_1_4","Abdul Rab Rasul Sayaf","پروفیسور عبدرب الرسول سیاف","خپلواک/مستقل","M","NO","NO","NO",2361,1078,3472
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","22","SAR-I-PUL","سرپل",11,"100_1_37","Hedayat Amin Arsala","هدایت امین ارسل","خپلواک/مستقل","M","NO","NO","NO",214,149,373
"PRESIDENTIAL","2014-04-05","FINAL","2014-05-15","23","GHOR","غور",1,"100_1_1","Dr. Abdullah Abdullah","داکتر عبدا عبدا","جمعیت اسلمی افغانستان","M","YES","NO","NO",104004,74674,180446
