"province_code","province_name_eng","province_name_dari","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","provincial_capital","pc_code","pc_name_eng","pc_name_dari","prelim_results_reporting","final_results_reporting","ps_planned_count","ps_prelim_reporting_count","ps_final_reporting_count","ps_male","ps_fem","ps_kuchi","est_voters","access_notes"
"02","KAPISA","کاپيسا","0206","TAGAB","تگاب","0206","TAGAB","تگاب","NO","0206095","Shahed Hafizullah Secondary School (Shokut)","متوسطه شھيد حفيظ الله, شکوت","YES","YES",3,2,2,2,1,NA,1500,"سرک , راه"
"02","KAPISA","کاپيسا","0206","TAGAB","تگاب","0206","TAGAB","تگاب","NO","0206096","Rood Khushk Masque ( Mashwani) kuchian","مسجد رود خشک, مشوانی) کوچيان(","NO","NO",2,NA,NA,0,0,2,1000,"سرک , راه"
"02","KAPISA","کاپيسا","0206","TAGAB","تگاب","0206","TAGAB","تگاب","NO","0206097","Tater khail Masque ( Tater khail) Khuchian","مسجد تتارخيل, تتارخيل  ) کوچيان(","NO","NO",2,NA,NA,0,0,2,1000,"سرک , راه"
"02","KAPISA","کاپيسا","0206","TAGAB","تگاب","0206","TAGAB","تگاب","NO","0206098","Hadeh Anwar  Landakhail ( khuchian)","حده انور, لنداخيل  )کوچيان(","YES","YES",2,1,1,0,0,2,1000,"سرک , راه"
"02","KAPISA","کاپيسا","0206","TAGAB","تگاب","0206","TAGAB","تگاب","NO","0206099","Amin house (Do manchi ) khuchian","منزل امين, دو ما نجی  )کوچيان(","YES","YES",2,2,2,0,0,2,1000,"سرک , راه"
"02","KAPISA","کاپيسا","0207","ALASAI","اله سای","0207","ALASAI","اله سای","NO","0207100","Chachi khail Primary school (chachi khail)","مکتب ابتدايه چا يی خيل, چا يی خيل","NO","NO",4,NA,NA,3,1,NA,2100,"سرک , راه"
"02","KAPISA","کاپيسا","0207","ALASAI","اله سای","0207","ALASAI","اله سای","NO","0207102","Hayatullah Shahed School ( Center District)","مکتب ابتدايه حسن شھيد, راسنگ","NO","NO",10,NA,NA,7,3,NA,6000,"سرک , راه"
"02","KAPISA","کاپيسا","0207","ALASAI","اله سای","0207","ALASAI","اله سای","NO","0207103","Hussain Shahed Primary School ( Rah Sang)","لسيه کوندی, قريه کوندی","NO","NO",5,NA,NA,3,2,NA,2600,"سرک , راه"
"02","KAPISA","کاپيسا","0207","ALASAI","اله سای","0207","ALASAI","اله سای","NO","0207104","Kundi High School ( Kundi village)","ليسه حيات الله, گجم خندا","NO","NO",6,NA,NA,4,2,NA,3200,"سرک , راه"
"02","KAPISA","کاپيسا","0207","ALASAI","اله سای","0207","ALASAI","اله سای","NO","0207105","Hayatullah High School ( Gajmakhanda)","مکتب ابتدايه  کوتی, قريه کوتی","NO","NO",9,NA,NA,5,4,NA,5000,"سرک , راه"
"02","KAPISA","کاپيسا","0207","ALASAI","اله سای","0207","ALASAI","اله سای","NO","0207106","Kuti Primary School ( Kuti village)","مکتب ابتدايه حسن اباد, حسن اباد","NO","NO",3,NA,NA,2,1,NA,1600,"سرک , راه"
"02","KAPISA","کاپيسا","0207","ALASAI","اله سای","0207","ALASAI","اله سای","NO","0207107","Hassan Abad primary School ( Hassan Abad)","مسجد سلطانخيل, سلطانخيل","NO","NO",3,NA,NA,2,1,NA,1600,"سرک , راه"
"02","KAPISA","کاپيسا","0207","ALASAI","اله سای","0207","ALASAI","اله سای","NO","0207108","Sultan khail Masque ( sultan khail)","ليسه حيات الله شھيد, مرکز اله سای ) کوچيان(","NO","NO",4,NA,NA,3,1,NA,2000,"سرک , راه"
"02","KAPISA","کاپيسا","0207","ALASAI","اله سای","0207","ALASAI","اله سای","NO","0207109","Hayatullah Shahed High School","ليسه حيات الله شھيد , مرکز اله سای ) کوچيان (","NO","NO",2,NA,NA,NA,NA,2,1000,"سرک , راه"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301001","Noman High School, Charikar","ليسه نعما ن, جا ر يکا ر","YES","YES",7,7,7,5,2,NA,4200,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301002","Sadigi High School, Charikar","ليسه صا د قی, جا ر يکا ر","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301003","Experimental High School, Charikar","ليسه تجر بو ی, جا ر يکا ر","YES","YES",7,7,7,5,2,NA,4200,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301004","Sadiqi High School, Charikar","متو سط حره جلا لی, جا ر يکا ر","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301005","Abdul Haq Wala High School, Qazi Village","ليسه ده قا ضی, د ه فا ضی","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301006","Mian Shakh High School, Mian Shakh","ليسه ميا ن شا خ, ميا ن شا خ","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301007","Tatumdara Female High School, Tatumdara Alia","نسو ا ن تتمدره عليی, تتمدره عليا","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301008","Omar Farooq High School, Tatumdara Safle","ليسه عمر فا روق, تتمدره سفلی","YES","YES",3,3,2,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301009","Sofi Qalandar Masjid, Charikar","مسجد صو فی قلندر, چا ر يکا ر","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301010","Mir Ali Ahmad Shaheed High School, Charikar","ليسه مير علی ا حمد شھد, چا ر يکا ر","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301011","Toghbardi School, Toghbardi","مسجد جا می تو غبر دی, تو غبر دی","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301012","Hofiane Sharif Middle School, Hofiane Sharif","متو سط  ھو فيا ن شر يف, ھو فيا ن شر يف","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301013","Khwaja Saran Payan School, Khwaja Saran Baba","مکتب خو ا جه سا را ن پا يا ن, خو ا جه سا را ن پا يا","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301014","Qalache Sokhta Middle School, Qalache Sokhta","مکتب متو سط قلعچه سو خته, قلعچه سو خته","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301015","Abdi by Jami Masjid, Abdi By","مسجد جامی عبدی با ی, عبدی با ی","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301016","Daud Sadullah High School, Sadullah","ليسه دا دو سعد لا, سعد لا","YES","YES",3,3,1,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301017","Khwaja Syaran bala School, Khwaja Syaran Bala","مکتب خواجه سيا ر ا ن با لا, خواجه سيا ر ا ن با لا","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301018","Jami Peshan Masjid, Peshan","مسجد جا می پشبا ن, پشبا ن","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301019","Masjid Jami Dolana, Dolana","مسجد دو لا نه, دو لا نه","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301020","Telanchi Female School, Telanchi","مکتب نسوا ن تيلا نچی, تيلا نچی","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301021","Masjid Jami Sunjid Dara, Sunjid Dara","مسجد جامی سنجد دره, سنجد دره","YES","YES",6,6,6,4,2,NA,3600,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301022","Masjid Sadiqi, Charikar","مسجد صا د قی, جا ر يکا ر","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301023","Masjid Jami Khala Zai, Khalazai","مسجد جا می خلا زيئ, خلا زيئ","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301024","Laghmani High School, Laghmani","ليسه لغما نی, لغما نی","YES","YES",5,5,5,3,2,NA,3000,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301025","Payan Bala Middle School, Payan Bala","متو سط با يا ن بالا, با يا ن بالا","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301026","Bala Ghail Secondary School, bala ghail","مسجد جا می با لا غيل, با لا غيل","YES","YES",5,5,5,3,2,NA,3000,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301027","Toop Dara School, Toop Dara","مکتب توب در ه, توب در ه","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301028","Masjid Jami Qala Sahil, Qala Sahil","مسجد جا می قلعه سا حل, قلعه سا حل","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301029","Masjid Jami Mula Yousaf Village, Mula Yousaf Village","مسجد جا می د ه ملا يوسف, د ه ملا يوسف","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301030","Muncipality Building, Charika","تعمير شا روا لی, جا ر يکا ر","YES","YES",7,6,6,5,2,NA,3600,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301031","Hura Jalali High School, Charikar","ليسه حره جلا لی, جا ر يکا ر","YES","YES",5,5,5,3,2,NA,3000,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301032","Sayadan School, Sayadan","مکتب صيا  د ا ن, صيا  د ا ن","YES","YES",4,4,4,3,1,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301033","Masjid Jami Payan Payan, Payan Payan","مسحد جا می پا يا ن  پا يا ن, با يا ن پا يا ن","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301034","Barak Parcha 13 School, Charikar","برک, پارچه 13","YES","YES",5,5,5,3,2,NA,3000,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301035","Parch 12  No 2 High School, Charikar","ليسه نمبر,2 پارچه 12","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0301","CHARIKAR","مرکزپروان‐ چاريکار","0301","CHARIKAR","مرکزپروان‐ چاريکار","YES","0301036","Masood Buzurg High School, Sunjid Dara","ليسه مسعود بزرگ, سنجد دره","YES","YES",6,5,5,4,2,NA,3600,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302037","Imam Azaam Uqtash High School, Uqtash","ليسه امام ا عضام  ا قتا ش, ا قتا ش","YES","YES",5,5,5,3,2,NA,3000,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302038","Ibrahim Khail Girls School, Ibrahim Khail","نسو ا ن ا برا م خيل, ا برا م خيل","YES","YES",3,3,3,1,2,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302039","Darul Hifaaz Said Khail, Said Khail bazar","دارلحفا ض سيد خيل, با زا ر سيد خيل","YES","YES",4,4,4,3,1,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302040","Chinki Alia Girls School, Chinki Alia","مکتب نسو ا ن   چينکی عليا, چينکی عليا","YES","YES",4,4,3,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302041","Sayed Rahman Shaheed School, Kumangar","مکتب سيد رحما ن شھيد, کما نگر","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302042","Abdul Qadir Shaheed, Kaka Khail","عبد القا در شھيد, کا که خيل","YES","YES",3,3,3,1,2,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302043","Anchu masjid, Anchu","مدرسه انچو, انچو","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302044","Girls Middle School Haibat Khail, Haibat Khail","متوسط نسو ا ن ھھيبت  خيل, ھيبت  خيل","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302045","Khan Jan Khail Mosque, Khan Jan Khail","مسجد خا ن جا ن خيل, خا ن جا ن خيل","YES","YES",3,3,3,1,2,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302046","Chinki payan Masjid, Chinki Payan","مسجد چينکی پا يا ن, چينکی پا يا ن","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302047","Anchu Madrasah, Anchu","مسجد ا نچو, ا نچو","YES","YES",5,5,5,3,2,NA,3000,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302048","She Dukan Masjid Anchu, Anchu","مسجد سه د و کا ن ا نچو, ا نچو","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0302","SAYID KHAIL","سيد خيل","0302","SAYID KHAIL","سيد خيل","NO","0302049","Saifurahman High School, Middle Niki","ليسه سيف الرحمن, نکی وسط","YES","YES",2,1,1,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303050","Jabal Siraj Boys high school, Jabal siraj bazar","ليسه زکو ر جبلسر ا ج, با زا ر  جبلسر ا ج","YES","YES",7,7,7,7,0,NA,4200,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303051","Girls High school, Jabal Siraj bazar","ليسه نسو ا ن, با زا ر  جبلسر ا ج","YES","YES",3,3,3,0,3,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303052","Zar bia high school, Top of the hill","ليسه زر بيا, با لا ی تپه","YES","YES",5,5,5,3,2,NA,3000,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303053","Cement Factory, ce Koti","فا بريکی سمنت, سه کو تی","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303054","Mir Khan Village school, Mir Khan Village","مکتب ده مير خا ن, ده مير خا ن","YES","YES",4,3,3,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303055","Pinjah Khana Jami Masjid, Gul bahar bazar","مسجد جامی پنجا ه خا نه, با زا ر گل بھا ر","YES","YES",6,6,3,3,3,NA,3600,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303056","Malek Jan Khail Jami Masjid, Malek Jan Khail","مسجد جا می ملک جا ن خيل, ملک جا ن خيل","YES","YES",4,4,3,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303057","Du bandi Jami Masjid, Du bandi","مسجد جا می دو بندی, دو بندی","YES","YES",6,6,6,3,3,NA,3600,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303058","Aushaba Mosque, Aushab capital","مسجد ا شا به, مر کز  ا شا به","YES","YES",3,3,2,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303059","Esa Khail Mosque, Esa Khail village","مسجد عسی خيل, قر يه عسی خيال","YES","YES",4,4,3,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303060","Khalil Zaman Middle School, Tape Surkh","مکتب متو سط خليل ز ما ن, تپه سر ح","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303061","Gul bahar girls high school no 2, Gul bahar","ليسه نسوان گلبھار, گلبھار","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0303","JABUL SARAJ","جبل السراج","0303","JABUL SARAJ","جبل السراج","NO","0303062","Chape Qool Mosque, Aushaba","مسجد چپ قل, اشابه","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0304","SALANK","سالنگ","0304","SALANK","سالنگ","NO","0304063","Salang High School, Baghe Maidan","ليسه سا لنگ, با غ ميد ا ن","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0304","SALANK","سالنگ","0304","SALANK","سالنگ","NO","0304064","Takhma Jami Masjid, Takhma","مسجد جا می تا خمه, تا خمه","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0304","SALANK","سالنگ","0304","SALANK","سالنگ","NO","0304065","Awlang School, Awlang","مکتب او لنگ, او لنگ","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0304","SALANK","سالنگ","0304","SALANK","سالنگ","NO","0304066","Ahengaran Mosque, Ahengaran","مسجد ا ھنگر ا ن, ا ھنگر ا ن","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0304","SALANK","سالنگ","0304","SALANK","سالنگ","NO","0304067","Tutumzar Mosque, Tutumzar","مسجد تتمز ار, تتمز ار","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0304","SALANK","سالنگ","0304","SALANK","سالنگ","NO","0304068","Roye Aab Madrasah, Roye Aab","مدرسه رو ی  ا ب, رو ی  ا ب","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0304","SALANK","سالنگ","0304","SALANK","سالنگ","NO","0304069","Awnamak Jami Masjid, Awnamak","مسجد جا می او نا مک, او نا مک","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0304","SALANK","سالنگ","0304","SALANK","سالنگ","NO","0304070","Viva Jami Masjid, Viva","مسجد جا می و يو ا, و يو ا","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0304","SALANK","سالنگ","0304","SALANK","سالنگ","NO","0304071","Lalmi Sabzak middle school, Lalmi sabzak","مکتب متوسطه للمی سبزک, للمی سبزک","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0305","SHENWARI","شينواری","0305","SHENWARI","شينواری","NO","0305072","Maktabe Tafhimul Quran, Qaqshal","مکتب تفھيم ا لقر ا ن, قا قشا ل","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0305","SHENWARI","شينواری","0305","SHENWARI","شينواری","NO","0305073","Nomana high school, ashtahar shar","ليسه  نعما نه, ا شتر شھر","YES","YES",7,7,7,3,2,2,3600,"قابل دسترسی"
"03","PARWAN","پروان","0305","SHENWARI","شينواری","0305","SHENWARI","شينواری","NO","0305074","Jan Fida Shaheed School, Shewa","مکتب  جا ن فد ا شيھد, شيو ه","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0305","SHENWARI","شينواری","0305","SHENWARI","شينواری","NO","0305075","Sofi Khail, Sofi Khail","صو فی خيل, صو فی خيل","YES","YES",2,2,2,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0305","SHENWARI","شينواری","0305","SHENWARI","شينواری","NO","0305076","Daraz Gird Madrasah, Daraz Gird","مدرسه دراز گيرد, دراز گيرد","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0305","SHENWARI","شينواری","0305","SHENWARI","شينواری","NO","0305077","Abdul Sattar Shaheed High School, Baghe Afghan","ليسه عبد ا لستا ر شھيد, با غ ا ففا ن","YES","YES",3,3,2,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0305","SHENWARI","شينواری","0305","SHENWARI","شينواری","NO","0305078","Muhammad Sharif Kafshan High school, Sarwar","ليسه  محمد شر يف  کفشا ن, سر و ر","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0305","SHENWARI","شينواری","0305","SHENWARI","شينواری","NO","0305079","Ezatul Aqul Har School, Qala","مکتب عزت ا لا قول ھر, قلعه","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0305","SHENWARI","شينواری","0305","SHENWARI","شينواری","NO","0305080","Abdul Karim Shaheed school, old village","مکتب  عبد اکريم شھيد, کھنه د ه","YES","YES",3,3,3,2,1,NA,1800,"قابل دسترسی"
"03","PARWAN","پروان","0305","SHENWARI","شينواری","0305","SHENWARI","شينواری","NO","0305081","Ustama High school, ustama","ليسه استامه, استامه","YES","YES",2,1,1,1,1,NA,1200,"قابل دسترسی"
"03","PARWAN","پروان","0306","SEYAGERD GHORBAND","سياه گرد )غوربند(","0306","SEYAGERD GHORBAND","سياه گرد )غوربند(","NO","0306082","Hazrat Ali high school, Sya gird bazar","ليسه حضر ت علی, با زا ر سيا گر د","YES","YES",4,4,4,3,1,NA,2400,"قابل دسترسی"
"03","PARWAN","پروان","0306","SEYAGERD GHORBAND","سياه گرد )غوربند(","0306","SEYAGERD GHORBAND","سياه گرد )غوربند(","NO","0306083","Joy dukhtar school, Joy dukhtar","مکتب جوی د ختر, جوی د ختر","YES","YES",5,5,5,3,2,NA,3000,"قابل دسترسی"
"03","PARWAN","پروان","0306","SEYAGERD GHORBAND","سياه گرد )غوربند(","0306","SEYAGERD GHORBAND","سياه گرد )غوربند(","NO","0306084","Qamchaq high school, Qamchaq center","ليسه قمچا ق, مر کز قمچا ق","YES","YES",5,5,5,3,2,NA,3000,"قابل دسترسی"
"03","PARWAN","پروان","0306","SEYAGERD GHORBAND","سياه گرد )غوربند(","0306","SEYAGERD GHORBAND","سياه گرد )غوربند(","NO","0306085","Chahar dehe high school, chahar dehe bazar","ليسه چھا ردھی, با زا ر چھا ر د ھی","YES","YES",5,5,5,3,2,NA,3000,"قابل دسترسی"
"03","PARWAN","پروان","0306","SEYAGERD GHORBAND","سياه گرد )غوربند(","0306","SEYAGERD GHORBAND","سياه گرد )غوربند(","NO","0306086","Fanda qushtan school, fanda qushtan","مکتب فنده قستا ن, فنده قستا ن","YES","YES",4,4,4,2,2,NA,2400,"قابل دسترسی"
