pc_code,ps_code,ps_type,vr_final_total_19
101139,0101139-12,F,400
101139,0101139-13,F,209
101139,0101139-14,F,209
101140,0101140-01,M,400
101140,0101140-02,M,400
101140,0101140-03,M,400
101140,0101140-04,M,400
101140,0101140-05,M,400
101140,0101140-06,M,400
101140,0101140-07,M,400
101140,0101140-08,M,400
101140,0101140-09,M,394
101140,0101140-10,M,394
101140,0101140-11,F,400
101140,0101140-12,F,400
101140,0101140-13,F,400
101140,0101140-14,F,258
101140,0101140-15,F,257
101141,0101141-01,M,400
101141,0101141-02,M,400
101141,0101141-03,M,400
101141,0101141-04,M,400
101141,0101141-05,M,400
101141,0101141-06,M,400
101141,0101141-07,M,400
101141,0101141-08,M,400
101141,0101141-09,M,400
101141,0101141-10,M,309
101141,0101141-11,M,309
101141,0101141-12,F,400
101141,0101141-13,F,400
101141,0101141-14,F,400
101141,0101141-15,F,282
101141,0101141-16,F,282
101142,0101142-01,M,400
101142,0101142-02,M,400
101142,0101142-03,M,400
101142,0101142-04,M,400
101142,0101142-05,M,254
101142,0101142-06,M,254
101142,0101142-07,F,400
101142,0101142-08,F,370
101142,0101142-09,F,370
101143,0101143-01,M,400
101143,0101143-02,M,371
101143,0101143-03,M,371
101143,0101143-04,F,286
101143,0101143-05,F,286
101144,0101144-01,M,400
101144,0101144-02,M,400
101144,0101144-03,M,400
101144,0101144-04,M,400
101144,0101144-05,M,367
101144,0101144-06,M,367
101144,0101144-07,F,400
101144,0101144-08,F,372
101144,0101144-09,F,372
101145,0101145-01,M,400
101145,0101145-02,M,400
101145,0101145-03,M,400
101145,0101145-04,M,400
101145,0101145-05,M,357
101145,0101145-06,M,356
101145,0101145-07,F,286
101145,0101145-08,F,285
101146,0101146-01,M,400
101146,0101146-02,M,253
101146,0101146-03,M,253
101146,0101146-04,F,269
101146,0101146-05,F,269
101147,0101147-01,M,400
101147,0101147-02,M,339
101147,0101147-03,M,339
101147,0101147-04,F,399
101148,0101148-01,M,400
101148,0101148-02,M,400
101148,0101148-03,M,400
101148,0101148-04,M,400
101148,0101148-05,M,400
101148,0101148-06,M,400
101148,0101148-07,M,264
101148,0101148-08,M,263
101148,0101148-09,F,400
101148,0101148-10,F,378
101148,0101148-11,F,378
101149,0101149-01,M,400
101149,0101149-02,M,400
101149,0101149-03,M,400
101149,0101149-04,M,268
101149,0101149-05,M,268
101149,0101149-06,F,280
101149,0101149-07,F,280
101150,0101150-01,M,400
101150,0101150-02,M,400
101150,0101150-03,M,400
101150,0101150-04,M,281
101150,0101150-05,M,281
101150,0101150-06,F,400
101150,0101150-07,F,247
101150,0101150-08,F,247
101151,0101151-01,M,400
101151,0101151-02,M,400
101151,0101151-03,M,400
101151,0101151-04,M,400
101151,0101151-05,M,400
101151,0101151-06,M,400
101151,0101151-07,M,400
101151,0101151-08,M,400
101151,0101151-09,M,400
101151,0101151-10,M,400
101151,0101151-11,M,300
101151,0101151-12,M,300
101151,0101151-13,F,400
101151,0101151-14,F,383
101151,0101151-15,F,383
101152,0101152-01,M,400
101152,0101152-02,M,400
101152,0101152-03,M,400
101152,0101152-04,M,322
101152,0101152-05,M,322
101152,0101152-06,F,400
101152,0101152-07,F,400
101152,0101152-08,F,400
101152,0101152-09,F,239
101152,0101152-10,F,238
101153,0101153-01,M,400
101153,0101153-02,M,400
101153,0101153-03,M,400
101153,0101153-04,M,400
101153,0101153-05,M,297
101153,0101153-06,M,296
101153,0101153-07,F,400
101153,0101153-08,F,400
101153,0101153-09,F,206
101153,0101153-10,F,205
101154,0101154-01,M,400
101154,0101154-02,M,400
101154,0101154-03,M,400
101154,0101154-04,M,400
101154,0101154-05,M,400
101154,0101154-06,M,400
101154,0101154-07,M,400
101154,0101154-08,M,400
101154,0101154-09,M,400
101154,0101154-10,M,400
101154,0101154-11,M,311
101154,0101154-12,M,310
101154,0101154-13,F,400
101154,0101154-14,F,400
101154,0101154-15,F,400
101154,0101154-16,F,400
101154,0101154-17,F,400
101154,0101154-18,F,347
101154,0101154-19,F,347
101155,0101155-01,M,400
101155,0101155-02,M,400
101155,0101155-03,M,400
101155,0101155-04,M,251
101155,0101155-05,M,251
101155,0101155-06,F,400
101155,0101155-07,F,294
101155,0101155-08,F,294
101156,0101156-01,M,400
101156,0101156-02,M,400
101156,0101156-03,M,400
101156,0101156-04,M,257
101156,0101156-05,M,257
101156,0101156-06,F,256
101156,0101156-07,F,256
101157,0101157-01,M,400
101157,0101157-02,M,400
101157,0101157-03,M,400
101157,0101157-04,M,400
101157,0101157-05,M,400
101157,0101157-06,M,400
101157,0101157-07,M,322
101157,0101157-08,M,321
101157,0101157-09,F,400
101157,0101157-10,F,400
101157,0101157-11,F,283
101157,0101157-12,F,282
101158,0101158-01,M,400
101158,0101158-02,M,400
101158,0101158-03,M,400
101158,0101158-04,M,283
101158,0101158-05,M,282
101158,0101158-06,F,376
101158,0101158-07,F,375
101159,0101159-01,M,400
101159,0101159-02,M,400
101159,0101159-03,M,400
101159,0101159-04,M,400
101159,0101159-05,M,204
101159,0101159-06,M,203
101159,0101159-07,F,400
101159,0101159-08,F,236
101159,0101159-09,F,235
101160,0101160-01,M,390
101160,0101160-02,M,389
101160,0101160-03,F,218
101160,0101160-04,F,217
101161,0101161-01,M,400
101161,0101161-02,M,400
101161,0101161-03,M,400
101161,0101161-04,M,400
101161,0101161-05,M,252
101161,0101161-06,M,252
101161,0101161-07,F,400
101161,0101161-08,F,313
101161,0101161-09,F,313
101162,0101162-01,M,400
101162,0101162-02,M,400
101162,0101162-03,M,223
101162,0101162-04,M,223
101162,0101162-05,F,297
101162,0101162-06,F,296
101163,0101163-01,M,400
101163,0101163-02,M,346
101163,0101163-03,M,345
101163,0101163-04,F,316
101163,0101163-05,F,316
101164,0101164-01,M,400
101164,0101164-02,M,400
101164,0101164-03,M,374
101164,0101164-04,M,373
101164,0101164-05,F,270
101164,0101164-06,F,270
101165,0101165-01,M,400
101165,0101165-02,M,400
101165,0101165-03,M,400
101165,0101165-04,M,400
101165,0101165-05,M,400
101165,0101165-06,M,400
101165,0101165-07,M,213
101165,0101165-08,M,212
101165,0101165-09,F,400
101165,0101165-10,F,400
101165,0101165-11,F,400
101165,0101165-12,F,297
101165,0101165-13,F,297
101166,0101166-01,M,400
101166,0101166-02,M,400
101166,0101166-03,M,400
101166,0101166-04,M,400
101166,0101166-05,M,355
101166,0101166-06,M,355
101166,0101166-07,F,400
101166,0101166-08,F,213
101166,0101166-09,F,212
101167,0101167-01,M,400
101167,0101167-02,M,400
101167,0101167-03,M,400
101167,0101167-04,M,380
101167,0101167-05,M,380
101167,0101167-06,F,337
101167,0101167-07,F,336
101168,0101168-01,M,400
101168,0101168-02,M,400
101168,0101168-03,M,321
101168,0101168-04,M,321
101168,0101168-05,F,207
101168,0101168-06,F,207
101169,0101169-01,M,400
101169,0101169-02,M,382
101169,0101169-03,M,381
101169,0101169-04,F,400
101169,0101169-05,F,400
101169,0101169-06,F,301
101169,0101169-07,F,301
101170,0101170-01,M,400
101170,0101170-02,M,400
101170,0101170-03,M,400
101170,0101170-04,M,400
101170,0101170-05,M,400
101170,0101170-06,M,400
101170,0101170-07,M,245
101170,0101170-08,M,244
101170,0101170-09,F,294
101170,0101170-10,F,294
101171,0101171-01,M,400
101171,0101171-02,M,400
101171,0101171-03,M,400
101171,0101171-04,M,274
101171,0101171-05,M,273
101171,0101171-06,F,381
101171,0101171-07,F,380
101172,0101172-01,M,400
101172,0101172-02,M,400
101172,0101172-03,M,395
101172,0101172-04,M,395
101172,0101172-05,F,348
101173,0101173-01,M,400
101173,0101173-02,M,400
101173,0101173-03,M,400
101173,0101173-04,M,400
101173,0101173-05,M,400
101173,0101173-06,M,400
101173,0101173-07,M,400
101173,0101173-08,M,400
101173,0101173-09,M,400
101173,0101173-10,M,356
101173,0101173-11,M,356
101173,0101173-12,F,400
101173,0101173-13,F,363
101173,0101173-14,F,363
101174,0101174-01,M,400
101174,0101174-02,M,400
101174,0101174-03,M,400
101174,0101174-04,M,400
101174,0101174-05,M,400
101174,0101174-06,M,400
101174,0101174-07,M,400
101174,0101174-08,M,400
101174,0101174-09,M,400
101174,0101174-10,M,400
101174,0101174-11,M,400
101174,0101174-12,M,285
101174,0101174-13,M,284
101174,0101174-14,F,400
101174,0101174-15,F,400
101174,0101174-16,F,400
101174,0101174-17,F,400
101174,0101174-18,F,400
101174,0101174-19,F,400
101174,0101174-20,F,322
101174,0101174-21,F,321
101175,0101175-01,M,400
101175,0101175-02,M,400
101175,0101175-03,M,400
101175,0101175-04,M,400
101175,0101175-05,M,400
101175,0101175-06,M,400
101175,0101175-07,M,400
101175,0101175-08,M,400
101175,0101175-09,M,400
101175,0101175-10,M,400
101175,0101175-11,M,400
101175,0101175-12,M,243
101175,0101175-13,M,242
101175,0101175-14,F,400
101175,0101175-15,F,223
101175,0101175-16,F,222
101176,0101176-01,M,400
101176,0101176-02,M,400
101176,0101176-03,M,400
101176,0101176-04,M,272
101176,0101176-05,M,272
101176,0101176-06,F,390
101176,0101176-07,F,389
101177,0101177-01,M,400
101177,0101177-02,M,400
101177,0101177-03,M,400
101177,0101177-04,M,400
101177,0101177-05,M,400
101177,0101177-06,M,386
101177,0101177-07,M,386
101177,0101177-08,F,400
101177,0101177-09,F,366
101177,0101177-10,F,366
101178,0101178-01,M,400
101178,0101178-02,M,400
101178,0101178-03,M,400
101178,0101178-04,M,400
101178,0101178-05,M,385
101178,0101178-06,M,385
101178,0101178-07,F,400
101178,0101178-08,F,280
101178,0101178-09,F,280
101179,0101179-01,M,400
101179,0101179-02,M,400
101179,0101179-03,M,363
101179,0101179-04,M,363
101179,0101179-05,F,332
101179,0101179-06,F,331
101180,0101180-01,M,400
101180,0101180-02,M,400
101180,0101180-03,M,400
101180,0101180-04,M,400
101180,0101180-05,M,400
101180,0101180-06,M,252
101180,0101180-07,M,252
101180,0101180-08,F,400
101180,0101180-09,F,400
101180,0101180-10,F,400
101180,0101180-11,F,400
101180,0101180-12,F,261
101180,0101180-13,F,260
101181,0101181-01,M,379
101181,0101181-02,F,98
101182,0101182-01,M,400
101182,0101182-02,M,400
101182,0101182-03,M,351
101182,0101182-04,M,351
101182,0101182-05,F,252
101182,0101182-06,F,251
101183,0101183-01,M,400
101183,0101183-02,M,400
101183,0101183-03,M,400
101183,0101183-04,M,400
101183,0101183-05,M,400
101183,0101183-06,M,400
101183,0101183-07,M,400
101183,0101183-08,M,293
101183,0101183-09,M,293
101183,0101183-10,F,400
101183,0101183-11,F,400
101183,0101183-12,F,400
101183,0101183-13,F,400
101183,0101183-14,F,229
101183,0101183-15,F,228
101184,0101184-01,M,297
101184,0101184-02,M,297
101184,0101184-03,F,257
101185,0101185-01,M,400
101185,0101185-02,M,391
101185,0101185-03,M,390
101185,0101185-04,F,400
101185,0101185-05,F,400
101185,0101185-06,F,203
101185,0101185-07,F,203
101186,0101186-01,M,400
101186,0101186-02,M,400
101186,0101186-03,M,400
101186,0101186-04,M,247
101186,0101186-05,M,247
101186,0101186-06,F,375
101187,0101187-01,M,400
101187,0101187-02,M,400
101187,0101187-03,M,400
101187,0101187-04,M,400
101187,0101187-05,M,395
101187,0101187-06,M,394
101187,0101187-07,F,357
101187,0101187-08,F,356
101188,0101188-01,M,400
101188,0101188-02,M,234
101188,0101188-03,M,234
101188,0101188-04,F,139
101189,0101189-01,M,400
101189,0101189-02,M,400
101189,0101189-03,M,347
101189,0101189-04,M,346
101189,0101189-05,F,117
101190,0101190-01,M,315
101190,0101190-02,F,117
101191,0101191-01,M,333
101191,0101191-02,M,332
101191,0101191-03,F,51
101192,0101192-01,M,400
101192,0101192-02,M,313
101192,0101192-03,M,312
101192,0101192-04,F,87
101193,0101193-01,M,400
101193,0101193-02,M,400
101193,0101193-03,M,400
101193,0101193-04,M,400
101193,0101193-05,M,368
101193,0101193-06,M,368
101193,0101193-07,F,241
101194,0101194-01,M,400
101194,0101194-02,M,206
101194,0101194-03,M,205
101194,0101194-04,F,155
101195,0101195-01,M,400
101195,0101195-02,M,303
101195,0101195-03,M,302
101195,0101195-04,F,302
101195,0101195-05,F,301
101196,0101196-01,M,400
101196,0101196-02,M,400
101196,0101196-03,M,400
101196,0101196-04,M,400
101196,0101196-05,M,278
101196,0101196-06,M,277
101196,0101196-07,F,357
101196,0101196-08,F,356
101197,0101197-01,M,400
101197,0101197-02,M,369
101197,0101197-03,M,369
101197,0101197-04,F,400
101197,0101197-05,F,400
101197,0101197-06,F,304
101197,0101197-07,F,304
101198,0101198-01,M,400
101198,0101198-02,M,400
101198,0101198-03,M,214
101198,0101198-04,M,214
101198,0101198-05,F,272
101198,0101198-06,F,272
101199,0101199-01,M,392
101199,0101199-02,M,392
101199,0101199-03,F,389
101200,0101200-01,M,400
101200,0101200-02,M,400
101200,0101200-03,M,202
101200,0101200-04,M,201
101200,0101200-05,F,358
101201,0101201-01,M,400
101201,0101201-02,M,316
101201,0101201-03,M,316
101201,0101201-04,F,312
101201,0101201-05,F,312
101202,0101202-01,M,400
101202,0101202-02,M,331
101202,0101202-03,M,331
101202,0101202-04,F,400
101202,0101202-05,F,262
101202,0101202-06,F,261
101203,0101203-01,M,400
101203,0101203-02,M,400
101203,0101203-03,M,337
101203,0101203-04,M,337
101203,0101203-05,F,400
101203,0101203-06,F,224
101203,0101203-07,F,223
101204,0101204-01,M,400
101204,0101204-02,M,400
101204,0101204-03,M,213
101204,0101204-04,M,213
101204,0101204-05,F,400
101204,0101204-06,F,400
101204,0101204-07,F,322
101204,0101204-08,F,322
101205,0101205-01,M,400
101205,0101205-02,M,400
101205,0101205-03,M,400
101205,0101205-04,M,400
101205,0101205-05,M,276
101205,0101205-06,M,275
101205,0101205-07,F,400
101205,0101205-08,F,400
101205,0101205-09,F,400
101205,0101205-10,F,400
101205,0101205-11,F,261
101205,0101205-12,F,261
101206,0101206-01,M,272
101206,0101206-02,M,271
101206,0101206-03,F,207
101207,0101207-01,M,400
101207,0101207-02,M,243
101207,0101207-03,M,243
101207,0101207-04,F,400
101207,0101207-05,F,204
101207,0101207-06,F,203
101208,0101208-01,M,276
101208,0101208-02,M,275
101208,0101208-03,F,275
101208,0101208-04,F,275
101209,0101209-01,M,400
101209,0101209-02,M,400
101209,0101209-03,M,400
101209,0101209-04,M,400
101209,0101209-05,M,212
101209,0101209-06,M,211
101209,0101209-07,F,400
101209,0101209-08,F,400
101209,0101209-09,F,209
101209,0101209-10,F,208
101210,0101210-01,M,340
101210,0101210-02,M,340
101210,0101210-03,F,207
101210,0101210-04,F,206
101211,0101211-01,M,400
101211,0101211-02,M,400
101211,0101211-03,M,400
101211,0101211-04,M,309
101211,0101211-05,M,308
101211,0101211-06,F,400
101211,0101211-07,F,333
101211,0101211-08,F,332
101212,0101212-01,M,400
101212,0101212-02,M,356
101212,0101212-03,M,356
101212,0101212-04,F,400
101212,0101212-05,F,319
101212,0101212-06,F,318
101213,0101213-01,M,400
101213,0101213-02,M,400
101213,0101213-03,M,400
101213,0101213-04,M,400
101213,0101213-05,M,400
101213,0101213-06,M,201
101213,0101213-07,M,200
101213,0101213-08,F,400
101213,0101213-09,F,307
101213,0101213-10,F,307
101214,0101214-01,M,400
101214,0101214-02,M,400
101214,0101214-03,M,313
101214,0101214-04,M,313
101214,0101214-05,F,400
101214,0101214-06,F,249
101214,0101214-07,F,248
101215,0101215-01,M,400
101215,0101215-02,M,400
101215,0101215-03,M,400
101215,0101215-04,M,323
101215,0101215-05,M,322
101215,0101215-06,F,400
101215,0101215-07,F,400
101215,0101215-08,F,332
101215,0101215-09,F,331
101216,0101216-01,M,400
101216,0101216-02,M,210
101216,0101216-03,M,209
101216,0101216-04,F,172
101217,0101217-01,M,355
101217,0101217-02,M,355
101217,0101217-03,F,341
101218,0101218-01,M,400
101218,0101218-02,M,400
101218,0101218-03,M,387
101218,0101218-04,M,387
101218,0101218-05,F,209
101218,0101218-06,F,209
101219,0101219-01,M,285
101219,0101219-02,M,284
101219,0101219-03,F,303
101220,0101220-01,M,400
101220,0101220-02,M,359
101220,0101220-03,M,358
101220,0101220-04,F,400
101220,0101220-05,F,239
101220,0101220-06,F,238
101221,0101221-01,M,353
101221,0101221-02,M,353
101221,0101221-03,F,214
101221,0101221-04,F,214
101222,0101222-01,M,400
101222,0101222-02,M,400
101222,0101222-03,M,400
101222,0101222-04,M,400
101222,0101222-05,M,400
101222,0101222-06,M,203
101222,0101222-07,M,202
101222,0101222-08,F,400
101222,0101222-09,F,400
101222,0101222-10,F,400
101222,0101222-11,F,400
101222,0101222-12,F,273
101222,0101222-13,F,272
101223,0101223-01,M,400
101223,0101223-02,M,361
101223,0101223-03,M,360
101223,0101223-04,F,174
101224,0101224-01,M,400
101224,0101224-02,M,209
101224,0101224-03,M,209
101224,0101224-04,F,216
101224,0101224-05,F,215
101225,0101225-01,M,400
101225,0101225-02,M,400
101225,0101225-03,M,400
101225,0101225-04,M,400
101225,0101225-05,M,400
101225,0101225-06,M,375
101225,0101225-07,M,374
101225,0101225-08,F,400
101225,0101225-09,F,209
101225,0101225-10,F,208
101226,0101226-01,M,400
101226,0101226-02,M,400
101226,0101226-03,M,400
101226,0101226-04,M,322
101226,0101226-05,M,322
101226,0101226-06,F,400
101226,0101226-07,F,400
101226,0101226-08,F,279
101226,0101226-09,F,279
101227,0101227-01,M,400
101227,0101227-02,M,400
101227,0101227-03,M,400
101227,0101227-04,M,358
101227,0101227-05,M,358
101227,0101227-06,F,275
101227,0101227-07,F,275
101228,0101228-01,M,400
101228,0101228-02,M,400
101228,0101228-03,M,400
101228,0101228-04,M,284
101228,0101228-05,M,283
101228,0101228-06,F,400
101228,0101228-07,F,400
101228,0101228-08,F,400
101228,0101228-09,F,400
101228,0101228-10,F,265
101228,0101228-11,F,264
101229,0101229-01,M,400
101229,0101229-02,M,400
101229,0101229-03,M,400
101229,0101229-04,M,400
101229,0101229-05,M,400
101229,0101229-06,M,400
101229,0101229-07,M,400
101229,0101229-08,M,400
101229,0101229-09,M,400
101229,0101229-10,M,400
101229,0101229-11,M,339
101229,0101229-12,M,338
101229,0101229-13,F,400
101229,0101229-14,F,400
101229,0101229-15,F,258
101229,0101229-16,F,257
101230,0101230-01,M,400
101230,0101230-02,M,400
101230,0101230-03,M,400
101230,0101230-04,M,400
101230,0101230-05,M,288
101230,0101230-06,M,287
101230,0101230-07,F,400
101230,0101230-08,F,400
101230,0101230-09,F,285
101230,0101230-10,F,285
101231,0101231-01,M,400
101231,0101231-02,M,400
101231,0101231-03,M,400
101231,0101231-04,M,212
101231,0101231-05,M,211
101231,0101231-06,F,272
101231,0101231-07,F,271
101232,0101232-01,M,400
101232,0101232-02,M,400
101232,0101232-03,M,400
101232,0101232-04,M,351
101232,0101232-05,M,350
101232,0101232-06,F,400
