province_code,province_name_eng,district_code,district_name_eng,district_name_dari,district_sub_code,district_or_subdivision_name_eng,district_or_subdivision_name_dari,provincial_capital
31,BADGHIS,3102,ABKAMARI,آبکمری,3102,ABKAMARI,آبکمری,NO
31,BADGHIS,3103,MUQUR,مقر,3103,MUQUR,مقر,NO
31,BADGHIS,3104,QADEES,قادس,3104,QADEES,قادس,NO
31,BADGHIS,3105,MURGHAB,بالا مرغاب,3105,MURGHAB,بالا مرغاب,NO
31,BADGHIS,3106,JAWAND,جوند,3106,JAWAND,جوند,NO
31,BADGHIS,3107,GHORMACH,غورماچ,3107,GHORMACH,غورماچ,NO
32,HERAT,3201,HERAT,هرات,3201-01,HERAT NAHIA 01,هرات ناحیه 01,YES
32,HERAT,3201,HERAT,هرات,3201-02,HERAT NAHIA 02,هرات ناحیه 02,YES
32,HERAT,3201,HERAT,هرات,3201-03,HERAT NAHIA 03,هرات ناحیه 03,YES
32,HERAT,3201,HERAT,هرات,3201-04,HERAT NAHIA 04,هرات ناحیه 04,YES
32,HERAT,3201,HERAT,هرات,3201-05,HERAT NAHIA 05,هرات ناحیه 05,YES
32,HERAT,3201,HERAT,هرات,3201-06,HERAT NAHIA 06,هرات ناحیه 06,YES
32,HERAT,3201,HERAT,هرات,3201-07,HERAT NAHIA 07,هرات ناحیه 07,YES
32,HERAT,3201,HERAT,هرات,3201-08,HERAT NAHIA 08,هرات ناحیه 08,YES
32,HERAT,3201,HERAT,هرات,3201-09,HERAT NAHIA 09,هرات ناحیه 09,YES
32,HERAT,3201,HERAT,هرات,3201-10,HERAT NAHIA 10,هرات ناحیه 10,YES
32,HERAT,3201,HERAT,هرات,3201-11,HERAT NAHIA 11,هرات ناحیه 11,YES
32,HERAT,3201,HERAT,هرات,3201-12,HERAT NAHIA 12,هرات ناحیه 12,YES
32,HERAT,3201,HERAT,هرات,3201-13,HERAT NAHIA 13,هرات ناحیه 13,YES
32,HERAT,3201,HERAT,هرات,3201-14,HERAT NAHIA 14,هرات ناحیه 14,YES
32,HERAT,3201,HERAT,هرات,3201-15,HERAT NAHIA 15,هرات ناحیه 15,YES
32,HERAT,3202,ENJEEL,انجیل,3202,ENJEEL,انجیل,NO
32,HERAT,3203,GUZARA,گذره,3203,GUZARA,گذره,NO
32,HERAT,3204,KARUKH,کرخ,3204,KARUKH,کرخ,NO
32,HERAT,3205,ZENDAJAN,زنده جان,3205,ZENDAJAN,زنده جان,NO
32,HERAT,3206,PASHTON ZARGHON,پشتون زرغون,3206,PASHTON ZARGHON,پشتون زرغون,NO
32,HERAT,3207,KUSHK,کشک (رباط سنگی),3207,KUSHK,کشک (رباط سنگی),NO
32,HERAT,3208,GULRAN,گلران,3208,GULRAN,گلران,NO
32,HERAT,3209,ADRASKAN,ادرسکن,3209,ADRASKAN,ادرسکن,NO
32,HERAT,3210,KUSHK KUHNA,کشک کهنه,3210,KUSHK KUHNA,کشک کهنه,NO
32,HERAT,3211,GHORYAN,غوریان,3211,GHORYAN,غوریان,NO
32,HERAT,3212,OBI,اوبه,3212,OBI,اوبه,NO
32,HERAT,3213,KOHSAN,کهسان,3213,KOHSAN,کهسان,NO
32,HERAT,3214,SHEENDND,شیندند,3214,SHEENDND,شیندند,NO
32,HERAT,3215,FARSI,فرسی,3215,FARSI,فرسی,NO
32,HERAT,3216,CHISHT SHAREF,چشت شریف,3216,CHISHT SHAREF,چشت شریف,NO
32,HERAT,3217,ZIR KOH,زیرکوه,3217,ZIR KOH,زیرکوه,NO
32,HERAT,3218,PUSHT KOH,پشت کوه,3218,PUSHT KOH,پشت کوه,NO
32,HERAT,3219,KOHE ZOR,کوه زور,3219,KOHE ZOR,کوه زور,NO
32,HERAT,3220,ZAWOL,زاول,3220,ZAWOL,زاول,NO
33,FARAH,3301,FARAH,فراه,3301,FARAH,فراه,YES
33,FARAH,3302,PUSHTROD,پشت رود,3302,PUSHTROD,پشت رود,NO
33,FARAH,3303,KHAK SAFID,خاک سفید,3303,KHAK SAFID,خاک سفید,NO
33,FARAH,3304,QALAYE KAH,قلعه کاه,3304,QALAYE KAH,قلعه کاه,NO
33,FARAH,3305,SHIBKOH,شیب کوه,3305,SHIBKOH,شیب کوه,NO
33,FARAH,3306,BALABLOK,بالا بلوک,3306,BALABLOK,بالا بلوک,NO
33,FARAH,3307,ANARDARA,انار دره,3307,ANARDARA,انار دره,NO
33,FARAH,3308,BAKWA,بکواه,3308,BAKWA,بکواه,NO
33,FARAH,3309,LASH JUWAYN,لاش جوین,3309,LASH JUWAYN,لاش جوین,NO
33,FARAH,3310,GULESTAN,گلستان,3310,GULESTAN,گلستان,NO
33,FARAH,3311,PURCHAMAN,پرچمن,3311,PURCHAMAN,پرچمن,NO
34,NIMROZ,3401,ZARANJ,زرنج,3401,ZARANJ,زرنج,YES
34,NIMROZ,3402,KANG,کنگ,3402,KANG,کنگ,NO
34,NIMROZ,3403,CHAKHANSOR,اصل چغانسور,3403,CHAKHANSOR,اصل چغانسور,NO
34,NIMROZ,3404,CHAR BURJAK,چاربرجک,3404,CHAR BURJAK,چاربرجک,NO
34,NIMROZ,3405,KHASHROD,خاشرود,3405,KHASHROD,خاشرود,NO
34,NIMROZ,3406,DELARAM,دلارام,3406,DELARAM,دلارام,NO
