"province_code","province_name_eng","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","provincial_capital","pc_code","pc_name_eng","pc_name_dari","pc_name_pashto","pc_location_eng","pc_location_dari","pc_location_pashto","planned_2019","prelim_results_2019","planned_ps_count_2019","prelim_reporting_ps_count_2019","incomplete_ps_reporting","planned_2018","prelim_results_2018","final_results_2018","prelim_ps_count_2018","final_ps_count_2018","vr_topup_location","vr_final_total_19","vr_final_male_19","vr_final_fem_19","vr_final_kuchi_19","vr_prelim_total_19","vr_prelim_male_19","vr_prelim_fem_19","vr_prelim_kuchi_19","vr_prelim_sikh_19","vr_final_total_18","vr_final_male_18","vr_final_fem_18","vr_final_kuchi_18","vr_final_sikh_18","vr_prelim_total_18"
"17","BADAKHSHAN","1712","SHUHADA","شهدا","1712","SHUHADA","شهدا","NO","1712169","Mohammad Rahim Secondary School","مکتب متوسطه محمد رحیم","مکتب متوسطه محمد رحیم","School","مکتب","مکتب","YES","YES",4,4,"NO","YES","YES","YES",2,2,"NO",1087,675,412,1,1016,599,416,1,0,1030,621,408,1,0,1262
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713170","Barlas High School","لیسه برلاس","لیسه برلاس","Barlas","برلاس","برلاس","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",454,234,220,0,248,94,154,0,0,248,94,154,0,0,488
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713171","Kol High School","لیسه کول","لیسه کول","Kol","کول","کول","YES","YES",5,5,"NO","YES","YES","YES",4,4,"NO",1742,800,942,1,1705,766,938,1,0,1703,765,937,1,0,1897
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713172","Dasht Farang Secondary School","مکتب متوسطه دشت فرنگ","مکتب متوسطه دشت فرنگ","Dasht Farang","دشت فرنگ","دشت فرنگ","YES","YES",4,4,"NO","YES","YES","YES",2,2,"NO",1086,580,506,1,1018,530,487,1,0,1022,530,491,1,0,1206
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713173","Malwan School","مکتب ملوان","مکتب ملوان","Malwan","ملوان","ملوان","YES","YES",4,4,"NO","YES","YES","YES",2,2,"NO",1086,633,453,0,957,510,447,0,0,958,511,447,0,0,1090
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713174","Shekhan School","مکتب شیخان","مکتب شیخان","Shekhan","شیخان","شیخان","YES","YES",3,3,"NO","YES","YES","YES",2,2,"NO",865,384,481,0,614,327,287,0,0,610,327,283,0,0,997
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713175","Khordakan High School","لیسه خوردکان","لیسه خوردکان","Khordakan","خورده کان","خورده کان","YES","YES",8,8,"NO","YES","YES","YES",4,4,"YES",2558,1243,1315,0,1987,987,1000,0,0,1992,988,1004,0,0,2171
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713176","Balbal Dara Mosque","مسجد بلبل دره","مسجد بلبل دره","Balbal Dara","بل بل دره","بل بل دره","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",203,189,14,0,166,161,5,0,0,165,160,5,0,0,205
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713177","Bari Khom","باری خم","باری خم","Bari Kham","بری خم","بری خم","YES","YES",4,4,"NO","YES","YES","YES",3,3,"NO",1146,494,652,0,1104,469,635,0,0,1106,470,636,0,0,1255
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713178","Karabin School","مکتب کره مابین","مکتب کره مابین","Karabin","کره بین","کره بین","YES","YES",3,3,"NO","YES","YES","YES",2,2,"NO",739,413,326,0,646,343,303,0,0,645,342,303,0,0,790
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713179","Chogani High School","لیسه چوگانی","لیسه چوگانی","Chogani","چوگانی","چوگانی","YES","YES",4,4,"NO","YES","YES","YES",3,3,"NO",1220,973,247,1,1065,833,231,1,0,1049,816,232,1,0,1273
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713180","Gazanfar Payeen Mosque","مسجد غضنفر پائین","مسجد غضنفر پائین","Ghanghar Payan","غنغر پایان","غنغر پایان","YES","YES",2,2,"NO","YES","NO","NO",NA,NA,"NO",331,262,69,0,324,256,68,0,0,322,254,68,0,0,394
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713181","Wandian School","مکتب وندیان","مکتب وندیان","Wandian","وندیان","وندیان","YES","YES",5,5,"NO","YES","YES","YES",3,3,"NO",1442,955,487,0,1352,883,469,0,0,1366,896,470,0,0,1538
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713182","Aab Ganda Secondary School","مکتب متوسطه آب گنده","مکتب متوسطه آب گنده","Aab Ganda","آب گنده","آب گنده","YES","YES",4,4,"NO","YES","YES","YES",3,3,"NO",1115,1071,44,0,1074,1034,40,0,0,1075,1035,40,0,0,1158
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713183","Aspa Khwa School","مکتب اسپاه خواه","مکتب اسپاه خواه","Aspa Khwa","اسپا خواه","اسپا خواه","YES","NO",2,NA,NA,"YES","YES","YES",2,2,"NO",279,198,81,0,266,188,78,0,0,266,188,78,0,0,295
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713184","Dara Kalati School","مکتب دره کلاتی","مکتب دره کلاتی","Gardang","ګردنګ","ګردنګ","YES","NO",2,NA,NA,"YES","YES","YES",2,2,"NO",264,243,21,0,252,233,19,0,0,252,233,19,0,0,269
"17","BADAKHSHAN","1713","SHAHR BUZORG","شهر بزرگ","1713","SHAHR BUZORG","شهر بزرگ","NO","1713185","Sangi Khwa School","مکتب سنگی خواه","مکتب سنگی خواه","Sangi Khwa","سنگی خواه","سنگی خواه","YES","NO",2,NA,NA,"YES","YES","YES",2,2,"NO",573,234,339,0,534,218,316,0,0,534,218,316,0,0,607
"17","BADAKHSHAN","1714","RAGHESTAN","راغستان","1714","RAGHESTAN","راغستان","NO","1714186","Naqsh Deh Secondary School","مکتب متوسطه نقش ده","مکتب متوسطه نقش ده","Naqsh Deh","نقش ده","نقش ده","YES","YES",6,6,"NO","YES","YES","YES",4,4,"NO",1913,1677,236,2,1790,1575,214,1,0,1798,1583,214,1,0,1997
"17","BADAKHSHAN","1714","RAGHESTAN","راغستان","1714","RAGHESTAN","راغستان","NO","1714187","Zeeraki Mosque","مسجد زیرکی","مسجد زیرکی","Zeeraki","زیرکی","زیرکی","YES","YES",8,8,"NO","YES","YES","YES",6,6,"YES",2996,2736,260,3,2490,2245,243,2,0,2476,2231,243,2,0,3249
"17","BADAKHSHAN","1714","RAGHESTAN","راغستان","1714","RAGHESTAN","راغستان","NO","1714188","Aajrash School","مکتب آجرش","مکتب آجرش","Aajrash","آجرش","آجرش","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1714","RAGHESTAN","راغستان","1714","RAGHESTAN","راغستان","NO","1714189","Sayab Shar","سیاب شار","سیاب شار","Sayab Shar","سیاب شهر","سیاب شهر","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1714","RAGHESTAN","راغستان","1714","RAGHESTAN","راغستان","NO","1714190","Kaalar Secondary School","مکتب متوسطه کالر","مکتب متوسطه کالر","Kaalar","کالر","کالر","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1714","RAGHESTAN","راغستان","1714","RAGHESTAN","راغستان","NO","1714191","Khonilar School","مکتب خونیلر","مکتب خونیلر","Khonilar","خونیلر","خونیلر","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1714","RAGHESTAN","راغستان","1714","RAGHESTAN","راغستان","NO","1714192","Olia Khom School","مکتب علیا خم","مکتب علیا خم","Olia Khom","علیا خم","علیا خم","YES","YES",5,5,"NO","YES","YES","YES",4,4,"NO",1726,1389,337,1,1626,1318,307,1,0,1629,1320,308,1,0,1860
"17","BADAKHSHAN","1714","RAGHESTAN","راغستان","1714","RAGHESTAN","راغستان","NO","1714193","Pateer School","مکتب پتیر","مکتب پتیر","Pateer","پتیر","پتیر","YES","NO",4,NA,NA,"YES","YES","YES",3,3,"NO",1232,1102,130,0,1191,1071,120,0,0,1194,1074,120,0,0,1334
"17","BADAKHSHAN","1714","RAGHESTAN","راغستان","1714","RAGHESTAN","راغستان","NO","1714194","Salam Deh Mosque","مسجد سلام ده","مسجد سلام ده","Salam Deh","سلام ده","سلام ده","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715195","Mashhad Girls School","مکتب نسوان مشهد","مکتب نسوان مشهد","Hawz Shahar","حوز شهر","حوز شهر","YES","YES",13,13,"NO","YES","YES","YES",7,7,"YES",4725,2819,1906,1,3266,2528,737,1,0,3276,2540,735,1,0,4589
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715196","Darul Uloom Abdullah Ibn Abbas","درالعلوم عبدالله ابن عباس","درالعلوم عبدالله ابن عباس","Momin Abad","مومن آباد","مومن آباد","YES","YES",7,7,"NO","YES","YES","YES",5,5,"NO",2599,1522,1077,3,2433,1409,1021,3,0,2404,1400,1001,3,0,2884
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715197","Qara Bala School","مکتب قره بلا","مکتب قره بلا","Maadana","ماد انه","ماد انه","YES","YES",3,3,"NO","YES","YES","YES",2,2,"NO",972,638,334,0,909,581,328,0,0,912,583,329,0,0,1009
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715198","Pasha Dara School","مکتب پشه دره","مکتب پشه دره","Pasha Dara","پشه دره","پشه دره","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",650,394,256,5,447,246,196,5,0,448,247,196,5,0,508
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715199","Khoshka Dara School","مکتب خشکه دره","مکتب خشکه دره","Khoska Dara","خشکه دره","خشکه دره","YES","YES",5,5,"NO","YES","YES","YES",4,4,"NO",1857,1098,759,8,1721,970,744,7,0,1722,969,746,7,0,1936
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715200","Namazgah School","مکتب نمازگاه","مکتب نمازگاه","Namazgah","نمازگاه","نمازگاه","YES","YES",10,8,"YES","YES","YES","YES",6,6,"NO",3708,1895,1813,1,3376,1659,1716,1,0,3384,1665,1718,1,0,3962
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715201","Dara Jeem School","مکتب دره جیم","مکتب دره جیم","Dara Jeem","دره جیم","دره جیم","YES","NO",7,NA,NA,"YES","YES","YES",3,3,"NO",2235,1296,939,9,2003,1174,822,7,0,2004,1173,823,8,0,2271
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715202","Hazrat Sarwar Kayenat Jami Mosque","مسجد جامع حضرت سرور کاینات","مسجد جامع حضرت سرور کاینات","Gangorchi","گنگورچی","گنگورچی","YES","YES",10,10,"NO","YES","YES","YES",8,8,"NO",3941,1988,1953,11,3665,1839,1816,10,0,3654,1833,1811,10,0,4193
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715203","Jar Shah Baba Girls School","مکتب نسوان جر شاه بابا","مکتب نسوان جر شاه بابا","Jar Shah Baba","جر شاه بابا","جر شاه بابا","YES","YES",4,4,"NO","YES","YES","YES",2,2,"NO",1358,704,654,26,1193,598,572,23,0,1195,600,572,23,0,1507
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715204","Dashti Khawrak School","مکتب دشت خاورک","مکتب دشت خاورک","Dashti Khawrak","دشت خاورک","دشت خاورک","YES","NO",3,NA,NA,"YES","NO","NO",NA,NA,"NO",980,678,302,2,847,607,238,2,0,855,617,236,2,0,1154
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715205","Sangaab School","مکتب  سنگاب","مکتب  سنگاب","Sangab","سنگاب","سنگاب","YES","YES",4,4,"NO","YES","YES","YES",3,3,"NO",1340,742,598,3,1199,652,545,2,0,1220,667,551,2,0,1470
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715206","Khambak School","مکتب خمبک","مکتب خمبک","Khambak","خمبک","خمبک","YES","YES",2,2,"NO","YES","YES","YES",2,2,"NO",553,331,222,0,513,322,191,0,0,514,323,191,0,0,634
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715207","Charmagh School","مکتب چارمغ","مکتب چارمغ","Charmagh Dara","چارمغ دره","چارمغ دره","YES","YES",6,6,"NO","YES","YES","YES",4,4,"NO",1664,847,817,0,1611,808,803,0,0,1609,806,803,0,0,1804
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715208","Nawabad Gandom Qol School","مکتب نوآباد گندم قول","مکتب نوآباد گندم قول","Naw Abad Gandum Qol","نوآباد گندم قول","نوآباد گندم قول","YES","YES",6,6,"NO","YES","YES","YES",4,4,"NO",2019,980,1039,1,1759,845,913,1,0,1736,821,914,1,0,2123
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715209","Wakhshi School","مکتب وخشی","مکتب وخشی","Wakhshi","وخشی","وخشی","YES","YES",4,4,"NO","YES","YES","YES",2,2,"NO",980,522,458,0,871,469,402,0,0,864,468,396,0,0,1136
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715210","Gandan Qol School","مکتب گندن قول","مکتب گندن قول","Gandom Qol","گندم قول","گندم قول","YES","YES",9,9,"NO","YES","YES","YES",7,7,"NO",3355,1906,1449,0,3254,1829,1425,0,0,3285,1852,1433,0,0,3466
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715211","Hazrat Bilal Mosque","مسجد حضرت بلال","مسجد حضرت بلال","Panjsheria Payeen","پنجشیریا پائین","پنجشیریا پائین","YES","YES",4,4,"NO","YES","YES","YES",2,2,"NO",1418,716,702,9,1295,634,654,7,0,1284,623,654,7,0,1617
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715212","Takia High School","لیسه تکیه","لیسه تکیه","Takia","تکیه","تکیه","YES","YES",5,5,"NO","YES","YES","YES",3,3,"NO",1441,907,534,0,1318,864,454,0,0,1317,862,455,0,0,1586
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715213","Mahzoon Baloch High School","لیسه محزون بلوچ","لیسه محزون بلوچ","Baloch","بلوچ","بلوچ","YES","YES",8,8,"NO","YES","YES","YES",6,6,"NO",2894,1957,937,21,2603,1747,836,20,0,2615,1758,837,20,0,3141
"17","BADAKHSHAN","1715","KESHEM","کشم","1715","KESHEM","کشم","NO","1715214","Nochi School","مکتب نوچی","مکتب نوچی","Nochi","نوچی","نوچی","YES","YES",5,5,"NO","YES","YES","YES",3,3,"NO",1557,883,674,1,954,323,630,1,0,948,319,628,1,0,1767
"17","BADAKHSHAN","1716","WARDOJ","وردوج","1716","WARDOJ","وردوج","NO","1716215","Kazdah HighSchool","لیسه کزده","لیسه کزده","Kazdah","کزده","کزده","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1716","WARDOJ","وردوج","1716","WARDOJ","وردوج","NO","1716216","Teer Garan Girls High School","لیسه نسوان تیر گران","لیسه نسوان تیر گران","Teer Garan","تیر گران","تیر گران","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1716","WARDOJ","وردوج","1716","WARDOJ","وردوج","NO","1716217","Khashbin School","مکتب خاشبین","مکتب خاشبین","Khashbin","خاشبین","خاشبین","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1716","WARDOJ","وردوج","1716","WARDOJ","وردوج","NO","1716218","Bashand High School","لیسه باشند","لیسه باشند","Bashand","باشند","باشند","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1716","WARDOJ","وردوج","1716","WARDOJ","وردوج","NO","1716219","Shakiran School","مکتب شاکران","مکتب شاکران","Shakiran","شاکران","شاکران","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1716","WARDOJ","وردوج","1716","WARDOJ","وردوج","NO","1716220","Sar Qalat Mosque","مسجد سر قلات","مسجد سر قلات","Qalat","قلات","قلات","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1716","WARDOJ","وردوج","1716","WARDOJ","وردوج","NO","1716221","Sar Qalat School Hamidullah House","مکتب سرقلات حویلی حمید الله","مکتب سرقلات حویلی حمید الله","Sar Qalat","سرقلات","سرقلات","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1716","WARDOJ","وردوج","1716","WARDOJ","وردوج","NO","1716222","Ghanio School","مکتب غنیو","مکتب غنیو","Ghanio","غنیو","غنیو","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1716","WARDOJ","وردوج","1716","WARDOJ","وردوج","NO","1716223","Akhshera Mosque","مسجد اخشیره","مسجد اخشیره","Akhshera","اخشیره","اخشیره","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1716","WARDOJ","وردوج","1716","WARDOJ","وردوج","NO","1716224","Shahgan School","مکتب شاه گان","مکتب شاه گان","Shah Gan","شاه گان","شاه گان","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1716","WARDOJ","وردوج","1716","WARDOJ","وردوج","NO","1716225","Oshangan Mosque","مسجد اوشنگان","مسجد اوشنگان","Oshangan Village","قریه اوشنگان","قریه اوشنگان","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO","1717226","Khambak Bala School","مکتب خمبک بالا","مکتب خمبک بالا","Khambak Bala","خمبک بالا","خمبک بالا","YES","NO",2,NA,NA,"YES","NO","NO",NA,NA,"NO",420,224,196,0,397,204,193,0,0,398,205,193,0,0,485
"17","BADAKHSHAN","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO","1717227","Arghanj Khwa Mosque","مسجد ارغنج خواه","مسجد ارغنج خواه","Arghaj Khwa","ارغنج خواه","ارغنج خواه","YES","NO",1,NA,NA,"NO","NO","NO",NA,NA,"NO",2,2,0,0,2,2,0,0,0,2,2,0,0,0,5
"17","BADAKHSHAN","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO","1717228","Do Aabi Mosque","مسجد دو آبی","مسجد دو آبی","Do Aabi","دو آبی","دو آبی","YES","NO",2,NA,NA,"NO","NO","NO",NA,NA,"NO",5,3,2,0,5,3,2,0,0,5,3,2,0,0,14
"17","BADAKHSHAN","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO","1717229","Kori School","مکتب کوری","مکتب کوری","Kori","کوری","کوری","YES","NO",3,NA,NA,"YES","NO","NO",NA,NA,"NO",726,535,191,0,707,521,186,0,0,703,517,186,0,0,775
"17","BADAKHSHAN","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO","1717230","Aajil Mosque","مسجد عاجل","مسجد عاجل","Aajil","عاجل","عاجل","YES","NO",2,NA,NA,"YES","NO","NO",NA,NA,"NO",211,121,90,0,193,120,73,0,0,189,116,73,0,0,243
"17","BADAKHSHAN","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO","1717231","Asiabak School","مکتب آسیابک","مکتب آسیابک","Asiabak","آسیابک","آسیابک","YES","NO",4,NA,NA,"YES","YES","YES",3,3,"NO",1179,709,470,0,1102,660,442,0,0,1103,661,442,0,0,1295
"17","BADAKHSHAN","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO","1717232","Sabz Dara School","مکتب سبز دره","مکتب سبز دره","Sabz Dara","سبز دره","سبز دره","YES","NO",5,NA,NA,"YES","YES","YES",3,3,"NO",1217,808,409,12,1122,718,392,12,0,1130,726,392,12,0,1309
"17","BADAKHSHAN","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO","1717233","Farman Qoli School","مکتب فرمان قلی","مکتب فرمان قلی","Farman Qoli","فرمان قلی","فرمان قلی","YES","YES",5,5,"NO","YES","YES","YES",3,3,"YES",1567,1052,515,0,1399,942,457,0,0,1396,940,456,0,0,1577
"17","BADAKHSHAN","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO","1717234","Karsada School","مکتب کرسده","مکتب کرسده","Karsada Village","قریه کرسده","قریه کرسده","YES","YES",6,6,"NO","YES","YES","YES",4,4,"NO",1869,969,900,0,1699,901,798,0,0,1703,905,798,0,0,1999
"17","BADAKHSHAN","1717","TAGAB","تگاب","1717","TAGAB","تگاب","NO","1717235","Hangaran Mosque","مسجد هنگران","مسجد هنگران","Hangaran","هنگران","هنگران","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1718","YAMGAN","یمگان","1718","YAMGAN","یمگان","NO","1718236","Naswan Aawagh Secondary School","متوسطه نسوان آوغ","متوسطه نسوان آوغ","Aaragh","آورغ","آورغ","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1718","YAMGAN","یمگان","1718","YAMGAN","یمگان","NO","1718237","Charmaghzistan School","مکتب چهار مغزستان","مکتب چهار مغزستان","Charmaghzistan","چهار مغزستان","چهار مغزستان","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1718","YAMGAN","یمگان","1718","YAMGAN","یمگان","NO","1718238","Primary School","مکتب ابتدایه","مکتب ابتدایه","Tha Lolich","ته لولیچ","ته لولیچ","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1718","YAMGAN","یمگان","1718","YAMGAN","یمگان","NO","1718239","Gharmi School","مکتب غرمی","مکتب غرمی","District Center","مرکز ولسوالی","مرکز ولسوالی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"YES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1718","YAMGAN","یمگان","1718","YAMGAN","یمگان","NO","1718240","Mullah Qurban Mosque","مسجد ملا قربان","مسجد ملا قربان","Aawrish","آوریش","آوریش","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1718","YAMGAN","یمگان","1718","YAMGAN","یمگان","NO","1718241","Ashnam School","مکتب اشنام","مکتب اشنام","Mazar","مزار","مزار","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1718","YAMGAN","یمگان","1718","YAMGAN","یمگان","NO","1718242","Aab Ashnam School","مکتب آب اشنام","مکتب آب اشنام","Sanawri","سناوری","سناوری","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1718","YAMGAN","یمگان","1718","YAMGAN","یمگان","NO","1718243","Nasir Khesraw High School","لیسه ناصر خسرو","لیسه ناصر خسرو","Hazrat Saeed","حضرت سعید","حضرت سعید","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1718","YAMGAN","یمگان","1718","YAMGAN","یمگان","NO","1718244","Gohar School","مکتب گوهر","مکتب گوهر","Gohar","گوهر","گوهر","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1718","YAMGAN","یمگان","1718","YAMGAN","یمگان","NO","1718245","Larki School","مکتب لرکی","مکتب لرکی","Larki","لرکی","لرکی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","BADAKHSHAN","1719","SHEGHNAN","شغنان","1719","SHEGHNAN","شغنان","NO","1719246","Darmarakht School","مکتب درمارخت","مکتب درمارخت","Darmarakht","درمارخت","درمارخت","YES","YES",4,4,"NO","YES","YES","YES",2,2,"NO",891,432,459,0,858,418,440,0,0,859,419,440,0,0,1026
