"province_code","province_name_eng","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","provincial_capital","pc_code","pc_name_eng","pc_name_dari","pc_name_pashto","pc_location_eng","pc_location_dari","pc_location_pashto","planned_2019","prelim_results_2019","planned_ps_count_2019","prelim_reporting_ps_count_2019","incomplete_ps_reporting","planned_2018","prelim_results_2018","final_results_2018","prelim_ps_count_2018","final_ps_count_2018","vr_topup_location","vr_final_total_19","vr_final_male_19","vr_final_fem_19","vr_final_kuchi_19","vr_prelim_total_19","vr_prelim_male_19","vr_prelim_fem_19","vr_prelim_kuchi_19","vr_prelim_sikh_19","vr_final_total_18","vr_final_male_18","vr_final_fem_18","vr_final_kuchi_18","vr_final_sikh_18","vr_prelim_total_18"
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702027","Da Zafran da Kali Talar (Zafran Village Hall)","دزعفران دکلی تالار","دزعفران دکلی تالار","Zafran","زعفران","زعفران","YES","YES",15,15,"NO","YES","YES","YES",7,7,"NO",5551,3498,2053,872,4277,1792,1734,751,0,3743,1793,1209,741,0,3894
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702028","Naher Reem School","دنهرریم ښوونځی","دنهرریم ښوونځی","Nehar Karim","نهر کریم","نهر کریم","YES","YES",8,8,"NO","YES","YES","YES",5,5,"NO",2543,1324,1219,1201,2287,721,565,1001,0,2288,721,565,1002,0,2400
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702029","Gambiree, Ahmadzai Kochi Mosque","د ګمبېري د احمدزيو د کوچيانو جومات","د ګمبېري د احمدزيو د کوچيانو جومات","Da Ahmadzai Kalai","احمدزیو کلی","احمدزیو کلی","YES","YES",8,8,"NO","YES","YES","YES",6,4,"NO",2911,1547,1364,442,2451,1251,924,276,0,2450,1251,923,276,0,2676
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702030","Gul Ghundi School","گل غوندی مکتب","گل غوندی مکتب","Chapa Darah","چپه دره","چپه دره","YES","YES",13,13,"NO","YES","YES","YES",8,8,"NO",4846,2720,2126,61,4681,2583,2044,54,0,4689,2593,2042,54,0,4920
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702031","Gul Pacha Ulfat High School","دګل پاچاالفت لېسه","دګل پاچاالفت لېسه","Aziz Khan Kas","عزیز خان کڅ","عزیز خان کڅ","YES","YES",14,14,"NO","YES","YES","YES",9,9,"NO",5295,3058,2237,109,4673,2859,1762,52,0,4673,2858,1762,53,0,5220
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702032","Pacha Kala Mosque","د پاچا کلا جومات","د پاچا کلا جومات","Pacha Kala","پاچا کلا","پاچا کلا","YES","YES",7,7,"NO","YES","YES","YES",6,6,"NO",2300,1483,817,63,2231,1394,775,62,0,2229,1391,776,62,0,2304
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702033","Chahar Bagh Boys High School","دچهارباغ دهلکانو لیسه","دچهارباغ دهلکانو لیسه","Chahar Bagh","چهارباغ","چهارباغ","YES","YES",8,8,"NO","YES","YES","YES",6,6,"NO",2903,2239,664,180,2542,1974,463,105,0,2554,1986,463,105,0,2616
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702034","Sultan Wais Baba School","دسلطان ويس بابا ښونځي","دسلطان ويس بابا ښونځي","Qalatak","قلعټک","قلعټک","YES","YES",7,7,"NO","YES","YES","YES",5,5,"NO",2413,1793,620,83,2293,1713,539,41,0,1703,1128,537,38,0,1800
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702035","Swati School","دصواتي ښونځي","دصواتي ښونځي","Swati","صواتی","صواتی","YES","YES",3,3,"NO","YES","YES","YES",3,3,"NO",1107,787,320,0,1073,776,297,0,0,1070,773,297,0,0,1140
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702036","Darah Ghar School","ددړه غرښوونځی","ددړه غرښوونځی","Darah Ghar","دړه غر","دړه غر","YES","YES",6,6,"NO","YES","YES","YES",4,4,"NO",1691,1252,439,3,1651,1235,415,1,0,1653,1237,415,1,0,1722
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702037","Aziz Khan Kas Khargotati School","دعزیزخان کڅ ښارکوټی ښوونځی","دعزیزخان کڅ ښارکوټی ښوونځی","Khargotai","ښارکوټی","ښارکوټی","YES","YES",10,10,"NO","YES","YES","YES",8,8,"NO",3638,2164,1474,69,3546,2038,1440,68,0,4135,2624,1440,71,0,4272
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702038","Abdul Rahimzai Girls School","دعبدالرحیم زی دنجونو ښونځی","دعبدالرحیم زی دنجونو ښونځی","Abdul Rahimzai","عبدالرحیمزی","عبدالرحیمزی","YES","YES",6,6,"NO","YES","YES","YES",4,4,"NO",1960,1356,604,15,1834,1312,509,13,0,1837,1315,509,13,0,1980
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702039","Surkhakan High School","دسرخکانو لېسه","دسرخکانو لېسه","Surkhakan","سرخکان","سرخکان","YES","YES",15,15,"NO","YES","YES","YES",11,11,"NO",5446,3437,2009,159,5298,3186,1955,157,0,5318,3206,1955,157,0,5538
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702040","Kamal Pour School","دکمالپور اوښوونځی","دکمالپور اوښوونځی","Kaml Pour","کمالپور","کمالپور","YES","YES",5,5,"NO","YES","YES","YES",4,4,"NO",1876,1587,289,1,1850,1576,273,1,0,1851,1578,272,1,0,1932
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702041","Qarghayee Boys High School","دقرغيودهلکانوعالي لېسه","دقرغيودهلکانوعالي لېسه","Qarghayee","قرغه يي","قرغه يي","YES","YES",10,10,"NO","YES","YES","YES",6,6,"YES",3503,2407,1096,22,3146,2143,984,19,0,3155,2153,983,19,0,3336
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702042","Masha Khil Boys High School","د مشه خيلو  دهلکانو ليسه","د مشه خيلو  دهلکانو ليسه","Masha Khil","مشه خیل","مشه خیل","YES","YES",5,5,"NO","YES","YES","YES",3,3,"NO",1631,1046,585,20,1610,1020,571,19,0,1611,1021,571,19,0,1704
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702043","Mandarwarr High School and Primary School","د مندروړ لېسه اولمړنۍ ښوونځی","د مندروړ لېسه اولمړنۍ ښوونځی","Mandarwarr","مندروړ","مندروړ","YES","YES",10,10,"NO","YES","YES","YES",7,7,"NO",3681,2301,1380,19,3630,2239,1374,17,0,3639,2247,1375,17,0,3774
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702044","Farman Khil School","دفرمانخیلو مکتب","دفرمانخیلو مکتب","Farman Khil","فرمانخیل","فرمانخیل","YES","YES",4,4,"NO","YES","YES","YES",2,3,"NO",1058,1023,35,13,1052,1015,26,11,0,1590,1013,550,27,0,1710
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702045","Zerani village Mosque and Clinic","زيړاني کلی جامع جومات او کلینیک","زيړاني کلی جامع جومات او کلینیک","Zerranai Kalai","زيړاني کلي","زيړاني کلي","YES","YES",10,10,"NO","YES","YES","YES",7,7,"NO",3465,1779,1686,387,3467,1533,1559,375,0,3475,1541,1559,375,0,3600
"07","LAGHMAN","0702","QARGHAYE","قرغه یي","0702","QARGHAYE","قرغه یي","NO","0702046","Ka Kas School","دکاکڅ ښوونځی","دکاکڅ ښوونځی","Ka Kas","کا کڅ","کا کڅ","YES","YES",14,14,"NO","YES","YES","YES",10,10,"NO",5102,3026,2076,103,4969,2901,1974,94,0,4979,2908,1977,94,0,5106
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703047","Chanak Mosque","چاناک مسجد","چاناک مسجد","Chanak","چاناک","چاناک","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703048","Shamkat School","د شمکټ ښوونځی","د شمکټ ښوونځی","Shmkat","شمکټ","شمکټ","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703049","Shamkat Kochiano Mosque","د شمکټ د کوچيانو جومات","د شمکټ د کوچيانو جومات","Tarnaw Tarakhil","ترناو ترخیل","ترناو ترخیل","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703050","Salab School","د سالاب ښوونځی","د سالاب ښوونځی","Salaab Ulya Khoonzai","سالاب علیا ښوونځی","سالاب علیا ښوونځی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703051","Islamabad Boys and Girls School","داسلام آباد دهلکانو او نجونو ښوونځي","داسلام آباد دهلکانو او نجونو ښوونځي","Islamabad","اسلام آباد","اسلام آباد","YES","NO",6,NA,NA,"YES","YES","YES",3,3,"NO",1719,1205,514,6,1577,1083,488,6,0,1569,1075,488,6,0,1746
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703052","Tarang School","دترنګ ښوونځی","دترنګ ښوونځی","Tarang","ترنګ","ترنګ","YES","NO",5,NA,NA,"YES","YES","YES",4,4,"NO",1713,1386,327,3,1672,1371,297,4,0,1659,1361,295,3,0,1806
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703053","Barakzai Boys and Girls School","دبارکزايو دهلکانو او نجونوښوونځي","دبارکزايو دهلکانو او نجونوښوونځي","Barakzai","بارکزی","بارکزی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703054","Shukurman School","دشکرمان ښوونځی","دشکرمان ښوونځی","Shakarman","شکرمان","شکرمان","YES","YES",3,3,"NO","YES","YES","YES",3,3,"NO",898,676,222,18,831,620,193,18,0,836,624,194,18,0,912
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703055","Arreene Kochiano Mosque","د اړیني د کوچيانو جومات","د اړیني د کوچيانو جومات","Arreenah","اړینه","اړینه","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703056","Kotwal Khando village Mosque and hall","دکوټوال خنډودکلي جومات اوعامه برنډه","دکوټوال خنډودکلي جومات اوعامه برنډه","Alishang","عليشنګ","عليشنګ","YES","NO",8,NA,NA,"YES","YES","YES",3,3,"NO",2920,2374,546,5,2708,2184,519,5,0,2183,1663,520,0,0,2370
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703057","Watan Gato School","د وطن ګټو ښوونځی","د وطن ګټو ښوونځی","Alishang","عليشنګ","عليشنګ","YES","YES",5,3,"YES","YES","YES","YES",4,4,"YES",1264,832,432,58,1246,797,391,58,0,1246,797,391,58,0,1344
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703058","Mia Abdul Karim High School","د مياعبدالکريم لېسۀ","د مياعبدالکريم لېسۀ","Da woleswalai markaz (District Center)","د ولسوالی مرکز","د ولسوالی مرکز","YES","YES",2,1,"YES","YES","YES","YES",2,2,"NO",495,312,183,3,375,253,120,2,0,903,776,120,7,0,1068
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703059","Nooram Payan village Mosque","د نورام پايان د کلي جومات","د نورام پايان د کلي جومات","Nooram Payan","نورام پایان","نورام پایان","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703060","Ghazi Abad School","دغازی اباد ښونځی","دغازی اباد ښونځی","Ghazi Abad Kalai","غازی آباد کلی","غازی آباد کلی","YES","YES",5,5,"NO","YES","YES","YES",3,3,"NO",1637,939,698,429,1558,596,549,413,0,1560,598,549,413,0,1686
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703061","Masmod village Mosque","د ماسمود د کلي جومات","د ماسمود د کلي جومات","Masmood","ماسمود","ماسمود","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703062","Teele village Mosque","دتیلی دکلی جومات","دتیلی دکلی جومات","Dameel Darah","دمیل دره","دمیل دره","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703063","Parmah Wal village Mosque","دپرمه وال دکلي جومات او حجره","دپرمه وال دکلي جومات او حجره","Alishang","عليشنګ","عليشنګ","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703064","Kandi Mosque","د کندي جومات","د کندي جومات","Alishang","عليشنګ","عليشنګ","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703065","Najeel School","د نجيل ښوونځی","د نجيل ښوونځی","Alishang","عليشنګ","عليشنګ","YES","YES",5,4,"YES","YES","YES","YES",3,3,"NO",1636,1260,376,25,1441,1084,333,24,0,1442,1086,332,24,0,1680
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703066","Saigal village Mosque","د سايګل د کلي جومات","د سايګل د کلي جومات","Saigal","سایګل","سایګل","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703067","Paradwali village Mosque","دپراډولی دکلي جومات","دپراډولی دکلي جومات","Paradloe Kalai","پراډولی کلی","پراډولی کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703068","Domiah Mosque","ډوميه جومات","ډوميه جومات","Domia Kalai","ډومیه کلی","ډومیه کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0703","ALISHENG","علیشنګ","0703","ALISHENG","علیشنګ","NO","0703069","Abdullah Ibne Masoud High School","عبدالله ابن مسعود لیسه","عبدالله ابن مسعود لیسه","Salab Sufla","سلاب سفلی","سلاب سفلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704070","School","مکتب","مکتب","Salingar","سلینگار","سلینگار","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704071","Qasabah village Mosque","د قصبې دکلي جومات","د قصبې دکلي جومات","Qasabah","قصبه","قصبه","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704072","Chinchar Pul Jame Mosque","مسجد جامع چینچار پول","مسجد جامع چینچار پول","Chinchar Pul","چينچار پول","چينچار پول","YES","YES",8,8,"NO","YES","YES","YES",5,5,"NO",2627,2079,548,4,2362,1909,449,4,0,2349,1897,448,4,0,2574
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704073","Qalatak School","د قلعټک ښوونځی","د قلعټک ښوونځی","Qalatak Niazi","قلعټک نیازی","قلعټک نیازی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704074","Neemnai village Mosque","دنيمنائي دکلي جومات","دنيمنائي دکلي جومات","Neemnai Niazi","نیمنایی نیازی","نیمنایی نیازی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704075","Kundi Girls School","دکندی انجونو مکتب","دکندی انجونو مکتب","Kandah","کنده","کنده","YES","YES",6,6,"NO","YES","YES","YES",2,2,"NO",1682,1232,450,3,1580,1160,417,3,0,1575,1154,418,3,0,1752
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704076","Rejaee School","درجائي ښوونځی","درجائي ښوونځی","Rejaee","رجایی","رجایی","YES","YES",4,1,"YES","YES","YES","YES",3,3,"NO",1269,940,329,2,1206,900,305,1,0,1213,907,305,1,0,1320
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704077","Shiekhano High School","د شېخانو لېسه","د شېخانو لېسه","Shiekhano Kalai","شیخانو کلی","شیخانو کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704078","Public building at Kalman Darah","په کلمان دره کې عامه ودانۍ","په کلمان دره کې عامه ودانۍ","Kalman","کلمان","کلمان","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704079","Mandozai village Mosque","دمندوزيو په کلي جومات","دمندوزيو په کلي جومات","Sangar","سنګر","سنګر","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704080","Ezat Khil village Mosque","دعزتخېلو په کلي جومات","دعزتخېلو په کلي جومات","Sangar","سنګر","سنګر","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704081","School","مکتب","مکتب","Matprrang","متپړنګ","متپړنګ","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704082","Mazare School and public building","دمزري ښوونځی او عامه ودانۍ","دمزري ښوونځی او عامه ودانۍ","Mazre Kalai","مزری کلی","مزری کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704083","Kaho School","د کهو ښوونځی","د کهو ښوونځی","Kaho","کهو","کهو","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704084","Daram Khil School and village Hujra (Hall)","دارم خېلو ښوونځی اودکلي حجره","دارم خېلو ښوونځی اودکلي حجره","Sangar","سنګر","سنګر","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704085","Konda Gul village Mosque","دکونده ګل دکلي جومات","دکونده ګل دکلي جومات","Noorlam Sahib Darah, Kondah Gul Kalai","نورلام صاحب دره ، کونده ګل کلی","نورلام صاحب دره ، کونده ګل کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704086","Kolak School","دکولک ښوونځی","دکولک ښوونځی","Noorlam Sahib Darah, Kolak Kalai","نورلام صاحب دره ،کولک کلی","نورلام صاحب دره ،کولک کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704087","Chetla","چتلا","چتلا","Noorlam Sahib Darah, Chitla Kalai","نورلام صاحب دره ، چتلا کلی","نورلام صاحب دره ، چتلا کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704088","Village Hall of Mandal","دمنډال کلي حجره","دمنډال کلي حجره","Noorlam Sahib Darah, Mandal Kalai","نورلام صاحب دره ، منډال کلی","نورلام صاحب دره ، منډال کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704089","Paryanah School","دپريانه ښوونځی","دپريانه ښوونځی","Noorlam Sahib Darah, Paryanah Kalai","نورلام صاحب دره ، پریانه کلی","نورلام صاحب دره ، پریانه کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704090","Kotli Islamic Madrassah","دکوټلي اسلامي مدرسۀ","دکوټلي اسلامي مدرسۀ","Kotli","کوټلی","کوټلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704091","Lokar School","مکتب لوکار","مکتب لوکار","Lokarr","لوکاړ","لوکاړ","YES","YES",4,4,"NO","YES","YES","YES",3,3,"NO",1422,1090,332,6,1396,1072,318,6,0,1022,705,317,0,0,1086
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704092","Mango School","دمنګو ښوونځی","دمنګو ښوونځی","Mango","منګو","منګو","YES","YES",3,2,"YES","YES","YES","YES",2,2,"NO",776,574,202,12,753,547,193,13,0,1123,911,194,18,0,1218
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704093","Parrwayee School","دپړوائي ښوونځی","دپړوائي ښوونځی","Parrwayee","پړوایی","پړوایی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704094","Sanderwa School","د سندروا ښوونځی","د سندروا ښوونځی","Sanderwa","سندروا","سندروا","YES","YES",2,1,"YES","YES","NO","NO",NA,NA,"NO",397,340,57,5,380,375,0,5,0,377,320,52,5,0,420
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704095","Tag School","دتګ ښوونځی","دتګ ښوونځی","Tag Kalai","د تګ کلی","د تګ کلی","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704096","Owro village Mosque","اورودکلی جومات","اورودکلی جومات","Salab Ulya","سالاب علیا","سالاب علیا","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07","LAGHMAN","0704","ALINGAR","علینگار","0704","ALINGAR","علینگار","NO","0704097","Sawoo Darah, Saima School","دساوو په دره کې دسائيمي ښوونځی","دساوو په دره کې دسائيمي ښوونځی","Saoo","ساوو","ساوو","NO","NO",NA,NA,NA,"NO","NO","NO",NA,NA,"NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
