"province_code","pc_code","ps_code","scan_filename","target_url","link_broken"
"27","2701021","2701021-20","2701021-20-M_cr_24120.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-20-M_cr_24120.png","YES"
"27","2701021","2701021-23","2701021-23-M_cr_24123.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-23-M_cr_24123.png","YES"
"27","2701021","2701021-24","2701021-24-M_cr_24124.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-24-M_cr_24124.png","YES"
"27","2701021","2701021-27","2701021-27-F_cr_24127.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-27-F_cr_24127.png","YES"
"27","2702042","2702042-08","2702042-08-F_cr_24491.png","https://edss.iec.org.af/invalid/27/2702/2702042/2702042-08-F_cr_24491.png","YES"
"27","2703057","2703057-04","2703057-04-F_cr_24566.png","https://edss.iec.org.af/invalid/27/2703/2703057/2703057-04-F_cr_24566.png","YES"
"27","2703071","2703071-04","2703071-04-F_cr_24618.png","https://edss.iec.org.af/invalid/27/2703/2703071/2703071-04-F_cr_24618.png","YES"
"27","2703073","2703073-05","2703073-05-F_cr_24626.png","https://edss.iec.org.af/invalid/27/2703/2703073/2703073-05-F_cr_24626.png","YES"
"27","2704087","2704087-05","2704087-05-F_cr_24697.png","https://edss.iec.org.af/invalid/27/2704/2704087/2704087-05-F_cr_24697.png","YES"
"27","2705100","2705100-12","2705100-12-F_cr_24788.png","https://edss.iec.org.af/invalid/27/2705/2705100/2705100-12-F_cr_24788.png","YES"
"27","2705101","2705101-05","2705101-05-F_cr_24793.png","https://edss.iec.org.af/invalid/27/2705/2705101/2705101-05-F_cr_24793.png","YES"
"27","2708132","2708132-06","2708132-06-F_cr_24855.png","https://edss.iec.org.af/invalid/27/2708/2708132/2708132-06-F_cr_24855.png","YES"
"27","2711156","2711156-06","2711156-06-M_cr_24909.png","https://edss.iec.org.af/invalid/27/2711/2711156/2711156-06-M_cr_24909.png","YES"
"27","2711157","2711157-10","2711157-10-M_cr_24923.png","https://edss.iec.org.af/invalid/27/2711/2711157/2711157-10-M_cr_24923.png","YES"
"27","2711158","2711158-04","2711158-04-M_cr_24930.png","https://edss.iec.org.af/invalid/27/2711/2711158/2711158-04-M_cr_24930.png","YES"
"27","2711158","2711158-11","2711158-11-F_cr_24937.png","https://edss.iec.org.af/invalid/27/2711/2711158/2711158-11-F_cr_24937.png","YES"
"27","2711159","2711159-04","2711159-04-M_cr_24941.png","https://edss.iec.org.af/invalid/27/2711/2711159/2711159-04-M_cr_24941.png","YES"
"27","2711160","2711160-03","2711160-03-M_cr_24951.png","https://edss.iec.org.af/invalid/27/2711/2711160/2711160-03-M_cr_24951.png","YES"
"27","2711160","2711160-12","2711160-12-F_cr_24960.png","https://edss.iec.org.af/invalid/27/2711/2711160/2711160-12-F_cr_24960.png","YES"
"27","2711161","2711161-05","2711161-05-M_cr_24965.png","https://edss.iec.org.af/invalid/27/2711/2711161/2711161-05-M_cr_24965.png","YES"
"27","2711166","2711166-03","2711166-03-M_cr_25022.png","https://edss.iec.org.af/invalid/27/2711/2711166/2711166-03-M_cr_25022.png","YES"
"27","2711166","2711166-04","2711166-04-M_cr_25023.png","https://edss.iec.org.af/invalid/27/2711/2711166/2711166-04-M_cr_25023.png","YES"
"27","2711166","2711166-05","2711166-05-M_cr_25024.png","https://edss.iec.org.af/invalid/27/2711/2711166/2711166-05-M_cr_25024.png","YES"
"27","2711168","2711168-05","2711168-05-M_cr_25050.png","https://edss.iec.org.af/invalid/27/2711/2711168/2711168-05-M_cr_25050.png","YES"
"27","2711168","2711168-14","2711168-14-F_cr_25059.png","https://edss.iec.org.af/invalid/27/2711/2711168/2711168-14-F_cr_25059.png","YES"
"27","2711169","2711169-09","2711169-09-M_cr_25069.png","https://edss.iec.org.af/invalid/27/2711/2711169/2711169-09-M_cr_25069.png","YES"
"27","2711169","2711169-12","2711169-12-F_cr_25072.png","https://edss.iec.org.af/invalid/27/2711/2711169/2711169-12-F_cr_25072.png","YES"
"27","2711170","2711170-02","2711170-02-M_cr_25074.png","https://edss.iec.org.af/invalid/27/2711/2711170/2711170-02-M_cr_25074.png","YES"
"27","2711170","2711170-04","2711170-04-M_cr_25076.png","https://edss.iec.org.af/invalid/27/2711/2711170/2711170-04-M_cr_25076.png","YES"
"27","2711170","2711170-06","2711170-06-M_cr_25078.png","https://edss.iec.org.af/invalid/27/2711/2711170/2711170-06-M_cr_25078.png","YES"
"27","2711170","2711170-13","2711170-13-F_cr_25085.png","https://edss.iec.org.af/invalid/27/2711/2711170/2711170-13-F_cr_25085.png","YES"
"27","2711177","2711177-06","2711177-06-F_cr_25153.png","https://edss.iec.org.af/invalid/27/2711/2711177/2711177-06-F_cr_25153.png","YES"
"27","2711179","2711179-02","2711179-02-M_cr_25166.png","https://edss.iec.org.af/invalid/27/2711/2711179/2711179-02-M_cr_25166.png","YES"
"27","2711181","2711181-04","2711181-04-M_cr_25184.png","https://edss.iec.org.af/invalid/27/2711/2711181/2711181-04-M_cr_25184.png","YES"
"27","2711181","2711181-07","2711181-07-M_cr_25187.png","https://edss.iec.org.af/invalid/27/2711/2711181/2711181-07-M_cr_25187.png","YES"
"27","2711181","2711181-10","2711181-10-F_cr_25190.png","https://edss.iec.org.af/invalid/27/2711/2711181/2711181-10-F_cr_25190.png","YES"
"27","2711181","2711181-11","2711181-11-F_cr_25191.png","https://edss.iec.org.af/invalid/27/2711/2711181/2711181-11-F_cr_25191.png","YES"
"27","2717206","2717206-10","2717206-10-F_cr_25219.png","https://edss.iec.org.af/invalid/27/2717/2717206/2717206-10-F_cr_25219.png","YES"
"27","2717206","2717206-11","2717206-11-F_cr_25220.png","https://edss.iec.org.af/invalid/27/2717/2717206/2717206-11-F_cr_25220.png","YES"
"27","2717210","2717210-05","2717210-05-F_cr_25250.png","https://edss.iec.org.af/invalid/27/2717/2717210/2717210-05-F_cr_25250.png","YES"
"27","2717211","2717211-04","2717211-04-F_cr_25254.png","https://edss.iec.org.af/invalid/27/2717/2717211/2717211-04-F_cr_25254.png","YES"
"27","2701021","2701021-08","2701021-08-M_cr_24108.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-08-M_cr_24108.png","YES"
"27","2701021","2701021-25","2701021-25-M_cr_24125.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-25-M_cr_24125.png","YES"
"27","2701021","2701021-26","2701021-26-M_cr_24126.png","https://edss.iec.org.af/invalid/27/270104/2701021/2701021-26-M_cr_24126.png","YES"
"27","2703063","2703063-02","2703063-02-M_cr_24584.png","https://edss.iec.org.af/invalid/27/2703/2703063/2703063-02-M_cr_24584.png","YES"
"27","2705097","2705097-05","2705097-05-F_cr_24763.png","https://edss.iec.org.af/invalid/27/2705/2705097/2705097-05-F_cr_24763.png","YES"
"27","2711157","2711157-08","2711157-08-M_cr_24921.png","https://edss.iec.org.af/invalid/27/2711/2711157/2711157-08-M_cr_24921.png","YES"
"27","2711157","2711157-11","2711157-11-M_cr_24924.png","https://edss.iec.org.af/invalid/27/2711/2711157/2711157-11-M_cr_24924.png","YES"
"27","2711157","2711157-13","2711157-13-F_cr_24926.png","https://edss.iec.org.af/invalid/27/2711/2711157/2711157-13-F_cr_24926.png","YES"
"27","2711160","2711160-09","2711160-09-M_cr_24957.png","https://edss.iec.org.af/invalid/27/2711/2711160/2711160-09-M_cr_24957.png","YES"
"27","2711161","2711161-11","2711161-11-F_cr_24971.png","https://edss.iec.org.af/invalid/27/2711/2711161/2711161-11-F_cr_24971.png","YES"
"27","2711162","2711162-01","2711162-01-M_cr_24972.png","https://edss.iec.org.af/invalid/27/2711/2711162/2711162-01-M_cr_24972.png","YES"
"27","2711166","2711166-06","2711166-06-M_cr_25025.png","https://edss.iec.org.af/invalid/27/2711/2711166/2711166-06-M_cr_25025.png","YES"
"27","2711170","2711170-05","2711170-05-M_cr_25077.png","https://edss.iec.org.af/invalid/27/2711/2711170/2711170-05-M_cr_25077.png","YES"
"27","2711170","2711170-09","2711170-09-M_cr_25081.png","https://edss.iec.org.af/invalid/27/2711/2711170/2711170-09-M_cr_25081.png","YES"
"27","2711170","2711170-10","2711170-10-M_cr_25082.png","https://edss.iec.org.af/invalid/27/2711/2711170/2711170-10-M_cr_25082.png","YES"
"27","2711170","2711170-11","2711170-11-M_cr_25083.png","https://edss.iec.org.af/invalid/27/2711/2711170/2711170-11-M_cr_25083.png","YES"
"27","2711174","2711174-02","2711174-02-M_cr_25119.png","https://edss.iec.org.af/invalid/27/2711/2711174/2711174-02-M_cr_25119.png","YES"
"27","2711174","2711174-08","2711174-08-F_cr_25125.png","https://edss.iec.org.af/invalid/27/2711/2711174/2711174-08-F_cr_25125.png","YES"
"27","2711176","2711176-11","2711176-11-F_cr_25147.png","https://edss.iec.org.af/invalid/27/2711/2711176/2711176-11-F_cr_25147.png","YES"
"27","2711177","2711177-02","2711177-02-M_cr_25149.png","https://edss.iec.org.af/invalid/27/2711/2711177/2711177-02-M_cr_25149.png","YES"
"27","2711177","2711177-03","2711177-03-M_cr_25150.png","https://edss.iec.org.af/invalid/27/2711/2711177/2711177-03-M_cr_25150.png","YES"
"27","2711177","2711177-07","2711177-07-F_cr_25154.png","https://edss.iec.org.af/invalid/27/2711/2711177/2711177-07-F_cr_25154.png","YES"
"27","2711179","2711179-01","2711179-01-M_cr_25165.png","https://edss.iec.org.af/invalid/27/2711/2711179/2711179-01-M_cr_25165.png","YES"
"27","2711179","2711179-03","2711179-03-M_cr_25167.png","https://edss.iec.org.af/invalid/27/2711/2711179/2711179-03-M_cr_25167.png","YES"
"27","2711179","2711179-05","2711179-05-M_cr_25169.png","https://edss.iec.org.af/invalid/27/2711/2711179/2711179-05-M_cr_25169.png","YES"
"27","2711179","2711179-06","2711179-06-F_cr_25170.png","https://edss.iec.org.af/invalid/27/2711/2711179/2711179-06-F_cr_25170.png","YES"
"27","2711181","2711181-08","2711181-08-M_cr_25188.png","https://edss.iec.org.af/invalid/27/2711/2711181/2711181-08-M_cr_25188.png","YES"
"27","2717214","2717214-02","2717214-02-M_cr_25273.png","https://edss.iec.org.af/invalid/27/2717/2717214/2717214-02-M_cr_25273.png","YES"
"27","2717215","2717215-02","2717215-02-M_cr_25280.png","https://edss.iec.org.af/invalid/27/2717/2717215/2717215-02-M_cr_25280.png","YES"
"28","2809107","2809107-02","2809107-02-F_cr_25634.png","https://edss.iec.org.af/invalid/28/2809/2809107/2809107-02-F_cr_25634.png","YES"
"29","2902056","2902056-01","2902056-01-M_cr_25852.png","https://edss.iec.org.af/invalid/29/2902/2902056/2902056-01-M_cr_25852.png","YES"
"29","2902056","2902056-02","2902056-02-M_cr_25853.png","https://edss.iec.org.af/invalid/29/2902/2902056/2902056-02-M_cr_25853.png","YES"
"29","2903071","2903071-02","2903071-02-M_cr_25874.png","https://edss.iec.org.af/invalid/29/2903/2903071/2903071-02-M_cr_25874.png","YES"
"29","2905105","2905105-04","2905105-04-M_cr_25943.png","https://edss.iec.org.af/invalid/29/2905/2905105/2905105-04-M_cr_25943.png","YES"
"29","2905106","2905106-05","2905106-05-M_cr_25953.png","https://edss.iec.org.af/invalid/29/2905/2905106/2905106-05-M_cr_25953.png","YES"
"29","2905106","2905106-06","2905106-06-M_cr_25954.png","https://edss.iec.org.af/invalid/29/2905/2905106/2905106-06-M_cr_25954.png","YES"
"29","2906113","2906113-02","2906113-02-M_cr_25963.png","https://edss.iec.org.af/invalid/29/2906/2906113/2906113-02-M_cr_25963.png","YES"
"29","2906113","2906113-04","2906113-04-F_cr_25965.png","https://edss.iec.org.af/invalid/29/2906/2906113/2906113-04-F_cr_25965.png","YES"
"29","2906113","2906113-05","2906113-05-F_cr_25966.png","https://edss.iec.org.af/invalid/29/2906/2906113/2906113-05-F_cr_25966.png","YES"
"29","2907136","2907136-03","2907136-03-M_cr_26023.png","https://edss.iec.org.af/invalid/29/2907/2907136/2907136-03-M_cr_26023.png","YES"
"29","2907136","2907136-04","2907136-04-M_cr_26024.png","https://edss.iec.org.af/invalid/29/2907/2907136/2907136-04-M_cr_26024.png","YES"
"29","2907136","2907136-05","2907136-05-M_cr_26025.png","https://edss.iec.org.af/invalid/29/2907/2907136/2907136-05-M_cr_26025.png","YES"
"29","2907136","2907136-06","2907136-06-M_cr_26026.png","https://edss.iec.org.af/invalid/29/2907/2907136/2907136-06-M_cr_26026.png","YES"
"29","2907136","2907136-07","2907136-07-F_cr_26027.png","https://edss.iec.org.af/invalid/29/2907/2907136/2907136-07-F_cr_26027.png","YES"
"29","2907136","2907136-09","2907136-09-F_cr_26029.png","https://edss.iec.org.af/invalid/29/2907/2907136/2907136-09-F_cr_26029.png","YES"
"29","2907136","2907136-10","2907136-10-F_cr_26030.png","https://edss.iec.org.af/invalid/29/2907/2907136/2907136-10-F_cr_26030.png","YES"
"29","2907137","2907137-08","2907137-08-F_cr_26038.png","https://edss.iec.org.af/invalid/29/2907/2907137/2907137-08-F_cr_26038.png","YES"
"30","3002048","3002048-15","3002048-15-F_cr_26909.png","https://edss.iec.org.af/invalid/30/3002/3002048/3002048-15-F_cr_26909.png","YES"
"30","3003062","3003062-06","3003062-06-F_cr_26976.png","https://edss.iec.org.af/invalid/30/3003/3003062/3003062-06-F_cr_26976.png","YES"
"30","3005099","3005099-07","3005099-07-F_cr_27171.png","https://edss.iec.org.af/invalid/30/3005/3005099/3005099-07-F_cr_27171.png","YES"
