"province_code","pc_code","ps_code","ps_type","audit_or_recount","prelim_results_reporting","ps_invalidated","ps_open","commission_decision"
"09","0914272","0914272-03","F","NO","NO",NA,NA,NA
"11","1113279","1113279-07","F","YES","NO","NO",NA,"Decision 104 Annex 2"
"13","1303038","1303038-01","M","NO","NO",NA,NA,NA
"13","1303038","1303038-02","M","NO","NO",NA,NA,NA
"13","1303038","1303038-03","F","NO","NO",NA,NA,NA
"13","1303050","1303050-01","M","NO","NO",NA,NA,NA
"13","1303050","1303050-02","M","NO","NO",NA,NA,NA
"13","1303050","1303050-03","M","NO","NO",NA,NA,NA
"13","1303050","1303050-04","F","NO","NO",NA,NA,NA
"13","1303053","1303053-01","M","NO","NO",NA,NA,NA
"13","1303053","1303053-02","F","NO","NO",NA,NA,NA
"13","1303059","1303059-01","M","NO","NO",NA,NA,NA
"13","1303059","1303059-02","M","NO","NO",NA,NA,NA
"13","1303059","1303059-03","M","NO","NO",NA,NA,NA
"13","1303059","1303059-04","F","NO","NO",NA,NA,NA
"13","1303060","1303060-01","M","NO","NO",NA,NA,NA
"13","1303060","1303060-02","M","NO","NO",NA,NA,NA
"13","1303060","1303060-03","F","NO","NO",NA,NA,NA
"13","1303060","1303060-04","F","NO","NO",NA,NA,NA
"13","1307107","1307107-01","M","NO","NO",NA,NA,NA
"13","1307107","1307107-02","M","NO","NO",NA,NA,NA
"13","1307107","1307107-03","M","NO","NO",NA,NA,NA
"13","1307107","1307107-04","M","NO","NO",NA,NA,NA
"13","1307107","1307107-05","M","NO","NO",NA,NA,NA
"13","1307107","1307107-06","F","NO","NO",NA,NA,NA
"13","1307107","1307107-07","F","NO","NO",NA,NA,NA
"13","1307107","1307107-08","F","NO","NO",NA,NA,NA
"13","1307107","1307107-09","F","NO","NO",NA,NA,NA
"13","1307107","1307107-10","F","NO","NO",NA,NA,NA
"13","1307108","1307108-01","M","NO","NO",NA,NA,NA
"13","1307108","1307108-02","M","NO","NO",NA,NA,NA
"13","1307108","1307108-03","M","NO","NO",NA,NA,NA
"13","1307108","1307108-04","F","NO","NO",NA,NA,NA
"13","1307108","1307108-05","F","NO","NO",NA,NA,NA
"13","1307108","1307108-06","F","NO","NO",NA,NA,NA
"13","1307110","1307110-01","M","NO","NO",NA,NA,NA
"13","1307110","1307110-02","M","NO","NO",NA,NA,NA
"13","1307110","1307110-03","M","NO","NO",NA,NA,NA
"13","1307110","1307110-04","M","NO","NO",NA,NA,NA
"13","1307110","1307110-05","F","NO","NO",NA,NA,NA
"13","1307110","1307110-06","F","NO","NO",NA,NA,NA
"13","1307110","1307110-07","F","NO","NO",NA,NA,NA
"13","1307111","1307111-01","M","NO","NO",NA,NA,NA
"13","1307111","1307111-02","M","NO","NO",NA,NA,NA
"13","1307111","1307111-03","M","NO","NO",NA,NA,NA
"13","1307111","1307111-04","M","NO","NO",NA,NA,NA
"13","1307111","1307111-05","M","NO","NO",NA,NA,NA
"13","1307111","1307111-06","F","NO","NO",NA,NA,NA
"13","1307111","1307111-07","F","NO","NO",NA,NA,NA
"13","1307111","1307111-08","F","NO","NO",NA,NA,NA
"13","1307111","1307111-09","F","NO","NO",NA,NA,NA
"13","1307111","1307111-10","F","NO","NO",NA,NA,NA
"13","1307115","1307115-01","M","NO","NO",NA,NA,NA
"13","1307115","1307115-02","M","NO","NO",NA,NA,NA
"13","1307115","1307115-03","F","NO","NO",NA,NA,NA
"13","1307115","1307115-04","F","NO","NO",NA,NA,NA
"13","1307120","1307120-01","M","NO","NO",NA,NA,NA
"13","1307120","1307120-02","M","NO","NO",NA,NA,NA
"13","1307120","1307120-03","M","NO","NO",NA,NA,NA
"13","1307120","1307120-04","F","NO","NO",NA,NA,NA
"13","1307120","1307120-05","F","NO","NO",NA,NA,NA
"13","1307120","1307120-06","F","NO","NO",NA,NA,NA
"13","1307123","1307123-01","M","NO","NO",NA,NA,NA
"13","1307123","1307123-02","M","NO","NO",NA,NA,NA
"13","1307123","1307123-03","M","NO","NO",NA,NA,NA
"13","1307123","1307123-04","M","NO","NO",NA,NA,NA
"13","1307123","1307123-05","F","NO","NO",NA,NA,NA
"13","1307123","1307123-06","F","NO","NO",NA,NA,NA
"13","1307124","1307124-01","M","NO","NO",NA,NA,NA
"13","1307124","1307124-02","M","NO","NO",NA,NA,NA
"13","1307124","1307124-03","F","NO","NO",NA,NA,NA
"13","1307124","1307124-04","F","NO","NO",NA,NA,NA
"13","1307125","1307125-01","M","NO","NO",NA,NA,NA
"13","1307125","1307125-02","M","NO","NO",NA,NA,NA
"13","1307125","1307125-03","F","NO","NO",NA,NA,NA
"13","1307125","1307125-04","F","NO","NO",NA,NA,NA
"13","1307126","1307126-01","M","NO","NO",NA,NA,NA
"13","1307126","1307126-02","M","NO","NO",NA,NA,NA
"13","1307126","1307126-03","F","NO","NO",NA,NA,NA
"13","1307126","1307126-04","F","NO","NO",NA,NA,NA
"13","1307127","1307127-01","M","NO","NO",NA,NA,NA
"13","1307127","1307127-02","M","NO","NO",NA,NA,NA
"13","1307127","1307127-03","F","NO","NO",NA,NA,NA
"13","1307127","1307127-04","F","NO","NO",NA,NA,NA
"13","1308128","1308128-01","M","NO","NO",NA,NA,NA
"13","1308128","1308128-02","M","NO","NO",NA,NA,NA
"13","1308128","1308128-03","F","NO","NO",NA,NA,NA
"13","1308128","1308128-04","F","NO","NO",NA,NA,NA
"13","1308130","1308130-01","M","NO","NO",NA,NA,NA
"13","1308130","1308130-02","M","NO","NO",NA,NA,NA
"13","1308130","1308130-03","M","NO","NO",NA,NA,NA
"13","1308130","1308130-04","F","NO","NO",NA,NA,NA
"13","1308130","1308130-05","F","NO","NO",NA,NA,NA
"13","1308130","1308130-06","F","NO","NO",NA,NA,NA
"13","1308132","1308132-01","M","NO","NO",NA,NA,NA
"13","1308132","1308132-02","M","NO","NO",NA,NA,NA
"13","1308132","1308132-03","M","NO","NO",NA,NA,NA
"13","1308132","1308132-04","F","NO","NO",NA,NA,NA
"13","1308132","1308132-05","F","NO","NO",NA,NA,NA
"13","1308133","1308133-01","M","NO","NO",NA,NA,NA
"13","1308133","1308133-02","M","NO","NO",NA,NA,NA
"13","1308133","1308133-03","M","NO","NO",NA,NA,NA
"13","1308133","1308133-04","M","NO","NO",NA,NA,NA
"13","1308133","1308133-05","F","NO","NO",NA,NA,NA
"13","1308133","1308133-06","F","NO","NO",NA,NA,NA
"13","1308133","1308133-07","F","NO","NO",NA,NA,NA
"13","1308134","1308134-01","M","NO","NO",NA,NA,NA
"13","1308134","1308134-02","M","NO","NO",NA,NA,NA
"13","1308134","1308134-03","M","NO","NO",NA,NA,NA
"13","1308134","1308134-04","F","NO","NO",NA,NA,NA
"13","1308134","1308134-05","F","NO","NO",NA,NA,NA
"13","1308134","1308134-06","F","NO","NO",NA,NA,NA
"13","1308135","1308135-01","M","NO","NO",NA,NA,NA
"13","1308135","1308135-02","M","NO","NO",NA,NA,NA
"13","1308135","1308135-03","M","NO","NO",NA,NA,NA
"13","1308135","1308135-04","M","NO","NO",NA,NA,NA
"13","1308135","1308135-05","F","NO","NO",NA,NA,NA
"13","1308135","1308135-06","F","NO","NO",NA,NA,NA
"13","1308135","1308135-07","F","NO","NO",NA,NA,NA
"13","1308136","1308136-01","M","NO","NO",NA,NA,NA
"13","1308136","1308136-02","M","NO","NO",NA,NA,NA
"13","1308136","1308136-03","M","NO","NO",NA,NA,NA
"13","1308136","1308136-04","F","NO","NO",NA,NA,NA
"13","1308136","1308136-05","F","NO","NO",NA,NA,NA
"13","1308136","1308136-06","F","NO","NO",NA,NA,NA
"13","1308137","1308137-01","M","NO","NO",NA,NA,NA
"13","1308137","1308137-02","M","NO","NO",NA,NA,NA
"13","1308137","1308137-03","M","NO","NO",NA,NA,NA
"13","1308137","1308137-04","M","NO","NO",NA,NA,NA
"13","1308137","1308137-05","F","NO","NO",NA,NA,NA
"13","1308137","1308137-06","F","NO","NO",NA,NA,NA
"13","1308137","1308137-07","F","NO","NO",NA,NA,NA
"13","1308138","1308138-01","M","NO","NO",NA,NA,NA
"13","1308138","1308138-02","M","NO","NO",NA,NA,NA
"13","1308138","1308138-03","M","NO","NO",NA,NA,NA
"13","1308138","1308138-04","F","NO","NO",NA,NA,NA
"13","1308138","1308138-05","F","NO","NO",NA,NA,NA
"13","1308141","1308141-01","M","NO","NO",NA,NA,NA
"13","1308141","1308141-02","M","NO","NO",NA,NA,NA
"13","1308141","1308141-03","F","NO","NO",NA,NA,NA
"13","1308141","1308141-04","F","NO","NO",NA,NA,NA
"13","1309142","1309142-01","M","NO","NO",NA,NA,NA
"13","1309142","1309142-02","M","NO","NO",NA,NA,NA
"13","1309142","1309142-03","F","NO","NO",NA,NA,NA
"13","1309142","1309142-04","F","NO","NO",NA,NA,NA
"13","1309143","1309143-01","M","NO","NO",NA,NA,NA
"13","1309143","1309143-02","M","NO","NO",NA,NA,NA
"13","1309143","1309143-03","M","NO","NO",NA,NA,NA
"13","1309143","1309143-04","F","NO","NO",NA,NA,NA
"13","1309143","1309143-05","F","NO","NO",NA,NA,NA
"13","1309143","1309143-06","F","NO","NO",NA,NA,NA
"13","1309143","1309143-07","F","NO","NO",NA,NA,NA
"13","1309143","1309143-08","F","NO","NO",NA,NA,NA
"13","1309144","1309144-01","M","NO","NO",NA,NA,NA
"13","1309144","1309144-02","M","NO","NO",NA,NA,NA
"13","1309144","1309144-03","M","NO","NO",NA,NA,NA
"13","1309144","1309144-04","F","NO","NO",NA,NA,NA
"13","1309144","1309144-05","F","NO","NO",NA,NA,NA
"13","1309144","1309144-06","F","NO","NO",NA,NA,NA
"13","1309145","1309145-01","M","NO","NO",NA,NA,NA
"13","1309145","1309145-02","M","NO","NO",NA,NA,NA
"13","1309145","1309145-03","F","NO","NO",NA,NA,NA
"13","1309146","1309146-01","M","NO","NO",NA,NA,NA
"13","1309146","1309146-02","M","NO","NO",NA,NA,NA
"13","1309146","1309146-03","M","NO","NO",NA,NA,NA
"13","1309146","1309146-04","M","NO","NO",NA,NA,NA
"13","1309146","1309146-05","M","NO","NO",NA,NA,NA
"13","1309146","1309146-06","F","NO","NO",NA,NA,NA
"13","1309146","1309146-07","F","NO","NO",NA,NA,NA
"13","1309146","1309146-08","F","NO","NO",NA,NA,NA
"13","1309147","1309147-13","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1309147","1309147-14","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1309147","1309147-15","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1309147","1309147-16","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1309147","1309147-17","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1309148","1309148-05","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1309149","1309149-01","M","NO","NO",NA,NA,NA
"13","1309149","1309149-02","F","NO","NO",NA,NA,NA
"13","1309150","1309150-01","M","NO","NO",NA,NA,NA
"13","1309150","1309150-02","M","NO","NO",NA,NA,NA
"13","1309150","1309150-03","M","NO","NO",NA,NA,NA
"13","1309150","1309150-04","M","NO","NO",NA,NA,NA
"13","1309150","1309150-05","F","NO","NO",NA,NA,NA
"13","1309150","1309150-06","F","NO","NO",NA,NA,NA
"13","1309150","1309150-07","F","NO","NO",NA,NA,NA
"13","1309151","1309151-01","M","NO","NO",NA,NA,NA
"13","1309151","1309151-02","M","NO","NO",NA,NA,NA
"13","1309151","1309151-03","F","NO","NO",NA,NA,NA
"13","1309151","1309151-04","F","NO","NO",NA,NA,NA
"13","1309151","1309151-05","F","NO","NO",NA,NA,NA
"13","1310155","1310155-07","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1310155","1310155-08","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1310157","1310157-04","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1310157","1310157-05","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1310157","1310157-06","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1310158","1310158-05","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1310158","1310158-06","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1311166","1311166-06","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1311167","1311167-06","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1311168","1311168-10","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1311178","1311178-07","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1312181","1312181-01","M","NO","NO",NA,NA,NA
"13","1312181","1312181-02","M","NO","NO",NA,NA,NA
"13","1312181","1312181-03","F","NO","NO",NA,NA,NA
"13","1312181","1312181-04","F","NO","NO",NA,NA,NA
"13","1312181","1312181-05","F","NO","NO",NA,NA,NA
"13","1312181","1312181-06","F","NO","NO",NA,NA,NA
"13","1312181","1312181-07","F","NO","NO",NA,NA,NA
"13","1312182","1312182-06","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1312182","1312182-07","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1312182","1312182-08","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1312182","1312182-09","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1312182","1312182-10","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1312183","1312183-06","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1312185","1312185-03","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1312186","1312186-01","M","NO","NO",NA,NA,NA
"13","1312186","1312186-02","M","NO","NO",NA,NA,NA
"13","1312186","1312186-03","F","NO","NO",NA,NA,NA
"13","1312186","1312186-04","F","NO","NO",NA,NA,NA
"13","1312187","1312187-01","M","NO","NO",NA,NA,NA
"13","1312187","1312187-02","M","NO","NO",NA,NA,NA
"13","1312187","1312187-03","M","NO","NO",NA,NA,NA
"13","1312187","1312187-04","M","NO","NO",NA,NA,NA
"13","1312187","1312187-05","M","NO","NO",NA,NA,NA
"13","1312187","1312187-06","M","NO","NO",NA,NA,NA
"13","1312187","1312187-07","F","NO","NO",NA,NA,NA
"13","1312187","1312187-08","F","NO","NO",NA,NA,NA
"13","1312187","1312187-09","F","NO","NO",NA,NA,NA
"13","1312187","1312187-10","F","NO","NO",NA,NA,NA
"13","1312187","1312187-11","F","NO","NO",NA,NA,NA
"13","1313190","1313190-03","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1313190","1313190-04","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1313192","1313192-04","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313192","1313192-05","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313192","1313192-06","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313194","1313194-09","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313195","1313195-05","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313195","1313195-06","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1313195","1313195-07","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313195","1313195-08","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313196","1313196-03","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313196","1313196-04","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313196","1313196-05","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313196","1313196-06","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313197","1313197-02","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313197","1313197-03","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313197","1313197-04","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1313197","1313197-05","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1313197","1313197-06","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1313197","1313197-07","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1314084","1314084-03","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1314086","1314086-03","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1314087","1314087-05","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1314087","1314087-06","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1314087","1314087-07","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1314088","1314088-04","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1314088","1314088-05","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1314088","1314088-06","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1315040","1315040-01","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1315040","1315040-02","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1315040","1315040-03","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1315040","1315040-04","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1315040","1315040-05","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1315040","1315040-06","M","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1315040","1315040-07","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1315040","1315040-08","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1315040","1315040-09","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1315042","1315042-01","M","NO","NO",NA,NA,NA
"13","1315042","1315042-02","M","NO","NO",NA,NA,NA
"13","1315042","1315042-03","M","NO","NO",NA,NA,NA
"13","1315042","1315042-04","F","NO","NO",NA,NA,NA
"13","1315044","1315044-02","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"13","1315046","1315046-05","F","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1315047","1315047-02","M","YES","NO","NO",NA,"Decision 105 Paragraph 1"
"13","1315047","1315047-03","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"18","1816224","1816224-04","F","NO","NO",NA,NA,NA
"18","1816224","1816224-05","F","NO","NO",NA,NA,NA
"18","1816224","1816224-06","F","NO","NO",NA,NA,NA
"18","1816225","1816225-01","M","NO","NO",NA,NA,NA
"18","1816225","1816225-02","M","NO","NO",NA,NA,NA
"18","1816225","1816225-03","F","NO","NO",NA,NA,NA
"18","1816225","1816225-04","F","NO","NO",NA,NA,NA
"18","1816226","1816226-01","M","NO","NO",NA,NA,NA
"18","1816226","1816226-02","F","NO","NO",NA,NA,NA
"18","1816227","1816227-01","M","NO","NO",NA,NA,NA
"18","1816227","1816227-02","F","NO","NO",NA,NA,NA
"18","1816228","1816228-01","M","NO","NO",NA,NA,NA
"18","1816228","1816228-02","M","NO","NO",NA,NA,NA
"18","1816228","1816228-03","M","NO","NO",NA,NA,NA
"18","1816228","1816228-04","F","NO","NO",NA,NA,NA
"18","1816228","1816228-05","F","NO","NO",NA,NA,NA
"18","1816229","1816229-01","M","NO","NO",NA,NA,NA
"18","1816229","1816229-02","M","NO","NO",NA,NA,NA
"18","1816229","1816229-03","M","NO","NO",NA,NA,NA
"18","1816229","1816229-04","F","NO","NO",NA,NA,NA
"18","1816229","1816229-05","F","NO","NO",NA,NA,NA
"18","1816230","1816230-01","M","NO","NO",NA,NA,NA
"18","1816230","1816230-02","M","NO","NO",NA,NA,NA
"18","1816230","1816230-03","F","NO","NO",NA,NA,NA
"18","1816230","1816230-04","F","NO","NO",NA,NA,NA
"18","1816231","1816231-01","M","NO","NO",NA,NA,NA
"18","1816231","1816231-02","F","NO","NO",NA,NA,NA
"18","1817232","1817232-01","M","NO","NO",NA,NA,NA
"18","1817232","1817232-02","M","NO","NO",NA,NA,NA
"18","1817232","1817232-03","M","NO","NO",NA,NA,NA
"18","1817232","1817232-04","M","NO","NO",NA,NA,NA
"18","1817232","1817232-05","M","NO","NO",NA,NA,NA
"18","1817232","1817232-06","F","NO","NO",NA,NA,NA
"18","1817232","1817232-07","F","NO","NO",NA,NA,NA
"18","1817234","1817234-01","M","NO","NO",NA,NA,NA
"18","1817234","1817234-02","F","NO","NO",NA,NA,NA
"18","1817238","1817238-01","M","NO","NO",NA,NA,NA
"18","1817238","1817238-02","M","NO","NO",NA,NA,NA
"18","1817238","1817238-03","F","NO","NO",NA,NA,NA
"18","1817238","1817238-04","F","NO","NO",NA,NA,NA
"18","1817239","1817239-01","M","NO","NO",NA,NA,NA
"18","1817239","1817239-02","M","NO","NO",NA,NA,NA
"18","1817239","1817239-03","M","NO","NO",NA,NA,NA
"18","1817239","1817239-04","F","NO","NO",NA,NA,NA
"18","1817239","1817239-05","F","NO","NO",NA,NA,NA
"18","1817239","1817239-06","F","NO","NO",NA,NA,NA
"19","1910210","1910210-03","M","NO","NO",NA,NA,NA
"19","1910210","1910210-04","M","NO","NO",NA,NA,NA
"19","1910210","1910210-05","M","NO","NO",NA,NA,NA
"19","1910210","1910210-06","M","NO","NO",NA,NA,NA
"19","1910210","1910210-07","F","NO","NO",NA,NA,NA
"19","1910210","1910210-08","F","NO","NO",NA,NA,NA
"19","1910210","1910210-09","F","NO","NO",NA,NA,NA
"19","1910213","1910213-01","M","NO","NO",NA,NA,NA
"19","1910213","1910213-02","M","NO","NO",NA,NA,NA
"19","1910213","1910213-03","M","NO","NO",NA,NA,NA
"19","1910213","1910213-04","M","NO","NO",NA,NA,NA
"19","1910213","1910213-05","F","NO","NO",NA,NA,NA
"19","1910213","1910213-06","F","NO","NO",NA,NA,NA
"21","2108175","2108175-01","M","NO","NO",NA,NA,NA
"21","2108175","2108175-02","M","NO","NO",NA,NA,NA
"21","2108175","2108175-03","M","NO","NO",NA,NA,NA
"21","2108175","2108175-04","M","NO","NO",NA,NA,NA
"21","2108175","2108175-05","F","NO","NO",NA,NA,NA
"21","2108175","2108175-06","F","NO","NO",NA,NA,NA
"21","2108175","2108175-07","F","NO","NO",NA,NA,NA
"21","2108176","2108176-01","M","NO","NO",NA,NA,NA
"21","2108176","2108176-02","M","NO","NO",NA,NA,NA
"21","2108176","2108176-03","M","NO","NO",NA,NA,NA
"21","2108176","2108176-04","F","NO","NO",NA,NA,NA
"21","2108176","2108176-05","F","NO","NO",NA,NA,NA
"21","2108176","2108176-06","F","NO","NO",NA,NA,NA
"21","2109180","2109180-01","M","NO","NO",NA,NA,NA
"21","2109180","2109180-02","M","NO","NO",NA,NA,NA
"21","2109180","2109180-03","F","NO","NO",NA,NA,NA
"21","2109180","2109180-04","F","NO","NO",NA,NA,NA
"21","2109181","2109181-01","M","NO","NO",NA,NA,NA
"21","2109181","2109181-02","M","NO","NO",NA,NA,NA
"21","2109181","2109181-03","F","NO","NO",NA,NA,NA
"21","2109182","2109182-01","M","NO","NO",NA,NA,NA
"21","2109182","2109182-02","F","NO","NO",NA,NA,NA
"21","2109183","2109183-01","M","NO","NO",NA,NA,NA
"21","2109183","2109183-02","M","NO","NO",NA,NA,NA
"21","2109183","2109183-03","M","NO","NO",NA,NA,NA
"21","2109183","2109183-04","F","NO","NO",NA,NA,NA
"21","2109183","2109183-05","F","NO","NO",NA,NA,NA
"21","2109183","2109183-06","F","NO","NO",NA,NA,NA
"21","2109188","2109188-01","M","NO","NO",NA,NA,NA
"21","2109188","2109188-02","F","NO","NO",NA,NA,NA
"21","2109191","2109191-01","M","NO","NO",NA,NA,NA
"21","2109191","2109191-02","M","NO","NO",NA,NA,NA
"21","2109191","2109191-03","F","NO","NO",NA,NA,NA
"21","2109191","2109191-04","F","NO","NO",NA,NA,NA
"21","2109192","2109192-01","M","NO","NO",NA,NA,NA
"21","2109192","2109192-02","F","NO","NO",NA,NA,NA
"21","2109193","2109193-01","M","NO","NO",NA,NA,NA
"21","2109193","2109193-02","M","NO","NO",NA,NA,NA
"21","2109193","2109193-03","F","NO","NO",NA,NA,NA
"21","2109193","2109193-04","F","NO","NO",NA,NA,NA
"21","2109193","2109193-05","F","NO","NO",NA,NA,NA
"21","2109194","2109194-01","M","NO","NO",NA,NA,NA
"21","2109194","2109194-02","M","NO","NO",NA,NA,NA
"21","2109194","2109194-03","F","NO","NO",NA,NA,NA
"21","2109195","2109195-01","M","NO","NO",NA,NA,NA
"21","2109195","2109195-02","F","NO","NO",NA,NA,NA
"21","2109196","2109196-01","M","NO","NO",NA,NA,NA
"21","2109196","2109196-02","F","NO","NO",NA,NA,NA
"21","2109197","2109197-01","M","NO","NO",NA,NA,NA
"21","2109197","2109197-02","F","NO","NO",NA,NA,NA
"21","2109197","2109197-03","F","NO","NO",NA,NA,NA
"21","2109198","2109198-01","M","NO","NO",NA,NA,NA
"21","2109198","2109198-02","F","NO","NO",NA,NA,NA
"21","2109199","2109199-01","M","NO","NO",NA,NA,NA
"21","2109199","2109199-02","F","NO","NO",NA,NA,NA
"21","2109200","2109200-01","M","NO","NO",NA,NA,NA
"21","2109200","2109200-02","M","NO","NO",NA,NA,NA
"21","2109200","2109200-03","F","NO","NO",NA,NA,NA
"21","2109200","2109200-04","F","NO","NO",NA,NA,NA
"21","2109201","2109201-01","M","NO","NO",NA,NA,NA
"21","2109201","2109201-02","M","NO","NO",NA,NA,NA
"21","2109201","2109201-03","F","NO","NO",NA,NA,NA
"21","2109201","2109201-04","F","NO","NO",NA,NA,NA
"21","2109202","2109202-01","M","NO","NO",NA,NA,NA
"21","2109202","2109202-02","F","NO","NO",NA,NA,NA
"21","2109203","2109203-01","M","NO","NO",NA,NA,NA
"21","2109203","2109203-02","M","NO","NO",NA,NA,NA
"21","2109203","2109203-03","F","NO","NO",NA,NA,NA
"21","2111222","2111222-01","M","NO","NO",NA,NA,NA
"21","2111222","2111222-02","M","NO","NO",NA,NA,NA
"21","2111222","2111222-03","M","NO","NO",NA,NA,NA
"21","2111222","2111222-04","M","NO","NO",NA,NA,NA
"21","2111222","2111222-05","F","NO","NO",NA,NA,NA
"21","2111222","2111222-06","F","NO","NO",NA,NA,NA
"21","2111222","2111222-07","F","NO","NO",NA,NA,NA
"21","2111223","2111223-01","M","NO","NO",NA,NA,NA
"21","2111223","2111223-02","M","NO","NO",NA,NA,NA
"21","2111223","2111223-03","F","NO","NO",NA,NA,NA
"21","2111224","2111224-01","M","NO","NO",NA,NA,NA
"21","2111224","2111224-02","F","NO","NO",NA,NA,NA
"21","2111225","2111225-01","M","NO","NO",NA,NA,NA
"21","2111225","2111225-02","M","NO","NO",NA,NA,NA
"21","2111225","2111225-03","F","NO","NO",NA,NA,NA
"21","2111231","2111231-01","M","NO","NO",NA,NA,NA
"21","2111231","2111231-02","F","NO","NO",NA,NA,NA
"21","2111232","2111232-01","M","NO","NO",NA,NA,NA
"21","2111232","2111232-02","M","NO","NO",NA,NA,NA
"21","2111232","2111232-03","M","NO","NO",NA,NA,NA
"21","2111232","2111232-04","F","NO","NO",NA,NA,NA
"21","2111233","2111233-01","M","NO","NO",NA,NA,NA
"21","2111233","2111233-02","F","NO","NO",NA,NA,NA
"21","2111234","2111234-01","M","NO","NO",NA,NA,NA
"21","2111234","2111234-02","M","NO","NO",NA,NA,NA
"21","2111234","2111234-03","F","NO","NO",NA,NA,NA
"21","2111234","2111234-04","F","NO","NO",NA,NA,NA
"21","2111235","2111235-01","M","NO","NO",NA,NA,NA
"21","2111235","2111235-02","M","NO","NO",NA,NA,NA
"21","2111235","2111235-03","F","NO","NO",NA,NA,NA
"21","2111235","2111235-04","F","NO","NO",NA,NA,NA
"21","2111236","2111236-01","M","NO","NO",NA,NA,NA
"21","2111236","2111236-02","M","NO","NO",NA,NA,NA
"21","2111236","2111236-03","M","NO","NO",NA,NA,NA
