"province_code","pc_code","ps_code","ps_type","audit_or_recount","prelim_results_reporting","ps_invalidated","ps_open","commission_decision"
"21","2111236","2111236-04","M","NO","NO",NA,NA,NA
"21","2111236","2111236-05","F","NO","NO",NA,NA,NA
"21","2111236","2111236-06","F","NO","NO",NA,NA,NA
"21","2111237","2111237-01","M","NO","NO",NA,NA,NA
"21","2111237","2111237-02","M","NO","NO",NA,NA,NA
"21","2111237","2111237-03","M","NO","NO",NA,NA,NA
"21","2111237","2111237-04","F","NO","NO",NA,NA,NA
"21","2111237","2111237-05","F","NO","NO",NA,NA,NA
"21","2111238","2111238-01","M","NO","NO",NA,NA,NA
"21","2111238","2111238-02","M","NO","NO",NA,NA,NA
"21","2111238","2111238-03","F","NO","NO",NA,NA,NA
"21","2111238","2111238-04","F","NO","NO",NA,NA,NA
"21","2111241","2111241-01","M","NO","NO",NA,NA,NA
"21","2111241","2111241-02","M","NO","NO",NA,NA,NA
"21","2111241","2111241-03","M","NO","NO",NA,NA,NA
"21","2111241","2111241-04","F","NO","NO",NA,NA,NA
"21","2111241","2111241-05","F","NO","NO",NA,NA,NA
"21","2111241","2111241-06","F","NO","NO",NA,NA,NA
"21","2111242","2111242-01","M","NO","NO",NA,NA,NA
"21","2111242","2111242-02","F","NO","NO",NA,NA,NA
"21","2111243","2111243-01","M","NO","NO",NA,NA,NA
"21","2111243","2111243-02","M","NO","NO",NA,NA,NA
"21","2111243","2111243-03","F","NO","NO",NA,NA,NA
"21","2111244","2111244-01","M","NO","NO",NA,NA,NA
"21","2111244","2111244-02","F","NO","NO",NA,NA,NA
"21","2111246","2111246-01","M","NO","NO",NA,NA,NA
"21","2111246","2111246-02","F","NO","NO",NA,NA,NA
"21","2111247","2111247-01","M","NO","NO",NA,NA,NA
"21","2111247","2111247-02","F","NO","NO",NA,NA,NA
"21","2112254","2112254-01","M","NO","NO",NA,NA,NA
"21","2112254","2112254-02","M","NO","NO",NA,NA,NA
"21","2112254","2112254-03","F","NO","NO",NA,NA,NA
"21","2112255","2112255-01","M","NO","NO",NA,NA,NA
"21","2112255","2112255-02","M","NO","NO",NA,NA,NA
"21","2112255","2112255-03","M","NO","NO",NA,NA,NA
"21","2112255","2112255-04","F","NO","NO",NA,NA,NA
"21","2112256","2112256-01","M","NO","NO",NA,NA,NA
"21","2112256","2112256-02","M","NO","NO",NA,NA,NA
"21","2112256","2112256-03","F","NO","NO",NA,NA,NA
"21","2114273","2114273-01","M","NO","NO",NA,NA,NA
"21","2114273","2114273-02","M","NO","NO",NA,NA,NA
"21","2114273","2114273-03","M","NO","NO",NA,NA,NA
"21","2114273","2114273-04","F","NO","NO",NA,NA,NA
"21","2114273","2114273-05","F","NO","NO",NA,NA,NA
"21","2114273","2114273-06","F","NO","NO",NA,NA,NA
"21","2114274","2114274-01","M","NO","NO",NA,NA,NA
"21","2114274","2114274-02","M","NO","NO",NA,NA,NA
"21","2114274","2114274-03","F","NO","NO",NA,NA,NA
"21","2114275","2114275-01","M","NO","NO",NA,NA,NA
"21","2114275","2114275-02","M","NO","NO",NA,NA,NA
"21","2114275","2114275-03","M","NO","NO",NA,NA,NA
"21","2114275","2114275-04","F","NO","NO",NA,NA,NA
"21","2114275","2114275-05","F","NO","NO",NA,NA,NA
"21","2114275","2114275-06","F","NO","NO",NA,NA,NA
"21","2114276","2114276-01","M","NO","NO",NA,NA,NA
"21","2114276","2114276-02","F","NO","NO",NA,NA,NA
"21","2114277","2114277-01","M","NO","NO",NA,NA,NA
"21","2114278","2114278-01","M","NO","NO",NA,NA,NA
"21","2114278","2114278-02","M","NO","NO",NA,NA,NA
"21","2114278","2114278-03","F","NO","NO",NA,NA,NA
"21","2114278","2114278-04","F","NO","NO",NA,NA,NA
"21","2114278","2114278-05","F","NO","NO",NA,NA,NA
"21","2114280","2114280-01","M","NO","NO",NA,NA,NA
"21","2114280","2114280-02","F","NO","NO",NA,NA,NA
"21","2114281","2114281-01","M","NO","NO",NA,NA,NA
"21","2114281","2114281-02","F","NO","NO",NA,NA,NA
"21","2114282","2114282-01","M","NO","NO",NA,NA,NA
"21","2114282","2114282-02","M","NO","NO",NA,NA,NA
"21","2114282","2114282-03","F","NO","NO",NA,NA,NA
"21","2114282","2114282-04","F","NO","NO",NA,NA,NA
"21","2114283","2114283-01","M","NO","NO",NA,NA,NA
"21","2114283","2114283-02","M","NO","NO",NA,NA,NA
"21","2114283","2114283-03","F","NO","NO",NA,NA,NA
"21","2114283","2114283-04","F","NO","NO",NA,NA,NA
"21","2114284","2114284-01","M","NO","NO",NA,NA,NA
"21","2114284","2114284-02","M","NO","NO",NA,NA,NA
"21","2114284","2114284-03","F","NO","NO",NA,NA,NA
"21","2114285","2114285-01","M","NO","NO",NA,NA,NA
"21","2114285","2114285-02","F","NO","NO",NA,NA,NA
"21","2114286","2114286-01","M","NO","NO",NA,NA,NA
"21","2114286","2114286-02","F","NO","NO",NA,NA,NA
"21","2114287","2114287-01","M","NO","NO",NA,NA,NA
"21","2114287","2114287-02","M","NO","NO",NA,NA,NA
"21","2114287","2114287-03","F","NO","NO",NA,NA,NA
"21","2114288","2114288-01","M","NO","NO",NA,NA,NA
"21","2114288","2114288-02","M","NO","NO",NA,NA,NA
"21","2114288","2114288-03","F","NO","NO",NA,NA,NA
"21","2114289","2114289-01","M","NO","NO",NA,NA,NA
"21","2114289","2114289-02","F","NO","NO",NA,NA,NA
"21","2114290","2114290-01","M","NO","NO",NA,NA,NA
"21","2114290","2114290-02","F","NO","NO",NA,NA,NA
"21","2114291","2114291-01","M","NO","NO",NA,NA,NA
"21","2114291","2114291-02","M","NO","NO",NA,NA,NA
"21","2114291","2114291-03","M","NO","NO",NA,NA,NA
"21","2114291","2114291-04","F","NO","NO",NA,NA,NA
"21","2114292","2114292-01","M","NO","NO",NA,NA,NA
"21","2114292","2114292-02","M","NO","NO",NA,NA,NA
"21","2114292","2114292-03","M","NO","NO",NA,NA,NA
"21","2114292","2114292-04","F","NO","NO",NA,NA,NA
"21","2114292","2114292-05","F","NO","NO",NA,NA,NA
"21","2114293","2114293-01","M","NO","NO",NA,NA,NA
"21","2114293","2114293-02","M","NO","NO",NA,NA,NA
"21","2114293","2114293-03","M","NO","NO",NA,NA,NA
"21","2114293","2114293-04","F","NO","NO",NA,NA,NA
"21","2114294","2114294-01","M","NO","NO",NA,NA,NA
"21","2114294","2114294-02","M","NO","NO",NA,NA,NA
"21","2114294","2114294-03","F","NO","NO",NA,NA,NA
"21","2114294","2114294-04","F","NO","NO",NA,NA,NA
"21","2115295","2115295-01","M","NO","NO",NA,NA,NA
"21","2115295","2115295-02","M","NO","NO",NA,NA,NA
"21","2115295","2115295-03","M","NO","NO",NA,NA,NA
"21","2115295","2115295-04","F","NO","NO",NA,NA,NA
"21","2115295","2115295-05","F","NO","NO",NA,NA,NA
"21","2115296","2115296-01","M","NO","NO",NA,NA,NA
"21","2115296","2115296-02","M","NO","NO",NA,NA,NA
"21","2115296","2115296-03","M","NO","NO",NA,NA,NA
"21","2115296","2115296-04","F","NO","NO",NA,NA,NA
"21","2115296","2115296-05","F","NO","NO",NA,NA,NA
"21","2115297","2115297-01","M","NO","NO",NA,NA,NA
"21","2115297","2115297-02","M","NO","NO",NA,NA,NA
"21","2115297","2115297-03","M","NO","NO",NA,NA,NA
"21","2115297","2115297-04","F","NO","NO",NA,NA,NA
"21","2115297","2115297-05","F","NO","NO",NA,NA,NA
"21","2115298","2115298-01","M","NO","NO",NA,NA,NA
"21","2115298","2115298-02","M","NO","NO",NA,NA,NA
"21","2115298","2115298-03","M","NO","NO",NA,NA,NA
"21","2115298","2115298-04","M","NO","NO",NA,NA,NA
"21","2115298","2115298-05","M","NO","NO",NA,NA,NA
"21","2115298","2115298-06","M","NO","NO",NA,NA,NA
"21","2115298","2115298-07","F","NO","NO",NA,NA,NA
"21","2115298","2115298-08","F","NO","NO",NA,NA,NA
"21","2115298","2115298-09","F","NO","NO",NA,NA,NA
"21","2115299","2115299-01","M","NO","NO",NA,NA,NA
"21","2115299","2115299-02","M","NO","NO",NA,NA,NA
"21","2115299","2115299-03","M","NO","NO",NA,NA,NA
"21","2115299","2115299-04","M","NO","NO",NA,NA,NA
"21","2115299","2115299-05","M","NO","NO",NA,NA,NA
"21","2115299","2115299-06","F","NO","NO",NA,NA,NA
"21","2115299","2115299-07","F","NO","NO",NA,NA,NA
"21","2115300","2115300-01","M","NO","NO",NA,NA,NA
"21","2115300","2115300-02","M","NO","NO",NA,NA,NA
"21","2115300","2115300-03","F","NO","NO",NA,NA,NA
"21","2115300","2115300-04","F","NO","NO",NA,NA,NA
"21","2115300","2115300-05","F","NO","NO",NA,NA,NA
"21","2115301","2115301-01","M","NO","NO",NA,NA,NA
"21","2115301","2115301-02","M","NO","NO",NA,NA,NA
"21","2115301","2115301-03","M","NO","NO",NA,NA,NA
"21","2115301","2115301-04","F","NO","NO",NA,NA,NA
"21","2115301","2115301-05","F","NO","NO",NA,NA,NA
"21","2115302","2115302-01","M","NO","NO",NA,NA,NA
"21","2115302","2115302-02","M","NO","NO",NA,NA,NA
"21","2115302","2115302-03","F","NO","NO",NA,NA,NA
"21","2115302","2115302-04","F","NO","NO",NA,NA,NA
"21","2115302","2115302-05","F","NO","NO",NA,NA,NA
"21","2115303","2115303-01","M","NO","NO",NA,NA,NA
"21","2115303","2115303-02","M","NO","NO",NA,NA,NA
"21","2115303","2115303-03","M","NO","NO",NA,NA,NA
"21","2115303","2115303-04","M","NO","NO",NA,NA,NA
"21","2115303","2115303-05","M","NO","NO",NA,NA,NA
"21","2115303","2115303-06","F","NO","NO",NA,NA,NA
"21","2115303","2115303-07","F","NO","NO",NA,NA,NA
"21","2115303","2115303-08","F","NO","NO",NA,NA,NA
"21","2115304","2115304-01","M","NO","NO",NA,NA,NA
"21","2115304","2115304-02","M","NO","NO",NA,NA,NA
"21","2115304","2115304-03","M","NO","NO",NA,NA,NA
"21","2115304","2115304-04","M","NO","NO",NA,NA,NA
"21","2115304","2115304-05","M","NO","NO",NA,NA,NA
"21","2115304","2115304-06","F","NO","NO",NA,NA,NA
"21","2115304","2115304-07","F","NO","NO",NA,NA,NA
"21","2115305","2115305-01","M","NO","NO",NA,NA,NA
"21","2115305","2115305-02","M","NO","NO",NA,NA,NA
"21","2115305","2115305-03","F","NO","NO",NA,NA,NA
"21","2115305","2115305-04","F","NO","NO",NA,NA,NA
"21","2115306","2115306-01","M","NO","NO",NA,NA,NA
"21","2115306","2115306-02","F","NO","NO",NA,NA,NA
"21","2115307","2115307-01","M","NO","NO",NA,NA,NA
"21","2115307","2115307-02","F","NO","NO",NA,NA,NA
"21","2115308","2115308-01","M","NO","NO",NA,NA,NA
"21","2115308","2115308-02","M","NO","NO",NA,NA,NA
"21","2115308","2115308-03","F","NO","NO",NA,NA,NA
"21","2115308","2115308-04","F","NO","NO",NA,NA,NA
"21","2115309","2115309-01","M","NO","NO",NA,NA,NA
"21","2115309","2115309-02","M","NO","NO",NA,NA,NA
"21","2115309","2115309-03","M","NO","NO",NA,NA,NA
"21","2115309","2115309-04","F","NO","NO",NA,NA,NA
"21","2115309","2115309-05","F","NO","NO",NA,NA,NA
"21","2115309","2115309-06","F","NO","NO",NA,NA,NA
"21","2115310","2115310-01","M","NO","NO",NA,NA,NA
"21","2115310","2115310-02","F","NO","NO",NA,NA,NA
"21","2115311","2115311-01","M","NO","NO",NA,NA,NA
"21","2115311","2115311-02","M","NO","NO",NA,NA,NA
"21","2115311","2115311-03","F","NO","NO",NA,NA,NA
"21","2115311","2115311-04","F","NO","NO",NA,NA,NA
"21","2115312","2115312-01","M","NO","NO",NA,NA,NA
"21","2115312","2115312-02","F","NO","NO",NA,NA,NA
"21","2115313","2115313-01","M","NO","NO",NA,NA,NA
"21","2115313","2115313-02","F","NO","NO",NA,NA,NA
"21","2115314","2115314-01","M","NO","NO",NA,NA,NA
"21","2115314","2115314-02","M","NO","NO",NA,NA,NA
"21","2115314","2115314-03","M","NO","NO",NA,NA,NA
"21","2115314","2115314-04","F","NO","NO",NA,NA,NA
"21","2115314","2115314-05","F","NO","NO",NA,NA,NA
"23","2303108","2303108-08","F","NO","NO",NA,NA,NA
"23","2303109","2303109-01","M","NO","NO",NA,NA,NA
"23","2303109","2303109-02","M","NO","NO",NA,NA,NA
"23","2303109","2303109-03","M","NO","NO",NA,NA,NA
"23","2303109","2303109-04","F","NO","NO",NA,NA,NA
"23","2303110","2303110-01","M","NO","NO",NA,NA,NA
"23","2303110","2303110-02","M","NO","NO",NA,NA,NA
"23","2303110","2303110-03","F","NO","NO",NA,NA,NA
"23","2303110","2303110-04","F","NO","NO",NA,NA,NA
"23","2303111","2303111-01","M","NO","NO",NA,NA,NA
"23","2303111","2303111-02","M","NO","NO",NA,NA,NA
"23","2303111","2303111-03","M","NO","NO",NA,NA,NA
"23","2303111","2303111-04","F","NO","NO",NA,NA,NA
"23","2303111","2303111-05","F","NO","NO",NA,NA,NA
"23","2304115","2304115-01","M","NO","NO",NA,NA,NA
"23","2304115","2304115-02","M","NO","NO",NA,NA,NA
"23","2304115","2304115-03","F","NO","NO",NA,NA,NA
"23","2304116","2304116-01","M","NO","NO",NA,NA,NA
"23","2304116","2304116-02","M","NO","NO",NA,NA,NA
"23","2304116","2304116-03","F","NO","NO",NA,NA,NA
"23","2304120","2304120-01","M","NO","NO",NA,NA,NA
"23","2304120","2304120-02","M","NO","NO",NA,NA,NA
"23","2304120","2304120-03","M","NO","NO",NA,NA,NA
"23","2304120","2304120-04","F","NO","NO",NA,NA,NA
"23","2304120","2304120-05","F","NO","NO",NA,NA,NA
"23","2304123","2304123-01","M","NO","NO",NA,NA,NA
"23","2304123","2304123-02","M","NO","NO",NA,NA,NA
"23","2304123","2304123-03","M","NO","NO",NA,NA,NA
"23","2304123","2304123-04","F","NO","NO",NA,NA,NA
"23","2305141","2305141-01","M","NO","NO",NA,NA,NA
"23","2305141","2305141-02","F","NO","NO",NA,NA,NA
"23","2305142","2305142-01","M","NO","NO",NA,NA,NA
"23","2305142","2305142-02","M","NO","NO",NA,NA,NA
"23","2305142","2305142-03","F","NO","NO",NA,NA,NA
"23","2305142","2305142-04","F","NO","NO",NA,NA,NA
"23","2305143","2305143-01","M","NO","NO",NA,NA,NA
"23","2305143","2305143-02","M","NO","NO",NA,NA,NA
"23","2305143","2305143-03","F","NO","NO",NA,NA,NA
"23","2305143","2305143-04","F","NO","NO",NA,NA,NA
"23","2305144","2305144-01","M","NO","NO",NA,NA,NA
"23","2305144","2305144-02","F","NO","NO",NA,NA,NA
"23","2305144","2305144-03","F","NO","NO",NA,NA,NA
"23","2306154","2306154-01","M","NO","NO",NA,NA,NA
"23","2306154","2306154-02","M","NO","NO",NA,NA,NA
"23","2306154","2306154-03","M","NO","NO",NA,NA,NA
"23","2306154","2306154-04","F","NO","NO",NA,NA,NA
"23","2306154","2306154-05","F","NO","NO",NA,NA,NA
"23","2306160","2306160-01","M","NO","NO",NA,NA,NA
"23","2306160","2306160-02","M","NO","NO",NA,NA,NA
"23","2306160","2306160-03","M","NO","NO",NA,NA,NA
"23","2306160","2306160-04","M","NO","NO",NA,NA,NA
"23","2306160","2306160-05","M","NO","NO",NA,NA,NA
"23","2306160","2306160-06","M","NO","NO",NA,NA,NA
"23","2306160","2306160-07","F","NO","NO",NA,NA,NA
"23","2306160","2306160-08","F","NO","NO",NA,NA,NA
"23","2306174","2306174-01","M","NO","NO",NA,NA,NA
"23","2306174","2306174-02","F","NO","NO",NA,NA,NA
"23","2306175","2306175-01","M","NO","NO",NA,NA,NA
"23","2306175","2306175-02","F","NO","NO",NA,NA,NA
"23","2308228","2308228-01","M","NO","NO",NA,NA,NA
"23","2308228","2308228-02","M","NO","NO",NA,NA,NA
"23","2308228","2308228-03","F","NO","NO",NA,NA,NA
"23","2308229","2308229-01","M","NO","NO",NA,NA,NA
"23","2308229","2308229-02","M","NO","NO",NA,NA,NA
"23","2308229","2308229-03","F","NO","NO",NA,NA,NA
"23","2308230","2308230-01","M","NO","NO",NA,NA,NA
"23","2308230","2308230-02","M","NO","NO",NA,NA,NA
"23","2308230","2308230-03","M","NO","NO",NA,NA,NA
"23","2308230","2308230-04","M","NO","NO",NA,NA,NA
"23","2308230","2308230-05","F","NO","NO",NA,NA,NA
"23","2308231","2308231-01","M","NO","NO",NA,NA,NA
"23","2308231","2308231-02","M","NO","NO",NA,NA,NA
"23","2308231","2308231-03","F","NO","NO",NA,NA,NA
"23","2308232","2308232-01","M","NO","NO",NA,NA,NA
"23","2308232","2308232-02","F","NO","NO",NA,NA,NA
"23","2309255","2309255-01","M","NO","NO",NA,NA,NA
"23","2309255","2309255-02","M","NO","NO",NA,NA,NA
"23","2309255","2309255-03","M","NO","NO",NA,NA,NA
"23","2309255","2309255-04","M","NO","NO",NA,NA,NA
"23","2309255","2309255-05","M","NO","NO",NA,NA,NA
"23","2309255","2309255-06","M","NO","NO",NA,NA,NA
"23","2309255","2309255-07","F","NO","NO",NA,NA,NA
"23","2309255","2309255-08","F","NO","NO",NA,NA,NA
"23","2309256","2309256-01","M","NO","NO",NA,NA,NA
"23","2309256","2309256-02","M","NO","NO",NA,NA,NA
"23","2309256","2309256-03","M","NO","NO",NA,NA,NA
"23","2309256","2309256-04","M","NO","NO",NA,NA,NA
"23","2309256","2309256-05","M","NO","NO",NA,NA,NA
"23","2309256","2309256-06","M","NO","NO",NA,NA,NA
"23","2309256","2309256-07","M","NO","NO",NA,NA,NA
"23","2309256","2309256-08","F","NO","NO",NA,NA,NA
"23","2309256","2309256-09","F","NO","NO",NA,NA,NA
"23","2309258","2309258-01","M","NO","NO",NA,NA,NA
"23","2309258","2309258-02","M","NO","NO",NA,NA,NA
"23","2309258","2309258-03","M","NO","NO",NA,NA,NA
"23","2309258","2309258-04","M","NO","NO",NA,NA,NA
"23","2309258","2309258-05","M","NO","NO",NA,NA,NA
"23","2309258","2309258-06","M","NO","NO",NA,NA,NA
"23","2309258","2309258-07","M","NO","NO",NA,NA,NA
"23","2309258","2309258-08","F","NO","NO",NA,NA,NA
"23","2309258","2309258-09","F","NO","NO",NA,NA,NA
"23","2309258","2309258-10","F","NO","NO",NA,NA,NA
"23","2309258","2309258-11","F","NO","NO",NA,NA,NA
"23","2309258","2309258-12","F","NO","NO",NA,NA,NA
"23","2309259","2309259-01","M","NO","NO",NA,NA,NA
"23","2309259","2309259-02","M","NO","NO",NA,NA,NA
"23","2309259","2309259-03","M","NO","NO",NA,NA,NA
"23","2309259","2309259-04","M","NO","NO",NA,NA,NA
"23","2309259","2309259-05","M","NO","NO",NA,NA,NA
"23","2309259","2309259-06","M","NO","NO",NA,NA,NA
"23","2309259","2309259-07","M","NO","NO",NA,NA,NA
"23","2309259","2309259-08","M","NO","NO",NA,NA,NA
"23","2309259","2309259-09","F","NO","NO",NA,NA,NA
"23","2309259","2309259-10","F","NO","NO",NA,NA,NA
"23","2309261","2309261-01","M","NO","NO",NA,NA,NA
"23","2309261","2309261-02","M","NO","NO",NA,NA,NA
"23","2309261","2309261-03","F","NO","NO",NA,NA,NA
"23","2309262","2309262-01","M","NO","NO",NA,NA,NA
"23","2309262","2309262-02","M","NO","NO",NA,NA,NA
"23","2309262","2309262-03","F","NO","NO",NA,NA,NA
"23","2309263","2309263-01","M","NO","NO",NA,NA,NA
"23","2309263","2309263-02","M","NO","NO",NA,NA,NA
"23","2309263","2309263-03","M","NO","NO",NA,NA,NA
"23","2309263","2309263-04","M","NO","NO",NA,NA,NA
"23","2309263","2309263-05","M","NO","NO",NA,NA,NA
"23","2309263","2309263-06","F","NO","NO",NA,NA,NA
"23","2309263","2309263-07","F","NO","NO",NA,NA,NA
"23","2309263","2309263-08","F","NO","NO",NA,NA,NA
"23","2309266","2309266-01","M","NO","NO",NA,NA,NA
"23","2309266","2309266-02","M","NO","NO",NA,NA,NA
"23","2309266","2309266-03","M","NO","NO",NA,NA,NA
"23","2309266","2309266-04","F","NO","NO",NA,NA,NA
"23","2309266","2309266-05","F","NO","NO",NA,NA,NA
"23","2309267","2309267-01","M","NO","NO",NA,NA,NA
"23","2309267","2309267-02","M","NO","NO",NA,NA,NA
"23","2309267","2309267-03","F","NO","NO",NA,NA,NA
"23","2310278","2310278-01","M","NO","NO",NA,NA,NA
"23","2310278","2310278-02","M","NO","NO",NA,NA,NA
"23","2310278","2310278-03","M","NO","NO",NA,NA,NA
"23","2310278","2310278-04","M","NO","NO",NA,NA,NA
"23","2310278","2310278-05","F","NO","NO",NA,NA,NA
"23","2310280","2310280-01","M","NO","NO",NA,NA,NA
"23","2310280","2310280-02","M","NO","NO",NA,NA,NA
"23","2310280","2310280-03","F","NO","NO",NA,NA,NA
"27","2704080","2704080-08","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"27","2705097","2705097-05","F","YES","NO","NO",NA,"Decision 104 Annex 2"
"27","2711157","2711157-08","M","YES","NO","NO",NA,"Decision 104 Annex 2"
"27","2711157","2711157-11","M","YES","NO","NO",NA,"Decision 104 Annex 2"
"27","2711157","2711157-13","F","YES","NO","NO",NA,"Decision 104 Annex 2"
"27","2711159","2711159-11","F","YES","NO","NO",NA,"Decision 104 Annex 1"
"27","2711161","2711161-11","F","YES","NO","NO",NA,"Decision 104 Annex 2"
"27","2711171","2711171-05","M","YES","NO","NO",NA,"Decision 104 Annex 4-ii"
"27","2711172","2711172-10","M","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"27","2711172","2711172-11","M","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"27","2711172","2711172-12","F","YES","NO","NO",NA,"Decision 105 Paragraph 2"
"27","2711176","2711176-07","M","YES","NO","NO",NA,"Decision 104 Annex 1"
"27","2711176","2711176-11","F","YES","NO","NO",NA,"Decision 104 Annex 2"
"27","2711177","2711177-02","M","YES","NO","NO",NA,"Decision 104 Annex 2"
"27","2711177","2711177-03","M","YES","NO","NO",NA,"Decision 104 Annex 2"
"27","2711177","2711177-07","F","YES","NO","NO",NA,"Decision 104 Annex 2"
"27","2711179","2711179-05","M","YES","NO","NO",NA,"Decision 104 Annex 2"
"27","2711179","2711179-06","F","YES","NO","NO",NA,"Decision 104 Annex 2"
"29","2905096","2905096-07","F","YES","NO","NO",NA,"ECC"
"29","2905096","2905096-08","F","YES","NO","NO",NA,"ECC"
"29","2905096","2905096-09","F","YES","NO","NO",NA,"ECC"
"29","2905096","2905096-10","F","YES","NO","NO",NA,"ECC"
"29","2905096","2905096-11","F","YES","NO","NO",NA,"ECC"
"29","2905104","2905104-01","M","YES","NO","NO",NA,"ECC"
"29","2905104","2905104-02","M","YES","NO","NO",NA,"ECC"
"29","2905104","2905104-03","M","YES","NO","NO",NA,"ECC"
"29","2905104","2905104-04","M","YES","NO","NO",NA,"ECC"
"29","2905104","2905104-05","M","YES","NO","NO",NA,"ECC"
"29","2905104","2905104-06","M","YES","NO","NO",NA,"ECC"
"29","2905104","2905104-07","F","YES","NO","NO",NA,"ECC"
"29","2905104","2905104-08","F","YES","NO","NO",NA,"ECC"
"29","2905104","2905104-09","F","YES","NO","NO",NA,"ECC"
"29","2905104","2905104-10","F","YES","NO","NO",NA,"ECC"
"29","2905104","2905104-11","F","YES","NO","NO",NA,"ECC"
"29","2907123","2907123-01","M","YES","NO","NO",NA,"ECC"
"29","2907123","2907123-02","M","YES","NO","NO",NA,"ECC"
"29","2907123","2907123-03","F","YES","NO","NO",NA,"ECC"
"29","2907123","2907123-04","F","YES","NO","NO",NA,"ECC"
"29","2907124","2907124-01","M","YES","NO","NO",NA,"ECC"
"29","2907124","2907124-02","M","YES","NO","NO",NA,"ECC"
"29","2907124","2907124-03","F","YES","NO","NO",NA,"ECC"
"29","2907125","2907125-01","M","YES","NO","NO",NA,"ECC"
"29","2907125","2907125-02","M","YES","NO","NO",NA,"ECC"
"29","2907125","2907125-03","F","YES","NO","NO",NA,"ECC"
"29","2907125","2907125-04","F","YES","NO","NO",NA,"ECC"
"29","2907128","2907128-01","M","YES","NO","NO",NA,"ECC"
"29","2907128","2907128-02","M","YES","NO","NO",NA,"ECC"
"29","2907128","2907128-03","M","YES","NO","NO",NA,"ECC"
"29","2907128","2907128-04","M","YES","NO","NO",NA,"ECC"
"29","2907128","2907128-05","M","YES","NO","NO",NA,"ECC"
"29","2907128","2907128-06","F","YES","NO","NO",NA,"ECC"
"29","2907128","2907128-07","F","YES","NO","NO",NA,"ECC"
"29","2907128","2907128-08","F","YES","NO","NO",NA,"ECC"
"29","2907129","2907129-01","M","YES","NO","NO",NA,"ECC"
"29","2907129","2907129-02","M","YES","NO","NO",NA,"ECC"
"29","2907129","2907129-03","F","YES","NO","NO",NA,"ECC"
"29","2907130","2907130-01","M","YES","NO","NO",NA,"ECC"
"29","2907130","2907130-02","M","YES","NO","NO",NA,"ECC"
"29","2907130","2907130-03","F","YES","NO","NO",NA,"ECC"
"29","2907130","2907130-04","F","YES","NO","NO",NA,"ECC"
"29","2907132","2907132-01","M","YES","NO","NO",NA,"ECC"
"29","2907132","2907132-02","M","YES","NO","NO",NA,"ECC"
"29","2907132","2907132-03","F","YES","NO","NO",NA,"ECC"
"29","2907134","2907134-01","M","YES","NO","NO",NA,"ECC"
"29","2907134","2907134-02","M","YES","NO","NO",NA,"ECC"
"29","2907134","2907134-03","F","YES","NO","NO",NA,"ECC"
"29","2907134","2907134-04","F","YES","NO","NO",NA,"ECC"
"29","2907134","2907134-05","F","YES","NO","NO",NA,"ECC"
"29","2907139","2907139-01","M","YES","NO","NO",NA,"ECC"
"29","2907139","2907139-02","M","YES","NO","NO",NA,"ECC"
"29","2907139","2907139-03","M","YES","NO","NO",NA,"ECC"
"29","2907139","2907139-04","F","YES","NO","NO",NA,"ECC"
"29","2907139","2907139-05","F","YES","NO","NO",NA,"ECC"
"29","2907139","2907139-06","F","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-01","M","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-02","M","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-03","M","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-04","M","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-05","M","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-06","M","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-07","M","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-08","F","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-09","F","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-10","F","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-11","F","YES","NO","NO",NA,"ECC"
"29","2907141","2907141-12","F","YES","NO","NO",NA,"ECC"
"29","2907143","2907143-01","M","YES","NO","NO",NA,"ECC"
"29","2907143","2907143-02","M","YES","NO","NO",NA,"ECC"
"29","2907143","2907143-03","M","YES","NO","NO",NA,"ECC"
"29","2907143","2907143-04","M","YES","NO","NO",NA,"ECC"
"29","2907143","2907143-05","M","YES","NO","NO",NA,"ECC"
"29","2907143","2907143-06","F","YES","NO","NO",NA,"ECC"
"29","2907143","2907143-07","F","YES","NO","NO",NA,"ECC"
"29","2907143","2907143-08","F","YES","NO","NO",NA,"ECC"
"29","2907150","2907150-01","M","YES","NO","NO",NA,"ECC"
"29","2907150","2907150-02","M","YES","NO","NO",NA,"ECC"
"29","2907150","2907150-03","M","YES","NO","NO",NA,"ECC"
"29","2907150","2907150-04","M","YES","NO","NO",NA,"ECC"
"29","2907150","2907150-05","M","YES","NO","NO",NA,"ECC"
"29","2907150","2907150-06","M","YES","NO","NO",NA,"ECC"
"29","2907150","2907150-07","F","YES","NO","NO",NA,"ECC"
"29","2907150","2907150-08","F","YES","NO","NO",NA,"ECC"
"29","2907150","2907150-09","F","YES","NO","NO",NA,"ECC"
