"province_code","pc_code","ps_code","ps_type","audit_or_recount","prelim_results_reporting","ps_invalidated","ps_open"
"15","1509076","1509076-04","F","YES","YES","NO","YES"
"15","1509077","1509077-01","M","NO","YES",NA,"YES"
"15","1509077","1509077-02","M","YES","YES","NO","YES"
"15","1509077","1509077-03","F","YES","YES","NO","YES"
"15","1509077","1509077-04","F","NO","YES",NA,"YES"
"15","1509078","1509078-01","M","NO","YES",NA,"YES"
"15","1509078","1509078-02","M","NO","YES",NA,"YES"
"15","1509078","1509078-03","M","NO","YES",NA,"YES"
"15","1509078","1509078-04","M","NO","YES",NA,"YES"
"15","1509078","1509078-05","M","YES","YES","NO","YES"
"15","1509078","1509078-06","M","YES","YES","NO","YES"
"15","1509078","1509078-07","F","NO","YES",NA,"YES"
"15","1509078","1509078-08","F","NO","YES",NA,"YES"
"15","1509078","1509078-09","F","YES","YES","NO","YES"
"15","1509079","1509079-01","M","YES","YES","NO","YES"
"15","1509079","1509079-02","M","NO","YES",NA,"YES"
"15","1509079","1509079-03","M","YES","YES","NO","YES"
"15","1509079","1509079-04","M","YES","YES","NO","YES"
"15","1509079","1509079-05","M","YES","YES","NO","YES"
"15","1509079","1509079-06","F","NO","YES",NA,"YES"
"15","1509079","1509079-07","F","NO","YES",NA,"YES"
"15","1509079","1509079-08","F","NO","YES",NA,"YES"
"15","1509080","1509080-01","M","YES","YES","NO","YES"
"15","1509080","1509080-02","M","NO","YES",NA,"YES"
"15","1509080","1509080-03","M","NO","YES",NA,"YES"
"15","1509080","1509080-04","F","NO","YES",NA,"YES"
"15","1509080","1509080-05","F","NO","YES",NA,"YES"
"15","1509083","1509083-01","M","NO","YES",NA,"YES"
"15","1509083","1509083-02","M","NO","YES",NA,"YES"
"15","1509083","1509083-03","M","NO","YES",NA,"YES"
"15","1509083","1509083-04","F","NO","YES",NA,"YES"
"15","1510084","1510084-01","M","NO","YES",NA,"YES"
"15","1510084","1510084-02","M","NO","YES",NA,"YES"
"15","1510084","1510084-03","F","NO","YES",NA,"YES"
"15","1510084","1510084-04","F","NO","YES",NA,"YES"
"15","1510085","1510085-01","M","NO","YES",NA,"YES"
"15","1510085","1510085-02","M","NO","YES",NA,"YES"
"15","1510085","1510085-03","M","NO","YES",NA,"YES"
"15","1510085","1510085-04","F","NO","YES",NA,"YES"
"15","1510085","1510085-05","F","NO","YES",NA,"YES"
"15","1510085","1510085-06","F","NO","YES",NA,"YES"
"15","1510086","1510086-01","M","NO","YES",NA,"YES"
"15","1510086","1510086-02","M","NO","YES",NA,"YES"
"15","1510086","1510086-03","M","NO","YES",NA,"YES"
"15","1510086","1510086-04","F","NO","YES",NA,"YES"
"15","1510086","1510086-05","F","NO","YES",NA,"YES"
"15","1510087","1510087-01","M","YES","YES","NO","YES"
"15","1510087","1510087-02","M","NO","YES",NA,"YES"
"15","1510087","1510087-03","M","NO","YES",NA,"YES"
"15","1510087","1510087-04","M","NO","YES",NA,"YES"
"15","1510087","1510087-05","M","NO","YES",NA,"YES"
"15","1510087","1510087-06","F","NO","YES",NA,"YES"
"15","1510087","1510087-07","F","NO","YES",NA,"YES"
"15","1510087","1510087-08","F","NO","YES",NA,"YES"
"15","1510088","1510088-01","M","NO","YES",NA,"YES"
"15","1510088","1510088-02","M","NO","YES",NA,"YES"
"15","1510088","1510088-03","M","NO","YES",NA,"YES"
"15","1510088","1510088-04","M","NO","YES",NA,"YES"
"15","1510088","1510088-05","F","NO","YES",NA,"YES"
"15","1510088","1510088-06","F","NO","YES",NA,"YES"
"15","1510088","1510088-07","F","NO","YES",NA,"YES"
"15","1510089","1510089-01","M","NO","YES",NA,"YES"
"15","1510089","1510089-02","M","NO","YES",NA,"YES"
"15","1510089","1510089-03","M","NO","YES",NA,"YES"
"15","1510089","1510089-04","M","NO","YES",NA,"YES"
"15","1510089","1510089-05","M","YES","YES","NO","YES"
"15","1510089","1510089-06","F","NO","YES",NA,"YES"
"15","1510089","1510089-07","F","YES","YES","NO","YES"
"15","1510089","1510089-08","F","NO","YES",NA,"YES"
"15","1510090","1510090-01","M","NO","YES",NA,"YES"
"15","1510090","1510090-02","M","NO","YES",NA,"YES"
"15","1510090","1510090-03","M","NO","YES",NA,"YES"
"15","1510090","1510090-04","M","YES","YES","NO","YES"
"15","1510090","1510090-05","F","NO","YES",NA,"YES"
"15","1510090","1510090-06","F","NO","YES",NA,"YES"
"15","1510090","1510090-07","F","NO","YES",NA,"YES"
"15","1510091","1510091-01","M","NO","YES",NA,"YES"
"15","1510091","1510091-02","M","YES","YES","NO","YES"
"15","1510091","1510091-03","M","YES","YES","NO","YES"
"15","1510091","1510091-04","F","NO","YES",NA,"YES"
"15","1510091","1510091-05","F","NO","YES",NA,"YES"
"15","1510091","1510091-06","F","NO","YES",NA,"YES"
"15","1511093","1511093-01","M","NO","YES",NA,"YES"
"15","1511093","1511093-02","M","NO","YES",NA,"YES"
"15","1511093","1511093-03","F","NO","YES",NA,"YES"
"15","1511094","1511094-01","M","NO","YES",NA,"YES"
"15","1511094","1511094-02","F","NO","YES",NA,"YES"
"15","1511095","1511095-01","M","NO","YES",NA,"YES"
"15","1511095","1511095-02","M","NO","YES",NA,"YES"
"15","1511095","1511095-03","M","NO","YES",NA,"YES"
"15","1511095","1511095-04","M","NO","YES",NA,"YES"
"15","1511095","1511095-05","F","NO","YES",NA,"YES"
"15","1511095","1511095-06","F","NO","YES",NA,"YES"
"15","1511096","1511096-01","M","NO","YES",NA,"YES"
"15","1511096","1511096-02","M","NO","YES",NA,"YES"
"15","1511096","1511096-03","F","NO","YES",NA,"YES"
"15","1511098","1511098-01","M","NO","YES",NA,"YES"
"15","1511098","1511098-02","F","NO","YES",NA,"YES"
"15","1512105","1512105-01","M","NO","YES",NA,"YES"
"15","1512105","1512105-02","M","NO","YES",NA,"YES"
"15","1512105","1512105-03","M","NO","YES",NA,"YES"
"15","1512105","1512105-04","M","NO","YES",NA,"YES"
"15","1512105","1512105-05","F","NO","YES",NA,"YES"
"15","1512105","1512105-06","F","NO","YES",NA,"YES"
"15","1512105","1512105-07","F","NO","YES",NA,"YES"
"15","1512106","1512106-01","M","NO","YES",NA,"YES"
"15","1512106","1512106-02","M","YES","YES","NO","YES"
"15","1512106","1512106-03","M","YES","YES","NO","YES"
"15","1512106","1512106-04","M","NO","YES",NA,"YES"
"15","1512106","1512106-05","M","NO","YES",NA,"YES"
"15","1512106","1512106-06","M","NO","YES",NA,"YES"
"15","1512106","1512106-07","F","NO","YES",NA,"YES"
"15","1512107","1512107-01","M","NO","YES",NA,"YES"
"15","1512107","1512107-02","M","NO","YES",NA,"YES"
"15","1512107","1512107-03","M","NO","YES",NA,"YES"
"15","1512107","1512107-04","M","NO","YES",NA,"YES"
"15","1512107","1512107-05","F","NO","YES",NA,"YES"
"15","1513111","1513111-01","M","NO","YES",NA,"YES"
"15","1513111","1513111-02","M","NO","YES",NA,"YES"
"15","1513111","1513111-03","M","NO","YES",NA,"YES"
"15","1513111","1513111-04","F","NO","YES",NA,"YES"
"15","1513112","1513112-01","M","NO","YES",NA,"YES"
"15","1513112","1513112-02","M","YES","YES","NO","YES"
"15","1513112","1513112-03","M","YES","YES","NO","YES"
"15","1513112","1513112-04","F","NO","YES",NA,"YES"
"15","1513113","1513113-01","M","NO","YES",NA,"YES"
"15","1513113","1513113-02","M","NO","YES",NA,"YES"
"15","1513113","1513113-03","F","NO","YES",NA,"YES"
"15","1513114","1513114-01","M","NO","YES",NA,"YES"
"15","1513114","1513114-02","M","NO","YES",NA,"YES"
"15","1513114","1513114-03","F","YES","YES","NO","YES"
"15","1513115","1513115-01","M","YES","YES","NO","YES"
"15","1513115","1513115-02","M","YES","YES","NO","YES"
"15","1513115","1513115-03","M","YES","YES","NO","YES"
"15","1513115","1513115-04","M","YES","YES","NO","YES"
"15","1513115","1513115-05","F","YES","YES","YES","YES"
"15","1513115","1513115-06","F","NO","YES",NA,"YES"
"15","1514118","1514118-01","M","NO","YES",NA,"YES"
"15","1514118","1514118-02","M","NO","YES",NA,"YES"
"15","1514118","1514118-03","F","NO","YES",NA,"YES"
"15","1514118","1514118-04","F","NO","YES",NA,"YES"
"15","1514119","1514119-01","M","NO","YES",NA,"YES"
"15","1514119","1514119-02","M","NO","YES",NA,"YES"
"15","1514119","1514119-03","M","NO","YES",NA,"YES"
"15","1514119","1514119-04","M","NO","YES",NA,"YES"
"15","1514119","1514119-05","M","NO","YES",NA,"YES"
"15","1514119","1514119-06","F","NO","YES",NA,"YES"
"15","1514119","1514119-07","F","NO","YES",NA,"YES"
"15","1514120","1514120-01","M","NO","YES",NA,"YES"
"15","1514120","1514120-02","M","NO","YES",NA,"YES"
"15","1514120","1514120-03","M","NO","YES",NA,"YES"
"15","1514120","1514120-04","F","NO","YES",NA,"YES"
"15","1514120","1514120-05","F","NO","YES",NA,"YES"
"15","1514121","1514121-01","M","NO","YES",NA,"YES"
"15","1514121","1514121-02","M","NO","YES",NA,"YES"
"15","1514121","1514121-03","M","NO","YES",NA,"YES"
"15","1514121","1514121-04","M","NO","YES",NA,"YES"
"15","1514121","1514121-05","M","NO","YES",NA,"YES"
"15","1514121","1514121-06","M","NO","YES",NA,"YES"
"15","1514121","1514121-07","F","NO","YES",NA,"YES"
"15","1514121","1514121-08","F","NO","YES",NA,"YES"
"15","1514121","1514121-09","F","NO","YES",NA,"YES"
"15","1514121","1514121-10","F","NO","YES",NA,"YES"
"15","1515124","1515124-01","M","NO","YES",NA,"YES"
"15","1515124","1515124-02","M","NO","YES",NA,"YES"
"15","1515124","1515124-03","M","NO","YES",NA,"YES"
"15","1515124","1515124-04","F","YES","YES","YES","YES"
"15","1515124","1515124-05","F","YES","YES","YES","YES"
"15","1515124","1515124-06","F","NO","YES",NA,"YES"
"15","1515124","1515124-07","F","NO","YES",NA,"YES"
"15","1515127","1515127-01","M","NO","YES",NA,"YES"
"15","1515127","1515127-02","M","NO","YES",NA,"YES"
"15","1515127","1515127-03","F","NO","YES",NA,"YES"
"15","1515127","1515127-04","F","NO","YES",NA,"YES"
"15","1515128","1515128-01","M","NO","YES",NA,"YES"
"15","1515128","1515128-02","F","YES","YES","NO","YES"
"15","1515129","1515129-01","M","NO","YES",NA,"YES"
"15","1515129","1515129-02","M","NO","YES",NA,"YES"
"15","1515129","1515129-03","M","NO","YES",NA,"YES"
"15","1515129","1515129-04","F","NO","YES",NA,"YES"
"15","1515129","1515129-05","F","NO","YES",NA,"YES"
"15","1515129","1515129-06","F","NO","YES",NA,"YES"
"15","1515130","1515130-01","M","YES","YES","NO","YES"
"15","1515130","1515130-02","M","YES","YES","NO","YES"
"15","1515130","1515130-03","F","NO","YES",NA,"YES"
"15","1515130","1515130-04","F","NO","YES",NA,"YES"
"15","1515130","1515130-05","F","NO","YES",NA,"YES"
"15","1515130","1515130-06","F","NO","YES",NA,"YES"
"15","1515131","1515131-01","M","NO","YES",NA,"YES"
"15","1515131","1515131-02","M","NO","YES",NA,"YES"
"15","1515131","1515131-03","M","NO","YES",NA,"YES"
"15","1515131","1515131-04","F","NO","YES",NA,"YES"
"15","1515131","1515131-05","F","YES","YES","NO","YES"
"15","1515131","1515131-06","F","NO","YES",NA,"YES"
"15","1515132","1515132-01","M","NO","YES",NA,"YES"
"15","1515132","1515132-02","M","NO","YES",NA,"YES"
"15","1515132","1515132-03","M","NO","YES",NA,"YES"
"15","1515132","1515132-04","M","NO","YES",NA,"YES"
"15","1515132","1515132-05","F","NO","YES",NA,"YES"
"15","1515132","1515132-06","F","NO","YES",NA,"YES"
"15","1515132","1515132-07","F","NO","YES",NA,"YES"
"15","1515133","1515133-01","M","YES","YES","NO","YES"
"15","1515133","1515133-02","M","NO","YES",NA,"YES"
"15","1515133","1515133-03","F","NO","YES",NA,"YES"
"15","1515133","1515133-04","F","NO","YES",NA,"YES"
"15","1515134","1515134-01","M","NO","YES",NA,"YES"
"15","1515134","1515134-02","M","NO","YES",NA,"YES"
"15","1515134","1515134-03","F","NO","YES",NA,"YES"
"15","1515134","1515134-04","F","NO","YES",NA,"YES"
"15","1516136","1516136-01","M","NO","YES",NA,"YES"
"15","1516136","1516136-02","M","NO","YES",NA,"YES"
"15","1516136","1516136-03","M","NO","YES",NA,"YES"
"15","1516136","1516136-04","M","NO","YES",NA,"YES"
"15","1516136","1516136-05","F","NO","YES",NA,"YES"
"15","1516137","1516137-01","M","NO","YES",NA,"YES"
"15","1516137","1516137-02","M","NO","YES",NA,"YES"
"15","1516137","1516137-03","M","NO","YES",NA,"YES"
"15","1516137","1516137-04","M","NO","YES",NA,"YES"
"15","1516137","1516137-05","F","NO","YES",NA,"YES"
"15","1516137","1516137-06","F","NO","YES",NA,"YES"
"16","1601001","1601001-01","M","YES","YES","NO","YES"
"16","1601001","1601001-02","M","YES","YES","NO","YES"
"16","1601001","1601001-03","M","YES","YES","NO","YES"
"16","1601001","1601001-04","F","YES","YES","NO","YES"
"16","1601002","1601002-01","M","NO","YES",NA,"YES"
"16","1601002","1601002-02","M","NO","YES",NA,"YES"
"16","1601002","1601002-03","M","NO","YES",NA,"YES"
"16","1601002","1601002-04","M","NO","YES",NA,"YES"
"16","1601002","1601002-05","M","YES","YES","NO","YES"
"16","1601002","1601002-06","M","NO","YES",NA,"YES"
"16","1601002","1601002-07","M","NO","YES",NA,"YES"
"16","1601002","1601002-08","M","NO","YES",NA,"YES"
"16","1601002","1601002-09","F","NO","YES",NA,"YES"
"16","1601002","1601002-10","F","NO","YES",NA,"YES"
"16","1601002","1601002-11","F","NO","YES",NA,"YES"
"16","1601002","1601002-12","F","NO","YES",NA,"YES"
"16","1601003","1601003-01","M","YES","YES","NO","YES"
"16","1601003","1601003-02","M","NO","YES",NA,"YES"
"16","1601003","1601003-03","F","YES","YES","NO","YES"
"16","1601003","1601003-04","F","NO","YES",NA,"YES"
"16","1601004","1601004-01","M","YES","YES","NO","YES"
"16","1601004","1601004-02","M","NO","YES",NA,"YES"
"16","1601004","1601004-03","F","NO","YES",NA,"YES"
"16","1601004","1601004-04","F","NO","YES",NA,"YES"
"16","1601005","1601005-01","M","NO","YES",NA,"YES"
"16","1601005","1601005-02","F","NO","YES",NA,"YES"
"16","1601006","1601006-01","M","NO","YES",NA,"YES"
"16","1601006","1601006-02","M","YES","YES","YES","YES"
"16","1601006","1601006-03","M","YES","YES","NO","YES"
"16","1601006","1601006-04","F","NO","YES",NA,"YES"
"16","1601006","1601006-05","F","NO","YES",NA,"YES"
"16","1601006","1601006-06","F","NO","YES",NA,"YES"
"16","1601010","1601010-01","M","YES","YES","NO","YES"
"16","1601010","1601010-02","M","YES","YES","NO","YES"
"16","1601010","1601010-03","F","YES","YES","NO","YES"
"16","1602011","1602011-01","M","YES","YES","NO","YES"
"16","1602011","1602011-02","M","NO","YES",NA,"YES"
"16","1602011","1602011-03","M","NO","YES",NA,"YES"
"16","1602011","1602011-04","M","YES","YES","NO","YES"
"16","1602011","1602011-05","F","NO","YES",NA,"YES"
"16","1602011","1602011-06","F","YES","YES","NO","YES"
"16","1602012","1602012-01","M","YES","YES","NO","YES"
"16","1602012","1602012-02","M","YES","YES","YES","YES"
"16","1602012","1602012-03","M","YES","YES","NO","YES"
"16","1602012","1602012-04","M","YES","YES","NO","YES"
"16","1602012","1602012-05","M","YES","YES","NO","YES"
"16","1602012","1602012-06","M","YES","YES","YES","YES"
"16","1602012","1602012-07","M","YES","YES","NO","YES"
"16","1602012","1602012-08","M","YES","YES","NO","YES"
"16","1602012","1602012-09","F","YES","YES","NO","YES"
"16","1602012","1602012-10","F","YES","YES","NO","YES"
"16","1602012","1602012-11","F","YES","YES","NO","YES"
"16","1602012","1602012-12","F","YES","YES","NO","YES"
"16","1602013","1602013-01","M","NO","NO",NA,"NO"
"16","1602013","1602013-02","F","NO","NO",NA,"NO"
"16","1602014","1602014-01","M","NO","NO",NA,"NO"
"16","1602015","1602015-01","M","NO","NO",NA,"NO"
"16","1602015","1602015-02","F","NO","NO",NA,"NO"
"16","1602022","1602022-01","M","NO","NO",NA,"NO"
"16","1602022","1602022-02","M","NO","NO",NA,"NO"
"16","1602022","1602022-03","M","NO","NO",NA,"NO"
"16","1602022","1602022-04","M","NO","NO",NA,"NO"
"16","1602022","1602022-05","M","NO","NO",NA,"NO"
"16","1602022","1602022-06","M","NO","NO",NA,"NO"
"16","1602022","1602022-07","F","NO","NO",NA,"NO"
"16","1602022","1602022-08","F","NO","NO",NA,"NO"
"16","1602022","1602022-09","F","NO","NO",NA,"NO"
"16","1602022","1602022-10","F","NO","NO",NA,"NO"
"16","1602022","1602022-11","F","NO","NO",NA,"NO"
"16","1602023","1602023-01","M","NO","NO",NA,"NO"
"16","1602024","1602024-01","M","NO","NO",NA,"NO"
"16","1602024","1602024-02","F","NO","NO",NA,"NO"
"16","1602025","1602025-01","M","NO","NO",NA,"NO"
"16","1602025","1602025-02","F","NO","NO",NA,"NO"
"16","1603026","1603026-01","M","YES","YES","NO","YES"
"16","1603026","1603026-02","M","YES","YES","NO","YES"
"16","1603026","1603026-03","F","YES","YES","NO","YES"
"16","1603026","1603026-04","F","YES","YES","NO","YES"
"16","1603027","1603027-01","M","YES","YES","NO","YES"
"16","1603027","1603027-02","M","YES","YES","NO","YES"
"16","1603027","1603027-03","M","YES","YES","NO","YES"
"16","1603027","1603027-04","M","YES","YES","NO","YES"
"16","1603027","1603027-05","M","YES","YES","NO","YES"
"16","1603027","1603027-06","F","YES","YES","YES","YES"
"16","1603027","1603027-07","F","YES","YES","NO","YES"
"16","1603027","1603027-08","F","YES","YES","NO","YES"
"16","1603027","1603027-09","F","YES","YES","NO","YES"
"16","1603027","1603027-10","F","YES","YES","NO","YES"
"16","1603028","1603028-01","M","YES","YES","NO","YES"
"16","1603028","1603028-02","M","YES","YES","NO","YES"
"16","1603028","1603028-03","M","YES","YES","NO","YES"
"16","1603028","1603028-04","M","YES","YES","NO","YES"
"16","1603028","1603028-05","M","YES","YES","NO","YES"
"16","1603028","1603028-06","M","YES","YES","NO","YES"
"16","1603028","1603028-07","M","YES","YES","YES","YES"
"16","1603028","1603028-08","F","YES","YES","NO","YES"
"16","1603028","1603028-09","F","YES","YES","NO","YES"
"16","1603028","1603028-10","F","YES","YES","NO","YES"
"16","1603028","1603028-11","F","YES","YES","NO","YES"
"16","1603028","1603028-12","F","YES","YES","NO","YES"
"16","1603029","1603029-01","M","YES","YES","NO","YES"
"16","1603029","1603029-02","M","YES","YES","NO","YES"
"16","1603029","1603029-03","M","NO","YES",NA,"YES"
"16","1603029","1603029-04","F","YES","YES","NO","YES"
"16","1603029","1603029-05","F","YES","YES","NO","YES"
"16","1603030","1603030-01","M","YES","YES","NO","YES"
"16","1603030","1603030-02","M","YES","YES","NO","YES"
"16","1603030","1603030-03","F","YES","YES","NO","YES"
"16","1603031","1603031-01","M","YES","YES","NO","YES"
"16","1603031","1603031-02","M","YES","YES","NO","YES"
"16","1603031","1603031-03","M","YES","YES","NO","YES"
"16","1603031","1603031-04","M","YES","YES","NO","YES"
"16","1603031","1603031-05","M","YES","YES","NO","YES"
"16","1603031","1603031-06","M","NO","YES",NA,"YES"
"16","1603031","1603031-07","F","YES","YES","NO","YES"
"16","1603031","1603031-08","F","YES","YES","NO","YES"
"16","1603031","1603031-09","F","YES","YES","NO","YES"
"16","1603031","1603031-10","F","YES","YES","NO","YES"
"16","1603031","1603031-11","F","YES","YES","NO","YES"
"16","1603032","1603032-01","M","NO","YES",NA,"YES"
"16","1603032","1603032-02","M","NO","YES",NA,"YES"
"16","1603032","1603032-03","M","NO","YES",NA,"YES"
"16","1603032","1603032-04","F","YES","YES","NO","YES"
"16","1603032","1603032-05","F","NO","YES",NA,"YES"
"16","1604033","1604033-01","M","NO","NO",NA,"NO"
"16","1604033","1604033-02","M","NO","NO",NA,"NO"
"16","1604033","1604033-03","F","NO","NO",NA,"NO"
"16","1604034","1604034-01","M","NO","NO",NA,"NO"
"16","1604034","1604034-02","M","NO","NO",NA,"NO"
"16","1604034","1604034-03","M","NO","NO",NA,"NO"
"16","1604034","1604034-04","M","NO","NO",NA,"NO"
"16","1604034","1604034-05","F","NO","NO",NA,"NO"
"16","1604034","1604034-06","F","NO","NO",NA,"NO"
"16","1604034","1604034-07","F","NO","NO",NA,"NO"
"16","1604035","1604035-01","M","NO","NO",NA,"NO"
"16","1604035","1604035-02","M","NO","NO",NA,"NO"
"16","1604035","1604035-03","F","NO","NO",NA,"NO"
"16","1604036","1604036-01","M","NO","NO",NA,"NO"
"16","1604036","1604036-02","M","NO","NO",NA,"NO"
"16","1604036","1604036-03","M","NO","NO",NA,"NO"
"16","1604036","1604036-04","M","NO","NO",NA,"NO"
"16","1604036","1604036-05","M","NO","NO",NA,"NO"
"16","1604036","1604036-06","F","NO","NO",NA,"NO"
"16","1604036","1604036-07","F","NO","NO",NA,"NO"
"16","1604036","1604036-08","F","NO","NO",NA,"NO"
"16","1604037","1604037-01","M","NO","NO",NA,"NO"
"16","1604037","1604037-02","M","NO","NO",NA,"NO"
"16","1604037","1604037-03","M","NO","NO",NA,"NO"
"16","1604037","1604037-04","M","NO","NO",NA,"NO"
"16","1604037","1604037-05","F","NO","NO",NA,"NO"
"16","1604037","1604037-06","F","NO","NO",NA,"NO"
"16","1604038","1604038-01","M","NO","NO",NA,"NO"
"16","1604038","1604038-02","M","NO","NO",NA,"NO"
"16","1604038","1604038-03","M","NO","NO",NA,"NO"
"16","1604038","1604038-04","M","NO","NO",NA,"NO"
"16","1604038","1604038-05","M","NO","NO",NA,"NO"
"16","1604038","1604038-06","F","NO","NO",NA,"NO"
"16","1604039","1604039-01","M","NO","NO",NA,"NO"
"16","1604039","1604039-02","M","NO","NO",NA,"NO"
"16","1604039","1604039-03","M","NO","NO",NA,"NO"
"16","1604039","1604039-04","M","NO","NO",NA,"NO"
"16","1604039","1604039-05","F","NO","NO",NA,"NO"
"16","1604039","1604039-06","F","NO","NO",NA,"NO"
"16","1604040","1604040-01","M","NO","YES",NA,"YES"
"16","1604040","1604040-02","F","NO","YES",NA,"YES"
"16","1604041","1604041-01","M","NO","YES",NA,"YES"
"16","1604041","1604041-02","M","NO","YES",NA,"YES"
"16","1604041","1604041-03","F","NO","YES",NA,"YES"
"16","1605042","1605042-01","M","NO","NO",NA,"NO"
"16","1605042","1605042-02","M","NO","NO",NA,"NO"
"16","1605042","1605042-03","F","NO","NO",NA,"NO"
"16","1605043","1605043-01","M","NO","NO",NA,"NO"
"16","1605043","1605043-02","M","NO","NO",NA,"NO"
"16","1605043","1605043-03","M","NO","NO",NA,"NO"
"16","1605043","1605043-04","M","NO","NO",NA,"NO"
"16","1605043","1605043-05","F","NO","NO",NA,"NO"
"16","1605044","1605044-01","M","NO","NO",NA,"NO"
"16","1605044","1605044-02","M","NO","NO",NA,"NO"
"16","1605044","1605044-03","M","NO","NO",NA,"NO"
"16","1605044","1605044-04","M","NO","NO",NA,"NO"
"16","1605044","1605044-05","M","NO","NO",NA,"NO"
"16","1605044","1605044-06","M","NO","NO",NA,"NO"
"16","1605044","1605044-07","M","NO","NO",NA,"NO"
"16","1605044","1605044-08","M","NO","NO",NA,"NO"
"16","1605044","1605044-09","M","NO","NO",NA,"NO"
"16","1605044","1605044-10","M","NO","NO",NA,"NO"
"16","1605044","1605044-11","F","NO","NO",NA,"NO"
"16","1605044","1605044-12","F","NO","NO",NA,"NO"
"16","1605044","1605044-13","F","NO","NO",NA,"NO"
"16","1605044","1605044-14","F","NO","NO",NA,"NO"
"16","1605045","1605045-01","M","NO","NO",NA,"NO"
"16","1605045","1605045-02","M","NO","NO",NA,"NO"
"16","1605045","1605045-03","F","NO","NO",NA,"NO"
"16","1605045","1605045-04","F","NO","NO",NA,"NO"
"16","1605046","1605046-01","M","NO","NO",NA,"NO"
"16","1605046","1605046-02","M","NO","NO",NA,"NO"
"16","1605046","1605046-03","F","NO","NO",NA,"NO"
"16","1605047","1605047-01","M","NO","NO",NA,"NO"
"16","1605047","1605047-02","M","NO","NO",NA,"NO"
"16","1605047","1605047-03","M","NO","NO",NA,"NO"
"16","1605047","1605047-04","F","NO","NO",NA,"NO"
"16","1605047","1605047-05","F","NO","NO",NA,"NO"
"16","1605049","1605049-01","M","NO","NO",NA,"NO"
"16","1605049","1605049-02","F","NO","NO",NA,"NO"
"16","1606051","1606051-01","M","NO","YES",NA,"YES"
"16","1606051","1606051-02","M","NO","YES",NA,"YES"
"16","1606051","1606051-03","M","NO","YES",NA,"YES"
"16","1606051","1606051-04","M","NO","YES",NA,"YES"
"16","1606051","1606051-05","F","NO","YES",NA,"YES"
"16","1606051","1606051-06","F","NO","YES",NA,"YES"
"16","1606051","1606051-07","F","NO","YES",NA,"YES"
"16","1606052","1606052-01","M","NO","YES",NA,"YES"
"16","1606052","1606052-02","M","NO","YES",NA,"YES"
"16","1606052","1606052-03","M","NO","YES",NA,"YES"
"16","1606052","1606052-04","M","NO","YES",NA,"YES"
"16","1606052","1606052-05","M","NO","YES",NA,"YES"
"16","1606052","1606052-06","M","NO","YES",NA,"YES"
"16","1606052","1606052-07","M","YES","YES","NO","YES"
"16","1606052","1606052-08","F","YES","YES","NO","YES"
"16","1606052","1606052-09","F","YES","YES","NO","YES"
"16","1606052","1606052-10","F","YES","YES","NO","YES"
"16","1606053","1606053-01","M","NO","NO",NA,"NO"
"16","1606053","1606053-02","M","NO","NO",NA,"NO"
"16","1606053","1606053-03","M","NO","NO",NA,"NO"
"16","1606053","1606053-04","M","NO","NO",NA,"NO"
"16","1606053","1606053-05","F","NO","NO",NA,"NO"
"16","1606053","1606053-06","F","NO","NO",NA,"NO"
"16","1606053","1606053-07","F","NO","NO",NA,"NO"
"16","1606059","1606059-01","M","NO","YES",NA,"YES"
"16","1606059","1606059-02","M","NO","YES",NA,"YES"
"16","1606059","1606059-03","F","YES","YES","NO","YES"
"16","1606060","1606060-01","M","NO","YES",NA,"YES"
"16","1606060","1606060-02","M","NO","YES",NA,"YES"
"16","1606060","1606060-03","F","NO","YES",NA,"YES"
"16","1606060","1606060-04","F","NO","YES",NA,"YES"
"16","1607063","1607063-01","M","NO","NO",NA,"NO"
"16","1607063","1607063-02","M","NO","NO",NA,"NO"
"16","1607063","1607063-03","F","NO","NO",NA,"NO"
"16","1607064","1607064-01","M","NO","NO",NA,"NO"
"16","1607064","1607064-02","M","NO","NO",NA,"NO"
"16","1607064","1607064-03","M","NO","NO",NA,"NO"
"16","1607064","1607064-04","F","NO","NO",NA,"NO"
"16","1607071","1607071-01","M","NO","NO",NA,"NO"
"16","1607071","1607071-02","M","NO","NO",NA,"NO"
"16","1607071","1607071-03","M","NO","NO",NA,"NO"
"16","1607071","1607071-04","M","NO","NO",NA,"NO"
"16","1607071","1607071-05","M","NO","NO",NA,"NO"
"16","1607071","1607071-06","M","NO","NO",NA,"NO"
"16","1607071","1607071-07","F","NO","NO",NA,"NO"
"16","1608073","1608073-01","M","YES","YES","NO","YES"
"16","1608073","1608073-02","M","YES","YES","NO","YES"
"16","1608073","1608073-03","F","YES","YES","NO","YES"
"16","1608074","1608074-01","M","YES","YES","NO","YES"
"16","1608074","1608074-02","M","YES","YES","NO","YES"
"16","1608074","1608074-03","M","NO","YES",NA,"YES"
"16","1608074","1608074-04","M","NO","YES",NA,"YES"
"16","1608074","1608074-05","F","NO","YES",NA,"YES"
"16","1608074","1608074-06","F","YES","YES","NO","YES"
"16","1608074","1608074-07","F","NO","YES",NA,"YES"
"16","1608074","1608074-08","F","NO","YES",NA,"YES"
"16","1608075","1608075-01","M","YES","YES","NO","YES"
"16","1608075","1608075-02","M","YES","YES","YES","YES"
"16","1608075","1608075-03","F","YES","YES","NO","YES"
"16","1608075","1608075-04","F","YES","YES","NO","YES"
"16","1608076","1608076-01","M","YES","YES","NO","YES"
