"election_date","results_date","election_type","results_status","province_code","province_name_eng","province_name_dari","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_gender","party_name_dari","past_winner","final_winner","male_ps_votes","fem_ps_votes","kuchi_ps_votes","votes"
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","01","KABUL","کابل",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور )زوری(","M","مستقل","NO","NO",51,33,2,86
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","01","KABUL","کابل",6155279,33,"Mohammad Hashim Tawfiqi","محمد ھاشم توفيقی","M","مستقل","NO","NO",129,106,7,242
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","01","KABUL","کابل",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",161914,79348,49168,290430
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","01","KABUL","کابل",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله ) عبدالله (","M","مستقل","NO","NO",97141,32083,803,130027
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","01","KABUL","کابل",6371180,38,"Dr. Frozan Fana","داکتر فروزان ) فنا (","F","مستقل","NO","NO",626,245,35,906
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","01","KABUL","کابل",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",318,79,13,410
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","01","KABUL","کابل",11348474,40,"Hidayat Amin Arsala","ھدايت امين ارسلا","M","مستقل","NO","NO",85,38,0,123
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","01","KABUL","کابل",7849401,41,"Gul Ahmmad Yama","گل احمد )يما(","M","مستقل","NO","NO",71,85,2,158
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحيم جان شيرزاد )فی سبيل الله(","M","مستقل","NO","NO",27,29,0,56
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",5,7,0,12
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",4657143,4,"Eng. Moin-ul-din Ulfati","انجنير معين الدين الفتی","M","مستقل","NO","NO",13,1,1,15
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6350379,5,"Dr. Habib Mangal","داکتر حبيب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",23,3,0,26
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",7822442,6,"Zabih-U-llah Ghazi Noristani","ذبيح الله غازی نورستانی","M","مستقل","NO","NO",10,3,1,14
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",7770491,7,"Sayed Jalal Karim","سيد جلال کريم","M","مستقل","NO","NO",174,35,61,270
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6359075,8,"Mirwais Yasini","ميرويس ياسينی","M","مستقل","NO","NO",30,10,3,43
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",3907996,9,"Bismillah Shir","بسم الله شير","M","مستقل","NO","NO",13,6,1,20
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",2287256,10,"Bashir Ahmad Bizhan","بشير احمد بيژن","M","مستقل","NO","NO",10,6,0,16
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",8894180,11,"Motasim Billah Mazhabi","معتصم با􏲽 مذھبی","M","مستقل","NO","NO",96,16,6,118
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",177,230,12,419
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",860263,13,"Abdul Latif Pedram","عبداللطيف ) پدرام (","M","حزب کنگره ملی افغانستان","NO","NO",47,14,1,62
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",3010205,14,"Shahnawaz Tanai","شھنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",26,9,1,36
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام ) راکتی (","M","مستقل","NO","NO",79,23,2,104
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6350715,17,"Zia-ul-haq Hafizi","ضيا الحق ) حافظی (","M","مستقل","NO","NO",10,1,1,12
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6189294,18,"Mohammad Akbar Oria","محمد اکبر )اوريا (","M","مستقل","NO","NO",18,12,0,30
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",977770,20,"Sangin Mohammad Rahmani","سنگين محمد ) رحمانی (","M","مستقل","NO","NO",4,2,0,6
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",3010270,21,"Mahbob-U-lah Koshani","محبوب الله ) کوشانی(","M","حزب آزادگان افغانستان","NO","NO",4,0,0,4
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",3788581,23,"Abdul Hasib Arian","عبدالحسيب ) آرين (","M","مستقل","NO","NO",16,6,0,22
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد )ريگی(","M","مستقل","NO","NO",12,2,0,14
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",728,237,21,986
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",12223481,27,"Abdul Majid Samim","عبدالمجيد ) صميم (","M","مستقل","NO","NO",14,28,0,42
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6370916,30,"Mrs. Shahla Ata","شھلا ) عطا (","F","مستقل","NO","NO",78,21,4,103
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفيسور دوکتور غلام فاروق ) نجرابی(","M","حزب استقلال افغانستان","NO","NO",999,434,53,1486
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور )زوری(","M","مستقل","NO","NO",11,9,2,22
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6155279,33,"Mohammad Hashim Tawfiqi","محمد ھاشم توفيقی","M","مستقل","NO","NO",12,5,1,18
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",8647,5027,821,14495
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله ) عبدالله (","M","مستقل","NO","NO",27895,17309,598,45802
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",6371180,38,"Dr. Frozan Fana","داکتر فروزان ) فنا (","F","مستقل","NO","NO",149,175,6,330
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",27,21,2,50
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",11348474,40,"Hidayat Amin Arsala","ھدايت امين ارسلا","M","مستقل","NO","NO",7,3,1,11
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","02","KAPISA","کاپيسا",7849401,41,"Gul Ahmmad Yama","گل احمد )يما(","M","مستقل","NO","NO",17,9,0,26
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحيم جان شيرزاد )فی سبيل الله(","M","مستقل","NO","NO",98,22,0,120
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",89,23,0,112
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",4657143,4,"Eng. Moin-ul-din Ulfati","انجنير معين الدين الفتی","M","مستقل","NO","NO",59,18,0,77
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6350379,5,"Dr. Habib Mangal","داکتر حبيب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",119,65,0,184
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",7822442,6,"Zabih-U-llah Ghazi Noristani","ذبيح الله غازی نورستانی","M","مستقل","NO","NO",46,18,0,64
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",7770491,7,"Sayed Jalal Karim","سيد جلال کريم","M","مستقل","NO","NO",115,57,0,172
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6359075,8,"Mirwais Yasini","ميرويس ياسينی","M","مستقل","NO","NO",167,80,0,247
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",3907996,9,"Bismillah Shir","بسم الله شير","M","مستقل","NO","NO",44,26,0,70
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",2287256,10,"Bashir Ahmad Bizhan","بشير احمد بيژن","M","مستقل","NO","NO",23,8,0,31
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",8894180,11,"Motasim Billah Mazhabi","معتصم با􏲽 مذھبی","M","مستقل","NO","NO",220,82,0,302
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",539,198,2,739
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",860263,13,"Abdul Latif Pedram","عبداللطيف ) پدرام (","M","حزب کنگره ملی افغانستان","NO","NO",81,31,0,112
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",3010205,14,"Shahnawaz Tanai","شھنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",88,24,0,112
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام ) راکتی (","M","مستقل","NO","NO",486,187,3,676
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6350715,17,"Zia-ul-haq Hafizi","ضيا الحق ) حافظی (","M","مستقل","NO","NO",33,10,0,43
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6189294,18,"Mohammad Akbar Oria","محمد اکبر )اوريا (","M","مستقل","NO","NO",23,11,0,34
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",977770,20,"Sangin Mohammad Rahmani","سنگين محمد ) رحمانی (","M","مستقل","NO","NO",32,8,0,40
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",3010270,21,"Mahbob-U-lah Koshani","محبوب الله ) کوشانی(","M","حزب آزادگان افغانستان","NO","NO",21,12,0,33
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",3788581,23,"Abdul Hasib Arian","عبدالحسيب ) آرين (","M","مستقل","NO","NO",44,20,0,64
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد )ريگی(","M","مستقل","NO","NO",51,10,0,61
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",3928,1173,1,5102
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",12223481,27,"Abdul Majid Samim","عبدالمجيد ) صميم (","M","مستقل","NO","NO",38,6,1,45
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6370916,30,"Mrs. Shahla Ata","شھلا ) عطا (","F","مستقل","NO","NO",122,41,1,164
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفيسور دوکتور غلام فاروق ) نجرابی(","M","حزب استقلال افغانستان","NO","NO",107,23,0,130
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور )زوری(","M","مستقل","NO","NO",24,9,0,33
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6155279,33,"Mohammad Hashim Tawfiqi","محمد ھاشم توفيقی","M","مستقل","NO","NO",41,18,1,60
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",18851,9581,118,28550
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله ) عبدالله (","M","مستقل","NO","NO",45662,19056,5,64723
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",6371180,38,"Dr. Frozan Fana","داکتر فروزان ) فنا (","F","مستقل","NO","NO",240,151,0,391
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",163,43,0,206
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",11348474,40,"Hidayat Amin Arsala","ھدايت امين ارسلا","M","مستقل","NO","NO",11,8,0,19
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","03","PARWAN","پروان",7849401,41,"Gul Ahmmad Yama","گل احمد )يما(","M","مستقل","NO","NO",34,25,0,59
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحيم جان شيرزاد )فی سبيل الله(","M","مستقل","NO","NO",18,16,38,72
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",39,95,0,134
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",4657143,4,"Eng. Moin-ul-din Ulfati","انجنير معين الدين الفتی","M","مستقل","NO","NO",17,12,0,29
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6350379,5,"Dr. Habib Mangal","داکتر حبيب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",14,10,0,24
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",7822442,6,"Zabih-U-llah Ghazi Noristani","ذبيح الله غازی نورستانی","M","مستقل","NO","NO",14,17,0,31
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",7770491,7,"Sayed Jalal Karim","سيد جلال کريم","M","مستقل","NO","NO",22,22,0,44
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6359075,8,"Mirwais Yasini","ميرويس ياسينی","M","مستقل","NO","NO",690,45,5,740
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",3907996,9,"Bismillah Shir","بسم الله شير","M","مستقل","NO","NO",24,14,0,38
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",2287256,10,"Bashir Ahmad Bizhan","بشير احمد بيژن","M","مستقل","NO","NO",18,10,0,28
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",8894180,11,"Motasim Billah Mazhabi","معتصم با􏲽 مذھبی","M","مستقل","NO","NO",84,14,5,103
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",2130,477,2685,5292
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",860263,13,"Abdul Latif Pedram","عبداللطيف ) پدرام (","M","حزب کنگره ملی افغانستان","NO","NO",83,51,2,136
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",3010205,14,"Shahnawaz Tanai","شھنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",67,87,0,154
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام ) راکتی (","M","مستقل","NO","NO",131,26,51,208
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6350715,17,"Zia-ul-haq Hafizi","ضيا الحق ) حافظی (","M","مستقل","NO","NO",9,11,0,20
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6189294,18,"Mohammad Akbar Oria","محمد اکبر )اوريا (","M","مستقل","NO","NO",14,8,0,22
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",977770,20,"Sangin Mohammad Rahmani","سنگين محمد ) رحمانی (","M","مستقل","NO","NO",4,7,0,11
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",3010270,21,"Mahbob-U-lah Koshani","محبوب الله ) کوشانی(","M","حزب آزادگان افغانستان","NO","NO",7,10,0,17
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",3788581,23,"Abdul Hasib Arian","عبدالحسيب ) آرين (","M","مستقل","NO","NO",7,13,0,20
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد )ريگی(","M","مستقل","NO","NO",15,15,0,30
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",7553,4699,0,12252
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",12223481,27,"Abdul Majid Samim","عبدالمجيد ) صميم (","M","مستقل","NO","NO",11,3,0,14
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6370916,30,"Mrs. Shahla Ata","شھلا ) عطا (","F","مستقل","NO","NO",82,81,8,171
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفيسور دوکتور غلام فاروق ) نجرابی(","M","حزب استقلال افغانستان","NO","NO",9,5,0,14
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور )زوری(","M","مستقل","NO","NO",46,14,0,60
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6155279,33,"Mohammad Hashim Tawfiqi","محمد ھاشم توفيقی","M","مستقل","NO","NO",14,16,0,30
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",26031,15679,880,42590
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله ) عبدالله (","M","مستقل","NO","NO",2786,1572,2,4360
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",6371180,38,"Dr. Frozan Fana","داکتر فروزان ) فنا (","F","مستقل","NO","NO",143,116,32,291
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",18,17,2,37
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",11348474,40,"Hidayat Amin Arsala","ھدايت امين ارسلا","M","مستقل","NO","NO",3,1,0,4
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","04","WARDAK","وردک",7849401,41,"Gul Ahmmad Yama","گل احمد )يما(","M","مستقل","NO","NO",9,13,0,22
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","05","LOGAR","لوگر",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحيم جان شيرزاد )فی سبيل الله(","M","مستقل","NO","NO",18,3,0,21
