"election_date","results_date","election_type","results_status","province_code","province_name_eng","province_name_dari","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","provincial_capital","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_gender","party_name_dari","past_winner","final_winner","male_ps_votes","fem_ps_votes","kuchi_ps_votes","votes"
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحيم جان شيرزاد )فی سبيل الله(","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",4657143,4,"Eng. Moin-ul-din Ulfati","انجنير معين الدين الفتی","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6350379,5,"Dr. Habib Mangal","داکتر حبيب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",7822442,6,"Zabih-U-llah Ghazi Noristani","ذبيح الله غازی نورستانی","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",7770491,7,"Sayed Jalal Karim","سيد جلال کريم","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6359075,8,"Mirwais Yasini","ميرويس ياسينی","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",3907996,9,"Bismillah Shir","بسم الله شير","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",2287256,10,"Bashir Ahmad Bizhan","بشير احمد بيژن","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",8894180,11,"Motasim Billah Mazhabi","معتصم با􏲽 مذھبی","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",860263,13,"Abdul Latif Pedram","عبداللطيف ) پدرام (","M","حزب کنگره ملی افغانستان","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",3010205,14,"Shahnawaz Tanai","شھنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام ) راکتی (","M","مستقل","NO","NO",0,12,0,12
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6350715,17,"Zia-ul-haq Hafizi","ضيا الحق ) حافظی (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6189294,18,"Mohammad Akbar Oria","محمد اکبر )اوريا (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",977770,20,"Sangin Mohammad Rahmani","سنگين محمد ) رحمانی (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",3010270,21,"Mahbob-U-lah Koshani","محبوب الله ) کوشانی(","M","حزب آزادگان افغانستان","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",3788581,23,"Abdul Hasib Arian","عبدالحسيب ) آرين (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد )ريگی(","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",2,35,0,37
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",12223481,27,"Abdul Majid Samim","عبدالمجيد ) صميم (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6370916,30,"Mrs. Shahla Ata","شھلا ) عطا (","F","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفيسور دوکتور غلام فاروق ) نجرابی(","M","حزب استقلال افغانستان","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور )زوری(","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6155279,33,"Mohammad Hashim Tawfiqi","محمد ھاشم توفيقی","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",779,1875,0,2654
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله ) عبدالله (","M","مستقل","NO","NO",228,1627,0,1855
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",6371180,38,"Dr. Frozan Fana","داکتر فروزان ) فنا (","F","مستقل","NO","NO",0,21,0,21
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",1,6,0,7
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",11348474,40,"Hidayat Amin Arsala","ھدايت امين ارسلا","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0807","JANI KHEIL PAKTIA","جانی خيل","0807","JANI KHEIL PAKTIA","جانی خيل","NO",7849401,41,"Gul Ahmmad Yama","گل احمد )يما(","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحيم جان شيرزاد )فی سبيل الله(","M","مستقل","NO","NO",0,2,0,2
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",4657143,4,"Eng. Moin-ul-din Ulfati","انجنير معين الدين الفتی","M","مستقل","NO","NO",2,0,0,2
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6350379,5,"Dr. Habib Mangal","داکتر حبيب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",5,107,0,112
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",7822442,6,"Zabih-U-llah Ghazi Noristani","ذبيح الله غازی نورستانی","M","مستقل","NO","NO",4,1,0,5
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",7770491,7,"Sayed Jalal Karim","سيد جلال کريم","M","مستقل","NO","NO",4,8,0,12
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6359075,8,"Mirwais Yasini","ميرويس ياسينی","M","مستقل","NO","NO",3,0,0,3
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",3907996,9,"Bismillah Shir","بسم الله شير","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",2287256,10,"Bashir Ahmad Bizhan","بشير احمد بيژن","M","مستقل","NO","NO",0,1,0,1
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",8894180,11,"Motasim Billah Mazhabi","معتصم با􏲽 مذھبی","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",252,319,0,571
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",860263,13,"Abdul Latif Pedram","عبداللطيف ) پدرام (","M","حزب کنگره ملی افغانستان","NO","NO",1,0,0,1
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",3010205,14,"Shahnawaz Tanai","شھنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",113,146,0,259
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام ) راکتی (","M","مستقل","NO","NO",79,10,0,89
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6350715,17,"Zia-ul-haq Hafizi","ضيا الحق ) حافظی (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6189294,18,"Mohammad Akbar Oria","محمد اکبر )اوريا (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",977770,20,"Sangin Mohammad Rahmani","سنگين محمد ) رحمانی (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",3010270,21,"Mahbob-U-lah Koshani","محبوب الله ) کوشانی(","M","حزب آزادگان افغانستان","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",3788581,23,"Abdul Hasib Arian","عبدالحسيب ) آرين (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد )ريگی(","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",20,17,0,37
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",12223481,27,"Abdul Majid Samim","عبدالمجيد ) صميم (","M","مستقل","NO","NO",6,0,0,6
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6370916,30,"Mrs. Shahla Ata","شھلا ) عطا (","F","مستقل","NO","NO",3,6,0,9
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفيسور دوکتور غلام فاروق ) نجرابی(","M","حزب استقلال افغانستان","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور )زوری(","M","مستقل","NO","NO",0,2,0,2
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6155279,33,"Mohammad Hashim Tawfiqi","محمد ھاشم توفيقی","M","مستقل","NO","NO",0,1,0,1
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",8310,8193,0,16503
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله ) عبدالله (","M","مستقل","NO","NO",714,47,0,761
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",6371180,38,"Dr. Frozan Fana","داکتر فروزان ) فنا (","F","مستقل","NO","NO",25,21,0,46
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",14,5,0,19
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",11348474,40,"Hidayat Amin Arsala","ھدايت امين ارسلا","M","مستقل","NO","NO",0,2,0,2
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0808","DAND PATAN","دند پتان","0808","DAND PATAN","دند پتان","NO",7849401,41,"Gul Ahmmad Yama","گل احمد )يما(","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحيم جان شيرزاد )فی سبيل الله(","M","مستقل","NO","NO",1,1,0,2
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",0,2,0,2
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",4657143,4,"Eng. Moin-ul-din Ulfati","انجنير معين الدين الفتی","M","مستقل","NO","NO",3,1,0,4
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",6350379,5,"Dr. Habib Mangal","داکتر حبيب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",1292,2151,0,3443
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",7822442,6,"Zabih-U-llah Ghazi Noristani","ذبيح الله غازی نورستانی","M","مستقل","NO","NO",4,0,0,4
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",7770491,7,"Sayed Jalal Karim","سيد جلال کريم","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",6359075,8,"Mirwais Yasini","ميرويس ياسينی","M","مستقل","NO","NO",74,396,0,470
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",3907996,9,"Bismillah Shir","بسم الله شير","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",2287256,10,"Bashir Ahmad Bizhan","بشير احمد بيژن","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",8894180,11,"Motasim Billah Mazhabi","معتصم با􏲽 مذھبی","M","مستقل","NO","NO",1,0,0,1
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",639,1044,0,1683
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",860263,13,"Abdul Latif Pedram","عبداللطيف ) پدرام (","M","حزب کنگره ملی افغانستان","NO","NO",0,2,0,2
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",3010205,14,"Shahnawaz Tanai","شھنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",70,47,0,117
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام ) راکتی (","M","مستقل","NO","NO",64,8,0,72
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",6350715,17,"Zia-ul-haq Hafizi","ضيا الحق ) حافظی (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",6189294,18,"Mohammad Akbar Oria","محمد اکبر )اوريا (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",977770,20,"Sangin Mohammad Rahmani","سنگين محمد ) رحمانی (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",3010270,21,"Mahbob-U-lah Koshani","محبوب الله ) کوشانی(","M","حزب آزادگان افغانستان","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",3788581,23,"Abdul Hasib Arian","عبدالحسيب ) آرين (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد )ريگی(","M","مستقل","NO","NO",4,0,0,4
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",11,17,0,28
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",12223481,27,"Abdul Majid Samim","عبدالمجيد ) صميم (","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",6370916,30,"Mrs. Shahla Ata","شھلا ) عطا (","F","مستقل","NO","NO",4,9,0,13
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفيسور دوکتور غلام فاروق ) نجرابی(","M","حزب استقلال افغانستان","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور )زوری(","M","مستقل","NO","NO",0,0,0,0
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",6155279,33,"Mohammad Hashim Tawfiqi","محمد ھاشم توفيقی","M","مستقل","NO","NO",0,11,0,11
2009-08-20,2009-09-16,"PRESIDENTIAL","PRELIMINARY","08","PAKTIA","پکتيا","0809","SAMKANAI","حمکنی","0809","SAMKANAI","حمکنی","NO",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",10045,12544,0,22589
