"pc_code","candidate_code","votes"
"0101009","100_1_1",219
"0101009","100_1_10",1
"0101009","100_1_24",45
"0101009","100_1_25",0
"0101009","100_1_28",2
"0101009","100_1_37",1
"0101009","100_1_4",7
"0101009","100_1_7",1
"0101009","101_1_13",77
"0101009","101_1_16",0
"0101009","101_1_19",1
"0101010","100_1_1",490
"0101010","100_1_10",1
"0101010","100_1_24",63
"0101010","100_1_25",2
"0101010","100_1_28",2
"0101010","100_1_37",2
"0101010","100_1_4",50
"0101010","100_1_7",11
"0101010","101_1_13",226
"0101010","101_1_16",0
"0101010","101_1_19",1
"0101011","100_1_1",233
"0101011","100_1_10",1
"0101011","100_1_24",70
"0101011","100_1_25",1
"0101011","100_1_28",6
"0101011","100_1_37",1
"0101011","100_1_4",7
"0101011","100_1_7",4
"0101011","101_1_13",103
"0101011","101_1_16",0
"0101011","101_1_19",1
"0101012","100_1_1",212
"0101012","100_1_10",0
"0101012","100_1_24",15
"0101012","100_1_25",0
"0101012","100_1_28",7
"0101012","100_1_37",0
"0101012","100_1_4",5
"0101012","100_1_7",1
"0101012","101_1_13",128
"0101012","101_1_16",0
"0101012","101_1_19",1
"0101013","100_1_1",912
"0101013","100_1_10",1
"0101013","100_1_24",258
"0101013","100_1_25",3
"0101013","100_1_28",23
"0101013","100_1_37",10
"0101013","100_1_4",4
"0101013","100_1_7",2
"0101013","101_1_13",245
"0101013","101_1_16",6
"0101013","101_1_19",10
"0101014","100_1_1",411
"0101014","100_1_10",0
"0101014","100_1_24",11
"0101014","100_1_25",0
"0101014","100_1_28",1
"0101014","100_1_37",0
"0101014","100_1_4",11
"0101014","100_1_7",3
"0101014","101_1_13",38
"0101014","101_1_16",0
"0101014","101_1_19",2
"0101015","100_1_1",161
"0101015","100_1_10",0
"0101015","100_1_24",29
"0101015","100_1_25",0
"0101015","100_1_28",2
"0101015","100_1_37",0
"0101015","100_1_4",27
"0101015","100_1_7",11
"0101015","101_1_13",71
"0101015","101_1_16",0
"0101015","101_1_19",3
"0101016","100_1_1",326
"0101016","100_1_10",0
"0101016","100_1_24",47
"0101016","100_1_25",3
"0101016","100_1_28",2
"0101016","100_1_37",3
"0101016","100_1_4",15
"0101016","100_1_7",7
"0101016","101_1_13",137
"0101016","101_1_16",1
"0101016","101_1_19",5
"0101017","100_1_1",826
"0101017","100_1_10",4
"0101017","100_1_24",233
"0101017","100_1_25",5
"0101017","100_1_28",21
"0101017","100_1_37",6
"0101017","100_1_4",10
"0101017","100_1_7",3
"0101017","101_1_13",159
"0101017","101_1_16",5
"0101017","101_1_19",13
"0101018","100_1_1",272
"0101018","100_1_10",1
"0101018","100_1_24",41
"0101018","100_1_25",1
"0101018","100_1_28",2
"0101018","100_1_37",2
"0101018","100_1_4",28
"0101018","100_1_7",5
"0101018","101_1_13",76
"0101018","101_1_16",0
"0101018","101_1_19",5
"0101019","100_1_1",594
"0101019","100_1_10",0
"0101019","100_1_24",56
"0101019","100_1_25",0
"0101019","100_1_28",13
"0101019","100_1_37",1
"0101019","100_1_4",38
"0101019","100_1_7",14
"0101019","101_1_13",161
"0101019","101_1_16",2
"0101019","101_1_19",15
"0101020","100_1_1",231
"0101020","100_1_10",0
"0101020","100_1_24",24
"0101020","100_1_25",1
"0101020","100_1_28",0
"0101020","100_1_37",1
"0101020","100_1_4",23
"0101020","100_1_7",5
"0101020","101_1_13",59
"0101020","101_1_16",0
"0101020","101_1_19",3
"0101021","100_1_1",433
"0101021","100_1_10",2
"0101021","100_1_24",69
"0101021","100_1_25",3
"0101021","100_1_28",5
"0101021","100_1_37",0
"0101021","100_1_4",47
"0101021","100_1_7",14
"0101021","101_1_13",314
"0101021","101_1_16",0
"0101021","101_1_19",4
"0101022","100_1_1",369
"0101022","100_1_10",1
"0101022","100_1_24",68
"0101022","100_1_25",1
"0101022","100_1_28",0
"0101022","100_1_37",0
"0101022","100_1_4",32
"0101022","100_1_7",7
"0101022","101_1_13",105
"0101022","101_1_16",1
"0101022","101_1_19",2
"0101023","100_1_1",322
"0101023","100_1_10",2
"0101023","100_1_24",46
"0101023","100_1_25",2
"0101023","100_1_28",1
"0101023","100_1_37",2
"0101023","100_1_4",27
"0101023","100_1_7",6
"0101023","101_1_13",107
"0101023","101_1_16",0
"0101023","101_1_19",3
"0101024","100_1_1",927
"0101024","100_1_10",1
"0101024","100_1_24",84
"0101024","100_1_25",1
"0101024","100_1_28",2
"0101024","100_1_37",3
"0101024","100_1_4",40
"0101024","100_1_7",8
"0101024","101_1_13",220
"0101024","101_1_16",0
"0101024","101_1_19",6
"0101025","100_1_1",1702
"0101025","100_1_10",0
"0101025","100_1_24",129
"0101025","100_1_25",1
"0101025","100_1_28",3
"0101025","100_1_37",0
"0101025","100_1_4",89
"0101025","100_1_7",12
"0101025","101_1_13",400
"0101025","101_1_16",1
"0101025","101_1_19",12
"0101026","100_1_1",539
"0101026","100_1_10",0
"0101026","100_1_24",24
"0101026","100_1_25",0
"0101026","100_1_28",0
"0101026","100_1_37",1
"0101026","100_1_4",16
"0101026","100_1_7",1
"0101026","101_1_13",57
"0101026","101_1_16",0
"0101026","101_1_19",2
"0101027","100_1_1",571
"0101027","100_1_10",0
"0101027","100_1_24",45
"0101027","100_1_25",0
"0101027","100_1_28",0
"0101027","100_1_37",1
"0101027","100_1_4",29
"0101027","100_1_7",14
"0101027","101_1_13",161
"0101027","101_1_16",0
"0101027","101_1_19",4
"0101028","100_1_1",696
"0101028","100_1_10",0
"0101028","100_1_24",172
"0101028","100_1_25",1
"0101028","100_1_28",3
"0101028","100_1_37",2
"0101028","100_1_4",88
"0101028","100_1_7",5
"0101028","101_1_13",445
"0101028","101_1_16",0
"0101028","101_1_19",3
"0101029","100_1_1",152
"0101029","100_1_10",0
"0101029","100_1_24",41
"0101029","100_1_25",1
"0101029","100_1_28",7
"0101029","100_1_37",0
"0101029","100_1_4",6
"0101029","100_1_7",2
"0101029","101_1_13",105
"0101029","101_1_16",0
"0101029","101_1_19",2
"0101030","100_1_1",1160
"0101030","100_1_10",0
"0101030","100_1_24",52
"0101030","100_1_25",0
"0101030","100_1_28",2
"0101030","100_1_37",0
"0101030","100_1_4",22
"0101030","100_1_7",0
"0101030","101_1_13",111
"0101030","101_1_16",0
"0101030","101_1_19",1
"0101031","100_1_1",70
"0101031","100_1_10",0
"0101031","100_1_24",5
"0101031","100_1_25",0
"0101031","100_1_28",0
"0101031","100_1_37",0
"0101031","100_1_4",17
"0101031","100_1_7",1
"0101031","101_1_13",28
"0101031","101_1_16",0
"0101031","101_1_19",1
"0101032","100_1_1",909
"0101032","100_1_10",2
"0101032","100_1_24",246
"0101032","100_1_25",1
"0101032","100_1_28",18
"0101032","100_1_37",2
"0101032","100_1_4",130
"0101032","100_1_7",30
"0101032","101_1_13",628
"0101032","101_1_16",2
"0101032","101_1_19",4
"0101033","100_1_1",1214
"0101033","100_1_10",0
"0101033","100_1_24",292
"0101033","100_1_25",0
"0101033","100_1_28",19
"0101033","100_1_37",4
"0101033","100_1_4",157
"0101033","100_1_7",47
"0101033","101_1_13",784
"0101033","101_1_16",1
"0101033","101_1_19",11
"0101034","100_1_1",834
"0101034","100_1_10",0
"0101034","100_1_24",227
"0101034","100_1_25",0
"0101034","100_1_28",6
"0101034","100_1_37",5
"0101034","100_1_4",38
"0101034","100_1_7",6
"0101034","101_1_13",417
"0101034","101_1_16",3
"0101034","101_1_19",8
"0101035","100_1_1",962
"0101035","100_1_10",0
"0101035","100_1_24",275
"0101035","100_1_25",7
"0101035","100_1_28",13
"0101035","100_1_37",4
"0101035","100_1_4",86
"0101035","100_1_7",29
"0101035","101_1_13",507
"0101035","101_1_16",2
"0101035","101_1_19",9
"0101036","100_1_1",1429
"0101036","100_1_10",1
"0101036","100_1_24",302
"0101036","100_1_25",3
"0101036","100_1_28",16
"0101036","100_1_37",4
"0101036","100_1_4",64
"0101036","100_1_7",11
"0101036","101_1_13",501
"0101036","101_1_16",1
"0101036","101_1_19",21
"0101037","100_1_1",385
"0101037","100_1_10",0
"0101037","100_1_24",49
"0101037","100_1_25",2
"0101037","100_1_28",2
"0101037","100_1_37",1
"0101037","100_1_4",50
"0101037","100_1_7",16
"0101037","101_1_13",354
"0101037","101_1_16",2
"0101037","101_1_19",2
"0101038","100_1_1",1427
"0101038","100_1_10",0
"0101038","100_1_24",301
"0101038","100_1_25",2
"0101038","100_1_28",22
"0101038","100_1_37",2
"0101038","100_1_4",49
"0101038","100_1_7",13
"0101038","101_1_13",318
"0101038","101_1_16",1
"0101038","101_1_19",11
"0101039","100_1_1",990
"0101039","100_1_10",3
"0101039","100_1_24",118
"0101039","100_1_25",1
"0101039","100_1_28",7
"0101039","100_1_37",7
"0101039","100_1_4",111
"0101039","100_1_7",21
"0101039","101_1_13",635
"0101039","101_1_16",2
"0101039","101_1_19",8
"0101040","100_1_1",481
"0101040","100_1_10",1
"0101040","100_1_24",109
"0101040","100_1_25",1
"0101040","100_1_28",8
"0101040","100_1_37",3
"0101040","100_1_4",92
"0101040","100_1_7",19
"0101040","101_1_13",423
"0101040","101_1_16",4
"0101040","101_1_19",5
"0101041","100_1_1",352
"0101041","100_1_10",0
"0101041","100_1_24",50
"0101041","100_1_25",1
"0101041","100_1_28",2
"0101041","100_1_37",0
"0101041","100_1_4",14
"0101041","100_1_7",5
"0101041","101_1_13",181
"0101041","101_1_16",0
"0101041","101_1_19",7
"0101042","100_1_1",355
"0101042","100_1_10",0
"0101042","100_1_24",83
"0101042","100_1_25",0
"0101042","100_1_28",4
"0101042","100_1_37",0
"0101042","100_1_4",52
"0101042","100_1_7",23
"0101042","101_1_13",310
"0101042","101_1_16",0
"0101042","101_1_19",5
"0101043","100_1_1",314
"0101043","100_1_10",0
"0101043","100_1_24",84
"0101043","100_1_25",1
"0101043","100_1_28",1
"0101043","100_1_37",0
"0101043","100_1_4",31
"0101043","100_1_7",10
"0101043","101_1_13",221
"0101043","101_1_16",1
"0101043","101_1_19",4
"0101044","100_1_1",581
"0101044","100_1_10",2
"0101044","100_1_24",113
"0101044","100_1_25",1
"0101044","100_1_28",13
"0101044","100_1_37",2
"0101044","100_1_4",113
"0101044","100_1_7",12
"0101044","101_1_13",468
"0101044","101_1_16",4
"0101044","101_1_19",4
"0101045","100_1_1",726
"0101045","100_1_10",0
"0101045","100_1_24",136
"0101045","100_1_25",2
"0101045","100_1_28",8
"0101045","100_1_37",3
"0101045","100_1_4",55
"0101045","100_1_7",14
"0101045","101_1_13",434
"0101045","101_1_16",0
"0101045","101_1_19",10
"0101046","100_1_1",391
"0101046","100_1_10",0
"0101046","100_1_24",77
"0101046","100_1_25",2
"0101046","100_1_28",4
"0101046","100_1_37",9
"0101046","100_1_4",20
"0101046","100_1_7",5
"0101046","101_1_13",98
"0101046","101_1_16",0
"0101046","101_1_19",2
"0101047","100_1_1",560
"0101047","100_1_10",0
"0101047","100_1_24",202
"0101047","100_1_25",1
"0101047","100_1_28",6
"0101047","100_1_37",0
"0101047","100_1_4",34
"0101047","100_1_7",16
"0101047","101_1_13",438
"0101047","101_1_16",2
"0101047","101_1_19",4
"0101048","100_1_1",802
"0101048","100_1_10",2
"0101048","100_1_24",135
"0101048","100_1_25",1
"0101048","100_1_28",5
"0101048","100_1_37",2
"0101048","100_1_4",86
"0101048","100_1_7",3
"0101048","101_1_13",338
"0101048","101_1_16",0
"0101048","101_1_19",8
"0101049","100_1_1",590
"0101049","100_1_10",0
"0101049","100_1_24",127
"0101049","100_1_25",1
"0101049","100_1_28",0
"0101049","100_1_37",0
"0101049","100_1_4",77
"0101049","100_1_7",4
"0101049","101_1_13",389
"0101049","101_1_16",0
"0101049","101_1_19",4
"0101050","100_1_1",1052
"0101050","100_1_10",3
"0101050","100_1_24",227
"0101050","100_1_25",6
"0101050","100_1_28",0
"0101050","100_1_37",2
"0101050","100_1_4",68
"0101050","100_1_7",16
"0101050","101_1_13",1435
"0101050","101_1_16",6
"0101050","101_1_19",12
"0101051","100_1_1",519
"0101051","100_1_10",1
"0101051","100_1_24",231
"0101051","100_1_25",7
"0101051","100_1_28",5
"0101051","100_1_37",3
"0101051","100_1_4",31
"0101051","100_1_7",6
"0101051","101_1_13",2058
"0101051","101_1_16",4
"0101051","101_1_19",9
"0101052","100_1_1",460
"0101052","100_1_10",0
"0101052","100_1_24",74
"0101052","100_1_25",0
"0101052","100_1_28",0
"0101052","100_1_37",0
"0101052","100_1_4",38
"0101052","100_1_7",10
"0101052","101_1_13",397
"0101052","101_1_16",0
"0101052","101_1_19",9
"0101053","100_1_1",536
"0101053","100_1_10",1
"0101053","100_1_24",120
"0101053","100_1_25",7
"0101053","100_1_28",14
"0101053","100_1_37",5
"0101053","100_1_4",35
"0101053","100_1_7",8
"0101053","101_1_13",888
"0101053","101_1_16",3
"0101053","101_1_19",11
"0101054","100_1_1",1065
"0101054","100_1_10",0
"0101054","100_1_24",124
"0101054","100_1_25",1
"0101054","100_1_28",4
"0101054","100_1_37",1
"0101054","100_1_4",55
"0101054","100_1_7",10
"0101054","101_1_13",483
"0101054","101_1_16",2
"0101054","101_1_19",7
"0101055","100_1_1",582
"0101055","100_1_10",0
"0101055","100_1_24",39
"0101055","100_1_25",1
"0101055","100_1_28",2
"0101055","100_1_37",0
"0101055","100_1_4",36
"0101055","100_1_7",5
"0101055","101_1_13",113
"0101055","101_1_16",0
"0101055","101_1_19",0
"0101056","100_1_1",339
"0101056","100_1_10",0
"0101056","100_1_24",55
"0101056","100_1_25",0
"0101056","100_1_28",1
"0101056","100_1_37",1
"0101056","100_1_4",21
"0101056","100_1_7",1
"0101056","101_1_13",113
"0101056","101_1_16",0
"0101056","101_1_19",2
"0101057","100_1_1",755
"0101057","100_1_10",0
"0101057","100_1_24",98
"0101057","100_1_25",0
"0101057","100_1_28",2
"0101057","100_1_37",0
"0101057","100_1_4",81
"0101057","100_1_7",11
"0101057","101_1_13",295
"0101057","101_1_16",0
"0101057","101_1_19",9
"0101058","100_1_1",849
"0101058","100_1_10",1
"0101058","100_1_24",121
"0101058","100_1_25",0
"0101058","100_1_28",5
"0101058","100_1_37",0
"0101058","100_1_4",79
"0101058","100_1_7",12
"0101058","101_1_13",361
"0101058","101_1_16",0
"0101058","101_1_19",4
"0101059","100_1_1",599
"0101059","100_1_10",0
"0101059","100_1_24",137
"0101059","100_1_25",1
"0101059","100_1_28",5
"0101059","100_1_37",0
"0101059","100_1_4",35
"0101059","100_1_7",8
"0101059","101_1_13",247
"0101059","101_1_16",2
"0101059","101_1_19",14
"0101060","100_1_1",1487
"0101060","100_1_10",0
"0101060","100_1_24",120
"0101060","100_1_25",0
"0101060","100_1_28",4
"0101060","100_1_37",2
"0101060","100_1_4",109
"0101060","100_1_7",41
"0101060","101_1_13",418
"0101060","101_1_16",1
"0101060","101_1_19",9
"0101061","100_1_1",447
"0101061","100_1_10",0
"0101061","100_1_24",109
"0101061","100_1_25",1
"0101061","100_1_28",0
"0101061","100_1_37",0
"0101061","100_1_4",29
"0101061","100_1_7",3
"0101061","101_1_13",636
"0101061","101_1_16",0
"0101061","101_1_19",6
"0101062","100_1_1",1328
"0101062","100_1_10",2
"0101062","100_1_24",320
"0101062","100_1_25",2
"0101062","100_1_28",6
"0101062","100_1_37",3
"0101062","100_1_4",50
"0101062","100_1_7",15
"0101062","101_1_13",1277
"0101062","101_1_16",1
"0101062","101_1_19",11
"0101063","100_1_1",1153
"0101063","100_1_10",0
"0101063","100_1_24",70
"0101063","100_1_25",1
"0101063","100_1_28",8
"0101063","100_1_37",2
"0101063","100_1_4",37
"0101063","100_1_7",5
"0101063","101_1_13",258
"0101063","101_1_16",2
"0101063","101_1_19",3
"0101064","100_1_1",1075
"0101064","100_1_10",1
"0101064","100_1_24",100
"0101064","100_1_25",2
"0101064","100_1_28",11
"0101064","100_1_37",2
"0101064","100_1_4",88
"0101064","100_1_7",33
"0101064","101_1_13",872
"0101064","101_1_16",2
"0101064","101_1_19",4
"0101065","100_1_1",840
"0101065","100_1_10",0
"0101065","100_1_24",162
"0101065","100_1_25",2
"0101065","100_1_28",11
"0101065","100_1_37",2
"0101065","100_1_4",43
"0101065","100_1_7",14
"0101065","101_1_13",309
"0101065","101_1_16",1
"0101065","101_1_19",9
"0101066","100_1_1",1044
"0101066","100_1_10",0
"0101066","100_1_24",149
"0101066","100_1_25",2
"0101066","100_1_28",3
"0101066","100_1_37",0
"0101066","100_1_4",64
"0101066","100_1_7",20
"0101066","101_1_13",331
"0101066","101_1_16",1
"0101066","101_1_19",3
"0101067","100_1_1",336
"0101067","100_1_10",3
"0101067","100_1_24",75
"0101067","100_1_25",0
"0101067","100_1_28",44
"0101067","100_1_37",0
"0101067","100_1_4",35
"0101067","100_1_7",17
"0101067","101_1_13",179
"0101067","101_1_16",0
"0101067","101_1_19",2
"0101068","100_1_1",451
"0101068","100_1_10",0
"0101068","100_1_24",277
"0101068","100_1_25",0
"0101068","100_1_28",4
"0101068","100_1_37",2
"0101068","100_1_4",39
"0101068","100_1_7",10
"0101068","101_1_13",365
"0101068","101_1_16",0
"0101068","101_1_19",6
"0101069","100_1_1",240
"0101069","100_1_10",2
"0101069","100_1_24",88
"0101069","100_1_25",1
"0101069","100_1_28",2
"0101069","100_1_37",2
"0101069","100_1_4",24
"0101069","100_1_7",5
"0101069","101_1_13",131
"0101069","101_1_16",0
"0101069","101_1_19",1
"0101070","100_1_1",985
"0101070","100_1_10",0
"0101070","100_1_24",122
"0101070","100_1_25",1
"0101070","100_1_28",24
"0101070","100_1_37",4
"0101070","100_1_4",500
"0101070","100_1_7",58
"0101070","101_1_13",753
"0101070","101_1_16",0
"0101070","101_1_19",9
"0101071","100_1_1",1098
"0101071","100_1_10",3
"0101071","100_1_24",213
"0101071","100_1_25",0
"0101071","100_1_28",5
"0101071","100_1_37",5
"0101071","100_1_4",26
"0101071","100_1_7",3
"0101071","101_1_13",224
"0101071","101_1_16",0
"0101071","101_1_19",17
"0101072","100_1_1",734
"0101072","100_1_10",0
"0101072","100_1_24",131
"0101072","100_1_25",0
"0101072","100_1_28",6
"0101072","100_1_37",2
"0101072","100_1_4",36
"0101072","100_1_7",7
"0101072","101_1_13",224
"0101072","101_1_16",1
"0101072","101_1_19",2
"0101073","100_1_1",645
"0101073","100_1_10",0
"0101073","100_1_24",111
"0101073","100_1_25",1
"0101073","100_1_28",20
"0101073","100_1_37",3
"0101073","100_1_4",551
"0101073","100_1_7",75
"0101073","101_1_13",887
"0101073","101_1_16",0
"0101073","101_1_19",12
"0101074","100_1_1",1061
"0101074","100_1_10",2
"0101074","100_1_24",163
"0101074","100_1_25",0
"0101074","100_1_28",4
"0101074","100_1_37",2
"0101074","100_1_4",193
"0101074","100_1_7",40
"0101074","101_1_13",1604
"0101074","101_1_16",0
"0101074","101_1_19",5
"0101075","100_1_1",527
"0101075","100_1_10",0
"0101075","100_1_24",80
"0101075","100_1_25",0
"0101075","100_1_28",7
"0101075","100_1_37",1
"0101075","100_1_4",131
"0101075","100_1_7",10
"0101075","101_1_13",306
"0101075","101_1_16",2
"0101075","101_1_19",7
"0101076","100_1_1",298
"0101076","100_1_10",0
"0101076","100_1_24",86
"0101076","100_1_25",2
"0101076","100_1_28",6
"0101076","100_1_37",3
"0101076","100_1_4",209
"0101076","100_1_7",55
"0101076","101_1_13",716
"0101076","101_1_16",2
"0101076","101_1_19",4
"0101077","100_1_1",929
"0101077","100_1_10",2
"0101077","100_1_24",214
"0101077","100_1_25",0
"0101077","100_1_28",9
"0101077","100_1_37",3
"0101077","100_1_4",88
"0101077","100_1_7",24
"0101077","101_1_13",577
"0101077","101_1_16",0
"0101077","101_1_19",8
"0101078","100_1_1",385
"0101078","100_1_10",2
"0101078","100_1_24",104
"0101078","100_1_25",2
"0101078","100_1_28",9
"0101078","100_1_37",3
"0101078","100_1_4",413
"0101078","100_1_7",56
"0101078","101_1_13",464
"0101078","101_1_16",5
"0101078","101_1_19",4
"0101079","100_1_1",252
"0101079","100_1_10",0
"0101079","100_1_24",120
"0101079","100_1_25",1
"0101079","100_1_28",4
"0101079","100_1_37",3
"0101079","100_1_4",446
"0101079","100_1_7",50
"0101079","101_1_13",496
"0101079","101_1_16",1
"0101079","101_1_19",6
"0101080","100_1_1",537
"0101080","100_1_10",2
"0101080","100_1_24",64
"0101080","100_1_25",1
"0101080","100_1_28",5
"0101080","100_1_37",1
"0101080","100_1_4",310
"0101080","100_1_7",48
"0101080","101_1_13",414
"0101080","101_1_16",1
"0101080","101_1_19",6
"0101081","100_1_1",206
"0101081","100_1_10",0
"0101081","100_1_24",50
"0101081","100_1_25",1
"0101081","100_1_28",7
"0101081","100_1_37",1
"0101081","100_1_4",284
"0101081","100_1_7",10
"0101081","101_1_13",455
"0101081","101_1_16",2
"0101081","101_1_19",1
"0101082","100_1_1",831
"0101082","100_1_10",2
"0101082","100_1_24",146
"0101082","100_1_25",2
"0101082","100_1_28",6
"0101082","100_1_37",6
"0101082","100_1_4",285
"0101082","100_1_7",22
"0101082","101_1_13",993
"0101082","101_1_16",2
"0101082","101_1_19",9
"0101083","100_1_1",523
"0101083","100_1_10",0
"0101083","100_1_24",54
"0101083","100_1_25",0
"0101083","100_1_28",7
"0101083","100_1_37",2
"0101083","100_1_4",455
"0101083","100_1_7",36
"0101083","101_1_13",357
"0101083","101_1_16",0
"0101083","101_1_19",2
"0101084","100_1_1",291
"0101084","100_1_10",0
"0101084","100_1_24",51
"0101084","100_1_25",2
"0101084","100_1_28",4
"0101084","100_1_37",5
"0101084","100_1_4",157
"0101084","100_1_7",30
"0101084","101_1_13",302
"0101084","101_1_16",0
"0101084","101_1_19",6
"0101085","100_1_1",172
"0101085","100_1_10",0
"0101085","100_1_24",41
"0101085","100_1_25",0
"0101085","100_1_28",6
"0101085","100_1_37",0
"0101085","100_1_4",258
"0101085","100_1_7",31
"0101085","101_1_13",222
"0101085","101_1_16",0
"0101085","101_1_19",3
"0101086","100_1_1",567
"0101086","100_1_10",1
"0101086","100_1_24",207
"0101086","100_1_25",0
"0101086","100_1_28",11
"0101086","100_1_37",2
"0101086","100_1_4",107
"0101086","100_1_7",46
"0101086","101_1_13",561
"0101086","101_1_16",1
"0101086","101_1_19",13
"0101087","100_1_1",525
"0101087","100_1_10",3
"0101087","100_1_24",156
"0101087","100_1_25",1
"0101087","100_1_28",6
"0101087","100_1_37",0
"0101087","100_1_4",147
"0101087","100_1_7",13
"0101087","101_1_13",551
"0101087","101_1_16",0
"0101087","101_1_19",7
"0101088","100_1_1",487
"0101088","100_1_10",1
"0101088","100_1_24",108
"0101088","100_1_25",2
"0101088","100_1_28",7
"0101088","100_1_37",1
"0101088","100_1_4",150
"0101088","100_1_7",17
"0101088","101_1_13",451
"0101088","101_1_16",1
"0101088","101_1_19",2
"0101089","100_1_1",625
"0101089","100_1_10",0
"0101089","100_1_24",170
"0101089","100_1_25",1
"0101089","100_1_28",9
"0101089","100_1_37",4
"0101089","100_1_4",357
"0101089","100_1_7",76
"0101089","101_1_13",831
"0101089","101_1_16",3
"0101089","101_1_19",7
"0101090","100_1_1",105
"0101090","100_1_10",0
"0101090","100_1_24",15
"0101090","100_1_25",0
"0101090","100_1_28",1
"0101090","100_1_37",1
"0101090","100_1_4",25
"0101090","100_1_7",0
"0101090","101_1_13",51
"0101090","101_1_16",0
"0101090","101_1_19",1
"0101091","100_1_1",304
"0101091","100_1_10",1
"0101091","100_1_24",117
"0101091","100_1_25",1
"0101091","100_1_28",9
"0101091","100_1_37",1
"0101091","100_1_4",91
"0101091","100_1_7",15
"0101091","101_1_13",341
"0101091","101_1_16",0
"0101091","101_1_19",8
"0101092","100_1_1",469
"0101092","100_1_10",2
"0101092","100_1_24",162
"0101092","100_1_25",4
"0101092","100_1_28",17
"0101092","100_1_37",4
"0101092","100_1_4",296
"0101092","100_1_7",31
"0101092","101_1_13",1247
"0101092","101_1_16",2
"0101092","101_1_19",1
"0101093","100_1_1",356
"0101093","100_1_10",0
"0101093","100_1_24",86
"0101093","100_1_25",0
"0101093","100_1_28",9
"0101093","100_1_37",0
"0101093","100_1_4",241
"0101093","100_1_7",44
"0101093","101_1_13",398
"0101093","101_1_16",0
"0101093","101_1_19",5
"0101094","100_1_1",719
"0101094","100_1_10",0
"0101094","100_1_24",189
"0101094","100_1_25",0
"0101094","100_1_28",15
"0101094","100_1_37",4
"0101094","100_1_4",280
"0101094","100_1_7",45
"0101094","101_1_13",894
"0101094","101_1_16",2
"0101094","101_1_19",7
"0101095","100_1_1",1106
"0101095","100_1_10",2
"0101095","100_1_24",290
"0101095","100_1_25",5
"0101095","100_1_28",10
"0101095","100_1_37",4
"0101095","100_1_4",448
"0101095","100_1_7",112
"0101095","101_1_13",676
"0101095","101_1_16",1
"0101095","101_1_19",15
"0101096","100_1_1",2135
"0101096","100_1_10",0
"0101096","100_1_24",464
"0101096","100_1_25",1
"0101096","100_1_28",17
"0101096","100_1_37",5
"0101096","100_1_4",16
"0101096","100_1_7",2
"0101096","101_1_13",251
"0101096","101_1_16",3
"0101096","101_1_19",18
"0101097","100_1_1",3495
"0101097","100_1_10",3
"0101097","100_1_24",525
"0101097","100_1_25",3
"0101097","100_1_28",63
"0101097","100_1_37",11
"0101097","100_1_4",24
"0101097","100_1_7",2
"0101097","101_1_13",310
"0101097","101_1_16",6
"0101097","101_1_19",28
"0101098","100_1_1",2470
"0101098","100_1_10",0
"0101098","100_1_24",434
"0101098","100_1_25",0
"0101098","100_1_28",16
