"province_code","2012_AGCHO_district_code","province_name_eng","district_name_eng","AGI","AGR","AGT","AGV","BRS","BSD","NFS","NHS","SNW","URB","WAT","fao_total","calculated_total","difference","check","pct_urban","pct_irrigated"
"15","1517","BADAKHSHAN","Khwahan",89,8648,236,0,2,0,1408,60666,0,78,2385,73512,73512,0,"OK",0.00106105125693764,0.00121068669060834
"15","1518","BADAKHSHAN","Keshem",3776,30542,507,0,502,0,1312,38647,0,770,921,76977,76977,0,"OK",0.0100029879054783,0.0490536134169947
"15","1519","BADAKHSHAN","Tagab",1218,6538,277,0,16054,0,5352,104900,4883,113,653,139988,139988,0,"OK",0.000807212046746864,0.00870074577820956
"15","1520","BADAKHSHAN","Yamgan",2599,10802,352,0,21472,0,78,135755,4071,78,896,176105,176103,-2,"ERROR",0.000442922607792031,0.0147584084314293
"15","1521","BADAKHSHAN","Jorm",3884,11987,753,0,3012,0,0,101774,493,267,535,122705,122705,0,"OK",0.0021759504502669,0.031653151868302
"15","1522","BADAKHSHAN","Warduj",2719,2627,389,0,12277,0,1738,66097,1924,124,782,88678,88677,-1,"ERROR",0.00139833327694893,0.0306618401614849
"15","1523","BADAKHSHAN","Eshkashem",5082,603,92,0,20250,0,13,78050,5881,71,3390,113431,113432,1,"ERROR",0.000625925664715424,0.0448021722265322
"15","1524","BADAKHSHAN","Darwaz",1979,6386,526,0,8713,0,82,86492,16907,78,1238,122400,122401,1,"ERROR",0.000637249695672421,0.0161681685607144
"15","1525","BADAKHSHAN","Shaki",983,2366,342,0,2156,0,872,51914,2803,50,589,62074,62075,1,"ERROR",0.000805477245267821,0.0158356826419654
"15","1526","BADAKHSHAN","Koran wa Monjan",2520,50,51,0,187897,0,415,276109,49439,22,5331,521834,521834,0,"OK",0.0000421590007550294,0.004829121904667
"15","1527","BADAKHSHAN","Zebak",1951,85,13,0,63182,0,13,79868,12659,31,4289,162092,162091,-1,"ERROR",0.000191250593802247,0.0120364486615543
"15","1528","BADAKHSHAN","Wakhan",4768,17,27,0,457645,0,7168,415137,174340,140,35550,1094792,1094792,0,"OK",0.000127878172292088,0.00435516518206198
"16","1601","TAKHAR","Talogan",13359,49921,385,0,1650,0,99,13510,10,2445,3406,84783,84785,2,"ERROR",0.0288376481688978,0.157563248216076
"16","1602","TAKHAR","Hazar Sumuch",53,24646,4,0,1138,0,27,8065,0,371,265,34571,34569,-2,"ERROR",0.0107321588706645,0.00153316555295207
"16","1603","TAKHAR","Baharak",6739,13506,125,0,42,0,0,3001,0,582,334,24329,24329,0,"OK",0.0239220683135353,0.276994533273049
"16","1604","TAKHAR","Bangi",2564,36908,158,0,746,0,105,17916,0,668,1234,60299,60299,0,"OK",0.0110781273321282,0.0425214348496658
"16","1605","TAKHAR","Chal",292,14046,253,0,58,0,2476,14411,0,278,800,32614,32614,0,"OK",0.0085239467713252,0.00895321027779481
"16","1606","TAKHAR","Namakab",198,14798,112,0,4185,0,2051,32116,609,162,511,54742,54742,0,"OK",0.00295933652405831,0.00361696686273793
"16","1607","TAKHAR","Farkhar",2961,15312,573,0,5729,0,12031,86745,315,283,1592,125541,125541,0,"OK",0.00225424363355398,0.0235859201376443
"16","1608","TAKHAR","Kalafgan",1955,27213,116,0,2925,0,0,14127,0,376,657,47369,47369,0,"OK",0.00793768076167958,0.0412717177901159
"16","1609","TAKHAR","Rostaq",2139,106900,560,93,3994,0,541,63792,0,1965,6259,186242,186243,1,"ERROR",0.0105507321080524,0.0114849954092234
"16","1610","TAKHAR","Chahab",536,33580,93,0,1097,0,2203,31820,0,790,5972,76092,76091,-1,"ERROR",0.0103823053974846,0.00704419707981233
"16","1611","TAKHAR","Yangi Qala",6136,9388,248,0,0,0,314,4837,0,532,4693,26148,26148,0,"OK",0.0203457243383815,0.234664219060731
"16","1612","TAKHAR","Khwaja Bahawuddin",4567,7234,54,0,0,0,283,7574,0,741,814,21267,21267,0,"OK",0.0348427140640429,0.214745850378521
"16","1613","TAKHAR","Dasht-e-Qala",5936,14027,80,0,86,0,32,6352,0,920,5405,32839,32838,-1,"ERROR",0.0280163225531397,0.180766185516779
"16","1614","TAKHAR","Khwaja Ghar",7348,24879,34,0,853,0,133,4378,0,814,287,38727,38726,-1,"ERROR",0.0210194701234313,0.189743324898001
"16","1615","TAKHAR","Eshkmesh",6274,25369,412,11,1713,0,6387,37297,0,897,1516,79875,79876,1,"ERROR",0.01122990635485,0.0785467474585608
"16","1616","TAKHAR","Warsaj",4359,931,548,0,55191,0,270,184160,22573,168,1596,269795,269796,1,"ERROR",0.000622692701151982,0.0161566516923898
"16","1617","TAKHAR","Darqad",17239,0,60,0,10,0,0,642,0,326,18440,36717,36717,0,"OK",0.00887872102840646,0.469510036223003
"17","1701","KUNDUZ","Kunduz",29880,2145,67,146,5576,6132,0,11192,0,3783,2707,61627,61628,1,"ERROR",0.0613844356461349,0.484844551178036
"17","1702","KUNDUZ","Emam Saheb",47643,2529,147,3,10944,43177,0,28789,0,2050,24666,159948,159948,0,"OK",0.0128166654162603,0.297865556305799
"17","1703","KUNDUZ","Qala-e-Zal",16556,0,141,0,6770,150586,0,21068,0,529,16509,212158,212159,1,"ERROR",0.00249341295914856,0.0780358127630692
"17","1704","KUNDUZ","Char Darah",14854,0,1028,14,21366,23134,75,58070,0,911,1929,121381,121381,0,"OK",0.00750529325017919,0.122375001029815
"17","1705","KUNDUZ","Ali Abad",6655,11596,17,50,5146,177,333,16128,0,997,516,41615,41615,0,"OK",0.0239577075573711,0.159918298690376
"17","1706","KUNDUZ","Khan Abad",15465,50986,97,0,3100,0,1959,32018,0,1992,1879,107495,107496,1,"ERROR",0.0185309220808216,0.143865818263005
"17","1707","KUNDUZ","Dasht-e-Archi",20084,26840,24,0,12442,4,638,24405,0,1122,570,86130,86129,-1,"ERROR",0.0130269711711503,0.233185106061837
"18","1801","BALKH","Mazar-e-Sharif",224,0,131,0,57,0,0,0,0,2395,0,2807,2807,0,"OK",0.853224082650517,0.0798004987531172
"18","1802","BALKH","Nahr-e-Shahi",28858,7749,153,3,2329,38916,6,25005,0,6938,4504,114460,114461,1,"ERROR",0.0606145324608382,0.25212080970811
"18","1803","BALKH","Shortepa",8396,0,171,0,6,105185,0,4115,0,261,27915,146049,146049,0,"OK",0.00178707146231744,0.0574875555464262
"18","1804","BALKH","Dawlat Abad",63212,0,384,513,131,87627,0,8312,0,1433,2687,164300,164299,-1,"ERROR",0.00872190335911965,0.384737582091187
"18","1805","BALKH","Balkh",38466,0,893,4,120,5020,0,3347,0,1449,4759,54059,54058,-1,"ERROR",0.0268045432683414,0.711569055458952
"18","1806","BALKH","Deh Dadi",8814,7639,236,2,1254,0,27,5216,0,2263,423,25873,25874,1,"ERROR",0.0874623173842467,0.340650846409523
"18","1807","BALKH","Char Kent",3401,45870,66,0,1085,0,1168,55277,0,406,372,107645,107645,0,"OK",0.00377165683496679,0.0315945933392169
"18","1808","BALKH","Marmul",1509,9638,159,0,14702,250,2610,25684,0,916,619,56086,56087,1,"ERROR",0.0163317702854494,0.0269046303064881
"18","1809","BALKH","Khulm",33152,978,1334,0,28921,168307,1111,62825,0,567,3867,301062,301062,0,"OK",0.00188333300117584,0.110116853007022
"18","1810","BALKH","Kaldar",4999,0,0,0,0,66876,0,1810,0,64,9476,83225,83225,0,"OK",0.000768999699609492,0.0600660859116852
"18","1811","BALKH","Sharak-e-Hayratan",1066,0,3,0,0,3947,0,218,0,347,2647,8228,8228,0,"OK",0.0421730675741371,0.129557608167234
"18","1812","BALKH","Char Bulak",41778,0,75,0,88,4092,0,2166,0,1189,2186,51573,51574,1,"ERROR",0.0230542521425524,0.810059332221662
"18","1813","BALKH","Chemtal",22719,44408,189,1,14766,585,0,94206,0,1720,2359,180953,180953,0,"OK",0.00950523064000044,0.125551938901262
"18","1814","BALKH","Sholgareh",6866,77283,166,62,9277,0,570,81153,0,1728,1977,179084,179082,-2,"ERROR",0.00964921097597748,0.0383399783339476
"18","1815","BALKH","Keshendeh",516,48054,90,0,1327,0,1166,65184,0,662,1172,118170,118171,1,"ERROR",0.00560205126469269,0.00436655355374838
"18","1816","BALKH","Zari",2031,30073,173,0,0,0,161,49837,0,500,574,83348,83349,1,"ERROR",0.00599887221202414,0.0243674189252421
"19","1901","SAMANGAN","Aybak",5342,31003,778,0,10942,0,1478,97928,0,1210,242,148923,148923,0,"OK",0.00812500419679969,0.0358708862969454
"19","1902","SAMANGAN","Hazrat-e-Sultan",6955,33584,234,8,28664,0,478,76966,0,1160,547,148597,148596,-1,"ERROR",0.0078064012490242,0.0468047592128994
"19","1903","SAMANGAN","Feroz Nakhchir",1576,9949,41,552,28673,0,0,77130,0,176,434,118530,118531,1,"ERROR",0.00148484362740549,0.0132960997544946
"19","1904","SAMANGAN","Dara-e-Suf-e-",342,64711,30,0,1566,0,515,65261,0,758,953,134136,134136,0,"OK",0.00565098109381523,0.00254965110037574
"19","1905","SAMANGAN","Dar-e-Suf-e-Bala",6244,32419,266,0,6075,0,3554,238369,0,463,1641,289032,289031,-1,"ERROR",0.00160190429400307,0.0216032190318686
"19","1906","SAMANGAN","Khuram Wa",2303,70138,89,0,2142,0,5384,132406,0,297,744,213502,213503,1,"ERROR",0.0013910811557683,0.0107867336758734
"19","1907","SAMANGAN","Ruy-e-Duab",4427,42605,21,0,531,0,497,189544,0,442,472,238539,238539,0,"OK",0.00185294647835364,0.0185588100897547
"20","2001","SARIPUL","Sari Pul",14947,51408,541,871,3338,0,1034,129626,0,2081,1472,205317,205318,1,"ERROR",0.0101354971312793,0.0727992674777662
"20","2002","SARIPUL","Sayad",2041,46570,21,0,82,0,250,83096,0,615,845,133520,133520,0,"OK",0.00460605152786099,0.0152860994607549
"20","2003","SARIPUL","Kohestanat",11479,82171,480,411,14937,0,886,502577,0,789,2734,616464,616464,0,"OK",0.00127988009032158,0.0186207142671754
"20","2004","SARIPUL","Sozmagqala",3405,30859,87,1626,0,0,144,21304,0,682,286,58392,58393,1,"ERROR",0.0116794821297073,0.0583117839467059
"20","2005","SARIPUL","Gosfandi",502,45367,268,1266,387,0,418,59659,0,1093,274,109233,109234,1,"ERROR",0.0100060420748119,0.00459563872054489
"20","2006","SARIPUL","Balkhab",8716,15545,448,0,26912,0,2698,241914,0,197,1338,297769,297768,-1,"ERROR",0.000661588887993337,0.0292711103946697
"20","2007","SARIPUL","Sancharak",3154,50146,193,3225,2,0,4,47649,0,1351,349,106073,106073,0,"OK",0.0127365116476389,0.0297342396274264
"21","2101","GHOR","Chaghcharan",7263,37352,84,0,35398,0,70,682188,0,1370,8361,772085,772086,1,"ERROR",0.00177441373111286,0.00940698315990706
"21","2102","GHOR","Chahar Sadra",2787,10540,226,0,4627,0,649,109980,0,269,606,129683,129684,1,"ERROR",0.00207427284784553,0.0214907004719164
"21","2103","GHOR","Dolayna",4629,10721,38,0,3157,0,66,440689,0,358,8167,467823,467825,2,"ERROR",0.000765243413669641,0.00989472559183455
"21","2104","GHOR","Dawlat Yar",3854,13462,8,0,225,0,0,149104,0,334,3124,170111,170111,0,"OK",0.00196342388205348,0.0226557953336351
"21","2105","GHOR","Shahrak",5597,3408,359,0,7239,0,384,412747,0,352,3987,434072,434073,1,"ERROR",0.000810923508257828,0.0128941445332928
"21","2106","GHOR","Taywarah",12066,301,160,0,30709,0,186,321434,0,597,1287,366739,366740,1,"ERROR",0.00162785624693243,0.032900692588755
"21","2107","GHOR","Pasaband",9903,6256,152,0,28883,0,3017,397660,0,249,1755,447874,447875,1,"ERROR",0.000555958693831984,0.0221110801004745
"21","2108","GHOR","Lal Wa Sarjangal",12605,8425,9,0,4145,0,0,356318,2356,573,3759,388190,388190,0,"OK",0.00147608130039414,0.0324712125505551
"21","2109","GHOR","Tolak",5250,7984,13,0,31876,0,1686,222497,0,234,1268,270807,270808,1,"ERROR",0.000864080824790996,0.0193864287613364
"21","2110","GHOR","Saghar",2396,67,230,0,47538,0,147,214891,0,216,280,265764,265765,1,"ERROR",0.000812748104528437,0.00901548360393581
"22","2201","DAYKUNDI","Nili",3892,0,657,0,8262,0,0,47029,0,143,161,60144,60144,0,"OK",0.00237762702846502,0.0647113594040968
"22","2202","DAYKUNDI","Ashtarlay",5648,466,84,3,8771,0,46,141022,0,38,546,156623,156624,1,"ERROR",0.000242619266523649,0.0360608846664624
"22","2203","DAYKUNDI","Khadir",4100,850,77,0,7221,0,558,151238,0,11,584,164638,164639,1,"ERROR",0.0000668128450731601,0.0249029695272687
"22","2204","DAYKUNDI","Kiti",5941,0,417,0,23306,0,883,64532,0,196,484,95759,95759,0,"OK",0.00204680500005221,0.0620411658434194
"22","2205","DAYKUNDI","Gizab",5360,23,2898,0,28666,0,11109,323147,0,487,3459,375150,375149,-1,"ERROR",0.00129815086805509,0.0142876563712018
"22","2206","DAYKUNDI","Shahrestan",7613,208,932,0,35303,0,628,137544,0,136,918,183283,183282,-1,"ERROR",0.000742025949083925,0.0415370849292347
"22","2207","DAYKUNDI","Sang-e-Takht",5284,8420,28,0,1719,0,14,162792,0,184,977,179417,179418,1,"ERROR",0.0010255381288388,0.0294507797433925
"22","2208","DAYKUNDI","Kajran",2836,17,333,0,22047,0,2820,104323,0,224,1085,133685,133685,0,"OK",0.00167558065601975,0.0212140479485357
"22","2209","DAYKUNDI","Miramor",8351,24,866,2,33557,0,344,185151,49,343,470,229156,229157,1,"ERROR",0.00149679041006821,0.0364422644737014
"23","2301","URUZGAN","Tirinkot",13091,1023,3514,0,60576,0,3385,90668,0,1761,2193,176210,176211,1,"ERROR",0.00999370073377939,0.074291616300912
"23","2302","URUZGAN","Chora",8631,447,3242,0,34983,0,7467,246508,0,395,1718,303392,303391,-1,"ERROR",0.00130195028857151,0.0284484378244575
"23","2303","URUZGAN","Shahid-e-Hassas",8399,41,521,0,17815,0,48,154623,0,578,3811,185835,185836,1,"ERROR",0.00311026926967864,0.0451957640069739
"23","2304","URUZGAN","Dehrawud",9439,0,298,4,25730,0,3386,104530,0,1072,6373,160832,150832,-10000,"ERROR",0.00710724514691843,0.0625795587143312
"23","2305","URUZGAN","Khasuruzgan",11568,136,2985,18,9723,0,1442,229854,0,370,3836,259931,259932,1,"ERROR",0.00142344920979333,0.0445039471861872
"24","2401","ZABUL","Qalat",9508,8686,1192,1152,33902,0,112,124038,0,1181,3845,183615,183616,1,"ERROR",0.00643190135935866,0.0517819797838968
"24","2402","ZABUL","Arghandab",3794,112,2032,2,52579,0,5,90365,0,383,1427,150700,150699,-1,"ERROR",0.00254148998998003,0.0251760131122303
"24","2403","ZABUL","Mizan",3160,1660,812,2,25044,0,1969,78423,0,116,653,111841,111839,-2,"ERROR",0.00103720526828745,0.0282549021361064
"24","2404","ZABUL","Tarnak Wa Jaldak",7908,5314,129,412,56675,0,2622,72023,0,205,4977,150265,150265,0,"OK",0.00136425648021828,0.0526270255881276
"24","2405","ZABUL","Shinkay",11086,829,908,347,66105,0,3429,140502,0,500,5214,228919,228920,1,"ERROR",0.00218416914205836,0.048427398217718
"24","2406","ZABUL","Shahjoy",26297,4638,1684,3128,23341,0,680,108094,0,1290,2706,171858,171858,0,"OK",0.00750619697657368,0.153015861932526
"24","2407","ZABUL","Kakar",5978,77,2280,0,14753,0,0,82843,0,360,1881,108171,108172,1,"ERROR",0.00332803313241874,0.055263839071109
"24","2408","ZABUL","Daychopan",6917,27,2768,5,8093,0,0,145349,0,88,796,164045,164043,-2,"ERROR",0.000536444712666801,0.0421657736081393
"24","2409","ZABUL","Atghar",3949,0,296,146,20786,0,4,23920,0,141,975,50217,50217,0,"OK",0.00280781408686301,0.0786387080072485
"24","2410","ZABUL","Shomulzay",10549,48,556,28,22808,99,14555,235870,0,176,4284,288973,288973,0,"OK",0.000609053440978915,0.0365051406186737
"24","2411","ZABUL","Nawbahar",10768,0,701,307,43207,0,9,63908,0,351,7162,126413,126413,0,"OK",0.00277661316478527,0.0851811127020164
"25","2501","PAKTIKA","Sharan",10922,97,387,314,9783,391,125,28143,0,1192,2331,53685,53685,0,"OK",0.0222035950451709,0.203446027754494
"25","2502","PAKTIKA","Mata Khan",8997,6,31,55,6156,284,225,25974,0,289,276,42294,42293,-1,"ERROR",0.00683328210342137,0.212730239046651
"25","2503","PAKTIKA","Yosufkhel",5319,283,68,113,6182,0,26,38797,0,333,1127,52247,52248,1,"ERROR",0.00637344970142398,0.101802939825448
"25","2504","PAKTIKA","Sarrawzah",1483,790,7,0,3107,0,10451,51009,0,226,100,67173,67173,0,"OK",0.00336444702484629,0.0220773227338365
"25","2505","PAKTIKA","Zarghun Shahr",9597,24,34,36,3838,0,27,31723,0,543,1541,47363,47363,0,"OK",0.0114646453983067,0.202626522813166
"25","2506","PAKTIKA","Yahyakhel",10115,0,96,55,1495,0,97,21600,0,284,1064,34806,34806,0,"OK",0.00815951272769063,0.290610814227432
"25","2507","PAKTIKA","Omna",2770,11,3,6,1074,0,3441,38539,0,137,183,46163,46164,1,"ERROR",0.00296768044363573,0.0600034659041677
"25","2508","PAKTIKA","Gomal",1672,187,44,0,100586,0,47273,253814,0,231,3081,406889,406888,-1,"ERROR",0.000567723796228938,0.00410923890603803
"25","2509","PAKTIKA","Sarobi",1785,2105,49,0,866,0,10009,14883,0,454,22,30172,30173,1,"ERROR",0.015046564809598,0.0591588506280449
"25","2510","PAKTIKA","Urgun",4427,0,239,0,336,0,18856,25983,0,742,538,51122,51121,-1,"ERROR",0.0145145830480624,0.0865984624713914
"25","2511","PAKTIKA","Naka",460,0,0,0,1,0,5907,5751,0,30,52,12201,12201,0,"OK",0.0024588148512417,0.0377018277190394
"25","2512","PAKTIKA","Janikhel",12276,159,107,69,15687,0,2332,65433,0,779,2017,98859,98859,0,"OK",0.00787990977048119,0.1241768579492
"25","2513","PAKTIKA","Wazakhah",12360,649,339,12,30642,0,17164,112895,0,1076,762,175901,175899,-2,"ERROR",0.00611714677172696,0.0702675967458598
"25","2514","PAKTIKA","Wormamay",9546,105,52,1,13153,525,86101,200257,0,205,8701,318646,318646,0,"OK",0.000643347162682099,0.0299580098290893
"25","2515","PAKTIKA","Bermel",11355,87,432,0,2327,0,50698,62877,0,975,1146,129896,129897,1,"ERROR",0.00750594701956165,0.0874154137508949
"25","2516","PAKTIKA","Gyan",412,0,2,0,473,0,7364,13926,0,147,135,22459,22459,0,"OK",0.00654526025201478,0.0183445389376197
"25","2517","PAKTIKA","Ziruk",400,0,0,0,1,0,14912,5580,0,64,427,21384,21384,0,"OK",0.00299289188178077,0.0187055742611298
"25","2518","PAKTIKA","Dila",37934,4752,128,69,25800,0,621,76895,0,875,6061,153135,153135,0,"OK",0.00571391256081235,0.247716067522121
"25","2519","PAKTIKA","Turwo (Tarwe]",7318,389,4,2,1774,472,30011,99808,0,60,2467,142306,142305,-1,"ERROR",0.000421629598397808,0.0514247566845859
"26","2601","KHOST","Khost (Matun)",12586,2,81,0,2310,0,6307,22851,0,3189,1793,49119,49119,0,"OK",0.0649239601783424,0.256234858201511
"26","2602","KHOST","Sabari",9355,52,4,0,0,0,8389,21105,0,1014,1427,41345,41346,1,"ERROR",0.0245247424176462,0.226261307018817
"26","2603","KHOST","Musa Khel",977,15,0,0,0,0,14841,26432,0,40,367,42673,42672,-1,"ERROR",0.000937382827146607,0.0228955755530559
"26","2604","KHOST","Nadir Shah Kot",2098,0,25,0,1091,0,7722,21729,0,335,360,33359,33360,1,"ERROR",0.0100419664268585,0.0628896882494005
"26","2605","KHOST","Mando Zayi",4824,0,30,0,1279,0,0,3731,0,1023,552,11438,11439,1,"ERROR",0.0894308943089431,0.421715184893784
"26","2606","KHOST","Tani",8924,0,14,0,1523,0,14132,17319,0,596,516,43023,43024,1,"ERROR",0.0138527333581257,0.207419114912607
"26","2607","KHOST","Gurbuz",3975,14,11,0,153,0,6967,23821,0,350,647,35937,35938,1,"ERROR",0.00973899493572263,0.110607156769993
"26","2608","KHOST","Tere Zayi",5921,0,12,0,4139,0,7989,19218,0,743,1640,39662,39662,0,"OK",0.0187332963541929,0.149286470677223
"26","2609","KHOST","Qalandar",177,10,0,0,0,0,8466,7008,0,9,27,15699,15697,-2,"ERROR",0.000573357966490412,0.0112760400076448
"26","2610","KHOST","Shamal",173,0,17,0,127,0,6843,9692,0,76,230,17159,17158,-1,"ERROR",0.00442942067840075,0.0100827602284649
"26","2611","KHOST","Spera",793,0,0,0,778,0,28236,18575,0,137,673,49193,49192,-1,"ERROR",0.00278500569198244,0.0161205073995772
"26","2612","KHOST","Bak",2968,0,1,2,52,0,3582,9817,0,285,371,17079,17078,-1,"ERROR",0.0166881367841668,0.173790842018972
"26","2613","KHOST","Jaji Maydan",1748,281,9,0,0,0,6612,23238,0,318,542,32749,32748,-1,"ERROR",0.00971051667277391,0.0533773054843044
"27","2701","JAWZJAN","Shiberghan",36979,66137,91,481,7013,42888,0,54917,0,3202,4812,216519,216520,1,"ERROR",0.0147884721965638,0.170787917975245
"27","2702","JAWZJAN","Mingajik",32734,0,6,0,0,46452,0,3759,0,718,4537,88207,88206,-1,"ERROR",0.00814003582522731,0.371108541369068
"27","2703","JAWZJAN","Khwaja Du Koh",28866,7290,12,3,0,145271,0,25079,0,845,328,207692,207694,2,"ERROR",0.004068485367897,0.138983311987828
"27","2704","JAWZJAN","Qush Tepa",1209,24809,1,21,58,0,0,61458,0,388,199,88142,88143,1,"ERROR",0.00440193776023053,0.013716347299275
"27","2705","JAWZJAN","Fayzabad",34792,10885,40,0,5803,22552,0,37931,0,768,5294,118085,118065,-20,"ERROR",0.00650489137339601,0.294685131071867
"27","2706","JAWZJAN","Khanaqa",11069,4480,9,22,0,22709,0,9657,0,438,417,48800,48801,1,"ERROR",0.00897522591750169,0.226819122558964
"27","2707","JAWZJAN","Aqcha",13770,0,49,1,8,98,0,63,0,1227,354,15568,15570,2,"ERROR",0.0788053949903661,0.884393063583815
"27","2708","JAWZJAN","Mardyan",23344,0,29,8,20,43924,0,1029,0,843,1535,70730,70732,2,"ERROR",0.0119182265452695,0.33003449640898
"27","2709","JAWZJAN","Qarquin",1964,0,5,0,2,109402,902,452,0,254,10524,123506,123505,-1,"ERROR",0.00205659689891098,0.015902190194729
"27","2710","JAWZJAN","Khamyab",1433,0,6,0,0,75329,0,2164,0,165,7831,86928,86928,0,"OK",0.00189812258420762,0.0164849070495122
"27","2711","JAWZJAN","Darzab",99,25849,92,22,0,0,107,21201,0,331,139,47839,47840,1,"ERROR",0.00691889632107023,0.00206939799331104
"28","2801","FARYAB","Maymana",2205,5942,75,90,63,0,0,5117,0,1073,186,14750,14751,1,"ERROR",0.0727408311300929,0.149481391092129
"28","2802","FARYAB","Khwaja Sabzposh",2455,18710,59,746,36,0,226,32406,0,713,298,55649,55649,0,"OK",0.0128124494600083,0.0441157972290607
"28","2803","FARYAB","Pashtun Kot",9605,106156,357,336,6749,0,0,141777,0,1913,2050,268942,268943,1,"ERROR",0.00711303138583269,0.0357138873292854
"28","2804","FARYAB","Shirin Tagab",3075,31173,42,1399,79,70,0,156586,0,1696,1938,196059,196058,-1,"ERROR",0.00865050138224403,0.0156841342867927
"28","2805","FARYAB","Almar",11784,21538,23,263,3860,0,0,118674,0,1027,1775,158944,158944,0,"OK",0.00646139520837528,0.0741393195087578
"28","2806","FARYAB","Qaysar",23612,56794,303,3807,5876,0,2549,156857,0,1727,2980,254504,254505,1,"ERROR",0.00678572130213552,0.0927761733561227
"28","2807","FARYAB","Kohestan",2802,31499,117,0,235,0,2872,192014,0,439,900,230877,230878,1,"ERROR",0.0019014371226362,0.0121362797668032
"28","2808","FARYAB","Garziwan",3534,55747,191,0,99,0,843,125363,0,747,302,186827,186826,-1,"ERROR",0.00399837281748793,0.0189159967028144
"28","2809","FARYAB","Bil Cheragh",1692,48574,94,3,465,0,145,60922,0,511,233,112639,112639,0,"OK",0.00453661697990927,0.0150214401761379
"28","2810","FARYAB","Dawlat Abad",6368,58095,18,421,4934,73775,0,120497,0,1100,7606,272813,272814,1,"ERROR",0.00403205114107047,0.0233419106057607
"28","2811","FARYAB","Andkhoy",5648,3757,14,29,131,20864,0,5960,0,1178,102,37682,37683,1,"ERROR",0.0312607807234031,0.149881909614415
"28","2812","FARYAB","Qaram Qol",8335,1666,9,4,0,70779,0,24179,0,399,1427,106799,106798,-1,"ERROR",0.00373602501919512,0.0780445326691511
"28","2813","FARYAB","Khan-e Char Bagh",21695,0,11,9,0,69915,0,2044,0,468,122,94264,94264,0,"OK",0.0049647797674616,0.23015148943393
"28","2814","FARYAB","Qorghan",9875,0,15,18,11,65040,0,5671,0,420,49,81098,81099,1,"ERROR",0.00517885547294048,0.121764756655446
"29","2901","BADGHIS","Qala-e-Naw",1479,29994,40,5,1035,0,6076,26144,0,670,237,65679,65680,1,"ERROR",0.0102009744214373,0.0225182704019488
"29","2902","BADGHIS","Muqur",4475,37364,22,0,2,0,10467,71471,0,732,1322,125856,125855,-1,"ERROR",0.00581621707520559,0.0355567915458265
"29","2903","BADGHIS","Ab Kamari",2874,46077,22,1,292,0,69331,60679,0,515,661,180451,180452,1,"ERROR",0.00285394453926806,0.0159266730210804
"29","2904","BADGHIS","Qadis",7113,107110,178,4,6375,0,6241,215713,0,1224,1292,345249,345250,1,"ERROR",0.00354525706010138,0.0206024619840695
"29","2905","BADGHIS","Jawand",2827,64769,536,0,8001,0,17883,617002,0,553,1480,713051,713051,0,"OK",0.000775540599480262,0.00396465329969385
"29","2906","BADGHIS","Bala Murghab",11419,53501,78,36,457,0,39892,334786,0,1364,3874,445407,445407,0,"OK",0.0030623676772031,0.0256372261774063
"29","2907","BADGHIS","Ghormach",12284,29753,30,28,373,0,7162,142633,0,851,2117,195229,195231,2,"ERROR",0.00435893889802337,0.0629203353975547
"30","3001","HIRAT","Herat",1568,0,67,231,1994,0,0,1088,0,3170,231,8332,8349,17,"ERROR",0.37968618996287,0.187806922984789
"30","3002","HIRAT","Injil",36112,8672,117,1401,36856,0,0,46228,0,4019,5858,139262,139263,1,"ERROR",0.0288590652219182,0.259307928164696
"30","3003","HIRAT","Kushk",4151,161919,46,23,21044,1099,14,94683,0,1948,3629,288555,288556,1,"ERROR",0.00675085598635967,0.0143854225869502
"30","3004","HIRAT","Zindajan",18035,18617,10,264,103385,0,0,102525,0,859,8778,252473,252473,0,"OK",0.00340234401302317,0.0714333809951955
"30","3005","HIRAT","Guzara",35133,15193,61,3286,134112,0,0,69775,0,2867,5260,265687,265687,0,"OK",0.0107908930433179,0.132234546665814
"30","3006","HIRAT","Pashtun Zarghun",27299,12680,237,551,52753,0,1431,84051,0,972,9831,189803,189805,2,"ERROR",0.00512104528331709,0.143826558836701
"30","3007","HIRAT","Karukh",19630,21712,62,130,31903,0,3118,114600,0,682,7618,199454,199455,1,"ERROR",0.00341931764057055,0.0984181895665689
"30","3008","HIRAT","Gulran",1703,153925,15,68,233931,1803,2427,202267,0,1580,12596,610316,610315,-1,"ERROR",0.00258882708109747,0.00279036235386645
"30","3009","HIRAT","Ghoryan",22509,54932,13,565,421528,0,0,184574,0,1640,50196,735958,735957,-1,"ERROR",0.00222839106089079,0.030584667310726
"30","3010","HIRAT","Adraskan",16092,7802,46,4,659078,0,7312,281852,0,522,25685,998393,998393,0,"OK",0.000522840204208163,0.0161179014676585
"30","3011","HIRAT","Farsi",7180,9882,19,0,22287,0,2200,161799,0,155,497,204018,204019,1,"ERROR",0.000759733162107451,0.0351928006705258
"30","3012","HIRAT","Obe",13564,20844,345,716,24004,0,7872,189340,0,841,4813,262339,262339,0,"OK",0.00320577573292572,0.0517040927959625
"30","3013","HIRAT","Kushk-e-Kohna",1511,56140,25,2,2585,0,20082,83630,0,509,1621,166103,166105,2,"ERROR",0.00306432678125282,0.00909665572980946
