"ps_code","post_audit_status","candidate_code","votes"
"2503016-05","Recounted","100_1_1",52
"2503016-05","Recounted","101_1_13",57
"2503017-01","Validated","100_1_1",35
"2503017-01","Validated","101_1_13",46
"2503017-02","Invalidated","100_1_1",0
"2503017-02","Invalidated","101_1_13",0
"2503017-03","Invalidated","100_1_1",0
"2503017-03","Invalidated","101_1_13",0
"2503017-04","Invalidated","100_1_1",0
"2503017-04","Invalidated","101_1_13",0
"2503018-01","Recounted","100_1_1",78
"2503018-01","Recounted","101_1_13",13
"2503018-02","Validated","100_1_1",87
"2503018-02","Validated","101_1_13",20
"2503018-03","Validated","100_1_1",67
"2503018-03","Validated","101_1_13",24
"2503018-04","Invalidated","100_1_1",0
"2503018-04","Invalidated","101_1_13",0
"2503019-01","Validated","100_1_1",171
"2503019-01","Validated","101_1_13",124
"2503019-02","Validated","100_1_1",0
"2503019-02","Validated","101_1_13",0
"2503020-01","Validated","100_1_1",66
"2503020-01","Validated","101_1_13",33
"2503020-02","Validated","100_1_1",0
"2503020-02","Validated","101_1_13",0
"2503020-03","Validated","100_1_1",55
"2503020-03","Validated","101_1_13",36
"2503020-04","Validated","100_1_1",101
"2503020-04","Validated","101_1_13",17
"2503021-01","Recounted","100_1_1",42
"2503021-01","Recounted","101_1_13",20
"2503021-02","Validated","100_1_1",56
"2503021-02","Validated","101_1_13",25
"2503021-03","Validated","100_1_1",54
"2503021-03","Validated","101_1_13",34
"2503021-04","Invalidated","100_1_1",0
"2503021-04","Invalidated","101_1_13",0
"2503022-01","Validated","100_1_1",50
"2503022-01","Validated","101_1_13",180
"2503022-02","Invalidated","100_1_1",0
"2503022-02","Invalidated","101_1_13",0
"2503023-01","Validated","100_1_1",129
"2503023-01","Validated","101_1_13",40
"2503023-02","Validated","100_1_1",72
"2503023-02","Validated","101_1_13",68
"2503023-03","Invalidated","100_1_1",0
"2503023-03","Invalidated","101_1_13",0
"2504030-01","Recounted","100_1_1",34
"2504030-01","Recounted","101_1_13",46
"2504030-02","Validated","100_1_1",20
"2504030-02","Validated","101_1_13",95
"2504030-03","Validated","100_1_1",11
"2504030-03","Validated","101_1_13",25
"2504030-04","Recounted","100_1_1",14
"2504030-04","Recounted","101_1_13",38
"2504030-05","Validated","100_1_1",14
"2504030-05","Validated","101_1_13",32
"2504030-06","Recounted","100_1_1",7
"2504030-06","Recounted","101_1_13",215
"2504031-01","Invalidated","100_1_1",0
"2504031-01","Invalidated","101_1_13",0
"2504031-02","Invalidated","100_1_1",0
"2504031-02","Invalidated","101_1_13",0
"2504031-03","Invalidated","100_1_1",0
"2504031-03","Invalidated","101_1_13",0
"2504031-04","Validated","100_1_1",0
"2504031-04","Validated","101_1_13",0
"2504031-05","Invalidated","100_1_1",0
"2504031-05","Invalidated","101_1_13",0
"2504032-01","Validated","100_1_1",9
"2504032-01","Validated","101_1_13",10
"2504032-02","Validated","100_1_1",3
"2504032-02","Validated","101_1_13",7
"2504032-03","Validated","100_1_1",4
"2504032-03","Validated","101_1_13",4
"2504032-04","Validated","100_1_1",4
"2504032-04","Validated","101_1_13",5
"2504033-01","Validated","100_1_1",11
"2504033-01","Validated","101_1_13",171
"2504033-02","Validated","100_1_1",16
"2504033-02","Validated","101_1_13",177
"2504033-03","Recounted","100_1_1",1
"2504033-03","Recounted","101_1_13",59
"2504033-04","Validated","100_1_1",5
"2504033-04","Validated","101_1_13",181
"2504033-05","Invalidated","100_1_1",0
"2504033-05","Invalidated","101_1_13",0
"2504034-01","Validated","100_1_1",27
"2504034-01","Validated","101_1_13",95
"2504034-02","Recounted","100_1_1",14
"2504034-02","Recounted","101_1_13",52
"2504034-03","Recounted","100_1_1",12
"2504034-03","Recounted","101_1_13",44
"2505024-01","Validated","100_1_1",92
"2505024-01","Validated","101_1_13",191
"2505024-02","Validated","100_1_1",139
"2505024-02","Validated","101_1_13",96
"2505024-03","Validated","100_1_1",81
"2505024-03","Validated","101_1_13",96
"2505024-04","Validated","100_1_1",66
"2505024-04","Validated","101_1_13",102
"2505024-05","Validated","100_1_1",45
"2505024-05","Validated","101_1_13",300
"2505024-06","Validated","100_1_1",54
"2505024-06","Validated","101_1_13",495
"2505024-07","Validated","100_1_1",7
"2505024-07","Validated","101_1_13",1
"2505024-08","Recounted","100_1_1",104
"2505024-08","Recounted","101_1_13",138
"2505027-01","Validated","100_1_1",24
"2505027-01","Validated","101_1_13",108
"2505027-02","Validated","100_1_1",13
"2505027-02","Validated","101_1_13",65
"2505028-01","Recounted","100_1_1",67
"2505028-01","Recounted","101_1_13",208
"2505028-02","Validated","100_1_1",63
"2505028-02","Validated","101_1_13",248
"2505028-03","Validated","100_1_1",76
"2505028-03","Validated","101_1_13",198
"2505028-04","Validated","100_1_1",32
"2505028-04","Validated","101_1_13",124
"2505029-01","Validated","100_1_1",47
"2505029-01","Validated","101_1_13",67
"2505029-02","Validated","100_1_1",18
"2505029-02","Validated","101_1_13",129
"2505029-03","Validated","100_1_1",25
"2505029-03","Validated","101_1_13",94
"2505029-04","Validated","100_1_1",16
"2505029-04","Validated","101_1_13",85
"2505029-05","Validated","100_1_1",82
"2505029-05","Validated","101_1_13",456
"2505029-06","Recounted","100_1_1",56
"2505029-06","Recounted","101_1_13",301
"2505029-07","Invalidated","100_1_1",0
"2505029-07","Invalidated","101_1_13",0
"2505029-08","Invalidated","100_1_1",0
"2505029-08","Invalidated","101_1_13",0
"2505029-09","Recounted","100_1_1",88
"2505029-09","Recounted","101_1_13",360
"2505029-10","Recounted","100_1_1",0
"2505029-10","Recounted","101_1_13",205
"2506045-01","Validated","100_1_1",35
"2506045-01","Validated","101_1_13",26
"2506045-02","Validated","100_1_1",104
"2506045-02","Validated","101_1_13",35
"2506045-03","Validated","100_1_1",142
"2506045-03","Validated","101_1_13",54
"2506045-04","Validated","100_1_1",41
"2506045-04","Validated","101_1_13",88
"2506045-05","Validated","100_1_1",91
"2506045-05","Validated","101_1_13",59
"2506045-06","Recounted","100_1_1",177
"2506045-06","Recounted","101_1_13",124
"2506046-01","Validated","100_1_1",2
"2506046-01","Validated","101_1_13",2
"2506046-02","Validated","100_1_1",2
"2506046-02","Validated","101_1_13",3
"2506046-03","Validated","100_1_1",3
"2506046-03","Validated","101_1_13",0
"2506046-04","Invalidated","100_1_1",0
"2506046-04","Invalidated","101_1_13",0
"2506046-05","Validated","100_1_1",3
"2506046-05","Validated","101_1_13",0
"2506048-01","Validated","100_1_1",6
"2506048-01","Validated","101_1_13",6
"2506048-02","Validated","100_1_1",6
"2506048-02","Validated","101_1_13",17
"2506048-03","Validated","100_1_1",18
"2506048-03","Validated","101_1_13",9
"2506048-04","Validated","100_1_1",36
"2506048-04","Validated","101_1_13",33
"2506048-05","Validated","100_1_1",11
"2506048-05","Validated","101_1_13",13
"2506049-01","Validated","100_1_1",18
"2506049-01","Validated","101_1_13",48
"2506049-02","Validated","100_1_1",15
"2506049-02","Validated","101_1_13",30
"2601001-01","Validated","100_1_1",49
"2601001-01","Validated","101_1_13",118
"2601001-02","Validated","100_1_1",50
"2601001-02","Validated","101_1_13",132
"2601001-03","Validated","100_1_1",58
"2601001-03","Validated","101_1_13",133
"2601001-04","Validated","100_1_1",29
"2601001-04","Validated","101_1_13",116
"2601001-05","Validated","100_1_1",34
"2601001-05","Validated","101_1_13",78
"2601001-06","Recounted","100_1_1",24
"2601001-06","Recounted","101_1_13",92
"2601001-07","Validated","100_1_1",30
"2601001-07","Validated","101_1_13",69
"2601002-01","Validated","100_1_1",46
"2601002-01","Validated","101_1_13",183
"2601002-02","Validated","100_1_1",58
"2601002-02","Validated","101_1_13",173
"2601002-03","Recounted","100_1_1",36
"2601002-03","Recounted","101_1_13",198
"2601002-04","Recounted","100_1_1",30
"2601002-04","Recounted","101_1_13",85
"2601002-05","Validated","100_1_1",28
"2601002-05","Validated","101_1_13",122
"2601002-06","Recounted","100_1_1",38
"2601002-06","Recounted","101_1_13",74
"2601002-07","Invalidated","100_1_1",1
"2601002-07","Invalidated","101_1_13",450
"2601002-08","Invalidated","100_1_1",8
"2601002-08","Invalidated","101_1_13",332
"2601003-01","Recounted","100_1_1",39
"2601003-01","Recounted","101_1_13",109
"2601003-02","Validated","100_1_1",39
"2601003-02","Validated","101_1_13",130
"2601003-03","Validated","100_1_1",20
"2601003-03","Validated","101_1_13",63
"2601003-04","Validated","100_1_1",2
"2601003-04","Validated","101_1_13",14
"2601003-05","Validated","100_1_1",3
"2601003-05","Validated","101_1_13",10
"2601004-01","Recounted","100_1_1",100
"2601004-01","Recounted","101_1_13",145
"2601004-02","Recounted","100_1_1",68
"2601004-02","Recounted","101_1_13",134
"2601004-03","Recounted","100_1_1",86
"2601004-03","Recounted","101_1_13",141
"2601004-04","Validated","100_1_1",32
"2601004-04","Validated","101_1_13",523
"2601004-05","Recounted","100_1_1",4
"2601004-05","Recounted","101_1_13",11
"2601005-01","Recounted","100_1_1",70
"2601005-01","Recounted","101_1_13",376
"2601005-02","Recounted","100_1_1",93
"2601005-02","Recounted","101_1_13",420
"2601005-03","Recounted","100_1_1",23
"2601005-03","Recounted","101_1_13",119
"2601005-04","Recounted","100_1_1",5
"2601005-04","Recounted","101_1_13",107
"2601005-05","Recounted","100_1_1",18
"2601005-05","Recounted","101_1_13",130
"2601005-06","Invalidated","100_1_1",21
"2601005-06","Invalidated","101_1_13",422
"2601006-01","Recounted","100_1_1",13
"2601006-01","Recounted","101_1_13",37
"2601006-02","Invalidated","100_1_1",23
"2601006-02","Invalidated","101_1_13",490
"2601006-03","Recounted","100_1_1",24
"2601006-03","Recounted","101_1_13",43
"2601006-04","Recounted","100_1_1",17
"2601006-04","Recounted","101_1_13",47
"2601006-05","Validated","100_1_1",18
"2601006-05","Validated","101_1_13",133
"2601006-06","Invalidated","100_1_1",18
"2601006-06","Invalidated","101_1_13",420
"2601007-01","Recounted","100_1_1",13
"2601007-01","Recounted","101_1_13",6
"2601007-02","Validated","100_1_1",11
"2601007-02","Validated","101_1_13",406
"2601007-03","Recounted","100_1_1",26
"2601007-03","Recounted","101_1_13",18
"2601007-04","Invalidated","100_1_1",23
"2601007-04","Invalidated","101_1_13",431
"2601007-05","Invalidated","100_1_1",90
"2601007-05","Invalidated","101_1_13",317
"2601008-01","Recounted","100_1_1",69
"2601008-01","Recounted","101_1_13",48
"2601008-02","Recounted","100_1_1",35
"2601008-02","Recounted","101_1_13",48
"2601009-01","Recounted","100_1_1",43
"2601009-01","Recounted","101_1_13",216
"2601009-02","Validated","100_1_1",46
"2601009-02","Validated","101_1_13",486
"2601009-03","Recounted","100_1_1",29
"2601009-03","Recounted","101_1_13",199
"2601009-05","Recounted","100_1_1",3
"2601009-05","Recounted","101_1_13",88
"2601045-01","Recounted","100_1_1",12
"2601045-01","Recounted","101_1_13",73
"2601045-02","Recounted","100_1_1",18
"2601045-02","Recounted","101_1_13",75
"2601045-03","Recounted","100_1_1",5
"2601045-03","Recounted","101_1_13",25
"2601046-01","Validated","100_1_1",64
"2601046-01","Validated","101_1_13",41
"2601046-02","Recounted","100_1_1",48
"2601046-02","Recounted","101_1_13",23
"2601047-01","Invalidated","100_1_1",16
"2601047-01","Invalidated","101_1_13",554
"2601047-02","Invalidated","100_1_1",12
"2601047-02","Invalidated","101_1_13",533
"2601047-03","Invalidated","100_1_1",11
"2601047-03","Invalidated","101_1_13",530
"2601048-01","Validated","100_1_1",3
"2601048-01","Validated","101_1_13",30
"2601048-02","Validated","100_1_1",2
"2601048-02","Validated","101_1_13",20
"2601049-01","Recounted","100_1_1",117
"2601049-01","Recounted","101_1_13",369
"2601049-02","Recounted","100_1_1",35
"2601049-02","Recounted","101_1_13",177
"2601049-03","Recounted","100_1_1",0
"2601049-03","Recounted","101_1_13",116
"2601050-01","Recounted","100_1_1",38
"2601050-01","Recounted","101_1_13",144
"2601050-02","Recounted","100_1_1",41
"2601050-02","Recounted","101_1_13",151
"2601050-03","Validated","100_1_1",9
"2601050-03","Validated","101_1_13",35
"2602026-01","Validated","100_1_1",10
"2602026-01","Validated","101_1_13",23
"2602026-02","Validated","100_1_1",17
"2602026-02","Validated","101_1_13",30
"2602026-03","Recounted","100_1_1",67
"2602026-03","Recounted","101_1_13",85
"2602026-04","Validated","100_1_1",7
"2602026-04","Validated","101_1_13",40
"2602026-05","Validated","100_1_1",17
"2602026-05","Validated","101_1_13",51
"2602026-06","Validated","100_1_1",10
"2602026-06","Validated","101_1_13",29
"2602027-01","Recounted","100_1_1",4
"2602027-01","Recounted","101_1_13",14
"2602027-02","Recounted","100_1_1",7
"2602027-02","Recounted","101_1_13",4
"2602027-03","Invalidated","100_1_1",36
"2602027-03","Invalidated","101_1_13",485
"2602028-01","Recounted","100_1_1",18
"2602028-01","Recounted","101_1_13",24
"2602028-02","Validated","100_1_1",15
"2602028-02","Validated","101_1_13",25
"2602029-01","Recounted","100_1_1",19
"2602029-01","Recounted","101_1_13",8
"2602029-02","Recounted","100_1_1",25
"2602029-02","Recounted","101_1_13",14
"2602029-03","Recounted","100_1_1",16
"2602029-03","Recounted","101_1_13",16
"2602029-04","Recounted","100_1_1",5
"2602029-04","Recounted","101_1_13",9
"2602029-05","Recounted","100_1_1",9
"2602029-05","Recounted","101_1_13",5
"2602030-01","Recounted","100_1_1",24
"2602030-01","Recounted","101_1_13",27
"2602030-02","Validated","100_1_1",19
"2602030-02","Validated","101_1_13",39
"2602030-03","Recounted","100_1_1",0
"2602030-03","Recounted","101_1_13",0
"2602051-01","Recounted","100_1_1",18
"2602051-01","Recounted","101_1_13",15
"2602051-02","Recounted","100_1_1",14
"2602051-02","Recounted","101_1_13",4
"2602052-01","Validated","100_1_1",35
"2602052-01","Validated","101_1_13",15
"2602052-02","Recounted","100_1_1",6
"2602052-02","Recounted","101_1_13",5
"2603031-01","Recounted","100_1_1",21
"2603031-01","Recounted","101_1_13",200
"2603031-02","Recounted","100_1_1",23
"2603031-02","Recounted","101_1_13",325
"2603031-03","Validated","100_1_1",19
"2603031-03","Validated","101_1_13",147
"2603031-04","Recounted","100_1_1",8
"2603031-04","Recounted","101_1_13",213
"2603033-01","Invalidated","100_1_1",20
"2603033-01","Invalidated","101_1_13",493
"2603033-02","Invalidated","100_1_1",7
"2603033-02","Invalidated","101_1_13",524
"2603033-03","Invalidated","100_1_1",59
"2603033-03","Invalidated","101_1_13",472
"2603033-04","Invalidated","100_1_1",20
"2603033-04","Invalidated","101_1_13",459
"2603033-05","Invalidated","100_1_1",40
"2603033-05","Invalidated","101_1_13",537
"2603033-06","Recounted","100_1_1",7
"2603033-06","Recounted","101_1_13",34
"2603033-07","Recounted","100_1_1",2
"2603033-07","Recounted","101_1_13",34
"2603033-08","Validated","100_1_1",11
"2603033-08","Validated","101_1_13",510
"2603033-09","Invalidated","100_1_1",19
"2603033-09","Invalidated","101_1_13",493
"2603033-10","Invalidated","100_1_1",4
"2603033-10","Invalidated","101_1_13",360
"2603053-01","Validated","100_1_1",4
"2603053-01","Validated","101_1_13",85
"2603053-02","Recounted","100_1_1",7
"2603053-02","Recounted","101_1_13",60
"2603053-03","Recounted","100_1_1",2
"2603053-03","Recounted","101_1_13",36
"2603056-01","Validated","100_1_1",7
"2603056-01","Validated","101_1_13",32
"2603056-02","Invalidated","100_1_1",3
"2603056-02","Invalidated","101_1_13",23
"2604025-01","Validated","100_1_1",42
"2604025-01","Validated","101_1_13",62
"2604025-02","Validated","100_1_1",20
"2604025-02","Validated","101_1_13",45
"2604025-03","Invalidated","100_1_1",33
"2604025-03","Invalidated","101_1_13",526
"2604025-04","Invalidated","100_1_1",28
"2604025-04","Invalidated","101_1_13",511
"2604025-05","Invalidated","100_1_1",18
"2604025-05","Invalidated","101_1_13",491
"2604025-06","Invalidated","100_1_1",17
"2604025-06","Invalidated","101_1_13",316
"2604025-07","Invalidated","100_1_1",21
"2604025-07","Invalidated","101_1_13",382
"2604025-08","Invalidated","100_1_1",14
"2604025-08","Invalidated","101_1_13",320
"2605018-01","Recounted","100_1_1",32
"2605018-01","Recounted","101_1_13",65
"2605018-02","Validated","100_1_1",45
"2605018-02","Validated","101_1_13",216
"2605018-03","Invalidated","100_1_1",8
"2605018-03","Invalidated","101_1_13",572
"2605018-04","Invalidated","100_1_1",10
"2605018-04","Invalidated","101_1_13",571
"2605018-05","Invalidated","100_1_1",5
"2605018-05","Invalidated","101_1_13",581
"2605018-06","Invalidated","100_1_1",9
"2605018-06","Invalidated","101_1_13",585
"2605018-07","Invalidated","100_1_1",0
"2605018-07","Invalidated","101_1_13",589
"2605018-08","Invalidated","100_1_1",0
"2605018-08","Invalidated","101_1_13",0
"2605018-09","Invalidated","100_1_1",15
"2605018-09","Invalidated","101_1_13",565
"2605018-10","Invalidated","100_1_1",0
"2605018-10","Invalidated","101_1_13",0
"2605018-11","Invalidated","100_1_1",10
"2605018-11","Invalidated","101_1_13",580
"2606010-01","Validated","100_1_1",12
"2606010-01","Validated","101_1_13",108
"2606010-02","Validated","100_1_1",9
"2606010-02","Validated","101_1_13",63
"2606010-03","Validated","100_1_1",16
"2606010-03","Validated","101_1_13",181
"2606010-04","Validated","100_1_1",13
"2606010-04","Validated","101_1_13",293
"2606010-05","Recounted","100_1_1",26
"2606010-05","Recounted","101_1_13",239
