"pc_code","candidate_code","votes"
"0101061","100_1_1",393
"0101061","101_1_13",589
"0101062","100_1_1",1522
"0101062","101_1_13",1856
"0101063","100_1_1",1013
"0101063","101_1_13",411
"0101064","100_1_1",1164
"0101064","101_1_13",1271
"0101065","100_1_1",1003
"0101065","101_1_13",468
"0101066","100_1_1",1047
"0101066","101_1_13",547
"0101067","100_1_1",363
"0101067","101_1_13",302
"0101068","100_1_1",702
"0101068","101_1_13",657
"0101069","100_1_1",287
"0101069","101_1_13",301
"0101070","100_1_1",946
"0101070","101_1_13",1885
"0101071","100_1_1",1381
"0101071","101_1_13",501
"0101072","100_1_1",875
"0101072","101_1_13",431
"0101073","100_1_1",879
"0101073","101_1_13",2681
"0101074","100_1_1",1135
"0101074","101_1_13",2000
"0101075","100_1_1",708
"0101075","101_1_13",1180
"0101076","100_1_1",336
"0101076","101_1_13",1546
"0101077","100_1_1",733
"0101077","101_1_13",756
"0101078","100_1_1",549
"0101078","101_1_13",1620
"0101079","100_1_1",394
"0101079","101_1_13",1332
"0101080","100_1_1",686
"0101080","101_1_13",871
"0101081","100_1_1",181
"0101081","101_1_13",824
"0101082","100_1_1",820
"0101082","101_1_13",1793
"0101083","100_1_1",652
"0101083","101_1_13",844
"0101084","100_1_1",382
"0101084","101_1_13",871
"0101085","100_1_1",280
"0101085","101_1_13",991
"0101086","100_1_1",620
"0101086","101_1_13",1075
"0101087","100_1_1",834
"0101087","101_1_13",1312
"0101088","100_1_1",660
"0101088","101_1_13",844
"0101089","100_1_1",966
"0101089","101_1_13",2397
"0101090","100_1_1",292
"0101090","101_1_13",598
"0101091","100_1_1",365
"0101091","101_1_13",641
"0101092","100_1_1",662
"0101092","101_1_13",3011
"0101093","100_1_1",423
"0101093","101_1_13",935
"0101094","100_1_1",679
"0101094","101_1_13",1422
"0101095","100_1_1",1057
"0101095","101_1_13",1060
"0101096","100_1_1",1318
"0101096","101_1_13",423
"0101097","100_1_1",997
"0101097","101_1_13",246
"0101098","100_1_1",1095
"0101098","101_1_13",356
"0101099","100_1_1",544
"0101099","101_1_13",176
"0101100","100_1_1",1334
"0101100","101_1_13",736
"0101101","100_1_1",1491
"0101101","101_1_13",448
"0101102","100_1_1",1098
"0101102","101_1_13",190
"0101103","100_1_1",2436
"0101103","101_1_13",632
"0101104","100_1_1",600
"0101104","101_1_13",862
"0101105","100_1_1",948
"0101105","101_1_13",355
"0101106","100_1_1",2240
"0101106","101_1_13",242
"0101107","100_1_1",2587
"0101107","101_1_13",364
"0101108","100_1_1",1124
"0101108","101_1_13",665
"0101109","100_1_1",666
"0101109","101_1_13",621
"0101110","100_1_1",778
"0101110","101_1_13",234
"0101111","100_1_1",1678
"0101111","101_1_13",525
"0101112","100_1_1",503
"0101112","101_1_13",340
"0101113","100_1_1",1064
"0101113","101_1_13",593
"0101114","100_1_1",546
"0101114","101_1_13",156
"0101115","100_1_1",1126
"0101115","101_1_13",385
"0101116","100_1_1",695
"0101116","101_1_13",349
"0101117","100_1_1",1060
"0101117","101_1_13",434
"0101118","100_1_1",1749
"0101118","101_1_13",607
"0101119","100_1_1",414
"0101119","101_1_13",559
"0101120","100_1_1",582
"0101120","101_1_13",925
"0101121","100_1_1",2078
"0101121","101_1_13",1072
"0101122","100_1_1",790
"0101122","101_1_13",965
"0101123","100_1_1",1893
"0101123","101_1_13",717
"0101124","100_1_1",2677
"0101124","101_1_13",648
"0101125","100_1_1",564
"0101125","101_1_13",665
"0101126","100_1_1",1343
"0101126","101_1_13",2299
"0101127","100_1_1",543
"0101127","101_1_13",1801
"0101128","100_1_1",737
"0101128","101_1_13",789
"0101129","100_1_1",616
"0101129","101_1_13",1653
"0101130","100_1_1",1227
"0101130","101_1_13",1426
"0101131","100_1_1",1435
"0101131","101_1_13",846
"0101132","100_1_1",1009
"0101132","101_1_13",1111
"0101133","100_1_1",590
"0101133","101_1_13",1082
"0101134","100_1_1",618
"0101134","101_1_13",448
"0101135","100_1_1",852
"0101135","101_1_13",1127
"0101136","100_1_1",277
"0101136","101_1_13",1523
"0101137","100_1_1",131
"0101137","101_1_13",178
"0101138","100_1_1",634
"0101138","101_1_13",472
"0101139","100_1_1",1784
"0101139","101_1_13",781
"0101140","100_1_1",722
"0101140","101_1_13",589
"0101141","100_1_1",1301
"0101141","101_1_13",920
"0101142","100_1_1",397
"0101142","101_1_13",649
"0101143","100_1_1",1166
"0101143","101_1_13",1384
"0101144","100_1_1",1151
"0101144","101_1_13",940
"0101145","100_1_1",915
"0101145","101_1_13",738
"0101146","100_1_1",438
"0101146","101_1_13",1223
"0101147","100_1_1",629
"0101147","101_1_13",2146
"0101148","100_1_1",565
"0101148","101_1_13",778
"0101149","100_1_1",233
"0101149","101_1_13",1059
"0101150","100_1_1",553
"0101150","101_1_13",957
"0101151","100_1_1",306
"0101151","101_1_13",3458
"0101152","100_1_1",636
"0101152","101_1_13",2135
"0101153","100_1_1",284
"0101153","101_1_13",1066
"0101154","100_1_1",474
"0101154","101_1_13",1561
"0101155","100_1_1",531
"0101155","101_1_13",1667
"0101156","100_1_1",583
"0101156","101_1_13",844
"0101157","100_1_1",401
"0101157","101_1_13",1404
"0101158","100_1_1",298
"0101158","101_1_13",1757
"0101159","100_1_1",920
"0101159","101_1_13",1707
"0101160","100_1_1",50
"0101160","101_1_13",1034
"0101161","100_1_1",53
"0101161","101_1_13",699
"0101162","100_1_1",134
"0101162","101_1_13",844
"0101163","100_1_1",385
"0101163","101_1_13",921
"0101164","100_1_1",830
"0101164","101_1_13",973
"0101165","100_1_1",129
"0101165","101_1_13",516
"0101166","100_1_1",363
"0101166","101_1_13",1129
"0101167","100_1_1",306
"0101167","101_1_13",812
"0101168","100_1_1",693
"0101168","101_1_13",1555
"0101169","100_1_1",616
"0101169","101_1_13",1481
"0101170","100_1_1",266
"0101170","101_1_13",1262
"0101171","100_1_1",115
"0101171","101_1_13",702
"0101172","100_1_1",723
"0101172","101_1_13",1134
"0101173","100_1_1",232
"0101173","101_1_13",509
"0101174","100_1_1",138
"0101174","101_1_13",1097
"0101175","100_1_1",218
"0101175","101_1_13",1231
"0101176","100_1_1",103
"0101176","101_1_13",4976
"0101177","100_1_1",1021
"0101177","101_1_13",663
"0101178","100_1_1",505
"0101178","101_1_13",836
"0101179","100_1_1",447
"0101179","101_1_13",780
"0101180","100_1_1",525
"0101180","101_1_13",493
"0101181","100_1_1",342
"0101181","101_1_13",698
"0101182","100_1_1",1051
"0101182","101_1_13",1806
"0101183","100_1_1",775
"0101183","101_1_13",1228
"0101184","100_1_1",688
"0101184","101_1_13",1254
"0101185","100_1_1",925
"0101185","101_1_13",2601
"0101186","100_1_1",998
"0101186","101_1_13",1529
"0101187","100_1_1",765
"0101187","101_1_13",432
"0101188","100_1_1",1181
"0101188","101_1_13",924
"0101189","100_1_1",342
"0101189","101_1_13",3541
"0101190","100_1_1",590
"0101190","101_1_13",438
"0101191","100_1_1",828
"0101191","101_1_13",621
"0101192","100_1_1",523
"0101192","101_1_13",1373
"0101193","100_1_1",624
"0101193","101_1_13",828
"0101194","100_1_1",638
"0101194","101_1_13",966
"0101195","100_1_1",400
"0101195","101_1_13",301
"0101196","100_1_1",526
"0101196","101_1_13",1462
"0101197","100_1_1",603
"0101197","101_1_13",343
"0101198","100_1_1",989
"0101198","101_1_13",516
"0101199","100_1_1",1150
"0101199","101_1_13",833
"0101200","100_1_1",844
"0101200","101_1_13",877
"0101201","100_1_1",1258
"0101201","101_1_13",401
"0101202","100_1_1",736
"0101202","101_1_13",504
"0101203","100_1_1",677
"0101203","101_1_13",572
"0101204","100_1_1",255
"0101204","101_1_13",1645
"0101205","100_1_1",1075
"0101205","101_1_13",585
"0101206","100_1_1",695
"0101206","101_1_13",266
"0101207","100_1_1",295
"0101207","101_1_13",736
"0101208","100_1_1",961
"0101208","101_1_13",608
"0101209","100_1_1",293
"0101209","101_1_13",633
"0101210","100_1_1",484
"0101210","101_1_13",233
"0101211","100_1_1",1036
"0101211","101_1_13",992
"0101212","100_1_1",346
"0101212","101_1_13",329
"0101213","100_1_1",338
"0101213","101_1_13",241
"0101214","100_1_1",359
"0101214","101_1_13",290
"0101215","100_1_1",1110
"0101215","101_1_13",1237
"0101216","100_1_1",989
"0101216","101_1_13",516
"0101217","100_1_1",304
"0101217","101_1_13",315
"0101218","100_1_1",466
"0101218","101_1_13",370
"0101219","100_1_1",439
"0101219","101_1_13",964
"0101220","100_1_1",109
"0101220","101_1_13",110
"0101221","100_1_1",326
"0101221","101_1_13",324
"0101222","100_1_1",418
"0101222","101_1_13",282
"0101223","100_1_1",553
"0101223","101_1_13",547
"0101224","100_1_1",503
"0101224","101_1_13",449
"0101225","100_1_1",1067
"0101225","101_1_13",326
"0101226","100_1_1",796
"0101226","101_1_13",733
"0101227","100_1_1",811
"0101227","101_1_13",833
"0101228","100_1_1",344
"0101228","101_1_13",406
"0101229","100_1_1",1230
"0101229","101_1_13",184
"0101230","100_1_1",1080
"0101230","101_1_13",364
"0101231","100_1_1",755
"0101231","101_1_13",354
"0101232","100_1_1",1203
"0101232","101_1_13",534
"0101233","100_1_1",1660
"0101233","101_1_13",875
"0101234","100_1_1",1848
"0101234","101_1_13",475
"0101235","100_1_1",1181
"0101235","101_1_13",434
"0101236","100_1_1",1262
"0101236","101_1_13",562
"0101237","100_1_1",1392
"0101237","101_1_13",512
"0101238","100_1_1",432
"0101238","101_1_13",259
"0101239","100_1_1",1982
"0101239","101_1_13",704
"0101240","100_1_1",2296
"0101240","101_1_13",196
"0101241","100_1_1",4185
"0101241","101_1_13",1121
"0101242","100_1_1",2409
"0101242","101_1_13",371
"0101243","100_1_1",1341
"0101243","101_1_13",441
"0101244","100_1_1",1076
"0101244","101_1_13",483
"0101245","100_1_1",1002
"0101245","101_1_13",313
"0101246","100_1_1",954
"0101246","101_1_13",442
"0101247","100_1_1",1863
"0101247","101_1_13",911
"0101248","100_1_1",840
"0101248","101_1_13",923
"0101249","100_1_1",205
"0101249","101_1_13",4493
"0101250","100_1_1",584
"0101250","101_1_13",2702
"0101251","100_1_1",446
"0101251","101_1_13",2178
"0101252","100_1_1",351
"0101252","101_1_13",2782
"0101253","100_1_1",314
"0101253","101_1_13",3228
"0101254","100_1_1",266
"0101254","101_1_13",2205
"0101255","100_1_1",142
"0101255","101_1_13",848
"0101256","100_1_1",1571
"0101256","101_1_13",291
"0101257","100_1_1",1240
"0101257","101_1_13",140
"0101258","100_1_1",3254
"0101258","101_1_13",591
"0101259","100_1_1",1815
"0101259","101_1_13",306
"0101260","100_1_1",1299
"0101260","101_1_13",289
"0101261","100_1_1",1558
"0101261","101_1_13",352
"0101262","100_1_1",1571
"0101262","101_1_13",144
"0101263","100_1_1",4064
"0101263","101_1_13",838
"0101264","100_1_1",1981
"0101264","101_1_13",344
"0101265","100_1_1",2064
"0101265","101_1_13",282
"0101266","100_1_1",1270
"0101266","101_1_13",175
"0101267","100_1_1",1533
"0101267","101_1_13",234
"0101268","100_1_1",2975
"0101268","101_1_13",279
"0101269","100_1_1",1707
"0101269","101_1_13",362
"0101270","100_1_1",1450
"0101270","101_1_13",180
"0101271","100_1_1",1539
"0101271","101_1_13",450
"0101272","100_1_1",2501
"0101272","101_1_13",263
"0101273","100_1_1",4225
"0101273","101_1_13",721
"0101274","100_1_1",1497
"0101274","101_1_13",173
"0101275","100_1_1",1787
"0101275","101_1_13",248
"0101276","100_1_1",1061
"0101276","101_1_13",186
"0101277","100_1_1",2889
"0101277","101_1_13",417
"0101278","100_1_1",4155
"0101278","101_1_13",539
"0101279","100_1_1",2195
"0101279","101_1_13",537
"0101280","100_1_1",1079
"0101280","101_1_13",198
"0101281","100_1_1",2475
"0101281","101_1_13",314
"0101282","100_1_1",1388
"0101282","101_1_13",268
"0101283","100_1_1",3950
"0101283","101_1_13",451
"0101284","100_1_1",1297
"0101284","101_1_13",218
"0101285","100_1_1",1034
"0101285","101_1_13",381
"0101286","100_1_1",1018
"0101286","101_1_13",182
"0101287","100_1_1",345
"0101287","101_1_13",83
"0101288","100_1_1",224
"0101288","101_1_13",124
"0101289","100_1_1",2477
"0101289","101_1_13",480
"0101290","100_1_1",1152
"0101290","101_1_13",667
"0101291","100_1_1",602
"0101291","101_1_13",386
"0101292","100_1_1",803
"0101292","101_1_13",458
"0101293","100_1_1",1345
"0101293","101_1_13",737
"0101294","100_1_1",2049
"0101294","101_1_13",886
"0101295","100_1_1",970
"0101295","101_1_13",499
"0101296","100_1_1",902
"0101296","101_1_13",378
"0101297","100_1_1",650
"0101297","101_1_13",172
"0101298","100_1_1",1029
"0101298","101_1_13",773
"0101299","100_1_1",902
"0101299","101_1_13",201
"0101300","100_1_1",452
"0101300","101_1_13",113
"0101301","100_1_1",802
"0101301","101_1_13",593
"0101302","100_1_1",450
"0101302","101_1_13",266
"0101303","100_1_1",1756
"0101303","101_1_13",779
"0101304","100_1_1",901
"0101304","101_1_13",224
"0101305","100_1_1",652
"0101305","101_1_13",123
"0101306","100_1_1",1061
"0101306","101_1_13",1149
"0101307","100_1_1",661
"0101307","101_1_13",134
"0101308","100_1_1",564
"0101308","101_1_13",65
"0101309","100_1_1",930
"0101309","101_1_13",271
"0101310","100_1_1",591
"0101310","101_1_13",216
"0101311","100_1_1",955
"0101311","101_1_13",89
"0101312","100_1_1",695
"0101312","101_1_13",2099
"0101313","100_1_1",64
"0101313","101_1_13",2578
"0101314","100_1_1",2007
"0101314","101_1_13",2379
"0101315","100_1_1",152
"0101315","101_1_13",483
"0101316","100_1_1",676
"0101316","101_1_13",1171
"0101317","100_1_1",1285
"0101317","101_1_13",2404
"0101318","100_1_1",834
"0101318","101_1_13",798
"0101319","100_1_1",215
"0101319","101_1_13",382
"0101320","100_1_1",287
"0101320","101_1_13",128
"0101321","100_1_1",317
"0101321","101_1_13",920
"0101322","100_1_1",463
"0101322","101_1_13",455
"0101323","100_1_1",360
"0101323","101_1_13",745
"0101324","100_1_1",126
"0101324","101_1_13",164
"0101325","100_1_1",329
"0101325","101_1_13",1364
"0101326","100_1_1",3817
"0101326","101_1_13",498
"0101327","100_1_1",4979
"0101327","101_1_13",1113
"0101328","100_1_1",2139
"0101328","101_1_13",1432
"0101329","100_1_1",1176
"0101329","101_1_13",916
"0101331","100_1_1",107
"0101331","101_1_13",5450
"0101332","100_1_1",65
"0101332","101_1_13",4230
"0101430","100_1_1",199
"0101430","101_1_13",667
"0101448","100_1_1",31
"0101448","101_1_13",4068
"0101449","100_1_1",31
"0101449","101_1_13",3245
"0101473","100_1_1",42
"0101473","101_1_13",5915
"0101488","100_1_1",292
"0101488","101_1_13",190
"0101489","100_1_1",992
"0101489","101_1_13",283
"0101490","100_1_1",992
"0101490","101_1_13",981
"0101491","100_1_1",56
"0101491","101_1_13",1257
"0101492","100_1_1",242
"0101492","101_1_13",824
"0101493","100_1_1",1128
"0101493","101_1_13",1429
"0101495","100_1_1",1923
"0101495","101_1_13",105
"0101496","100_1_1",1303
"0101496","101_1_13",99
"0101497","100_1_1",305
"0101497","101_1_13",3292
"0101498","100_1_1",297
"0101498","101_1_13",2061
"0101499","100_1_1",3338
"0101499","101_1_13",335
"0101500","100_1_1",2427
"0101500","101_1_13",631
"0101501","100_1_1",3098
"0101501","101_1_13",466
"0101502","100_1_1",308
"0101502","101_1_13",133
"0101503","100_1_1",819
"0101503","101_1_13",208
"0101504","100_1_1",1385
"0101504","101_1_13",75
"0101505","100_1_1",799
"0101505","101_1_13",805
"0101506","100_1_1",266
"0101506","101_1_13",515
"0101507","100_1_1",1019
"0101507","101_1_13",377
"0101508","100_1_1",1016
"0101508","101_1_13",540
"0101509","100_1_1",19
"0101509","101_1_13",3410
"0101510","100_1_1",178
"0101510","101_1_13",2711
"0101511","100_1_1",35
"0101511","101_1_13",4298
"0101512","100_1_1",623
"0101512","101_1_13",2442
"0101513","100_1_1",250
"0101513","101_1_13",1857
"0101514","100_1_1",27
"0101514","101_1_13",2766
"0101519","100_1_1",457
"0101519","101_1_13",829
"0101520","100_1_1",562
"0101520","101_1_13",650
"0101521","100_1_1",123
"0101521","101_1_13",1131
"0101522","100_1_1",830
"0101522","101_1_13",90
"0101523","100_1_1",728
"0101523","101_1_13",53
"0101524","100_1_1",324
"0101524","101_1_13",2311
"0101525","100_1_1",248
"0101525","101_1_13",2555
"0101526","100_1_1",1099
"0101526","101_1_13",664
"0101527","100_1_1",597
"0101527","101_1_13",254
"0101528","100_1_1",929
"0101528","101_1_13",235
"0101529","100_1_1",671
"0101529","101_1_13",88
"0101530","100_1_1",1276
"0101530","101_1_13",123
"0101531","100_1_1",1731
"0101531","101_1_13",703
"0101532","100_1_1",81
"0101532","101_1_13",1545
"0101534","100_1_1",2249
"0101534","101_1_13",1047
"0101535","100_1_1",64
"0101535","101_1_13",1339
"0101553","100_1_1",2066
"0101553","101_1_13",279
"0101554","100_1_1",2447
"0101554","101_1_13",366
"0101555","100_1_1",2848
"0101555","101_1_13",334
"0101556","100_1_1",1811
"0101556","101_1_13",282
"0101557","100_1_1",1895
"0101557","101_1_13",248
"0102398","100_1_1",140
"0102398","101_1_13",1004
"0102399","100_1_1",194
"0102399","101_1_13",198
"0102400","100_1_1",170
"0102400","101_1_13",818
"0102401","100_1_1",638
"0102401","101_1_13",300
"0102402","100_1_1",515
"0102402","101_1_13",190
"0102403","100_1_1",415
"0102403","101_1_13",107
"0102404","100_1_1",758
"0102404","101_1_13",1330
"0102405","100_1_1",583
"0102405","101_1_13",435
"0102406","100_1_1",505
"0102406","101_1_13",255
"0102407","100_1_1",1391
"0102407","101_1_13",349
"0102408","100_1_1",65
"0102408","101_1_13",1101
"0102409","100_1_1",766
"0102409","101_1_13",259
"0102410","100_1_1",592
"0102410","101_1_13",1225
"0102411","100_1_1",512
"0102411","101_1_13",1133
"0102412","100_1_1",241
"0102412","101_1_13",1547
"0102413","100_1_1",192
"0102413","101_1_13",354
"0102414","100_1_1",43
"0102414","101_1_13",685
"0102415","100_1_1",331
"0102415","101_1_13",277
"0102416","100_1_1",131
"0102416","101_1_13",431
"0102417","100_1_1",32
"0102417","101_1_13",563
"0102418","100_1_1",61
"0102418","101_1_13",344
"0103419","100_1_1",15
"0103419","101_1_13",1050
"0103420","100_1_1",42
"0103420","101_1_13",1931
"0103421","100_1_1",173
"0103421","101_1_13",435
"0103422","100_1_1",18
"0103422","101_1_13",878
"0103423","100_1_1",109
"0103423","101_1_13",367
"0103424","100_1_1",22
"0103424","101_1_13",570
"0103425","100_1_1",133
"0103425","101_1_13",1165
"0103426","100_1_1",37
"0103426","101_1_13",119
"0103427","100_1_1",21
"0103427","101_1_13",180
"0103428","100_1_1",32
"0103428","101_1_13",187
"0103429","100_1_1",198
"0103429","101_1_13",910
"0103494","100_1_1",669
"0103494","101_1_13",775
"0103536","100_1_1",3
"0103536","101_1_13",493
"0103537","100_1_1",24
"0103537","101_1_13",837
"0104450","100_1_1",438
"0104450","101_1_13",325
"0104451","100_1_1",406
"0104451","101_1_13",398
"0104452","100_1_1",442
"0104452","101_1_13",981
"0104453","100_1_1",435
"0104453","101_1_13",540
"0104454","100_1_1",1365
"0104454","101_1_13",310
"0104455","100_1_1",233
"0104455","101_1_13",2735
"0104456","100_1_1",733
"0104456","101_1_13",2174
"0104457","100_1_1",689
"0104457","101_1_13",363
"0104458","100_1_1",232
"0104458","101_1_13",826
"0104459","100_1_1",290
"0104459","101_1_13",1022
"0104460","100_1_1",7
"0104460","101_1_13",896
"0104461","100_1_1",60
"0104461","101_1_13",2389
"0104462","100_1_1",284
"0104462","101_1_13",889
"0104538","100_1_1",98
"0104538","101_1_13",1215
"0104539","100_1_1",346
"0104539","101_1_13",948
"0104540","100_1_1",126
"0104540","101_1_13",1911
"0105330","100_1_1",122
"0105330","101_1_13",2210
"0105463","100_1_1",780
"0105463","101_1_13",198
"0105464","100_1_1",495
"0105464","101_1_13",375
"0105465","100_1_1",66
"0105465","101_1_13",468
"0105466","100_1_1",806
"0105466","101_1_13",168
"0105467","100_1_1",106
"0105467","101_1_13",519
"0105468","100_1_1",582
"0105468","101_1_13",1222
"0105469","100_1_1",612
"0105469","101_1_13",1094
"0105470","100_1_1",74
"0105470","101_1_13",872
"0105471","100_1_1",37
"0105471","101_1_13",383
"0105472","100_1_1",85
"0105472","101_1_13",163
"0105474","100_1_1",30
"0105474","101_1_13",206
"0105475","100_1_1",76
"0105475","101_1_13",254
"0105533","100_1_1",136
"0105533","101_1_13",779
"0105541","100_1_1",60
"0105541","101_1_13",124
"0106386","100_1_1",247
"0106386","101_1_13",129
"0106387","100_1_1",1073
"0106387","101_1_13",78
"0106388","100_1_1",312
"0106388","101_1_13",1071
"0106389","100_1_1",306
"0106389","101_1_13",594
"0106390","100_1_1",468
"0106390","101_1_13",88
"0106391","100_1_1",691
"0106391","101_1_13",791
"0106392","100_1_1",375
"0106392","101_1_13",376
"0106393","100_1_1",733
"0106393","101_1_13",108
"0106394","100_1_1",279
"0106394","101_1_13",663
"0106395","100_1_1",1225
"0106395","101_1_13",305
"0106396","100_1_1",1156
"0106396","101_1_13",559
"0106397","100_1_1",1451
"0106397","101_1_13",232
"0106542","100_1_1",134
"0106542","101_1_13",55
"0106543","100_1_1",25
"0106543","101_1_13",291
"0107431","100_1_1",147
"0107431","101_1_13",1348
"0107432","100_1_1",19
"0107432","101_1_13",66
"0107433","100_1_1",85
"0107433","101_1_13",925
"0107434","100_1_1",40
"0107434","101_1_13",939
"0107435","100_1_1",60
"0107435","101_1_13",429
"0107436","100_1_1",32
"0107436","101_1_13",248
"0107437","100_1_1",47
"0107437","101_1_13",662
"0107438","100_1_1",28
"0107438","101_1_13",442
"0108333","100_1_1",553
"0108333","101_1_13",40
"0108334","100_1_1",503
"0108334","101_1_13",26
"0108335","100_1_1",96
"0108335","101_1_13",199
"0108336","100_1_1",787
"0108336","101_1_13",72
"0108337","100_1_1",1357
"0108337","101_1_13",67
"0108338","100_1_1",417
"0108338","101_1_13",101
"0108339","100_1_1",1001
"0108339","101_1_13",90
"0108340","100_1_1",1194
"0108340","101_1_13",77
"0108341","100_1_1",1196
"0108341","101_1_13",146
"0108342","100_1_1",1141
"0108342","101_1_13",44
"0108343","100_1_1",135
"0108343","101_1_13",25
"0108344","100_1_1",293
"0108344","101_1_13",41
"0109439","100_1_1",63
"0109439","101_1_13",572
"0109440","100_1_1",42
"0109440","101_1_13",1213
"0109441","100_1_1",56
"0109441","101_1_13",732
"0109442","100_1_1",224
"0109442","101_1_13",1203
"0109443","100_1_1",93
"0109443","101_1_13",769
"0109444","100_1_1",674
"0109444","101_1_13",114
"0109445","100_1_1",79
"0109445","101_1_13",1034
"0109446","100_1_1",124
"0109446","101_1_13",946
"0109447","100_1_1",866
"0109447","101_1_13",897
"0110352","100_1_1",2215
"0110352","101_1_13",138
"0110353","100_1_1",757
"0110353","101_1_13",97
"0110354","100_1_1",643
"0110354","101_1_13",27
"0110355","100_1_1",412
"0110355","101_1_13",170
"0110356","100_1_1",688
"0110356","101_1_13",141
"0110357","100_1_1",226
"0110357","101_1_13",269
"0110358","100_1_1",313
"0110358","101_1_13",17
"0110544","100_1_1",232
"0110544","101_1_13",39
"0111381","100_1_1",108
"0111381","101_1_13",371
"0111382","100_1_1",204
"0111382","101_1_13",62
"0111383","100_1_1",1050
"0111383","101_1_13",97
"0111384","100_1_1",604
"0111384","101_1_13",85
"0111385","100_1_1",256
"0111385","101_1_13",81
"0111545","100_1_1",77
"0111545","101_1_13",261
"0112345","100_1_1",658
"0112345","101_1_13",224
"0112346","100_1_1",248
"0112346","101_1_13",400
"0112347","100_1_1",313
"0112347","101_1_13",517
"0112348","100_1_1",72
"0112348","101_1_13",326
"0112349","100_1_1",102
"0112349","101_1_13",626
"0112350","100_1_1",508
"0112350","101_1_13",122
"0112351","100_1_1",136
"0112351","101_1_13",513
"0112546","100_1_1",113
"0112546","101_1_13",281
"0113374","100_1_1",465
"0113374","101_1_13",43
"0113375","100_1_1",720
"0113375","101_1_13",36
"0113376","100_1_1",964
"0113376","101_1_13",265
"0113377","100_1_1",376
"0113377","101_1_13",154
"0113378","100_1_1",493
"0113378","101_1_13",27
"0113379","100_1_1",594
"0113379","101_1_13",40
"0113380","100_1_1",969
"0113380","101_1_13",118
"0114359","100_1_1",98
"0114359","101_1_13",281
"0114360","100_1_1",281
"0114360","101_1_13",1280
"0114361","100_1_1",402
"0114361","101_1_13",51
"0114362","100_1_1",242
"0114362","101_1_13",217
"0114363","100_1_1",768
"0114363","101_1_13",156
"0114364","100_1_1",59
"0114364","101_1_13",880
"0114365","100_1_1",380
"0114365","101_1_13",514
"0114366","100_1_1",125
"0114366","101_1_13",390
