"election_date","results_date","election_type","results_status","province_code","province_name_eng","ballot_position","candidate_name_eng","party_name_eng_transliterated","candidate_gender","final_winner","votes"
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","11","Helmand",12,"Wakil Mangal","Independent","M","NO",276
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","11","Helmand",13,"Abdul Hadi Khalilzai","Independent","M","NO",441
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","11","Helmand",14,"Mohammad Ebrahim Rashid","Independent","M","NO",147
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","11","Helmand",15,"Yonous Qanooni","Hezb-e-Nuhzhat-e-Mili Afghanistan","M","NO",7924
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","11","Helmand",16,"Massooda Jalal","Independent","F","NO",3003
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","11","Helmand",17,"Syed Abdul Hadi Dabir","Independent","M","NO",218
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","11","Helmand",18,"Abdul Rashid Dostum","Independent","M","NO",274
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",1,"Abdul Latif Pedram","Hezb-e-Congra-e-Mili Afghanistan","M","NO",5371
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",2,"Hamid Karzai","Independent","M","YES",342477
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",3,"Hamayon Shah Asifi","Independent","M","NO",2549
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",4,"Mir Mohammad Mahfouz Nedaee","Independent","M","NO",2100
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",5,"Haji Mohammad Mohaqiq","Independent","M","NO",16095
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",6,"Syed Ishaq Gilani","Nuhzat-e-Hambastagee Mili Afghanistan","M","NO",5882
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",7,"Abdul Satar Serat","Independent","M","NO",2945
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",8,"Abdul Hafiz Mansoor","Independent","M","NO",1883
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",9,"Ghulam Farooq Nijrabi","Hezb-e-Istiqlal-e-Afghanistan","M","NO",767
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",10,"Ahmad Shah Ahmadzai","Independent","M","NO",1099
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",11,"Abdul Hasseb Aryan","Independent","M","NO",862
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",12,"Wakil Mangal","Independent","M","NO",866
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",13,"Abdul Hadi Khalilzai","Independent","M","NO",1818
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",14,"Mohammad Ebrahim Rashid","Independent","M","NO",1937
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",15,"Yonous Qanooni","Hezb-e-Nuhzhat-e-Mili Afghanistan","M","NO",199484
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",16,"Massooda Jalal","Independent","F","NO",3746
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",17,"Syed Abdul Hadi Dabir","Independent","M","NO",1348
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","12","Herat",18,"Abdul Rashid Dostum","Independent","M","NO",1565
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",1,"Abdul Latif Pedram","Hezb-e-Congra-e-Mili Afghanistan","M","NO",1906
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",2,"Hamid Karzai","Independent","M","YES",21412
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",3,"Hamayon Shah Asifi","Independent","M","NO",442
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",4,"Mir Mohammad Mahfouz Nedaee","Independent","M","NO",292
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",5,"Haji Mohammad Mohaqiq","Independent","M","NO",817
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",6,"Syed Ishaq Gilani","Nuhzat-e-Hambastagee Mili Afghanistan","M","NO",368
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",7,"Abdul Satar Serat","Independent","M","NO",634
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",8,"Abdul Hafiz Mansoor","Independent","M","NO",326
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",9,"Ghulam Farooq Nijrabi","Hezb-e-Istiqlal-e-Afghanistan","M","NO",317
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",10,"Ahmad Shah Ahmadzai","Independent","M","NO",400
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",11,"Abdul Hasseb Aryan","Independent","M","NO",391
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",12,"Wakil Mangal","Independent","M","NO",241
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",13,"Abdul Hadi Khalilzai","Independent","M","NO",400
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",14,"Mohammad Ebrahim Rashid","Independent","M","NO",286
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",15,"Yonous Qanooni","Hezb-e-Nuhzhat-e-Mili Afghanistan","M","NO",7376
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",16,"Massooda Jalal","Independent","F","NO",1532
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",17,"Syed Abdul Hadi Dabir","Independent","M","NO",1358
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","13","Jozjan",18,"Abdul Rashid Dostum","Independent","M","NO",136358
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",1,"Abdul Latif Pedram","Hezb-e-Congra-e-Mili Afghanistan","M","NO",17284
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",2,"Hamid Karzai","Independent","M","YES",332868
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",3,"Hamayon Shah Asifi","Independent","M","NO",1443
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",4,"Mir Mohammad Mahfouz Nedaee","Independent","M","NO",1237
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",5,"Haji Mohammad Mohaqiq","Independent","M","NO",112448
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",6,"Syed Ishaq Gilani","Nuhzat-e-Hambastagee Mili Afghanistan","M","NO",5197
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",7,"Abdul Satar Serat","Independent","M","NO",3380
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",8,"Abdul Hafiz Mansoor","Independent","M","NO",2140
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",9,"Ghulam Farooq Nijrabi","Hezb-e-Istiqlal-e-Afghanistan","M","NO",4292
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",10,"Ahmad Shah Ahmadzai","Independent","M","NO",4970
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",11,"Abdul Hasseb Aryan","Independent","M","NO",682
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",12,"Wakil Mangal","Independent","M","NO",662
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",13,"Abdul Hadi Khalilzai","Independent","M","NO",1273
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",14,"Mohammad Ebrahim Rashid","Independent","M","NO",690
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",15,"Yonous Qanooni","Hezb-e-Nuhzhat-e-Mili Afghanistan","M","NO",124898
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",16,"Massooda Jalal","Independent","F","NO",7711
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",17,"Syed Abdul Hadi Dabir","Independent","M","NO",2692
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","14","Kabul",18,"Abdul Rashid Dostum","Independent","M","NO",4746
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",1,"Abdul Latif Pedram","Hezb-e-Congra-e-Mili Afghanistan","M","NO",922
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",2,"Hamid Karzai","Independent","M","YES",281025
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",3,"Hamayon Shah Asifi","Independent","M","NO",3743
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",4,"Mir Mohammad Mahfouz Nedaee","Independent","M","NO",281
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",5,"Haji Mohammad Mohaqiq","Independent","M","NO",2629
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",6,"Syed Ishaq Gilani","Nuhzat-e-Hambastagee Mili Afghanistan","M","NO",3240
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",7,"Abdul Satar Serat","Independent","M","NO",712
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",8,"Abdul Hafiz Mansoor","Independent","M","NO",450
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",9,"Ghulam Farooq Nijrabi","Hezb-e-Istiqlal-e-Afghanistan","M","NO",174
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",10,"Ahmad Shah Ahmadzai","Independent","M","NO",2331
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",11,"Abdul Hasseb Aryan","Independent","M","NO",96
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",12,"Wakil Mangal","Independent","M","NO",237
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",13,"Abdul Hadi Khalilzai","Independent","M","NO",462
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",14,"Mohammad Ebrahim Rashid","Independent","M","NO",106
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",15,"Yonous Qanooni","Hezb-e-Nuhzhat-e-Mili Afghanistan","M","NO",9202
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",16,"Massooda Jalal","Independent","F","NO",2743
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",17,"Syed Abdul Hadi Dabir","Independent","M","NO",247
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","15","Kandahar",18,"Abdul Rashid Dostum","Independent","M","NO",296
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",1,"Abdul Latif Pedram","Hezb-e-Congra-e-Mili Afghanistan","M","NO",1399
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",2,"Hamid Karzai","Independent","M","YES",36425
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",3,"Hamayon Shah Asifi","Independent","M","NO",175
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",4,"Mir Mohammad Mahfouz Nedaee","Independent","M","NO",155
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",5,"Haji Mohammad Mohaqiq","Independent","M","NO",132
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",6,"Syed Ishaq Gilani","Nuhzat-e-Hambastagee Mili Afghanistan","M","NO",631
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",7,"Abdul Satar Serat","Independent","M","NO",305
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",8,"Abdul Hafiz Mansoor","Independent","M","NO",466
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",9,"Ghulam Farooq Nijrabi","Hezb-e-Istiqlal-e-Afghanistan","M","NO",12643
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",10,"Ahmad Shah Ahmadzai","Independent","M","NO",858
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",11,"Abdul Hasseb Aryan","Independent","M","NO",88
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",12,"Wakil Mangal","Independent","M","NO",153
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",13,"Abdul Hadi Khalilzai","Independent","M","NO",265
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",14,"Mohammad Ebrahim Rashid","Independent","M","NO",184
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",15,"Yonous Qanooni","Hezb-e-Nuhzhat-e-Mili Afghanistan","M","NO",40438
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",16,"Massooda Jalal","Independent","F","NO",3140
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",17,"Syed Abdul Hadi Dabir","Independent","M","NO",901
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","16","Kapisa",18,"Abdul Rashid Dostum","Independent","M","NO",109
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",1,"Abdul Latif Pedram","Hezb-e-Congra-e-Mili Afghanistan","M","NO",220
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",2,"Hamid Karzai","Independent","M","YES",207718
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",3,"Hamayon Shah Asifi","Independent","M","NO",149
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",4,"Mir Mohammad Mahfouz Nedaee","Independent","M","NO",33
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",5,"Haji Mohammad Mohaqiq","Independent","M","NO",51
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",6,"Syed Ishaq Gilani","Nuhzat-e-Hambastagee Mili Afghanistan","M","NO",749
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",7,"Abdul Satar Serat","Independent","M","NO",205
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",8,"Abdul Hafiz Mansoor","Independent","M","NO",56
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",9,"Ghulam Farooq Nijrabi","Hezb-e-Istiqlal-e-Afghanistan","M","NO",17
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",10,"Ahmad Shah Ahmadzai","Independent","M","NO",1912
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",11,"Abdul Hasseb Aryan","Independent","M","NO",9
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",12,"Wakil Mangal","Independent","M","NO",1513
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",13,"Abdul Hadi Khalilzai","Independent","M","NO",100
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",14,"Mohammad Ebrahim Rashid","Independent","M","NO",17
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",15,"Yonous Qanooni","Hezb-e-Nuhzhat-e-Mili Afghanistan","M","NO",2173
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",16,"Massooda Jalal","Independent","F","NO",700
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",17,"Syed Abdul Hadi Dabir","Independent","M","NO",23
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","17","Khost",18,"Abdul Rashid Dostum","Independent","M","NO",27
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",1,"Abdul Latif Pedram","Hezb-e-Congra-e-Mili Afghanistan","M","NO",148
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",2,"Hamid Karzai","Independent","M","YES",100075
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",3,"Hamayon Shah Asifi","Independent","M","NO",152
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",4,"Mir Mohammad Mahfouz Nedaee","Independent","M","NO",35
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",5,"Haji Mohammad Mohaqiq","Independent","M","NO",187
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",6,"Syed Ishaq Gilani","Nuhzat-e-Hambastagee Mili Afghanistan","M","NO",221
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",7,"Abdul Satar Serat","Independent","M","NO",593
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",8,"Abdul Hafiz Mansoor","Independent","M","NO",136
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",9,"Ghulam Farooq Nijrabi","Hezb-e-Istiqlal-e-Afghanistan","M","NO",12
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",10,"Ahmad Shah Ahmadzai","Independent","M","NO",1016
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",11,"Abdul Hasseb Aryan","Independent","M","NO",14
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",12,"Wakil Mangal","Independent","M","NO",22
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",13,"Abdul Hadi Khalilzai","Independent","M","NO",815
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",14,"Mohammad Ebrahim Rashid","Independent","M","NO",13
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",15,"Yonous Qanooni","Hezb-e-Nuhzhat-e-Mili Afghanistan","M","NO",1649
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",16,"Massooda Jalal","Independent","F","NO",239
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",17,"Syed Abdul Hadi Dabir","Independent","M","NO",61
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","18","Kunarha",18,"Abdul Rashid Dostum","Independent","M","NO",116
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",1,"Abdul Latif Pedram","Hezb-e-Congra-e-Mili Afghanistan","M","NO",5018
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",2,"Hamid Karzai","Independent","M","YES",125962
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",3,"Hamayon Shah Asifi","Independent","M","NO",1401
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",4,"Mir Mohammad Mahfouz Nedaee","Independent","M","NO",962
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",5,"Haji Mohammad Mohaqiq","Independent","M","NO",6463
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",6,"Syed Ishaq Gilani","Nuhzat-e-Hambastagee Mili Afghanistan","M","NO",2596
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",7,"Abdul Satar Serat","Independent","M","NO",1574
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",8,"Abdul Hafiz Mansoor","Independent","M","NO",1187
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",9,"Ghulam Farooq Nijrabi","Hezb-e-Istiqlal-e-Afghanistan","M","NO",552
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",10,"Ahmad Shah Ahmadzai","Independent","M","NO",986
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",11,"Abdul Hasseb Aryan","Independent","M","NO",844
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",12,"Wakil Mangal","Independent","M","NO",699
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",13,"Abdul Hadi Khalilzai","Independent","M","NO",1445
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",14,"Mohammad Ebrahim Rashid","Independent","M","NO",920
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",15,"Yonous Qanooni","Hezb-e-Nuhzhat-e-Mili Afghanistan","M","NO",50769
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",16,"Massooda Jalal","Independent","F","NO",4805
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",17,"Syed Abdul Hadi Dabir","Independent","M","NO",2068
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","19","Kunduz",18,"Abdul Rashid Dostum","Independent","M","NO",68092
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",1,"Abdul Latif Pedram","Hezb-e-Congra-e-Mili Afghanistan","M","NO",270
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",2,"Hamid Karzai","Independent","M","YES",72048
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",3,"Hamayon Shah Asifi","Independent","M","NO",237
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",4,"Mir Mohammad Mahfouz Nedaee","Independent","M","NO",57
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",5,"Haji Mohammad Mohaqiq","Independent","M","NO",125
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",6,"Syed Ishaq Gilani","Nuhzat-e-Hambastagee Mili Afghanistan","M","NO",279
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",7,"Abdul Satar Serat","Independent","M","NO",143
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",8,"Abdul Hafiz Mansoor","Independent","M","NO",113
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",9,"Ghulam Farooq Nijrabi","Hezb-e-Istiqlal-e-Afghanistan","M","NO",157
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",10,"Ahmad Shah Ahmadzai","Independent","M","NO",1812
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",11,"Abdul Hasseb Aryan","Independent","M","NO",49
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",12,"Wakil Mangal","Independent","M","NO",46
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",13,"Abdul Hadi Khalilzai","Independent","M","NO",299
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",14,"Mohammad Ebrahim Rashid","Independent","M","NO",149
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",15,"Yonous Qanooni","Hezb-e-Nuhzhat-e-Mili Afghanistan","M","NO",5551
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",16,"Massooda Jalal","Independent","F","NO",392
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",17,"Syed Abdul Hadi Dabir","Independent","M","NO",65
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","20","Laghman",18,"Abdul Rashid Dostum","Independent","M","NO",83
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",1,"Abdul Latif Pedram","Hezb-e-Congra-e-Mili Afghanistan","M","NO",292
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",2,"Hamid Karzai","Independent","M","YES",65524
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",3,"Hamayon Shah Asifi","Independent","M","NO",163
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",4,"Mir Mohammad Mahfouz Nedaee","Independent","M","NO",83
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",5,"Haji Mohammad Mohaqiq","Independent","M","NO",705
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",6,"Syed Ishaq Gilani","Nuhzat-e-Hambastagee Mili Afghanistan","M","NO",405
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",7,"Abdul Satar Serat","Independent","M","NO",373
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",8,"Abdul Hafiz Mansoor","Independent","M","NO",88
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",9,"Ghulam Farooq Nijrabi","Hezb-e-Istiqlal-e-Afghanistan","M","NO",38
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",10,"Ahmad Shah Ahmadzai","Independent","M","NO",2811
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",11,"Abdul Hasseb Aryan","Independent","M","NO",34
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",12,"Wakil Mangal","Independent","M","NO",132
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",13,"Abdul Hadi Khalilzai","Independent","M","NO",180
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",14,"Mohammad Ebrahim Rashid","Independent","M","NO",31
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",15,"Yonous Qanooni","Hezb-e-Nuhzhat-e-Mili Afghanistan","M","NO",3854
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",16,"Massooda Jalal","Independent","F","NO",824
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",17,"Syed Abdul Hadi Dabir","Independent","M","NO",133
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","21","Logar",18,"Abdul Rashid Dostum","Independent","M","NO",45
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","22","Nangerhar",1,"Abdul Latif Pedram","Hezb-e-Congra-e-Mili Afghanistan","M","NO",1137
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","22","Nangerhar",2,"Hamid Karzai","Independent","M","YES",422468
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","22","Nangerhar",3,"Hamayon Shah Asifi","Independent","M","NO",1134
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","22","Nangerhar",4,"Mir Mohammad Mahfouz Nedaee","Independent","M","NO",210
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","22","Nangerhar",5,"Haji Mohammad Mohaqiq","Independent","M","NO",594
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","22","Nangerhar",6,"Syed Ishaq Gilani","Nuhzat-e-Hambastagee Mili Afghanistan","M","NO",1179
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","22","Nangerhar",7,"Abdul Satar Serat","Independent","M","NO",816
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","22","Nangerhar",8,"Abdul Hafiz Mansoor","Independent","M","NO",245
2004-10-09,2004-11-03,"PRESIDENTIAL","FINAL","22","Nangerhar",9,"Ghulam Farooq Nijrabi","Hezb-e-Istiqlal-e-Afghanistan","M","NO",168
