"pc_code","ps_code","ps_type","prelim_first_round_results_reporting","final_first_round_results_reporting","prelim_run_off_results_reporting","final_run_off_results_reporting","post_audit_status","results_barcode"
"0306068","0306068-01","M","YES","YES","YES","YES","Validated","R21334"
"0306068","0306068-02","F","YES","YES","YES","YES","Validated","R21322"
"0306069","0306069-01","M","NO","NO","YES","YES","Validated","R21313"
"0306069","0306069-02","F","YES","YES","YES","YES","Recounted","11957"
"0306070","0306070-01","M","YES","YES","YES","YES","Recounted","20432"
"0306070","0306070-02","F","YES","YES","YES","YES","Validated","R21302"
"0306071","0306071-01","M","YES","YES","YES","YES","Validated","R21314"
"0306071","0306071-02","F","YES","YES","YES","YES","Recounted","31537"
"0307082","0307082-01","M","YES","YES","YES","YES","Validated","R21286"
"0307082","0307082-02","M","YES","YES","YES","YES","Recounted","15961"
"0307082","0307082-03","F","NO","NO","YES","YES","Validated","R21295"
"0307085","0307085-01","M","YES","YES","YES","YES","Validated","R21285"
"0307085","0307085-02","M","NO","NO","YES","YES","Validated","R21275"
"0307085","0307085-03","F","NO","NO","YES","YES","Validated","R21284"
"0307086","0307086-01","M","YES","YES","YES","YES","Recounted","20205"
"0307086","0307086-02","M","YES","YES","YES","YES","Validated","R21283"
"0307086","0307086-03","F","NO","YES","YES","YES","Recounted","21535"
"0307087","0307087-01","M","YES","YES","YES","YES","Recounted","29921"
"0307087","0307087-02","M","YES","YES","YES","YES","Recounted","20436"
"0307087","0307087-03","F","YES","YES","YES","YES","Validated","R21282"
"0307090","0307090-01","M","YES","YES","YES","YES","Recounted","20189"
"0307090","0307090-02","M","YES","YES","YES","YES","Recounted","25034"
"0307090","0307090-03","F","YES","YES","YES","YES","Recounted","31534"
"0307092","0307092-01","M","YES","YES","YES","YES","Validated","R21292"
"0307092","0307092-02","F","NO","NO","YES","YES","Recounted","25874"
"0308143","0308143-01","M","YES","YES","YES","YES","Invalidated",NA
"0308143","0308143-02","F","YES","YES","YES","YES","Validated","R21278"
"0308144","0308144-01","M","YES","YES","YES","YES","Recounted","20429"
"0308144","0308144-02","F","YES","YES","YES","YES","Validated","R02085"
"0308145","0308145-01","M","YES","YES","YES","YES","Validated","R02076"
"0308145","0308145-02","M","YES","YES","YES","YES","Validated","R02078"
"0308145","0308145-03","F","YES","YES","YES","YES","Validated","R02077"
"0308146","0308146-01","M","YES","YES","YES","YES","Validated","R02069"
"0308146","0308146-02","F","YES","YES","YES","YES","Validated","R02070"
"0308147","0308147-01","M","YES","YES","YES","YES","Validated","R02071"
"0308147","0308147-02","F","YES","YES","YES","YES","Validated","R02072"
"0308148","0308148-01","M","YES","YES","YES","YES","Validated","R02075"
"0308148","0308148-02","F","YES","YES","YES","YES","Invalidated",NA
"0308149","0308149-01","M","YES","YES","YES","YES","Validated","R02067"
"0308149","0308149-02","F","YES","YES","YES","YES","Validated","R02066"
"0308156","0308156-01","M","YES","YES","YES","YES","Validated","R02064"
"0308156","0308156-02","M","YES","YES","YES","YES","Validated","R02065"
"0308156","0308156-03","F","YES","YES","YES","YES","Invalidated",NA
"0309132","0309132-01","M","YES","YES","YES","YES","Validated","R02060"
"0309132","0309132-02","F","YES","YES","YES","YES","Recounted","32315"
"0309133","0309133-01","M","YES","YES","YES","YES","Recounted","11960"
"0309133","0309133-02","F","YES","YES","YES","YES","Validated","R02059"
"0309134","0309134-01","M","YES","YES","YES","YES","Recounted","32317"
"0309134","0309134-02","F","YES","YES","YES","YES","Validated","R02053"
"0309135","0309135-01","M","YES","YES","YES","YES","Validated","R02051"
"0309135","0309135-02","F","YES","YES","YES","YES","Validated","R02057"
"0309136","0309136-01","M","YES","YES","YES","YES","Recounted","29919"
"0309136","0309136-02","F","YES","YES","YES","YES","Validated","R02028"
"0309137","0309137-01","M","YES","YES","YES","YES","Recounted","32118"
"0309137","0309137-02","F","YES","YES","YES","YES","Recounted","31511"
"0309138","0309138-01","M","YES","YES","YES","YES","Validated","R02056"
"0309138","0309138-02","F","YES","YES","YES","YES","Validated","R02047"
"0309139","0309139-01","M","YES","YES","YES","YES","Validated","R02025"
"0309139","0309139-02","F","YES","YES","YES","YES","Recounted","32319"
"0309140","0309140-01","M","YES","YES","YES","YES","Validated","R01973"
"0309140","0309140-02","F","YES","YES","YES","YES","Recounted","20802"
"0309141","0309141-01","M","YES","YES","YES","YES","Validated","R02003"
"0309141","0309141-02","F","YES","YES","YES","YES","Recounted","29918"
"0309142","0309142-01","M","YES","YES","YES","YES","Validated","R01971"
"0309142","0309142-02","F","YES","YES","YES","YES","Validated","R01969"
"0310122","0310122-01","M","YES","YES","YES","YES","Validated","R21393"
"0310122","0310122-02","F","YES","YES","YES","YES","Recounted","22893"
"0310123","0310123-01","M","YES","YES","YES","YES","Validated","R21175"
"0310123","0310123-02","F","YES","YES","YES","YES","Validated","R21267"
"0310124","0310124-01","M","YES","YES","YES","YES","Validated","R21207"
"0310124","0310124-02","F","YES","YES","YES","YES","Validated","R21174"
"0310125","0310125-01","M","NO","NO","YES","YES","Validated","R21153"
"0310125","0310125-02","F","YES","YES","YES","YES","Recounted","25186"
"0310126","0310126-01","M","YES","YES","YES","YES","Validated","R21270"
"0310126","0310126-02","F","YES","YES","YES","YES","Validated","R21243"
"0310127","0310127-01","M","YES","YES","YES","YES","Recounted","31493"
"0310127","0310127-02","F","YES","YES","YES","YES","Validated","R21176"
"0310128","0310128-01","M","NO","YES","YES","YES","Recounted","32120"
"0310128","0310128-02","F","YES","YES","YES","YES","Validated","R21165"
"0310129","0310129-01","M","YES","YES","YES","YES","Recounted","25872"
"0310129","0310129-02","F","YES","YES","YES","YES","Recounted","25028"
"0310130","0310130-01","M","YES","YES","YES","YES","Validated","R02030"
"0310130","0310130-02","F","YES","YES","YES","YES","Validated","R02026"
"0310131","0310131-01","M","YES","YES","YES","YES","Validated","R02050"
"0310131","0310131-02","F","YES","YES","YES","YES","Validated","R02049"
"0401001","0401001-01","M","YES","YES","YES","YES","Validated","R15069"
"0401001","0401001-02","M","YES","YES","YES","YES","Recounted","34175"
"0401001","0401001-03","M","YES","YES","YES","YES","Validated","R15056"
"0401001","0401001-04","F","YES","YES","YES","YES","Validated","R15088"
"0401002","0401002-01","M","YES","YES","YES","YES","Validated","R15084"
"0401002","0401002-02","F","YES","YES","YES","YES","Recounted","30257"
"0401002","0401002-03","F","NO","NO","YES","YES","Recounted","24634"
"0401003","0401003-01","M","YES","YES","YES","YES","Recounted","24635"
"0401003","0401003-02","M","YES","YES","YES","YES","Validated","R15074"
"0401003","0401003-03","F","YES","YES","YES","YES","Validated","R15100"
"0401004","0401004-01","M","YES","YES","YES","YES","Recounted","29974"
"0401004","0401004-02","M","YES","YES","YES","YES","Validated","R15071"
"0401004","0401004-03","F","YES","YES","YES","YES","Recounted","29975"
"0401005","0401005-01","M","YES","YES","YES","YES","Recounted","20545"
"0401005","0401005-02","M","YES","YES","YES","YES","Recounted","30049"
"0401005","0401005-03","F","YES","YES","YES","YES","Recounted","30063"
"0401006","0401006-01","M","YES","YES","YES","YES","Recounted","24636"
"0401006","0401006-02","M","NO","NO","YES","YES","Recounted","30054"
"0401006","0401006-03","M","NO","NO","YES","YES","Recounted","28499"
"0401007","0401007-01","M","NO","NO","YES","YES","Invalidated",NA
"0401007","0401007-02","M","NO","NO","NO","NO",NA,NA
"0401007","0401007-03","F","NO","NO","NO","NO",NA,NA
"0401008","0401008-01","M","YES","YES","YES","YES","Recounted","33272"
"0401008","0401008-02","M","YES","YES","YES","YES","Recounted","29982"
"0401008","0401008-03","F","YES","YES","YES","YES","Invalidated",NA
"0401008","0401008-04","F","YES","YES","YES","YES","Recounted","29983"
"0401009","0401009-01","M","NO","NO","YES","YES","Recounted","30276"
"0401009","0401009-02","M","NO","NO","YES","YES","Validated","R15093"
"0401009","0401009-03","F","NO","NO","YES","YES","Recounted","30288"
"0401010","0401010-01","M","YES","YES","YES","YES","Validated","R15091"
"0401010","0401010-02","F","YES","YES","YES","YES","Recounted","24637"
"0401010","0401010-03","F","NO","NO","YES","YES","Invalidated",NA
"0401011","0401011-01","M","YES","YES","YES","YES","Validated","R15105"
"0401011","0401011-02","M","YES","YES","YES","YES","Invalidated",NA
"0401011","0401011-03","F","YES","YES","YES","YES","Recounted","28745"
"0401011","0401011-04","F","YES","YES","YES","YES","Validated","R15104"
"0401012","0401012-01","M","YES","YES","YES","YES","Validated","R15132"
"0401012","0401012-02","M","YES","YES","YES","YES","Validated","R15119"
"0401012","0401012-03","F","YES","YES","NO","NO",NA,NA
"0401012","0401012-04","F","NO","NO","YES","YES","Validated","R15118"
"0401013","0401013-01","M","YES","YES","YES","YES","Recounted","30328"
"0401013","0401013-02","F","NO","NO","YES","YES","Validated","R15121"
"0401013","0401013-03","F","NO","NO","NO","NO",NA,NA
"0402143","0402143-01","M","YES","YES","YES","YES","Recounted","30337"
"0402143","0402143-02","F","YES","YES","YES","YES","Recounted","26950"
"0402144","0402144-01","M","YES","YES","YES","YES","Recounted","27087"
"0402144","0402144-02","M","YES","YES","YES","YES","Invalidated",NA
"0402144","0402144-03","F","YES","YES","YES","YES","Recounted","29886"
"0402145","0402145-01","M","YES","YES","YES","YES","Recounted","28758"
"0402145","0402145-02","F","YES","YES","YES","YES","Recounted","12392"
"0402146","0402146-01","M","NO","YES","YES","YES","Recounted","24665"
"0402146","0402146-02","F","YES","YES","YES","YES","Recounted","21762"
"0402147","0402147-01","M","YES","YES","YES","YES","Recounted","21602"
"0402147","0402147-02","F","YES","YES","YES","YES","Recounted","21603"
"0402148","0402148-01","M","YES","YES","YES","YES","Recounted","28192"
"0402148","0402148-02","F","YES","YES","YES","YES","Recounted","28794"
"0402149","0402149-01","M","YES","YES","YES","YES","Recounted","30047"
"0402149","0402149-02","F","YES","YES","YES","YES","Recounted","30019"
"0402150","0402150-01","M","NO","YES","NO","NO",NA,NA
"0402150","0402150-02","F","NO","YES","NO","NO",NA,NA
"0402151","0402151-01","M","YES","YES","YES","YES","Validated","R15156"
"0402151","0402151-02","M","YES","YES","YES","YES","Validated","R15158"
"0402151","0402151-03","F","YES","YES","YES","YES","Invalidated",NA
"0402152","0402152-01","M","YES","YES","YES","YES","Validated","R15141"
"0402152","0402152-02","M","YES","YES","YES","YES","Recounted","30326"
"0402152","0402152-03","F","NO","NO","YES","YES","Recounted","12395"
"0402153","0402153-01","M","YES","YES","YES","YES","Recounted","28682"
"0402153","0402153-02","M","NO","YES","YES","YES","Recounted","30057"
"0402153","0402153-03","F","NO","NO","YES","YES","Recounted","12545"
"0402154","0402154-01","M","YES","YES","YES","YES","Recounted","33116"
"0402154","0402154-02","F","NO","YES","YES","YES","Recounted","25126"
"0402155","0402155-01","M","YES","YES","YES","YES","Recounted","26797"
"0402155","0402155-02","M","YES","YES","YES","YES","Recounted","23399"
"0402155","0402155-03","F","YES","YES","YES","YES","Recounted","28764"
"0402156","0402156-01","M","NO","NO","YES","YES","Invalidated",NA
"0402156","0402156-02","F","NO","NO","YES","YES","Recounted","30286"
"0402157","0402157-01","M","YES","YES","YES","YES","Recounted","28672"
"0402157","0402157-02","M","YES","YES","YES","YES","Invalidated",NA
"0402157","0402157-03","F","YES","YES","NO","NO",NA,NA
"0402158","0402158-01","M","YES","YES","YES","YES","Validated","R15164"
"0402158","0402158-02","M","YES","YES","YES","YES","Recounted","30018"
"0402158","0402158-03","F","YES","YES","YES","YES","Invalidated",NA
"0402159","0402159-01","M","YES","YES","YES","YES","Recounted","28756"
"0402159","0402159-02","F","YES","YES","YES","YES","Recounted","22034"
"0402160","0402160-01","M","YES","YES","YES","YES","Validated","R15162"
"0402160","0402160-02","F","YES","YES","YES","YES","Recounted","33275"
"0403014","0403014-01","M","NO","NO","YES","YES","Recounted","30097"
"0403014","0403014-02","M","YES","YES","YES","YES","Validated","R15168"
"0403014","0403014-03","F","YES","YES","YES","YES","Validated","R15167"
"0403015","0403015-01","M","YES","YES","YES","YES","Recounted","28492"
"0403015","0403015-02","M","NO","NO","YES","YES","Validated","R15180"
"0403015","0403015-03","F","NO","NO","YES","YES","Validated","R15169"
"0403016","0403016-01","M","YES","YES","YES","YES","Recounted","30231"
"0403016","0403016-02","M","YES","YES","YES","YES","Recounted","30325"
"0403016","0403016-03","F","NO","NO","YES","YES","Recounted","30230"
"0403017","0403017-01","M","YES","YES","YES","YES","Invalidated",NA
"0403017","0403017-02","M","YES","YES","YES","YES","Recounted","28489"
"0403017","0403017-03","F","NO","NO","YES","YES","Invalidated",NA
"0403018","0403018-01","M","NO","NO","YES","YES","Validated","R15197"
"0403018","0403018-02","M","NO","NO","YES","YES","Validated","R15184"
"0403018","0403018-03","F","NO","NO","YES","YES","Recounted","10263"
"0403019","0403019-01","M","NO","NO","YES","YES","Validated","R15195"
"0403019","0403019-02","M","YES","YES","YES","YES","Validated","R15186"
"0403019","0403019-03","F","YES","YES","YES","YES","Recounted","30224"
"0403020","0403020-01","M","YES","YES","YES","YES","Validated","R15190"
"0403020","0403020-02","M","YES","YES","YES","YES","Validated","R15181"
"0403020","0403020-03","F","YES","YES","YES","YES","Validated","R15198"
"0403021","0403021-01","M","YES","YES","YES","YES","Recounted","30096"
"0403021","0403021-02","M","YES","YES","YES","YES","Recounted","30095"
"0403021","0403021-03","F","YES","YES","YES","YES","Validated","R15191"
"0403022","0403022-01","M","YES","YES","YES","YES","Validated","R15201"
"0403022","0403022-02","M","YES","YES","YES","YES","Validated","R15200"
"0403022","0403022-03","F","NO","NO","YES","YES","Validated","R15202"
"0403023","0403023-01","M","YES","YES","YES","YES","Validated","R15216"
"0403023","0403023-02","M","NO","NO","YES","YES","Invalidated",NA
"0403023","0403023-03","F","NO","NO","YES","YES","Validated","R15193"
"0403024","0403024-01","M","YES","YES","YES","YES","Validated","R15208"
"0403024","0403024-02","M","NO","NO","YES","YES","Validated","R15220"
"0403024","0403024-03","F","YES","YES","YES","YES","Recounted","10254"
"0404083","0404083-01","M","NO","NO","YES","YES","Recounted","34132"
"0404083","0404083-02","F","NO","NO","YES","YES","Validated","R15217"
"0404084","0404084-01","M","YES","YES","YES","YES","Recounted","28598"
"0404084","0404084-02","F","YES","YES","YES","YES","Recounted","24646"
"0404085","0404085-01","M","NO","NO","YES","YES","Recounted","30336"
"0404085","0404085-02","F","NO","NO","YES","YES","Validated","R15245"
"0404086","0404086-01","M","NO","NO","YES","YES","Validated","R15212"
"0404086","0404086-02","M","NO","NO","YES","YES","Recounted","34123"
"0404086","0404086-03","F","NO","NO","YES","YES","Validated","R15222"
"0404087","0404087-01","M","NO","NO","YES","YES","Recounted","30349"
"0404087","0404087-02","F","NO","NO","YES","YES","Recounted","30351"
"0404088","0404088-01","M","YES","YES","YES","YES","Validated","R15231"
"0404088","0404088-02","F","YES","YES","YES","YES","Recounted","28591"
"0404089","0404089-01","M","YES","YES","YES","YES","Recounted","29972"
"0404089","0404089-02","F","YES","YES","YES","YES","Invalidated",NA
"0404090","0404090-01","M","YES","YES","YES","YES","Recounted","30228"
"0404090","0404090-02","F","YES","YES","YES","YES","Recounted","24629"
"0404091","0404091-01","M","NO","NO","YES","YES","Validated","R15233"
"0404091","0404091-02","F","NO","NO","YES","YES","Validated","R15240"
"0404092","0404092-01","M","NO","NO","YES","YES","Validated","R15236"
"0404092","0404092-02","M","NO","NO","YES","YES","Validated","R15232"
"0404092","0404092-03","F","NO","NO","YES","YES","Validated","R15234"
"0404093","0404093-01","M","NO","NO","YES","YES","Recounted","34129"
