"province_code","province_name_eng","province_name_dari","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","provincial_capital","pc_code","pc_name_eng","pc_location_eng","pc_name_dari","pc_location_dari","planned_2014","ps_planned_count","ps_male","ps_fem","prelim_first_round_results_reporting","final_first_round_results_reporting","prelim_run_off_results_reporting","final_run_off_results_reporting","lat","lon"
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913205","Konjak Secondary School","Konjak","مکتب متوسطه کنجک","كنجى","YES",2,1,1,"YES","YES","YES","YES",35.9718423100001,69.63918983
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913206","Zakor Khoshdara School","Meyan Deh","مکتب زکورخوشدره","ميانه ده","YES",2,1,1,"YES","YES","YES","YES",35.99903401,69.66387703
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913207","Gozar School","Gozar","مکتب گذر","كذر","YES",2,1,1,"YES","YES","YES","YES",35.9001273300001,69.68032314
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913208","Bazaar School","Bazaar","مکتب لیسه بازار","بازار","YES",2,1,1,"YES","YES","YES","YES",35.9650996400001,69.50966427
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913209","Meyan Shahr School","Meyan Shahr","مکتب لیسه میان شهر","ميان شهر","YES",2,1,1,"YES","YES","YES","YES",36.04842209,69.5259125900001
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913210","Yakha Primary School","Yakha","مکتب ابتدائی یخه","لخه","YES",2,1,1,"YES","YES","YES","YES",36.10798656,69.51993321
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913211","Dahana High School","Dahana","مکتب لیسه دهنه","١د١د","YES",3,2,1,"YES","YES","YES","YES",35.9096527,69.49925132
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913212","Baharak Secondary School","Baharak","مکتب متوسطه بهارک","بهارى","YES",3,2,1,"YES","YES","YES","YES",36.0070146700001,69.51644041
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913213","Abdul Haq Narzo School","Deh Mollah Khatib","مکتب عبدالحق نارزو","ده ملاخحلد٧","YES",2,1,1,"YES","YES","YES","YES",35.9552071300001,69.52598634
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913214","Khahosh Primary School","Shekhan","مکتب ابتدائیه خاهوش","شيخان","YES",3,2,1,"YES","YES","YES","YES",35.8325986300001,69.54817676
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913215","Wach Primary School","Wach","مکتب ابتدائی وچ","وج","YES",2,1,1,"YES","YES","YES","YES",35.9875312800001,69.4654617
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913216","Garm Aaba School","Garm Aaba","مکتب گرم آبه","كرم آبه","YES",2,1,1,"YES","YES","YES","YES",36.0267980300001,69.5605381400001
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913217","Gardan Tal School","Pul-E- Asad","مکتب گردن تل","يل اسد","YES",2,1,1,"YES","YES","YES","YES",35.9880011200001,69.6218589600001
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913253","Deh Merak Madressa","Daragee","مدرسه ده میرک","دره كى","YES",3,2,1,"YES","YES","YES","YES",35.9308812200001,69.50456051
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913254","Deh Kalan Madressa","Deh Kalan","مدرسه ده کلان","ده كلان","YES",2,1,1,"YES","YES","YES","YES",36.0230271400001,69.79588669
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913255","Sechi Secondary School","Sechi","مکتب متوسطه سچی","سجى","YES",2,1,1,"YES","YES","YES","YES",35.8848758200001,69.48184605
"09","BAGHLAN","بغلان","0913","KHOST WA FERENG","خوست و فرنگ","0913","KHOST WA FERENG","خوست و فرنگ","NO","0913256","Qala-e-Mir Primary School","Qala-E-Mir","مکتب ابتدائیه قلعه میر","قلعه مير","YES",2,1,1,"YES","YES","YES","YES",35.9546239800001,69.64807401
"09","BAGHLAN","بغلان","0914","GUZARGAH-E- NUR","كذركاهذور","0914","GUZARGAH-E- NUR","كذركاهذور","NO","0914224","Gharo Boys High School","Gharo","لیسه زکور غارو","غارو","YES",4,2,2,"YES","YES","YES","YES",36.2076980800001,69.5774482
"09","BAGHLAN","بغلان","0914","GUZARGAH-E- NUR","كذركاهذور","0914","GUZARGAH-E- NUR","كذركاهذور","NO","0914225","Jerab Secondary School","Jar Aab Village","مکتب متوسطه جرآب","قريه جراب","YES",3,2,1,"YES","YES","YES","YES",36.2050228100001,69.5344301200001
"09","BAGHLAN","بغلان","0914","GUZARGAH-E- NUR","كذركاهذور","0914","GUZARGAH-E- NUR","كذركاهذور","NO","0914226","Yahoor Mosque","Yahoor","مسجد  یاهور","ياهور","YES",3,1,2,"YES","YES","YES","YES",36.2350411,69.5455568800001
"09","BAGHLAN","بغلان","0914","GUZARGAH-E- NUR","كذركاهذور","0914","GUZARGAH-E- NUR","كذركاهذور","NO","0914280","Mohammad Hanif Girls School","Jryan Gharo","مکتب نسوان محمد حنیف","جريان غارو","YES",3,2,1,"YES","YES","YES","YES",36.223162655,69.621380875
"09","BAGHLAN","بغلان","0915","FERENG WA GHARU","فرنكن و غارو","0915","FERENG WA GHARU","فرنكن و غارو","NO","0915218","Mahan Rameen High School","Dahana Farang","مکتب لیسه میهن رامین دهنه فرنگ","دهنه فرنك","YES",2,1,1,"YES","YES","YES","YES",36.1280639100001,69.5863659300001
"09","BAGHLAN","بغلان","0915","FERENG WA GHARU","فرنكن و غارو","0915","FERENG WA GHARU","فرنكن و غارو","NO","0915219","Deh Mir Mosque","Char Qarya","مسجد ده میر","جهار قريه","YES",2,1,1,"YES","YES","YES","YES",36.1177932600001,69.60760908
"09","BAGHLAN","بغلان","0915","FERENG WA GHARU","فرنكن و غارو","0915","FERENG WA GHARU","فرنكن و غارو","NO","0915220","Sawq Centeral High School","Sawq","لیسه مرکزی سوق","سوق","YES",2,1,1,"YES","YES","YES","YES",36.11640062,69.64221932
"09","BAGHLAN","بغلان","0915","FERENG WA GHARU","فرنكن و غارو","0915","FERENG WA GHARU","فرنكن و غارو","NO","0915221","Hazrat Saheb Mosque","Murad Shahr","مسجد حضرت صاحب","مراد شهر","YES",2,1,1,"YES","YES","YES","YES",36.1234938000001,69.6640182300001
"09","BAGHLAN","بغلان","0915","FERENG WA GHARU","فرنكن و غارو","0915","FERENG WA GHARU","فرنكن و غارو","NO","0915222","Morad Shahr Mosque","Asfahan","مسجد مراد شهر","اصفهان","YES",2,1,1,"YES","YES","YES","YES",36.1351708,69.6812844500001
"09","BAGHLAN","بغلان","0915","FERENG WA GHARU","فرنكن و غارو","0915","FERENG WA GHARU","فرنكن و غارو","NO","0915223","Haji Mohammad Alam Khan Mosque","Hazara","مسجد حاجی محمد علم خان","هزاره","YES",2,1,1,"YES","YES","YES","YES",36.1110826200001,69.6197376600001
"09","BAGHLAN","بغلان","0915","FERENG WA GHARU","فرنكن و غارو","0915","FERENG WA GHARU","فرنكن و غارو","NO","0915257","Dasht-e-Shehan Mosque","Arbab Mulla Murad Shahr","مسجد دشت شهان","ارباب ملا مراد شهر","YES",2,1,1,"YES","YES","YES","YES",36.13079599,69.65878025
"09","BAGHLAN","بغلان","0915","FERENG WA GHARU","فرنكن و غارو","0915","FERENG WA GHARU","فرنكن و غارو","NO","0915281","Mosque","Saoq","مسجد","سوق","YES",3,2,1,"YES","YES","YES","YES",36.1213590510001,69.6511940150001
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001001","Bamyan Center Boys High School","Bamyan Center","لیسه ذکور مرکز بامیان","مركز باميان","YES",4,3,1,"YES","YES","YES","YES",34.8237030100001,67.8439475800001
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001002","Sayed Abad Girls School","Sayed Abad","مکتب دخترانه سید آباد","سيد اباد","YES",4,0,4,"YES","YES","YES","YES",34.8110593800001,67.83520339
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001003","Aaq Rubat School","Aaq Rubat","مکتب آق رباط","أق رباط","YES",3,2,1,"YES","YES","YES","YES",34.9290768600001,67.65521591
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001004","Dokani School","Dokani","مکتب دوکانی","دوكانى","YES",2,1,1,"YES","YES","YES","YES",34.73206817,67.84938857
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001005","Lala Khel School","Lala Khel","مسجد لالاخیل","لالاخيل","YES",2,1,1,"YES","YES","YES","YES",34.81214191,67.87140673
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001006","Qazan School","Qazan-E-Nawrozi","مکتب قازان","قازان نوروزى","YES",3,2,1,"YES","YES","YES","YES",34.73682192,67.73594397
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001007","Zekria Mosque","Zekria","مسجد ذکریا","ذكريا","YES",3,2,1,"YES","YES","YES","YES",34.74959256,67.7128676200001
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001008","Shinia Girls School","Shinia","مکتب دخترانه شینیه","شداده","YES",2,0,2,"YES","YES","YES","YES",34.7770211800001,67.74150962
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001009","Shinia Madrassa","Shinia","مدرسه شینیه","ششه","YES",2,2,0,"YES","YES","YES","YES",34.77870666,67.7452270900001
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001010","Samora Mosque","Samora","مسجد سوماره","سوماره","YES",2,1,1,"YES","YES","YES","YES",34.78539642,67.8962754600001
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001011","Dakdan School","Dakdan-E-Ahangaran","مکتب دکدان","دكدان أهنكران","YES",2,1,1,"YES","YES","YES","YES",34.7060147400001,67.9053007600001
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001012","Topchi Mosque","Topchi","مسجد توپچی","تويج٠5،","YES",2,1,1,"YES","YES","YES","YES",34.81605935,67.9479663500001
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001013","Shaheedan School","Bazar-E-Shaheedan","مکتب شهیدان","بازار شهيدان","YES",3,2,1,"YES","YES","YES","YES",34.8060016500001,67.5885302
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001014","Naul Shera Mosque","Naul Shera Sufla","مسجد نعل شیره","نعل شيره سغلى","YES",2,1,1,"YES","YES","YES","YES",34.7625559100001,67.57861506
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001015","Toop Ali School","Toop Ali, Char Cheshma Qarghantu","مکتب  توپ علی","توب على، جارجشمه قرغنتو","YES",2,1,1,"YES","YES","YES","YES",34.7713111,67.415112
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001016","Peerdad School","Peerdad Shebarto","مکتب پیرداد","ييرداد شيبرتو","YES",2,1,1,"YES","YES","YES","YES",34.8013467200001,67.5029484800001
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001017","Monbar Jeem Qala","Jeem Qala-E-Petaw","منبر جیم قلعه","حثم قلعه سو","YES",3,2,1,"YES","YES","YES","YES",34.8549815300001,67.5325315200001
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001018","Bam Sarai School","Bam Sarai","مکتب بام سرای","بام سراى","YES",3,2,1,"YES","YES","YES","YES",34.75691408,67.7668317400001
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001019","Chap Dara Mosque","Chap Dara","مسجد چپ دره","جب دره","YES",2,1,1,"YES","YES","YES","YES",34.74396949,67.78994943
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001020","Sialayak School","Sialayak","مکتب سیاه لا یک","سياه لا يكت","YES",2,1,1,"YES","YES","YES","YES",34.7336418400001,67.64003789
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001167","School","Tiboti","مکتب","ش دوش","YES",3,2,1,"YES","YES","YES","YES",34.8250605230001,67.810420423
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001168","Karte Solh High School","Mulah Ghulam","لیسه کارته صلح","ملاغلام","YES",3,2,1,"YES","YES","YES","YES",34.8337473170001,67.781931516
"10","BAMIYAN","بامیان","1001","BAMYAN","باميان","1001","BAMYAN","باميان","YES","1001169","Mosque","Dahan Jaopalan","مسجد","دهن جويلال","YES",3,2,1,"YES","YES","YES","YES",34.8786028280001,67.5152384500001
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002021","Wata Poor School","Dahan Khushk","مکتب واته پور","دخن خش١ك٠كى","YES",2,1,1,"YES","YES","YES","YES",34.8775957200001,68.0832446700001
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002022","Shinia Iraq School","Shinia Iraq","مکتب شینیه عراق","شينيه عراق","YES",2,1,1,"YES","YES","YES","YES",34.8276546600001,68.04652213
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002023","Shanbol Boys School","Khak Baba","مکتب ذکور شنبل","خ١ك٠ بابه","YES",2,1,1,"YES","YES","YES","YES",34.88927726,68.1811705900001
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002024","Berglej Girls School","Zee Sultan","مکتب نسوان برگلیج","زى سلطان","YES",3,2,1,"YES","YES","YES","YES",34.9099452800001,68.1680666600001
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002025","Shanbol Girls High School","Dahan-E-Shanbol","کلینیک شنبل","دهن شنبل","YES",2,1,1,"YES","YES","YES","YES",34.8741862900001,68.1567842100001
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002026","Sabz Aab Mosque","Sabz Aab","مسجد سبز آب","سبز اب","YES",2,1,1,"YES","YES","YES","YES",34.7547573100001,68.0077956200001
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002027","Dahan-e-Dewalak High School","Dahan-E-Dewalak","لیسه دهن دیوالک","دهن ديوالكت","YES",3,2,1,"YES","YES","YES","YES",34.6781127300001,68.0096280400001
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002028","Jalmash School","Jalmash","مسجد جلمش","جلمش","YES",2,1,1,"YES","YES","YES","YES",35.00960274,68.05934471
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002029","Kangor School","Dahan-E-Kangor","مکتب کنگور","دهن كنكور","YES",2,1,1,"YES","YES","YES","YES",34.9840011600001,67.9033024
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002030","Dahan-e-Ghundak Boys School","Dahan-E-Ghundak Bazar","مکتب ذکور دهن غندک","دهن غندكط بازار","YES",3,3,0,"YES","YES","YES","YES",34.98957945,68.0170396200001
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002031","Dahan-e-Ghundak Girls School","Dahan-E-Ghundak","مکتب نسوان دهن غندک","دهن غندكط","YES",2,0,2,"YES","YES","YES","YES",34.9937997600001,68.02214134
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002032","Sare Qandi Baghak Madrassa","Aymandab, Sar-E-Qandi Baghak","مدرسه سری قندی باغک","ايمنداب، سرى قندى باغى","YES",3,2,1,"YES","YES","YES","YES",35.1345854000001,67.9402991900001
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002170","Sarkalo Girls School","Ghar Gharae Sar Kalo","مکتب نسوان سرکالو","غرغره سركالو","YES",3,2,1,"YES","YES","YES","YES",34.6570948180001,68.0462147900001
"10","BAMIYAN","بامیان","1002","SHIBAR","شیبر","1002","SHIBAR","شیبر","NO","1002171","Baghak Mosque","Baghak","مسجد باغک","با غد","YES",3,2,1,"YES","YES","YES","YES",35.1804943330001,67.971625391
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003033","Khudadad Khell Center Boys High School","Khudadad Khel","لیسه ذکور مرکز خداداد خیل","خداداد خيل","YES",3,2,1,"YES","YES","YES","YES",35.1865346,67.6702533600001
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003034","Qarona Male Mosque","Qaron-E-Sufla","مسجد Male قرونه","قرونه سغلى","YES",2,2,0,"YES","YES","YES","YES",35.17241124,67.6548106700001
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003035","Qarona Female Mosque","Qaron-E-Ulya","مسجد Female قرونه","قرونه ٠ءلدا","YES",3,0,3,"YES","YES","YES","YES",35.1666547500001,67.64527445
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003036","Boghundi Qarghan Mosque","Qarghan","مسجد بغندی قرغان","قرغان","YES",2,1,1,"YES","YES","YES","YES",35.1865268900001,67.72687425
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003037","Kalantarha Council Office","Kalantarha","دفتر شورای کلانتر ها","كلانتر ها","YES",3,3,0,"YES","YES","YES","YES",35.205579,67.749139
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003038","Ghorchi Girls School","Ghorchi","مکتب دخترانه غورچی","غورجى","YES",2,0,2,"YES","YES","YES","YES",35.2057780100001,67.7504292400001
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003039","Bianqali Mosque","Bianqali","مسجد جامع بیانقلی","بيانقلى","YES",2,1,1,"YES","YES","YES","YES",35.1946849600001,67.7860795600001
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003040","Qalacha Mosque","Qalacha","مسجد قلعچه","قلعحه","YES",2,1,1,"YES","YES","YES","YES",35.1232459100001,67.4820401900001
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003041","Khwaja Ganj Mosque","Khwaja Ganj","مسجد خواجه گنج","خواجه كنج","YES",3,2,1,"YES","YES","YES","YES",35.19236003,67.5502527900001
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003042","Pasheng Mosque","Pasheng","مسجد پیشنگ","بشنك","YES",2,2,0,"YES","YES","YES","YES",35.22778686,67.94482718
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003043","Pasheng School","Pasheng","مکتب پیشنگ","ييشنك","YES",2,0,2,"YES","YES","YES","YES",35.2284785,67.9457312000001
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003044","Pushtawaz Mosque","Pushtawaz","مسجد پشته واز","يشته واز","YES",3,2,1,"YES","YES","YES","YES",35.2121966600001,67.7784445900001
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003045","Ghurab Mosque","Ghurab","مسجد غراب","غراب","YES",2,1,1,"YES","YES","YES","YES",35.0161694,67.71544907
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003046","Jawdarah Mosque","Jawdarah","مسجد جو دره","جو دره","YES",2,1,1,"NO","NO","YES","YES",35.07186725,67.87541976
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003047","Cheraaghdan Mosque","Cheraaghdan","مسجد چراغدان","حرا٠غدان","YES",2,1,1,"YES","YES","YES","YES",35.18643023,67.76469641
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003048","Kogdaay Mosque","Kogdaay","مسجد کوگدای","كوكداى","YES",2,1,1,"YES","YES","YES","YES",35.02934631,67.63878535
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003049","Sokhta Chenar Council Office","Sokhta Chenar","دفتر شورای سوخته چنار","سوخته جنار","YES",2,1,1,"YES","YES","YES","YES",35.1178471200001,67.6913276300001
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003163","Munbar Umomi Qala-e-Begal","Qala-E-Begal","منبر عمومی قلعه بیگل","قلعه بيكل","YES",2,1,1,"YES","YES","YES","YES",35.2001518,67.4494599900001
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003172","Samoch Ha Mosque","Samuch Ha","مسجد سموچها","سموج ها","YES",3,2,1,"YES","YES","YES","YES",35.196563586,67.616923909
"10","BAMIYAN","بامیان","1003","SAYGHAN","سيفان","1003","SAYGHAN","سيفان","NO","1003173","Kadokhana Mosque","Kado Khana","مسجد کدو خانه","كدوخانه","YES",3,2,1,"YES","YES","YES","YES",35.1209960740001,67.477593806
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004050","Roy Sang School","Roy Sang","مکتب روی سنگ","روى سنك","YES",2,1,1,"YES","YES","YES","YES",35.31499699,67.62043915
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004051","Payan Baagh Mosque","Payan Baagh","مسجد پایان باغ","بايازباغ","YES",2,1,1,"NO","YES","YES","YES",35.3295722400001,67.6828203300001
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004052","Du Shaakh Mosque","Du Shaakh","مسجد دوشاخ","دوشاخ","YES",2,1,1,"YES","YES","YES","YES",35.3723009100001,67.78701397
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004053","Duro Boys School","Doro","مکتب ذکور دورو","دورو","YES",3,2,1,"YES","YES","YES","YES",35.3673764700001,67.75964315
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004054","Madar Mosque","Madar","مسجد مدر","مدر","YES",2,1,1,"YES","YES","YES","YES",35.3993302300001,67.81231026
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004055","Beneq School","Beneq","مکتب بنق","بنق","YES",2,1,1,"YES","YES","YES","YES",35.31849887,67.59553536
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004056","Aajar School","Aajar","مکتب آجر","آجر","YES",2,2,0,"YES","YES","YES","YES",35.36291221,67.5067564600001
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004057","Yalgah Mosque","Yalgah","مسجد یلگاه","يلكاه","YES",2,1,1,"YES","YES","YES","YES",35.36243266,67.50556043
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004058","Darband Mosque","Darband","مسجد دربند","دربند","YES",2,1,1,"YES","YES","YES","YES",35.28195147,67.93870236
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004059","Kalach Mosque","Kalach","مسجد کلچ","كلج","YES",2,1,1,"YES","YES","YES","YES",35.2733815400001,67.97158876
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004060","Do Aab Madrassa","Do Aab","مدرسه دو آب","دو آب","YES",3,2,1,"YES","YES","YES","YES",35.26018083,67.9915976600001
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004061","Andaab Madrassa","Andaab","مدرسه انداب","انداب","YES",3,2,1,"YES","YES","YES","YES",35.3380129700001,67.8702206300001
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004062","Chokri Dara Mosque","Chokri Dara","مسجد چوکری دره","جوكرى دره","YES",2,1,1,"YES","YES","YES","YES",35.3834988100001,67.8919346400001
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004063","Dasht-e-Safid School","Dasht-E-Safid","مکتب دشت سفید","دشت سفيد","YES",3,2,1,"YES","YES","YES","YES",35.31249491,67.9144873100001
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004064","Eshpeshta School","Eshpeshta","مکتب اشپشته","١شدشته","YES",2,1,1,"YES","NO","YES","YES",35.31545285,68.0813252800001
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004065","Lorenj School","Lorenj","مکتب لورنج","لورنج","YES",2,1,1,"YES","YES","YES","YES",35.3982152,67.5829547800001
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004066","Laghaki Mosque","Laghaki","مسجد لغکی","لفكى","YES",2,1,1,"YES","YES","YES","YES",35.3005051900001,67.62050793
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004067","Sargali School","Sargali","مکتب سرگلی","سر كلى","YES",2,1,1,"YES","YES","YES","YES",35.3794522100001,68.09021143
"10","BAMIYAN","بامیان","1004","KAHMARD","كهمرد","1004","KAHMARD","كهمرد","NO","1004068","Bajga School","Bajga","مکتب باجگا","باجك١","YES",2,1,1,"YES","YES","YES","YES",35.34962217,67.8385975100001
