Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (2),کابل ناحيه (2),Shrine Abdull Fazel ( morad khani),"زيارت ابوالفضل )مراد خانی ,(",0101488,"1,200",3,2,1,,رايدھدندگان به نزيدکترين مرکز رايدھی رسيدگی کرده نميتوانند
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"end bus stop university,sofi islam school","ايستگاه آخر پوھنتون, مکتب صوفي اسلام",0101032,"4,300",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"deh bori,mahmod hotaky high school","ده بوري, ليسه محمود ھوتکي",0101033,"7,200",12,8,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"karti char,sayed jamaludin afghan sacandry school","کارته چھار, مکتب متوسطه سيد جمال الدين",0101034,"5,200",9,6,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"jamal mina,no13jamal mina sacandry school","جمال مينه, مکتب متوسطه نمبر١٣ جمال مينه",0101035,"4,800",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),No. 19 School of Jamal Mina,مکتب نمبر 19 جمال مينه,0101036,"4,800",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"Masjid Hanzala Masjid, Dehmazang at the back side of Tolay",مسجد حنظله، دھمزنگ عقب تولی سوار,0101037,"2,000",4,2,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"saray ghazni,sayed jamaludin teacher training","سراي غزني, مکتب تربيه معلم سيد جمال الدين",0101038,"2,800",5,3,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"deh mazang,amir dostmuhammad khan school","دھمزنگ, مکتب امير دوست محمد خان",0101039,"2,800",5,3,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"now abaddehmazang,amirhmza sacandry school","نو آباد دھمزنگ, مکتب متوسطه امير حمزه",0101040,"3,400",6,4,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"guzargah,guzargah sacandry school","گذرگاه, مکتب متوسطه گذرگاه",0101041,"2,000",4,2,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"mirwais maidan,sang kashan masque","ميرويس ميدان, مسجد سنگ کشان",0101042,"1,000",2,1,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"tapa salam,wais masque","تپه سلام, مسجد ويس",0101043,"2,400",4,2,2,0,
"",,,,,,,,,,,,
"",,,,,,,,,,,,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"university,law and political seince faqolty","پوھنتون, پوھيځي حقوق",0101045,"4,800",9,6,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"karti char, higher education ministry","کارته چھار, وزارت تحصيلات عالي",0101046,"2,000",4,2,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (3),کابل ناحيه (3),"karti char,rabeh balkhi high school","کارته چھار, ليسه رابعه بلخي",0101047,"4,800",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"Masjid Milad Nabi, Bagh Bala Area.",مسجد ميلادالنبی، باغ بالا,0101048,"4,300",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"charahi sadarat,malalay girls school","چھار راھي صدارت, ليسه نسوان ملالي",0101049,"4,800",9,6,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"charahi taymani,tajoor sultana girl high school","چھار راھي تايمني, ليسه نسوان تاجور سلطانه",0101050,"7,500",13,8,3,2,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"charahi taymani,jamaat khana ismayalya","چھار راھي تايمني, جماعت خانه اسماعيليه",0101051,"4,500",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"Manochehrey Female school, Charahi Taimani",مکتب نسوان منوچھری، چاراھی تايمنی,0101052,"2,000",4,2,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"charahi taymani,nasir khisrow sacandry school","چھار راھي تايمني, مکتب متوسطه ناصر خسرو بلخي",0101053,"7,200",12,8,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"karti parwan,rabya high school","کارته پروان, ليسه رابيا",0101054,"5,700",10,6,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"karti parwan,ghaziayob no2 sacandry school",مکتب متوسطه نمبر 2 غازی ايوب، کارته پروان,0101055,"3,800",7,4,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"karti parwan,wazir muhammad akbarkhan sacandry school","کارته پروان, مکتب متوسطه وزير محمد اکبر خان",0101056,"3,800",7,4,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"karti parwan,baba Nanak high school","کارته پروان, ليسه بابه نانک",0101057,"4,400",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"karti parwan, nadria high school","کارته پروان, ليسه نادريه",0101058,"4,800",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"kolola pushta,imamrazay gharib masque","کلوله پشته, مسجد امام رضاي غريب",0101059,"5,300",9,6,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"now abad dehkipak,now abad dikipak sacandry sch","نو آباد ده کيپک, مکتب متوسطه نوآباد ده کيپک",0101060,"5,800",10,5,3,2,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"parozha wazir abad,kadakistan no 1","پروژه وزير آباد, کودکستان نمبر١",0101061,"2,900",5,3,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"parozha taymani,malaka suraya girls school","پروژه تايمني, مکتب نسوان ملکه سريا",0101062,"7,200",12,8,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"salang,jamhooriat high school","سالنگ, ليسه جمھوريت",0101063,"3,900",7,4,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"shahrak police,mahmood sediq farhang sacandary school","شھرک پوليس, مکتب متوسطه محمود صديق فرھنگ",0101064,"5,600",10,6,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"shahrara,muhammad alam faizad high school","شھرارا, ليسه محمد علم فيض زاد",0101065,"4,800",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"shahrara,haaji ghulam dastagir masque","شھرارا, مسجد حاجي غلام دستگير",0101066,"2,900",6,4,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"shahri now,khwaja ali mowfaq masque","شھر نو, مسجد خواجه علي موفق",0101067,"2,000",4,2,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"Altaqwa Private High School, Taimani.",ليسه خصوصی التقوی، تايمنی,0101068,"3,800",7,5,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (4),کابل ناحيه (4),"tank til shahri now,khwaja abdulah ansari masque","تانک تيل شھر نو, مسجد خواجه عبدالله انصاري",0101069,"2,000",4,2,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"abrasani,fazalbik sacandary school","آب رساني, مکتب متوسطه فضل بيک",0101070,"6,300",11,7,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"afshar,jaghoori haa masque","افشار, مسجد جاغوري ھا",0101071,"2,000",4,2,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"afshar silo,sahib zaman maque","افشار سيلو, مسجد صاحب زمان",0101072,"2,000",4,3,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"bazar company,qala kashif high school","بازار کمپني, ليسه قلعه کاشف",0101073,"7,200",11,7,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),Niswan Wahdat.,نسوان وحدت,0101074,"6,700",12,8,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),Imam Husain Masjid,مسجد امام حسين,0101075,"2,000",4,2,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"now abad qargha,ayob sabir masque","نو آباد قرغه, مسجد ايوب صابر",0101076,"1,000",2,1,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"politechnic,politechnic masque","پولي تخنيک, مسجد پولي تخنيک",0101077,"5,300",9,6,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),Zayed Bin Haris.,زياد بن حارث,0101078,"3,400",7,1,0,6,ډير د کوچيانو محلات لری
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"qala toofan,itafaq masque","قلعه طوفان, مسجد اتفاق",0101079,600,2,1,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"qala wahid,muhammadi paghmani haa masque","قلعه واحد, مسجد محمدي پغمانيھا",0101080,"1,500",3,2,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"qargha,shah awleya masque","قرغه, مسجد شاه اوليا",0101081,"1,500",3,2,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"qargha,deh araban school","قرغه, مکتب ده عربان",0101082,"4,800",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"fazil bik,hazrat osman masque","قريه فضل بيک, مسجد حضرت عثمان",0101083,"1,500",3,2,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),Changed from Haji Yaqub to Masjid Haji Syed Rahman,"از قريه نياز بيک, مسجد حاجي يعقوب به مسجد حاجی سيد رحمن تبديل شده است",0101084,"2,400",4,0,1,3,ډير د کوچيانو محلات لری
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"wardaki haa vilage,shaheed masque","قريه وردکيھا, مسجد شھيد",0101085,600,2,1,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"part(A)khoshal mina,afshar sacandary school","قسمت الف خوشحال مينه, مکتب متوسطه افشار",0101086,"5,800",10,6,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"part(A)khoshal mina,afshar girls high school","قسمت الف خوشحال مينه, ليسه نسوان افشار",0101087,"6,300",11,7,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"part(A)khoshal mina,8class khosha mina","قسمت الف خوشحال مينه, مکتب ھشت صنفي خوشحال مينه",0101088,"1,500",3,2,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"part(B)khoshal mina,nahid shaheed high school","قسمت ب خوشحال مينه, ليسه ناھيد شھيد",0101089,"5,800",10,6,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),SpeenKali School located in Speen Kali Square,مکتب سپين کلی، چاراھی سپين کلی,0101090,"1,000",2,1,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"part(B)khoshal mina,deh now deh boori","قسمت ب خوشحال مينه, مکتب ده نو ده بوري",0101091,"2,900",5,3,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),AbuZar Ghafari High School located in Qambar Square,ليسه ابوذر غفاری، چاراھی قمبر,0101092,"1,500",3,2,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"saray herati,wadaki haa masque","سراي ھراتيھا, مسجد وردکيھا",0101093,"1,500",3,2,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (5),کابل ناحيه (5),"sapin kalai,sapin kalai high school","شپين کلي, ليسه سپين کلي",0101094,"5,700",10,7,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"charqala,charqala high school","چھار قلعه, ليسه چھار قلعه",0101095,"4,800",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"talgaraph,imam hasan mujtabaa masque","تلگراف, مسجد امام حسن مجتبي",0101096,"2,900",5,3,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"qala nazar,khatimalanbia islamic school","قلعه ناظر, مدرسه خاتم الانبيا",0101097,"4,800",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"qala nazar,muhammad asaf mayal high school","قلعه ناظر, ليسه محمد آصف مايل",0101098,"5,700",10,6,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),Masjid Ali Anaqi.,مسجد علی انقی,0101099,"1,500",3,2,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"deh qabal,gulkhana sacandary school","ده قابل, مکتب متوسطه گلخانه",0101100,"6,700",12,8,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"dash haay haaji hasan,ahmadi masque","داش ھاي حاجي حاجي حسين, مسجد احمدي",0101101,"2,400",4,3,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"qala muhammad hayat,muhammad hayat masque","قلعه محمد حيات, مسجد محمد حيات",0101102,"1,500",3,2,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"qala abasqali,salman farsi masque","قلعه عباس قلي, مسجد سلمان فارسي",0101103,"3,400",6,4,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"afshar darlaman,qala bakhtiar sacandary school","افسار دارالامان, مکتب متوسطه قلعه بختيار",0101104,"8,700",15,10,5,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"Qambar Bene Hasham Sallon, Afshar Darulaman",صالون قمبر بنی ھاشم، افشار دارالامان,0101105,"1,500",3,2,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),Masjid Amirul Momenen  which is located in Naw Abad Qalae,مسجد اميرالمومنين، نوآباد قلعه جبارخان,0101106,"2,900",5,3,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"now abad qala jabar khan,azarat rasool masque","نو آباد قلعه جبار خان, مسجد حضرت رسول",0101107,"2,900",5,3,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"sar aab,sar aab girls school","سر آسياب, ليسه نسوان سر آسياب",0101108,"7,200",13,9,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),Institute,انستيتيوت,0101109,"7,200",12,8,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"Literacy School of Gulkhana, Qala-e-Ali Mardan Area.",مکتب سواد آموزی گلخانه، قلعه علی مردان,0101110,"2,000",4,3,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"alowdin,jafarya masque","علاوالدين, مسجد جعفريه",0101111,"2,900",6,4,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"darlaman,tobarcloze institute","دارالامان, انستيتيوت توبرکلوز",0101112,"3,400",6,4,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"qala ayenullah,baqiralalom islamic school","قلعه عين الله, مدرسه باقرالعلوم",0101113,"3,400",6,4,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"pol sokhta,abozar ghafari masque","پل سوخته, مسجد ابو زر غفاري",0101114,"2,900",5,3,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"Syed Ismail Balkhi , Qala-e-Shada.",مکتب سيد اسماعيل بلخی، قلعه شاده,0101115,"3,900",7,5,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"pol wahdat, wahadat masque","پل وحدت, مسجد وحدت",0101116,"2,000",4,2,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"pol wahdat,takya khana wahdat","پل وحدت, تکيه خانه وحدت",0101117,"1,500",3,2,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"qala shadah,amulbanin sacandary school","قلعه شاده, مکتب متوسطه ام البنين",0101118,"6,300",11,7,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"markaz nahia 6th,markaz nahia 6th,","مرکز ناحيه ششم, مرکز ناحيه ششم",0101119,"2,000",4,3,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"karti 3 ,abdulghani mustaghni high school","کارته سه, ليسه عبدالغني مستغني",0101120,"6,800",12,8,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"karti 3 ,dakhshana high school","کارته سه, ليسه دخشانه",0101121,"4,800",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"karti 3 ,muhammadia masque","کارته سه, مسجد محمديه",0101122,"2,900",5,3,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),"qala wazir,madrasa rasaalat","قلعه وزير, مدرسه رسالت",0101123,"3,800",7,5,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (6),کابل ناحيه (6),Masjid Safid,مسجد سفيد,0101124,"2,000",4,2,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (7),کابل ناحيه (7),"chahalsitoon raod,khoshalkhan high school","سرک چھلستون, ليسه خوشحال خان",0101125,"4,900",9,7,2,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (7),کابل ناحيه (7),"baini pol hasan wa deh dana,mihrabudin sacandary school","بين پل حسن و ده دانا, مکتب متوسطه محراب الدين",0101126,"6,500",12,8,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (7),کابل ناحيه (7),"tani kot,technical institute","تني کوت, انستيتيوت تخنيکي",0101127,"4,900",9,6,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (7),کابل ناحيه (7),Faizani Sahib Primary School.,مکتب ابتدايه فيضانی صاحب,0101128,"5,400",9,6,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (7),کابل ناحيه (7),"tani kot,ghazi adi girls school","تني کوت, ليسه نسوان غازي ادي",0101129,"4,400",8,5,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (7),کابل ناحيه (7),"bagh rayees,sultan razia girls school","باغ رييس, ليسه نسوان سلطان راضيه",0101130,"4,900",9,5,4,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (7),کابل ناحيه (7),"family haaye rishkhor,family haaye rishkhor high school","فاميلي ھاي ريش خور, ليسه فاميلي ھاي ريش خور",0101131,"5,000",9,6,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (7),کابل ناحيه (7),"darlaman road,habibya high school","سرک دارالامان, ليسه حبيبيه",0101132,"5,000",9,6,3,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (7),کابل ناحيه (7),"ayob khan mina,ayob khan masque","ايوب خان مينه, مسجد ايوب خان",0101133,"1,500",3,2,1,0,
Kabul,کابل,PROVINCIAL CENTER (KABUL) Nahia (7),کابل ناحيه (7),"qala afshar,ghzi abdullah high school","قلعه اقشار, ليسه غازي عبدالله",0101134,"3,600",6,4,2,0,
