"pc_code_18","2018_IEC_district_code","pc_name_eng_18","pc_name_dari_18","assessment_status","planned_2018","2019_matched_to_2014_IEC_district_code","matched_by"
"1303043","1303"," Khar Mast Khilo Mosque","د خر مست خیلو مسجد","Old","NO","1303",NA
"1303044","1303"," Mamozai Clinic","د مامو زیو کلینیک","Old","NO","1303",NA
"1303045","1303"," Shah Haider Mosque","د شاه حیدر مسجد","Relocated","NO","1303",NA
"1303046","1303"," Rahman Khil Mosque","د رحمن خیلو مسجد","Old","NO","1303",NA
"1303047","1303"," Nek Nam Mosque","د نیک نام مسجد","Old","NO","1303",NA
"1303050","1303"," Sahak Clinic","کلینیک سهاک","Old","YES","1303",NA
"1303051","1303"," Sahak High School","سهاک لیسه","Old","YES","1303",NA
"1303052","1303"," Haibat School","هیبت مکتب","Relocated","YES","1303",NA
"1303053","1303"," Shamolzai School","شمول زای مکتب","Relocated","YES","1303",NA
"1303055","1303"," Dagar Ji Mosque","د گرجی مسجد","Relocated","YES","1303",NA
"1303056","1303"," Dawlat Khan village Mosque","د دولت خان د کلی مسجد","Old","YES","1303",NA
"1303067","1303"," Kam Jamali village Mosque","کم جمالی کلی مسجد","Relocated","YES","1303",NA
"1304070","1304"," Ghalgai Primary School","د غلګۍ ابتدایه ښوونځی","New","YES","1304",NA
"1305072","1305"," Adah Mosque","اډه مسجد","Old","YES","1305",NA
"1305073","1305"," Moti Mosque","موتی مسجد","Relocated","YES","1305",NA
"1305075","1305"," Ghorkai village School","غورکی کلی مکتب","Relocated","YES","1305",NA
"1305079","1305"," Sargorrai Karez Primary School","سرګوړی کاریز ابتدایه مکتب","New","YES","1305",NA
"1305080","1305"," Mata Khil Mosque","مسجد مته خیل","Relocated","YES","1305",NA
"1305082","1305"," Keen Lagad Mosque","د کین لگد جومات","Relocated","YES","1305",NA
"1305084","1305"," Mirajan Mosque","میراجان مسجد","New","NO","1305",NA
"1305085","1305"," Kharr Khil Mosque","خړ خیل مسجد","Relocated","NO","1305",NA
"1305086","1305"," Gerdah Serrai Clinic","گرده څيړی کلینیک","Old","NO","1305",NA
"1305087","1305"," Zarghoon Ragha School location","زرغون راغه د مکتب ځای","Relocated","NO","1305",NA
"1305088","1305"," Tori Khil Markazi Mosque","توریخیلو مرکزی مسجد","New","NO","1305",NA
"1305089","1305"," Fakhri dokanoonah Mosque","فخری دوکانونه مسجد","Relocated","NO","1305",NA
"1306091","1306"," Boqar Mosque","د بوقر مسجد","Relocated","YES","1306",NA
"1306096","1306"," Shajanak School","دشجنک مکتب","Relocated","YES","1306",NA
"1306103","1306"," Loy Khwarr Mosque","لوی خوړ مسجد","Relocated","YES","1306",NA
"1307110","1307"," Patlaw Clinic","پټلاو کلینیک","Relocated","YES","1307",NA
"1307113","1307"," Khwazi Khil Speen Masjid Mosque","خوازی خیل سپین مسجد","Relocated","YES","1307",NA
"1307116","1307"," Sangar Mosque","سنګر مسجد","Old","YES","1307",NA
"1307119","1307"," Zarakhil Madrassah","زرا خیل مدرسه","Relocated","YES","1307",NA
"1307120","1307"," Saleh Koti Mosque","صالح کوتی مسجد","Relocated","YES","1307",NA
"1307121","1307"," Shagai Mosque","د شگی مسجد","Relocated","YES","1307",NA
"1307124","1307"," Mari Khil School","د ماری خیلو مکتب","Old","YES","1307",NA
"1307125","1307"," Rokyano Madrassah","د روکیانو مدرسه","Old","YES","1307",NA
"1307127","1307"," Kharloti Hospital","د خرلوټی شفاخانه","Old","YES","1307",NA
"1308132","1308"," Tarkanani Sikandar Khil Mosque","مسجد ترکنی سکندرخیل","New","YES","1308",NA
"1308134","1308"," Sikander Khil Girls School","د سکندر خیل اناثو مکتب","Relocated","YES","1308",NA
"1309149","1309"," Moti village Mosque","موتی کلی مسجد","Relocated","YES","1309",NA
"1309150","1309"," Awgur High School","اورگور لیسه","Old","YES","1309",NA
"1310153","1310"," Chamkanai High School","چمکنیو عالی لیسه","Relocated","YES","1310",NA
"1310154","1310"," Koz Hesarak Kali Mosque","کوز حصارک کلی مسجد","New","YES","1310",NA
"1310160","1310"," Koz Nawabad Kali Mosque","کوز نوآباد کلی  مسجد","New","YES","1310",NA
"1310162","1310"," Bar Mangalyar Mosque","بر منگلیار مسجد","Relocated","YES","1310",NA
"1311174","1311"," Momin Kali Mosque","دمومین کلی جومات","Relocated","YES","1311",NA
"1311176","1311"," Mir Mohammaduddin Mosque","میرمحمد الدین جومات","New","YES","1311",NA
"1312184","1312"," Kharkai Mosque","ښارکی مسجد","Relocated","YES","1312",NA
"1312185","1312"," District School","ولسوالی مکتب","Relocated","YES","1312",NA
"1313188","1313"," Garmmi School","ګرمی مکتب","New","YES","1313",NA
"1313189","1313"," Hajiano Kali Mosque","دحاجیانو کلی مسجد","New","YES","1313",NA
"1313193","1313"," Suhbati School","صحبتی کلی","New","YES","1313",NA
"1313196","1313"," Da Grandi Khowli Mosque","دگرندی خولی مسجد","Relocated","YES","1313",NA
"1313197","1313"," Yaruddin Mosque","یارالدین مسجد","Relocated","YES","1313",NA
"1314084","1314","Mirajan Mosque","م ريا ج ا ن م س ج د",NA,"YES","1305",NA
"1314085","1314","Kharr Khil Mosque","خړ خیل مسجد",NA,"YES","1305",NA
"1314086","1314","Gerdah Serrai Clinic","گ ر د ه څ ر ړي ی ک ل ی ن ی ک",NA,"YES","1305",NA
"1314087","1314","Zarghoon Ragha School location","زرغون راغه د مکتب ځای",NA,"YES","1305",NA
"1314088","1314","Tori Khil Markazi Mosque","ت و ر ی خ ی ل و م رک ز ی م س ج د",NA,"YES","1305",NA
"1314089","1314","Fakhri dokanoonah Mosque","فخری دوکانونه مسجد",NA,"YES","1305",NA
"1315040","1315","Saleh Khil Madrassah","صالح خیل مدرسه",NA,"YES","1303",NA
"1315041","1315","Babul Khil village Mosque","بابل خیل دکل مسجد",NA,"YES","1303",NA
"1315042","1315","Menjawar Rouhani Ba Ba Mosque","منیجور روحا ین بابا مسجد",NA,"YES","1303",NA
"1315044","1315","Mamozai Clinic","د مامو زیوکلینیک",NA,"YES","1303",NA
"1315045","1315","Shah Haider Mosque","د شاه حیدر مسجد",NA,"YES","1303",NA
"1401001","1401"," Haji Zar Payo Khan Mosque","حاجی زار پایو خان جومات","New","YES","1401",NA
"1401006","1401"," Alfatah Markazi High School","د الفتحې مرکزي لیسه","Relocated","YES","1401",NA
"1401011","1401"," Manni Village Mosque","د ماڼی کلي جومات","Relocated","YES","1401",NA
"1401013","1401"," Warda Khil village Mosque","د ورده خیلو کلي جومات","Old","YES","1401",NA
"1401015","1401"," Bangi Bagh Ster Kali village Mosque","د بانګي باغ د ستر کلي جومات","Relocated","YES","1401",NA
"1401017","1401"," Da Nawrozai High School","د نوروزیو لیسه","Relocated","YES","1401",NA
"1401018","1401"," Danda Pano Pas Kali Mosque","دډنډا پانو پاس کلی جومات","New","YES","1401",NA
"1401019","1401"," Malizai Jirga Hall","د ملیزیو د جرګو تالار","Relocated","YES","1401",NA
"1401021","1401"," Ghazi Abad Village Primary  School","غازی آباد کلی ابتدائیه مکتب","Old","YES","1401",NA
"1401025","1401"," Sarkai Barraio Mosque","سرکیو بړیو جماعت","New","YES","1401",NA
"1401026","1401"," Tang village Mosque","د ټانګ کلي جومات","Relocated","YES","1401",NA
"1401028","1401"," Deeri central Mosque","دډیري مرکزي جومات","Relocated","YES","1401",NA
"1401030","1401","Jirga Hall, Matoon Cheni village","د جرګوتالارمتون چینې کلی","Old","YES","1401",NA
"1401033","1401"," Kondaio village Mosque","د کونډیو کلي جومات","Relocated","YES","1401",NA
"1401034","1401"," Kamran village Jame Mosque","کامران کلی دجامع جماعت","New","YES","1401",NA
"1401037","1401"," Assar School","د اڅړښونځی","Relocated","YES","1401",NA
"1401038","1401"," Mangal Kot village Mosque","د منګل کوټ کلی جومات","New","YES","1401",NA
"1401039","1401"," Sarangot Mosque","د څارنکوټ جومات","New","YES","1401",NA
"1401042","1401"," Khabshkhilo Mosque","د خبشخیلو جومات","Relocated","YES","1401",NA
"1401043","1401"," Darikhilo Mosque","دریخیلو جومات","New","YES","1401",NA
"1401045","1401"," Cheeghe village Mosque","چیعی کلی جماعت","New","YES","1401",NA
"1401046","1401"," Kajeeri village Mosque","د کجیرې کلي جومات","Relocated","YES","1401",NA
"1401048","1401"," Omer Khan village Mosque","د عمرخان کلي جومات","Relocated","YES","1401",NA
"1401049","1401"," Mahmoud Khil High School","د محمود خیلو لیسه","Relocated","YES","1401",NA
"1401050","1401","Gharghakht Primary School","غرغښت ابتدايه ښونځی","New","YES","1401",NA
"1401051","1401"," Geedi village Mosque","د ګیډی کلی جومات","Relocated","YES","1401",NA
"1402053","1402"," Degan village Jame Mosque","د دیګانو کلی جامع جومات","Old","YES","1402",NA
"1402054","1402"," Salam village Central Mosque","د سلم کلی مرکز جومات","New","YES","1402",NA
"1402056","1402"," Zadran Kot Mosque","ځدراڼ کوټ جومات","New","YES","1402",NA
"1402063","1402"," Chandar Sahra Kali village Mosque","د چنداړ صحرا کلی جومات","New","YES","1402",NA
"1403070","1403"," Kaski kali Mosque","د کاڅکی کلی جومات","New","YES","1403",NA
"1403071","1403"," Da Zhawarah Kali Mosque","د ژوره کلی جومات","New","YES","1403",NA
"1403072","1403"," Chinar Sangar Primary School","د چنار سنګر ابتدایه ښوونځی","Relocated","YES","1403",NA
"1403073","1403"," Tawde Cheene Primary School","د تودی چینی ابتدایه ښوونځی","New","YES","1403",NA
"1403074","1403"," Maidani village Clinic","د میدانی کلی کلینیک","New","YES","1403",NA
"1403075","1403"," Shaeed Mohammad Qader High School","د شهيد محمد قادر ليسه","Old","YES","1403",NA
"1403076","1403"," Ali Dayee Mosque","د علیدایی ستر جومات","New","YES","1403",NA
"1403078","1403"," Shiekh Amir High School","شیخ امیر لیسه","Old","YES","1403",NA
"1403080","1403"," Boree Khil School","د بوري خیلو ښوونځی","Relocated","YES","1403",NA
"1404081","1404"," Senakai High School","دسیناکیوعالی لیسه","Relocated","YES","1404",NA
"1404082","1404"," Atman School","داطمان ښوونځی","New","YES","1404",NA
"1404083","1404"," Hakmeena Primary School","حکمینی ابتدایه ښوونځی","New","YES","1404",NA
"1404084","1404"," Dargai High School","د درګي عالي لیسه","Relocated","YES","1404",NA
"1404085","1404"," Lajjah Boys Primary School","دلیژی ذکور ابتدایه مکتب","Relocated","YES","1404",NA
"1404086","1404"," Gulab Khan High School","دګلاپ خان عالی لیسه","New","YES","1404",NA
"1404087","1404"," Omer Farouq Mosque","عمرفاروق جومات","New","YES","1404",NA
"1404088","1404"," Ziaul Madares Madrassah","ضیاالمدارس مدرسه","Relocated","YES","1404",NA
"1404089","1404"," Manni Kali Mosque","د منی کلي جومات","Relocated","YES","1404",NA
"1404090","1404"," Dur Malika High School","ددورملکی عالی لیسه","New","YES","1404",NA
"1404091","1404"," Da Zhai Kali Girls School","دژی کلی دنجونوښونځی","Relocated","YES","1404",NA
"1404092","1404"," Peer Badshah village Girls High School","د پیربادشاه کلي د نجونو عالي لیسه","Relocated","YES","1404",NA
"1404094","1404"," Hesarak School","دحصارک ښوونځی","Relocated","YES","1404",NA
"1404095","1404"," Laghori High School","د لاغوړي عالي لیسه","Old","YES","1404",NA
"1404096","1404"," Dakhi Boys High School","دداخیودهلکانولیسه","Relocated","YES","1404",NA
"1404097","1404"," Gokhi Secondary School","دګوخی متوسطه مکتب","New","YES","1404",NA
"1404098","1404"," Mataki High School","دمتکی عالی لیسه","Relocated","YES","1404",NA
"1404099","1404"," Banda Khil Secondary School","د بنده خیلو متوسطه ښوونځی","Relocated","YES","1404",NA
"1404100","1404"," Kochiano Secondary School","دکوچانو متوسطه ښوونځی","Relocated","YES","1404",NA
"1404101","1404"," Pakhe Chari Mosque","پخی چری جومات","New","YES","1404",NA
"1404102","1404"," Da Kanngai Mannai Mosque","دکڼکی ماڼی جومات","New","YES","1404",NA
"1404104","1404"," Da Nareeze High School","د نریزې عالي لیسه","Old","YES","1404",NA
"1404105","1404"," Sor Kot Secondary School","سورکوټ متواسطه ښوونځی","New","YES","1404",NA
"1405106","1405"," Musa Khil Toot Palah Mosque","موسی خیل د توت پاله جومات","New","YES","1405",NA
"1405107","1405"," Musa Khil Da Paiko Melay Mosque","موسی خیل د پایکو میلې جومات","New","YES","1405",NA
"1405111","1405"," Marghai High School","د مرغې عالي لیسه","Relocated","YES","1405",NA
"1405113","1405"," Spera Welai School","د سپیراویلي ښوونځی","Relocated","YES","1405",NA
"1405114","1405"," Parro Khil Mosque","د پاړوخیلو جومات","Relocated","YES","1405",NA
"1405115","1405"," Khoshamand Village Mosque","د خوشمند کلي جومات","Relocated","YES","1405",NA
"1405116","1405"," Hazrat Bilal Mosque","د حضرت بیلال جومات","Old","YES","1405",NA
"1405118","1405","Wachkarrai village Mosque","د وچکړي کلي جومات","Relocated","YES","1405",NA
"1406119","1406","Latkai village Mosque","د لټکي کلي جومات","Relocated","YES","1406",NA
"1406125","1406"," Ghorshtai village Jirga Hall","د غوړشتي کلي د جرګو تالار","Relocated","YES","1406",NA
"1407129","1407"," Yaqoubai Badshah Din Mosque","دیعقوبیوبادشاه دین مسجد","New","YES","1407",NA
"1407130","1407"," Yaoubai District Mosque","دیعقوبی ولسوالی مسجد","Old","YES","1407",NA
"1407131","1407"," Mata Khilo village Mosque","دمتخیلوکلي مسجد","New","YES","1407",NA
"1407133","1407"," Noori village School","دنوری کلي مکتب","New","YES","1407",NA
"1407137","1407"," Badkhani village School","دابادخانی کلی مکتب","New","NO","1407",NA
"1408141","1408"," Haji Bismillah Jan Mosque","حاجی بسم الله جان جومات","New","NO","1408",NA
"1408144","1408"," Haji Naeem Kochai Mosque","حاجي نعیم کوچي جومات","Relocated","YES","1408",NA
"1408147","1408"," Pallah Jame Mosque","د پاله جامع جومات","New","YES","1408",NA
"1408150","1408"," Kozah Bokhanah central Mosque","کوزه بوخانه مرکزی جومات","New","YES","1408",NA
"1409151","1409"," Pas Tarak","پاس ترکي جمعی جماعت","New","YES","1409",NA
"1409153","1409"," Anar Kali Mosque","د انار کلي  مرکزي جومات","Relocated","YES","1409",NA
