"province_code","province_name_eng","district_code","district_name_eng","district_name_dari","district_name_pashto","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","district_or_subdivision_name_pashto","provincial_capital","pc_code","pc_name_eng","pc_name_dari","pc_name_pashto","pc_location_eng","pc_location_dari","pc_location_pashto","planned_2018","prelim_ps_count","final_ps_count","prelim_results_reporting","final_results_reporting","pc_change_initial_final_plan","assessment_status","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906152","Misbah Mosque","مکتب مصباح","مکتب مصباح","Jama Rajab Village","قریه جمع رجب","قریه جمع رجب","YES",5,5,"YES","YES","no change","Old",2982,157,17,0,11,0,0,15,114,2824,1963,861,1,0,1964,861,2825
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906153","Hamid Qarlaq High School","لیسه حمید قرلق","لیسه حمید قرلق","Mirza Khil Village","قریه مرزاخیل","قریه مرزاخیل","YES",4,4,"YES","YES","no change","Old",1734,127,5,0,17,0,0,43,62,1607,967,640,0,0,967,640,1607
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906154","Kobichi School","مکتب کوبیچی","مکتب کوبیچی","Kobichi Village","قریه کوبیچی","قریه کوبیچی","YES",3,3,"YES","YES","no change","Relocated",1428,114,17,0,8,0,0,54,35,1313,852,461,1,0,853,461,1314
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906155","Noorbay Mosque","مسجدنوربای","مسجدنوربای","Tajik Qeshlaq Village","قریه تاجک قشلاق","قریه تاجک قشلاق","NO",NA,NA,"NO","NO","dropped","Relocated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906156","Darul Malimin (tearchers training collecge)","دارالمعلمین","دارالمعلمین","Archi Markaz","مرکز ارچی","مرکز ارچی","YES",7,7,"YES","YES","no change","Old",3672,132,17,0,23,0,0,37,55,3539,2176,1363,1,0,2177,1363,3540
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906157","Hajdah Nehri Mosque","مسجد هجده نهری","مسجد هجده نهری","Hajdah Nehri Village","قریه هجده نهری","قریه هجده نهری","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906158","Kal Tarash School","مکتب کل تراش","مکتب کل تراش","Kal Tarash Village","قریه کلتراش","قریه کلتراش","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906159","Shah Rawan School","مکتب شا ه روان","مکتب شا ه روان","Shah Rawan Village","قریه شاه روان","قریه شاه روان","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906160","Habib Mosque","مسجد حبیب","مسجد حبیب","Bagh Habib Village","قریه باغ حبیب","قریه باغ حبیب","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906161","Mullah Qoli High School","لیسه ملاقلی","لیسه ملاقلی","Mullah Qoli Village","قریه ملا قلی","قریه ملا قلی","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906162","Aamir Sadiq Mosque","مسجد آمر صادق","مسجد آمر صادق","Aamri Sadiq Village","قریه آمر صادق","قریه آمر صادق","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906163","Dawran Kalai Secondary School","مکتب متوسطه دوران کلی","مکتب متوسطه دوران کلی","Dawran Kali Village","قریه دوران کلی","قریه دوران کلی","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906164","Aabidi Mosque","مسجد عابدی","مسجد عابدی","Aabidi Village","قریه عابدی","قریه عابدی","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906165","Zarghon School","مکتب زرغون","مکتب زرغون","Zarghon Village","قریه زرغون","قریه زرغون","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906166","Shaheed Abdul Wahid School","مکتب شهید عبدالواحد","مکتب شهید عبدالواحد","Haji Ghafor Village","قریه حاجی غفور","قریه حاجی غفور","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906167","Wazir Khan School","مکتب وزیر خان","مکتب وزیر خان","Jama Wazir Khan Village","قریه جمع وزیر خان","قریه جمع وزیر خان","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","1906","DASHT ARCHI","دشت ارچی","دشت ارچی","NO","1906168","Haji Paynda Mosque","مسجد حاجی پاینده","مسجد حاجی پاینده","Dawian Village","قریه داویان","قریه داویان","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907169","Aaq Tapa High School","لیسه  آق تپه","لیسه  آق تپه","Aaq Tapa","آق تپه","آق تپه","NO",NA,NA,"NO","NO","dropped","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907170","Tarboz Guzar High School","لیسه تربوز گذر","لیسه تربوز گذر","Tarboz Guzar","تربوز گذر","تربوز گذر","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907171","Ithihad High School","لیسه اتحاد","لیسه اتحاد","Qooq Masjid","قوق مسجد","قوق مسجد","NO",NA,NA,"NO","NO","dropped","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907172","Se Kaprak School","مکتب سه کپرک","مکتب سه کپرک","Se Kaprak","سه کپرک","سه کپرک","NO",NA,NA,"NO","NO","dropped","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907173","Otaboz High School","لیسه اوته بوز","لیسه اوته بوز","Ortaboz","اورته بوز","اورته بوز","NO",NA,NA,"NO","NO","dropped","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907174","Sakhsa Kol Secondary School","مکتب متوسطه سخسه کول","مکتب متوسطه سخسه کول","Sakhsa Kol","سخسه کول","سخسه کول","NO",NA,NA,"NO","NO","dropped","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907175","Qala Zaal Central High School","لیسه مرکزی قلعه ذال","لیسه مرکزی قلعه ذال","Aar Say","آرساری","آرساری","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907176","Salih High School","لیسه صالح","لیسه صالح","Salih Abad","صالح آباد","صالح آباد","NO",NA,NA,"NO","NO","dropped","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907177","Durman High School","لیسه دورمن","لیسه دورمن","Durman Village","قریه دورمن","قریه دورمن","NO",NA,NA,"NO","NO","dropped","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907178","Halqa Kol School","مکتب حلقه کول","مکتب حلقه کول","Halqa Kol","حلقه کول","حلقه کول","NO",NA,NA,"NO","NO","dropped","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907179","Kolokh Tapa High School","لیسه کلوخ تیپه","لیسه کلوخ تیپه","Kolokh Tapa","کلوخ تپه","کلوخ تپه","YES",NA,NA,"NO","NO","no change","Old",1831,50,13,0,6,0,0,2,29,1781,853,928,0,0,853,928,1781
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907180","Bagh e cha Secondary School","مکتب متوسطه باغیچه","مکتب متوسطه باغیچه","Bagh e cha","باغیچه","باغیچه","YES",NA,NA,"NO","NO","no change","Old",420,38,18,0,3,0,0,0,17,382,184,198,0,0,184,198,382
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907181","Khisht Tapa Secondary School","مکتب خشت تپه","مکتب خشت تپه","Khisht Tapa","خشت تپه","خشت تپه","YES",NA,NA,"NO","NO","no change","Old",432,10,8,0,1,0,0,0,1,421,207,214,1,0,207,215,422
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907182","Zolm Abad School","مکتب ظلم آباد","مکتب ظلم آباد","Zolm Abad ","ظلم آباد","ظلم آباد","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907183","Safi Kot School","مکتب سافی کوت","مکتب سافی کوت","Safi Kot","سافی کوت","سافی کوت","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907184","Yangi Aaraq School","مکتب ینگی آرق","مکتب ینگی آرق","Yangi Aaraq","ینگی آرق","ینگی آرق","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907185","Chargul Tapa High School","لیسه چار گل تپه","لیسه چار گل تپه","Chargul Tapa","چار گل تپه","چار گل تپه","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1907","QALAE ZAL","قلعه ذال","قلعه ذال","1907","QALAE ZAL","قلعه ذال","قلعه ذال","NO","1907186","Khalil Sa'adat Secondary School","مکتب متوسطه خلیل سعادت","مکتب متوسطه خلیل سعادت","Shoor Aaraq","شور آرق","شور آرق","NO",NA,NA,"NO","NO","dropped","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908187","Kulbad School","مکتب کلباد","مکتب کلباد","Kulbad Village","قریه کلباد","قریه کلباد","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908188","Tash Guzar School","مکتب تاش گذر","مکتب تاش گذر","Tash Guzar Village","قریه تاش گذر","قریه تاش گذر","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908189","Gharo School","مکتب غرو","مکتب غرو","Gharo Village","قریه غرو","قریه غرو","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908190","Koldaman School","مکتب کول دامن","مکتب کول دامن","Koldaman Village","قریه کول دامن","قریه کول دامن","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908191","Qatar Balaq School","مکتب قطر بلاق","مکتب قطر بلاق","Qatar Balaq ","قطر بلاق","قطر بلاق","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908192","Aftab Loq High School","لیسه آفتاب لق","لیسه آفتاب لق","Aftab Loq Village","قریه افتاب لق","قریه افتاب لق","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908193","Khaton Qala School","مکتب خاتون قلعه","مکتب خاتون قلعه","Khaton Qala Village","قریه خاتون قلعه","قریه خاتون قلعه","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908194","Yaka Toot School","مکتب یکه توت","مکتب یکه توت","Yaka Toot Village","قریه یکه توت","قریه یکه توت","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908195","Hechkali School","مکتب هیچکلی","مکتب هیچکلی","Hechkali Village","قریه هیچکلی","قریه هیچکلی","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908196","Gujar School","مکتب گجر","مکتب گجر","Gujar Village","قریه گجر","قریه گجر","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908197","Eshan Top Primary School","مکتب ابتدائیه ایشان توپ","مکتب ابتدائیه ایشان توپ","Eshan Top","ایشان توپ","ایشان توپ","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908198","Gombad Secondary School","مکتب متوسطه گنبد","مکتب متوسطه گنبد","Gombad","گنبد","گنبد","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908199","Alchin School","مکتب آلچین","مکتب آلچین","Aalchin","قریه آلچین","قریه آلچین","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1908","KALBAD","کلباد","کلباد","1908","KALBAD","کلباد","کلباد","NO","1908200","Juma Khwani Payeen Mosque","مسجد جمعه خوانی پائین","مسجد جمعه خوانی پائین","Chaghar Village","قریه چغر","قریه چغر","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1909","GULTAPA","گل تپه","گل تپه","1909","GULTAPA","گل تپه","گل تپه","NO","1909201","Shinwari Secondary School","مکتب متوسطه شینواری","مکتب متوسطه شینواری","Shinwari Village","قریه شینواری","قریه شینواری","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1909","GULTAPA","گل تپه","گل تپه","1909","GULTAPA","گل تپه","گل تپه","NO","1909202","Sultan Ghayasuddin High School","لیسه سلطان غیاث الدین","لیسه سلطان غیاث الدین","Larkhabi","لرخابی","لرخابی","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1909","GULTAPA","گل تپه","گل تپه","1909","GULTAPA","گل تپه","گل تپه","NO","1909203","Asqalan High School","لیسه عسقلان","لیسه عسقلان","Asqalan Village","قریه عسقلان","قریه عسقلان","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1909","GULTAPA","گل تپه","گل تپه","1909","GULTAPA","گل تپه","گل تپه","NO","1909204","Jama Besh Bal Mosque","مسجد جامه بیش بله","مسجد جامه بیش بله","Asqalan Village","قریه عسقلان","قریه عسقلان","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1909","GULTAPA","گل تپه","گل تپه","1909","GULTAPA","گل تپه","گل تپه","NO","1909205","Tobra Kash School","مکتب توبره کش","مکتب توبره کش","Tobra Kash Village","قریه توبره کش","قریه توبره کش","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1909","GULTAPA","گل تپه","گل تپه","1909","GULTAPA","گل تپه","گل تپه","NO","1909206","Wakil Qara High School","لیسه وکیل قره","لیسه وکیل قره","Wakil Qara","وکیل قره","وکیل قره","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1909","GULTAPA","گل تپه","گل تپه","1909","GULTAPA","گل تپه","گل تپه","NO","1909207","Qashlish School","مکتب قشلیش","مکتب قشلیش","Qashlish Wakil Qara Village","قریه قشلش وکیل قره","قریه قشلش وکیل قره","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1909","GULTAPA","گل تپه","گل تپه","1909","GULTAPA","گل تپه","گل تپه","NO","1909208","Gul Tipa Secondary School","مکتب متوطه گل تیپه","مکتب متوطه گل تیپه","Arabha Village","قریه عرب ها","قریه عرب ها","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1909","GULTAPA","گل تپه","گل تپه","1909","GULTAPA","گل تپه","گل تپه","NO","1909209","Gharma Kamar School","مکتب غرمه کمر","مکتب غرمه کمر","Gharma Kamar Village","قریه غرمه کمر","قریه غرمه کمر","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1910","AQTASH","آقتاش","آقتاش","1910","AQTASH","آقتاش","آقتاش","NO","1910210","Mehrab Bay Mosque","مسجد محراب بای","مسجد محراب بای","Basos Village","قریه باسوس","قریه باسوس","YES",NA,NA,"NO","NO","no change","Relocated",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1910","AQTASH","آقتاش","آقتاش","1910","AQTASH","آقتاش","آقتاش","NO","1910211","Kohna Qala Secondary School","مکتب متوسطه کهنه قلعه","مکتب متوسطه کهنه قلعه","Band-i-Barg","بندی برق","بندی برق","YES",6,6,"YES","YES","no change","Old",3196,178,21,1,47,0,0,20,89,3017,2042,975,1,0,2042,976,3018
"19","KUNDUZ","1910","AQTASH","آقتاش","آقتاش","1910","AQTASH","آقتاش","آقتاش","NO","1910212","Aabshor Jolicha High School","لیسه آبشور جولیچه","لیسه آبشور جولیچه","Jolicha Village","قریه جولیچه","قریه جولیچه","YES",3,3,"YES","YES","no change","Old",1800,39,2,0,12,0,0,2,23,1761,1178,583,0,0,1178,583,1761
"19","KUNDUZ","1910","AQTASH","آقتاش","آقتاش","1910","AQTASH","آقتاش","آقتاش","NO","1910213","Parcha Dasht School","مکتب پرچه دشت","مکتب پرچه دشت","Parcha Dasht Village","قریه پرچه دشت","قریه پرچه دشت","YES",NA,NA,"NO","NO","no change","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1910","AQTASH","آقتاش","آقتاش","1910","AQTASH","آقتاش","آقتاش","NO","1910214","Ibrahim Khil Kuchi School","مکتب ابراهیم خیل کوچی","مکتب ابراهیم خیل کوچی","Ibrahim Khil Kuchi Village","قریه ابراهیم خیل کوچی","قریه ابراهیم خیل کوچی","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1910","AQTASH","آقتاش","آقتاش","1910","AQTASH","آقتاش","آقتاش","NO","1910215","Ibrahim Khil School","مکتب ابراهیم خیل","مکتب ابراهیم خیل","Ibrahim Khil Village","قریه ابراهیم خیل","قریه ابراهیم خیل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1910","AQTASH","آقتاش","آقتاش","1910","AQTASH","آقتاش","آقتاش","NO","1910216","Laghmani School","مکتب لغمانی","مکتب لغمانی","Laghmani Village","قریه لغمانی","قریه لغمانی","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1910","AQTASH","آقتاش","آقتاش","1910","AQTASH","آقتاش","آقتاش","NO","1910217","Sajany School","مکتب سجانی","مکتب سجانی","Sajany Village","قریه سجانی","قریه سجانی","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","KUNDUZ","1910","AQTASH","آقتاش","آقتاش","1910","AQTASH","آقتاش","آقتاش","NO","1910218","Taqa Chenar Secondary School","متوسطه تاقه چنار","متوسطه تاقه چنار","Taqa Chenar Village","قریه تاقه چنار","قریه تاقه چنار","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
