"province_code","province_name_eng","district_code","district_name_eng","district_name_dari","district_name_pashto","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","district_or_subdivision_name_pashto","provincial_capital","pc_code","pc_name_eng","pc_name_dari","pc_name_pashto","pc_location_eng","pc_location_dari","pc_location_pashto","planned_2018","prelim_ps_count","final_ps_count","prelim_results_reporting","final_results_reporting","pc_change_initial_final_plan","assessment_status","vr_prelim","vr_total_removed","vr_removed_spoiled_IDs","vr_removed_no_tazkera","vr_removed_no_DOB","vr_removed_closed_PC","vr_removed_lost_book","vr_removed_duplicates","vr_removed_underage","vr_general_total","vr_general_male","vr_general_fem","vr_final_kuchi","vr_final_sikh","vr_final_all_male","vr_final_all_fem","vr_final_all_total"
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617375"," Utmanzai Mosque","اوتمانزيي جومات","اوتمانزيي جومات","Gardi Otmanzi","ګردي اوتمانزيي","ګردي اوتمانزيي","YES",NA,NA,"NO","NO","no change","Old",3000,48,6,0,7,0,0,3,32,2914,1154,1760,38,0,1182,1770,2952
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617376"," Gerdi Ghous High School","ګردي غوث لیسه","ګردي غوث لیسه","Gerdi Ghous","ګردي غوث","ګردي غوث","YES",8,8,"YES","YES","no change","Old",4806,594,24,0,232,0,0,1,337,4179,2949,1230,33,0,2964,1248,4212
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617377"," Kolali Kali Mosque","جومات کولالي کلې","جومات کولالي کلې","Kolali Kalai","کولالي کلې","کولالي کلې","YES",5,5,"YES","YES","no change","Old",3000,94,9,0,28,0,0,6,51,2883,1737,1146,23,0,1758,1148,2906
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617378"," Ghazgai High School","غزګی لیسه","غزګی لیسه","Ghazgai","غزګۍ","غزګۍ","YES",4,4,"YES","YES","no change","Old",2046,68,13,0,6,0,0,4,45,1977,1401,576,1,0,1401,577,1978
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617379"," Kandaw Kali Mosque","کنډو کلی جومات","کنډو کلی جومات","Ghazgai","غزګۍ","غزګۍ","YES",2,2,"YES","YES","no change","Relocated",605,34,11,0,14,0,0,0,9,570,428,142,1,0,428,143,571
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617380"," Hazar Naw High School","هزارناو لیسه","هزارناو لیسه","Hazar Naw Kalai","هزارناوکلي","هزارناوکلي","YES",4,4,"YES","YES","no change","Old",1692,37,9,0,9,0,0,2,17,1655,1325,330,0,0,1325,330,1655
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617381"," Pass Kalai Pacha Khil Mosque","پاس کلی پاچا خیل جومات","پاس کلی پاچا خیل جومات","Hazar Naw Kalai","هزارناوکلي","هزارناوکلي","YES",4,4,"YES","YES","no change","Relocated",1518,63,17,0,12,0,0,6,28,1455,1210,245,0,0,1210,245,1455
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617382"," Hadeere Kali Mosque","هديري کلې جومات","هديري کلې جومات","Hadeere Kalai","هديري کلې","هديري کلې","YES",3,3,"YES","YES","no change","Old",930,41,4,0,3,0,0,8,26,889,701,188,0,0,701,188,889
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617383"," Imal Khan High School","ايمل خان ليسه","ايمل خان ليسه","Pas Basoul","پاس باسوول","پاس باسوول","YES",6,6,"YES","YES","no change","Old",2814,354,21,0,72,0,0,9,252,2457,1811,646,3,0,1814,646,2460
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617384"," Beli High School","بيلی لیسه","بيلی لیسه","Beelah Kalai","بيله کلي","بيله کلي","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617385"," Landi Basoul Boys High School","ذکور لیسه لاندي باسوول","ذکور لیسه لاندي باسوول","Lande Basoul","لاندي باسوول","لاندي باسوول","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617386"," Basoul Girls High School","باسول اناث لیسه","باسول اناث لیسه","Lande Basoul","لاندي باسوول","لاندي باسوول","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617387"," Ali Jan Qalla Mosque","علي جان قلعه جومات","علي جان قلعه جومات","Ali Jan Qalla","علي جان قلعه","علي جان قلعه","YES",3,3,"YES","YES","no change","Old",1854,98,32,0,23,0,0,6,37,1755,1354,401,1,0,1355,401,1756
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617388"," Daman Kali Speen Jomat Mosque","دامان کلی سپین جومات","دامان کلی سپین جومات","Daman Kalai","دامان کلی","دامان کلی","YES",3,3,"YES","YES","no change","Old",1158,35,9,0,5,0,0,6,15,1123,917,206,0,0,917,206,1123
"06","NANGARHAR","0617","MUHMAND DARA","مهمند دره","مهمند دره","0617","MUHMAND DARA","مهمند دره","مهمند دره","NO","0617389"," Sagi Speen Jomat Mosque","ساګی سپین جومات","ساګی سپین جومات","Sagai","ساګۍ","ساګۍ","YES",NA,NA,"NO","NO","no change","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0618","LAL POOR","لعل پور","لعل پور","0618","LAL POOR","لعل پور","لعل پور","NO","0618390"," Sher Abad High School","شيرآباد ليسه","شيرآباد ليسه","Lal Pour","لالپور","لالپور","YES",7,7,"YES","YES","no change","Old",3540,100,22,0,18,0,0,4,56,3437,2414,1023,3,0,2415,1025,3440
"06","NANGARHAR","0618","LAL POOR","لعل پور","لعل پور","0618","LAL POOR","لعل پور","لعل پور","NO","0618391"," Eidgah Mosque","عید ګاه مسجد","عید ګاه مسجد","Malik Mohammad Omer Kalai","ملک محمدعمر کلي","ملک محمدعمر کلي","YES",7,7,"YES","YES","no change","Old",3432,55,12,0,15,0,0,7,21,3374,2546,828,3,0,2547,830,3377
"06","NANGARHAR","0618","LAL POOR","لعل پور","لعل پور","0618","LAL POOR","لعل پور","لعل پور","NO","0618392"," Gul Daag High School","ګل ډاګ لیسه","ګل ډاګ لیسه","Gul Dag Kalai","ګلداګ کلي","ګلداګ کلي","YES",NA,NA,"NO","NO","no change","Old",3248,66,7,0,22,0,0,9,28,3181,2207,974,1,0,2207,975,3182
"06","NANGARHAR","0618","LAL POOR","لعل پور","لعل پور","0618","LAL POOR","لعل پور","لعل پور","NO","0618393"," Chaknoor High School","چکنور لیسه","چکنور لیسه","Chaknoor Kalai","چکنورکلي","چکنورکلي","YES",NA,NA,"NO","NO","no change","Not Assessed",3126,49,5,0,23,0,0,7,14,3074,1632,1442,3,0,1635,1442,3077
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619394"," Khadah Khil School","خاده خيل مکتب","خاده خيل مکتب","Khada Khil","خاده خيل","خاده خيل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619395"," Khada Khil Maidani (Khada Khil Ground)","خاده خيل ميداني","خاده خيل ميداني","Khada Khil","خاده خيل","خاده خيل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619396"," Gandomak Ground","ګندومک خالي ساحه","ګندومک خالي ساحه","Gandomak","ګندومک","ګندومک","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619397"," Gandomak School","ګندومک مکتب","ګندومک مکتب","Gandomak  ","ګندومک","ګندومک","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619398"," Mulayano Jomat Mosque","ملايانو جومات","ملايانو جومات","Kodi Khil","کودي خيل","کودي خيل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619399"," Mama Khil High School","ماماخيل ليسه","ماماخيل ليسه","Mama Khil","ماما خيل","ماما خيل","YES",2,2,"YES","YES","no change","Old",1800,62,13,0,5,0,0,21,23,1738,1163,575,0,0,1163,575,1738
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619400"," Milli Khil Jomat Mosque","ملې خيل جومات","ملې خيل جومات","Mili Khil","ملې خيل","ملې خيل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619401"," Tu Tu High School","تو تو ليسه","تو تو ليسه","Loqman Khil","لقمان خيل","لقمان خيل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619402"," Katti Khil","کاتي خيل","کاتي خيل","Marki Khil","مرکي خيل","مرکي خيل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619403"," Marki Khil Clinic","مرکي خيل کلینيک","مرکي خيل کلینيک","Marki Khil","مرکي خيل","مرکي خيل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619404","The Village Open Field","دکلي ديره","دکلي ديره","Barashpan","براشپان","براشپان","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0619","SHIRZAD","شیرزاد","شیرزاد","0619","SHIRZAD","شیرزاد","شیرزاد","NO","0619405"," Girls School","جينکومکتب","جينکومکتب","Barashpan","براشپان","براشپان","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620406"," Omer Farouq Mosque","عمرفاروق جومات","عمرفاروق جومات","Nakhtar Naw","نختر ناو","نختر ناو","NO",NA,NA,"NO","NO","dropped","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620407"," Abdal Kholah Mosque","ابدال خوله جومات","ابدال خوله جومات","Abdal Kholah","ابدال خوله","ابدال خوله","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620408"," Tapo Kali Mosque","تپو کلې جومات","تپو کلې جومات","Tapo Kalai","تپو کلې","تپو کلې","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620409"," Ba Ba Zai","بابا ځاي","بابا ځاي","Baba Zai","بابا ځاي","بابا ځاي","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620410"," Askar Mosque","عسکرجومات","عسکرجومات","Speen Zai","سپين ځاي","سپين ځاي","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620411"," Lalma Mosque","للمه جومات","للمه جومات","Lalma Baro Kholah","للمه بارو خوله","للمه بارو خوله","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620412"," Lal Mandai Mosque","لال منديي جومات","لال منديي جومات","Lal Mandai","لال منډي","لال منډي","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620413"," Jai Sar Mosque","جاې سرجومات","جاې سرجومات","Morchal Kalai","مورچل کلي","مورچل کلي","YES",NA,NA,"NO","NO","no change","Old",294,12,5,0,3,0,0,3,1,282,179,103,0,0,179,103,282
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620414"," Morchal Kali Maidan (Morchal village ground)","مورچل کلي میدان","مورچل کلي میدان","Morchal Kalai","مورچل کلي","مورچل کلي","YES",NA,NA,"NO","NO","no change","Not Assessed",810,29,14,0,3,0,0,9,3,781,528,253,0,0,528,253,781
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620415"," Tarkhi Primary School","ترخی ابتدائیه","ترخی ابتدائیه","Morchal Kalai","مورچل کلي","مورچل کلي","YES",2,2,"YES","YES","no change","Old",576,37,15,0,2,0,0,8,12,539,365,174,0,0,365,174,539
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620416"," Speen Jomat Maidan (Speen Jomat Mosque ground)","سپين جومات ميدان","سپين جومات ميدان","Surobi Manz","سروبي منځ","سروبي منځ","YES",3,3,"YES","YES","no change","Old",1278,47,11,0,3,0,0,11,22,1231,834,397,0,0,834,397,1231
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620417"," Surobi High School","سروبي لیسه","سروبي لیسه","Surobi  ","سروبي","سروبي","YES",3,3,"YES","YES","no change","Old",1074,42,10,0,6,0,0,9,17,1031,604,427,1,0,604,428,1032
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620418"," Nasrat Mosque","نصرت جومات","نصرت جومات","Landai Kalai","لنډې کلې","لنډې کلې","YES",3,3,"YES","YES","no change","Old",1566,75,26,0,15,0,0,21,13,1491,1093,398,0,0,1093,398,1491
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620419"," Gharbi Landai Mosque","غربی لنډی جومات","غربی لنډی جومات","Gharbi Kalai","غربی لنډی","غربی لنډی","YES",4,4,"YES","YES","no change","New",1662,43,10,0,10,0,0,10,13,1619,1268,351,0,0,1268,351,1619
"06","NANGARHAR","0620","NAZYAN","نازیان","نازیان","0620","NAZYAN","نازیان","نازیان","NO","0620420"," Zarrah Landai Mosque","زړه لنډی جومات","زړه لنډی جومات","Zarrah Landai","زړه لنډی","زړه لنډی","YES",14,14,"YES","YES","no change","New",8994,129,20,1,31,0,0,27,50,8861,4136,4725,4,0,4140,4725,8865
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621421"," Jame Jomat Mosque","جامع جومات","جامع جومات","Bar Shiekhan","برشيخان","برشيخان","NO",NA,NA,"NO","NO","dropped","Old",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621422"," Jawkan School","جوکان مکتب","جوکان مکتب"," Jawkan ","جوکان","جوکان","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621423"," Jawkan Mosque","جوکان جومات","جوکان جومات"," Jawkan ","جوکان","جوکان","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621424"," Lajegarr Mosque","لاجيګړ جومات","لاجيګړ جومات","Lajeegarh","لاجيګړ","لاجيګړ","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621425"," Lajigarr School","لاجيګر مکتب","لاجيګر مکتب","Lajeegarh","لاجيګړ","لاجيګړ","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621426"," Syah Aab School","سياه اب مکتب","سياه اب مکتب","Syah Aab","سياه اب","سياه اب","NO",2,2,"YES","YES","dropped","Not Assessed",1152,49,18,0,5,0,0,20,6,1058,522,536,45,0,567,536,1103
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621427"," Malik Derah (Malik’s House)","ملک ديره","ملک ديره","Nawar","ناور","ناور","NO",3,3,"YES","YES","dropped","Not Assessed",1194,40,7,0,0,0,0,24,9,1084,520,564,70,0,585,569,1154
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621428"," Aragha School","راغه مکتب","راغه مکتب","Raagha Kalai","راغه کلې","راغه کلې","NO",2,2,"YES","YES","dropped","Not Assessed",630,112,0,0,16,0,0,3,93,518,452,66,0,0,452,66,518
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621429"," Nawarr Primary School","ناور ابتدائيه","ناور ابتدائيه","Nawar","ناور","ناور","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621430"," Raagha Mosque","راغه جومات","راغه جومات","Raagha Kalai","راغه کلې","راغه کلې","NO",1,1,"YES","YES","dropped","Not Assessed",600,35,0,0,19,0,0,8,8,564,564,0,1,0,565,0,565
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621431"," Syah Aab","سيا اب","سيا اب","Syah Aab Kalai","سيا اب کلی","سيا اب کلی","NO",4,4,"YES","YES","dropped","Not Assessed",2400,164,20,0,19,0,0,65,60,2235,1167,1068,1,0,1167,1069,2236
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621432"," Farzeenah Mosque","فرزينه جومات","فرزينه جومات","Farzeenah","فرزينه","فرزينه","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621433"," Nawe Teegah","ناوي تيګه","ناوي تيګه","Nawe Teegah","ناوي تيکه","ناوي تيکه","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621434"," Khali Maidan (Open Ground)","خالي ميدان","خالي ميدان","Farzeenah Kalai","فرزينه کلی","فرزينه کلی","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621435"," Boli Mosque","بولي جومات","بولي جومات","Bawlai","باولۍ","باولۍ","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621436"," Boli Zhami Jomat (Boli Winter Mosque)","بولي ژمي جومات","بولي ژمي جومات","Bawlai","باولي","باولي","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621437"," Mohammadi Mosque","محمدي جومات","محمدي جومات","Mohammadi Masjid","محمدی مسجد","محمدی مسجد","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621438"," Mohammadi School","محمدي مکتب","محمدي مکتب","Mohammadi Maktab","محمدی مکتب","محمدی مکتب","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621439"," Khali Maidan (Open Ground)","ميدان خالی","ميدان خالی","Zareef Khil","ظريف خيل","ظريف خيل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621440"," Zareef Khil School","ظريف خيل مکتب","ظريف خيل مکتب","Zareef Khil","ظريف خيل","ظريف خيل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621441"," Do Aab School","مکتب دواب","مکتب دواب","Do Aab ","دواب","دواب","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621442"," Ali Sher Mosque","علي شير جومات","علي شير جومات","Ali Sher ","علي شير","علي شير","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621443"," Khali Maidan (Open Ground)","خالي ميدان","خالي ميدان","Ali Sher Kalai","علي شير کلی","علي شير کلی","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621444"," Abdul Rahman School","عبدالرحمن مکتب","عبدالرحمن مکتب","Ameen Khil","امين خيل","امين خيل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0621","HISARAK","حصارک","حصارک","0621","HISARAK","حصارک","حصارک","NO","0621445"," Gulab Khil","ګلاب خيل","ګلاب خيل","Lahore Khil","لاهور خيل","لاهور خيل","NO",NA,NA,"NO","NO","dropped","Not Assessed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06","NANGARHAR","0622","DURBABA","در بابا","در بابا","0622","DURBABA","در بابا","در بابا","NO","0622446"," Srah Gatah Secondary School","سره ګټه منځنی ښوونځی","سره ګټه منځنی ښوونځی","Srah Gatah","سره ګټه","سره ګټه","YES",3,3,"YES","YES","no change","Old",1764,170,16,0,25,0,0,9,120,1594,1079,515,0,0,1079,515,1594
