pc_code_18,pc_code_14,site_2018,site_2014,matched,matched_by,center_status,dropped_from_14,code_change,merger,pc_name_eng_18,pc_name_dari_18,iec_2018_assessment_report_status,pc_name_eng_14,pc_name_dari_14,lat_14,lon_14,coord_14_18_discrepancy_in_meters
2107144,2107253,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Qazal Kant School,مکتب قزل کنت,Old,Qazal Kant School,مکتب قزل کنت,36.2395141000001,66.8912241700001,281.936055227219
2107145,2107267,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Naw Qeshlaq Mosque,مسجد نوقشلاق,Old,Naw Qeshlaq Mosque,مسجد نوقشلاق,36.1791108700001,66.7438976700001,36.4921805843885
2107146,2107268,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Janeetu School,مکتب جنیتو,Old,Janyato School,مکتب جنیتو,36.1268126500001,66.7132900340001,8.82060466393374
2107147,2107241,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Kandali School,مکتب کاندلی,Old,Kandali School,مکتب کاندلی,36.1162779200001,66.6765469900001,11.2535628895331
2107148,2107242,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Keecha Qazal School,مکتب کیچه قزل,Old,Kecha Qazal School,مکتب کیچه قزل,36.1974889200002,66.6661046500001,21.8515860692952
2107149,2107240,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Tabyaq School,مکتب تبیاق,Old,Tabyaq School,مکتب تبیاق,36.3380311800001,66.7884856300001,2130.67226435329
2107150,2107272,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Tabyaq School,مسجد طبیاق,Old,Tabyaq Mosque,مسجد طبیاق,36.3136594400001,66.77155926,2164.31850642327
2107315,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA,Wimahot School,مکتب ویماهوت,NA,NA,NA,NA,NA,NA
2108151,2108228,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Machaldi Mosque,مسجد مچلدی,Not Assessed,Machaldi Mosque,مسجد مجلدى,36.36242651,66.50705704,0
2108152,2108236,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Dr. Dasatageer House,منزل داکتر دستگیر,Not Assessed,Doctar Dastageer Private House,جوار منزل داكتر دستكير,36.44696931,66.3701092100001,0
2108153,2108323,YES,YES,YES,MANUAL,Existing Site,NO,YES,NA, Mohammad Daoud House,منزل محمد داود,Not Assessed,Mohammad Dawood Private House,جوار منزل محمد داود,36.48190505,66.48404324,0
2108154,2108227,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Chiqnaq Clinic,کلینیک چقناق,Not Assessed,Chaqnaq Clinic,کلینیک چقناق,36.4928507400001,66.54541456,0
2108155,2108226,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Haji Barfi School,مکتب حاجی برفی,Old,Haji Barfi School,مکتب حاجی برفی,36.50527521,66.54375631,11199.5006591853
2108156,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA,Saloon Ijtemaee (Community Hall),صالون اجتماعی,Relocated,NA,NA,NA,NA,NA
2108157,2108225,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Mulla Juma Khan School,مکتب ملا جمعه خان,Old,Mula Juma Khan School,مکتب ملا جمعه خان,36.5697516600001,66.56887229,21.1308653995189
2108158,2108224,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Bargah School,مکتب بارگاه,Not Assessed,Bargah School,مکتب بارگاه,36.65448188,66.4374666400001,0
2108159,2108217,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Maktab Awal Imam Saheb School,مکتب اول امام صاحب,Not Assessed,Emam Sahib Awal School,مکتب اول امام صاحب,36.66181372,66.5120129800001,0
2108160,2108220,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Maktab Doum Imam Saheb School,مکتب دوم امام صاحب,Not Assessed,Emam Sahib Number 2 School,مکتب دوم امام صاحب,36.4989807700001,66.5391815100001,7534.82804135045
2108161,2108218,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Pasham Qalla School,مکتب پشم قلعه,Old,Pashm Qala School,مکتب پشم قلعه,36.67156254,66.5677013800001,390.525280775147
2108162,2108234,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA," Qaryah e Naw, Shahr Balouch Mosque",مسجد قریه نو شهر بلوچ,Not Assessed,Nawshahr Baloch Village Mosque,مسجد قریه نو شهر بلوچ,36.7317389500001,66.5371978800001,0
2108163,2108233,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Naw Shahre Alizai Mosque,مسجد نوشهری علی زایئ,Not Assessed,Nawshahr Alizai Mosque,مسجد نوشهری علی زایئ,36.7269003800001,66.57765352,0
2108164,2108222,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Naw Shar Aliza Mosque,مسجد نوشار علی زائی,Not Assessed,Nawshahr Alizai Mosque,مسجد نوشار علی زائی,36.71874996,66.6465432800001,0
2108165,2108223,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Nawshar Balouch Mosque,مسجد نوشار بلوچ,Not Assessed,Nawshar Baloch Mosque,مسجد نوشار بلوچ,36.70593375,66.6340571,0
2108166,2108215,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Arab Mazari School,مکتب عرب مزاری,Old,Arab Mazari School,مکتب عرب مزاری,36.6838376500001,66.6262932300001,855.882484472211
2108167,2108219,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Asyab Gurg School,مکتب آسیاب گرگ,Old,Asyab Gorg Mosque,مسجد اسیاب گرگ,36.6726235900001,66.68028237,0
2108168,2108221,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Qalla Razaq School,مکتب قلعه رزاق,Not Assessed,Qala-e-Raziq School,مکتب قلعه رزاق,36.6896811800001,66.6780782000001,0
2108169,2108231,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Jar Qalla School,مکتب جرقلعه,Not Assessed,Jar Qala School,مکتب جرقلعه,36.6970032700001,66.7227691000001,0
2108170,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Jangal Girls High School,لیسه نسوان جنگل,Relocated,NA,NA,NA,NA,NA
2108171,2108212,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Bye Taimoor Clinic,کلینیک بای تیمور,Old,Bay Taimoor Clinic,کلینیک بای تیمور,36.6749904300001,66.75530152,37.5911536772666
2108172,2108230,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, New building of the District Admin Office,تعمیرجدیدولسوالی,Relocated,District New Building,تعمیر جدید ولسوالی,36.6636087700001,66.75367172,430.242987404059
2108173,2108216,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Palo Zolai School,مکتب پالو زولی,Old,Paloo Zolai School,مکتب پالو زولی,36.6549621800001,66.79414987,0
2108174,2108213,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Chemtal School,مکتب چمتال,Old,Chamtal School,مکتب چمتال,36.67925041,66.8074152300001,13.8041662486972
2108175,2108214,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Sar Asyab Boys High School,لیسه ذکور سرآسیاب,Old,Sar Asyab School,مکتب سر آسیاب,36.64524892,66.8756859200001,0
2108176,2108211,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Mir Qasim Jan School,مکتب مبر قاسم جان,Old,Mir Qasim Jan School,مکتب مبر قاسم جان,36.6414269200001,66.9084262500001,26.1957713954561
2108177,2108232,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Rubat School,مکتب رباط,Old,Rabat School,مکتب رباط,36.5962784400001,66.9439729800001,50.9984471430476
2109178,2109119,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Rabia Balkhi School,مکتب رابعه بلخی,Old,Rabia Balkhi School,مکتب رابعه بلخی,36.9869255600001,66.82017521,4.96869912684098
2109179,2109121,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Abu Nasr Faryabi High School,لیسه ابو نصر فارابی,Old,Abu Nasr Farabi High School,لیسه ابو نصر فارابی,36.99160967,66.8104662100001,64.1695182608966
2109180,2109142,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Char Bagh Sayedan School,مکتب چهار باغ سیدان,Old,Chahar Bagh Saydan School,مکتب چهار باغ سیدان,36.9779821100001,66.7856613500001,19.9068481078086
2109181,2109130,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Hayatan School ,مکتب حیاتان,Old,Hayatan School,مکتب حیاتان,37.0003112500001,66.75654304,45.3022432683982
2109182,2109133,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Taligak School,مکتب تالی گک,Old,Tali Gag School,مکتب تالی گک,37.0258262500001,66.77331454,8.47065973188639
2109183,2109120,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Qarshigak Clinic,کلینیک قرشی گک,Old,Qarshigak Clinic,کلینیک قرشی گک,37.0384496600001,66.78211537,72.7771979337005
2109184,2109132,YES,YES,YES,MANUAL,Existing Site,NO,YES,NA, Farukh Abad School,مکتب فرخ آباد,Old,Farokh Abad School,مکتب فرو خ آباد,37.04611896,66.7233731500001,63.5609927998892
2109185,2109127,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Anwari School,مکتب انوری,Old,Anwari School,مکتب انوری,37.0177857,66.62062734,50.4646529448054
2109186,2109126,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Dilbarjeen School,مکتب دلبرجین,Relocated,Delbar Jeen School,مکتب دلبرجین,36.9954513500001,66.5522439,41.9755411397122
2109187,2109128,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Murad Bakhsh Wali Secondary School,مکتب متوسطه مراد بخش ولی,Old,Murad Bakhsh Wali Secondary School,مکتب متوسطه مراد بخش ولی,36.93162941,66.6789573000001,15.1775923564528
2109188,2109124,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Chahi School,مکتب چاهی,Old,Chaahee School,مکتب چاهی,36.9892152800001,66.6856439300001,34.3195878245413
2109189,2109125,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Saderabad School,مکتب صدر آباد,Old,Sadr Abad School,مکتب صدر آباد,36.9694165100001,66.7319372600001,45.5604695417978
2109190,2109131,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Bedu School,مکتب بیدو,Old,Bedo School,مکتب بیدو,36.9433741400001,66.75360773,25.2989509663725
2109191,2109129,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Khwalah Bachgan School,مکتب خواله بچگان,Old,Khowala Bachgan School,مکتب خواله بچگان,36.90954875,66.7636778,65.3601231979666
2109192,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Ilhaqyah Baghshor School,مکتب الحاقیه باغشور,Relocated,NA,NA,NA,NA,NA
2109193,2109140,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Bye Mashad School,مکتب بای مشهد,Old,Bay Mashhad School,مکتب بای مشهد,36.9453512700001,66.8254389,13.3969196673895
2109194,2109145,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Afghania Jame Mosque,مسجد جامع افغانیه,Old,Afghania Mosque,مسجد جامع افغانیه,36.95715655,66.8446399800001,53.1292744210144
2109195,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Hashimabad watani School,مکتب هاشم آبادوطنی,Relocated,NA,NA,NA,NA,NA
2109196,2109141,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Nakhcheerabad School,مکتب نخچیرآباد,Old,Nakhchir Abad School,مکتب نخچیرآباد,37.0029451300002,66.89040373,14.7254335310575
2109197,2109137,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Surkh Gunbad School,مکتب سرخ گنبد,Old,Surkh Gumbad School,مکتب سرخ گنبد,36.9610830400001,66.9169099800001,21.7026898666022
2109198,2109139,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Zadyan School,مکتب زادیان,Old,Zadiyan School,مکتب زادیان,37.0287151600001,66.9433117500001,63.1708107353845
2109199,2109136,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Shingal School,مکتب شینگل آباد,Old,Shengal Abad School,مکتب شینگل آباد,36.9611098200001,66.91691244,4621.35402075463
2109200,2109123,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Anas Waezi School,مکتب آناث واعظی,Old,Wazyezi Girls High School,مکتب آناث واعظی,36.98097094,67.00316007,59.5696792064433
2109201,2109122,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Mawlana Waezi Boys High School,لیسه ذکور مولانا واعظی,Old,Maulana Wayezi Boys High School,لیسه ذکور مولانا واعظی,36.9728383800001,67.00618278,89.1022989566275
2109202,2109135,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Shakh Mugheelan School,مکتب شاخ مغیلان,Old,Shakh Moghelan School,مکتب شاخ مغیلان,36.93966012,67.0015043000001,37.3544589678994
2109203,2109138,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Khairabad School,مکتب خیر آباد,Old,Khair Abad School,مکتب خیر آباد,36.97422816,67.0605066300001,18.790603359929
2110204,2110081,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Pohand Abdul Rouf Khulmi High School,لیسه پوهاند عبدالروف خلمی,Old,Pohand Abdul Rawoof Khulmi High School,لیسه پوهاند عبدالروف خلمی,36.6885941600001,67.6870147800001,75.4996848366669
2110205,2110088,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Tangi School,مکتب تنگی,Old,Tangi School,مکتب تنگی,36.6765959200001,67.6975574000001,16.5043589817895
2110206,2110091,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Khulm Hospital,شفاخانه خلم,Old,Khulm Hospital,شفاخانه خلم,36.69767289,67.6890966700001,1218.56242727127
2110207,2110078,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Khwajah Burhan Boys School,مکتب ذکور خواجه برهان,Old,Khwaja Burhan Boys School,مکتب ذکور خواجه برهان,36.7043828600001,67.72710189,11.2790770295949
2110208,2110077,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Mahasthi High School,لسیه مهستی,Old,Mahesti High Schoo,لسیه مهستی,36.69508249,67.69793831,110.680556962226
2110209,2110076,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Khulm Boys High School,لیسه ذکور خلم,Old,Khulm Boys High School,لیسه ذکور خلم,36.69774587,67.69261473,2.82143475939801
2110210,2110083,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Shaheed Ahmad Shah Masoud High School,لیسه شهید احمد شاه مسعود,Old,Shahee Ahmad Shah Masood High School,لیسه شهید احمد شاه مسعود,36.71468987,67.68674702,9.98417591464959
2110211,2110082,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Nahid Shaheed School,مکتب ناهید شهید,Old,Nahid Shaheed School,مکتب ناهید شهید,36.71893284,67.7046496,6.2999195405073
2110212,2110087,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Mirza Shams School,مکتب میر زاشمس,Old,Mirza Shams School,مکتب میر زاشمس,36.7112596800001,67.71197321,8.34180007560395
2110213,2110093,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Haji Ali Clinic,کلینیک حاجی علی,Old,Haji Ali Clinic,کلینیک حاجی علی,36.7084691,67.7880537,8.14811254025632
2110214,2110089,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Sayad Boys School,مکتب ذکور صیاد,Old,Siyad Boys School,مکتب ذکور صیاد,36.5897912500001,67.7680133200001,101.794072015202
2110215,2110085,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Yangi Areeq School,مکتب ینگی اریق,Old,Yangee Areeq School,مکتب ینگی اریق,36.70215524,67.88820316,364.797727905407
2110216,2110096,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Khushtoot Secondary School,مکتب متوسطه خوشتوت,Old,Khoshtoot Secondary School,مکتب متوسطه خوشتوت,36.5863182900001,68.0649628000001,316.924266679125
2110217,2110084,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Ghazi Abad Secondary School,مکتب متوسطه غازی آباد,Old,Ghazi Abad Secondary School,مکتب متوسطه غازی آباد,36.7325935400001,67.7739742200001,423.851345788837
2110218,2110098,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Nahid Shaheed Secondary School,مکتب متوسط ناهید شهید,Old,Nahid Shaheed Secondary School,مکتب متوسط ناهید شهید,36.72949182,67.70547402,1019.87377703246
2110219,2110086,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Deh Hasan School,مکتب ده حسن,Old,Deh Hassan School,مکتب ده حسن,36.77376408,67.6983627700001,265.472734092059
2110220,2110094,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Deh Wardah village Mosque,مسجد قریه ده ورده,Relocated,Deh Warda Village Mosque,مسجد قریه ده ورده,36.7850628100001,67.6888343300001,26.8628606348736
2110221,2110090,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Awaljtu Secondary School,مکتب متوسطه اولجتو,Old,Oljato Secondary School,مکتب متوسطه اولجتو,36.71927509,67.6254487900001,307.05753484045
2111222,2111194,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Yalman School,مکتب یلمان,Old,Yalman School,مکتب یلمان,36.7297278,66.78652814,4.46552540307394
2111223,2111179,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Aliabad School,مکتب علی آباد,Old,Ali Abad School,مکتب علی آباد,36.7277860900001,66.75712287,18.6182055638585
2111224,2111198,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Nawai Kot School,مکتب نوی کوت,Old,Nawai Kot School,مکتب نوی کوت,36.71606193,66.7362612200001,688.439064456665
2111225,2111322,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Suryan village Jame Mosque,مسجد جامع قریه ثوریان,Old,Qarya Soryan Mosque,مسجد جامع قریه ثوریان,36.7283546230001,66.704988304,23.6926788222867
2111226,2111197,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Qazi Farouq Shaheed School,مکتب قاضی فاروق شهید,Old,Qazi Farooq Shaheed School,مکتب قاضی فاروق شهید,36.72159453,66.67497353,19.3530887213003
2111227,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Mohammad Zahir Ba Ba e Millat School,مکتب محمد ظاهر بابا ملت,Relocated,NA,NA,NA,NA,NA
2111228,2111187,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Zeegzag School,مکتب زیگزگ,Relocated,Zegzag School,مکتب زیگزگ,36.73005905,66.6108085600001,203.369494640816
2111229,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Salar Tapah Mosque,مسجد سالار تپه,Relocated,NA,NA,NA,NA,NA
2111230,2111192,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Beest Paikal School,مکتب بیست پیکال,Old,Bist Paikal School,مکتب بیست پیکال,36.7589106300001,66.5097499100001,5.60576837543203
2111231,2111193,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Chobah School,مکتب چوبه,Old,Choba School,مکتب چوبه,36.7765077900001,66.5645663300001,50.2049564251492
2111232,2111205,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Hamid Ba Ba School,مکتب حمید بابا,Old,Hameed Baba School,مکتب حمید بابا,36.7615182600001,66.5778265100001,10.1264417842243
2111233,2111191,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Badaee Balkhi School,مکتب بدایع بلخی,Old,Badaye Bakhli School,مکتب بدایع بلخی,36.77254882,66.59436644,9.92213004182186
2111234,2111180,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Abu Shukoor Balkhi School,مکتب ابو شکور بلخی,Old,Abu Shakoor Balkhi School,مکتب ابو شکور بلخی,36.7538094600001,66.67056431,18.3281517163868
2111235,2111195,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Sikandar Khil Zhangoorah School,مکتب سکندر خیل ژنگوره,Old,Sikandar Khel Zhangora School,مکتب سکندر خیل ژنگوره,36.754114,66.74931222,22.4879425355615
2111236,2111196,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Tannah School,مکتب تهانه,Old,Tahana School,مکتب تهانه,36.7822811570001,66.7788647510001,40.1909767031609
2111237,2111207,YES,YES,YES,PROXIMITY MATCH,Existing Site,NO,YES,NA, Mullah Shaheen village Mosque,مسجدقریه ملا شاهین,Old,Mula Shaheen Private House,جوار منزل ملا شاهین,36.7857304400001,66.7491289100001,56.2789345307811
2111238,2111203,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Development Council Building,تعمیر شورای انکشافی,Old,Shoray Inkeshafi Building,تعمیر شورای انکشافی,36.7761594400001,66.7258534500001,16.551934549148
2111239,2111201,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, District Building,تعمیر ولسوالی,Old,Districts Building,تعمیر ولسوالی,36.7674442500001,66.70557881,2049.73872578613
2111240,2111178,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Education Directorate,مدیریت معارف,Old,Mudiryat Maaref,مدیریت معارف,36.79515431,66.6857192400001,19.2251804843655
2111241,2111186,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Shiekh Tash Taimoor School,مکتب شیخ تاش تیمور,Old,Shekh Tash Taimur School,مکتب شیخ تاش تیمور,36.84257631,66.7434611,8.72658131632916
2111242,2111185,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Aadenah Jame Mosque,مسجد جامع آدینه,Old,Adeena Mosque,مسجد جامع آدینه,36.89436801,66.70254091,29.8301381325881
2111243,2111184,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Arnagha School,مکتب ارناغه,Old,Arnagha School,مکتب ارناغه,36.8254637400001,66.6803475400001,1392.12988656272
2111244,2111183,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Dilbarjeen School,مکتب دلبرجین,Old,Dilbar Jeen School,مکتب دلبرجین,36.8377879500001,66.64074471,13.6859712672526
2111245,2111200,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Rahmat Abad School,مکتب رحمت آباد,Old,Rahmat Abad School,مکتب رحمت آباد,36.8354867700001,66.59715879,2.04540776998742
2111246,2111202,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Mangoli School,مکتب منگولی,Old,Mangoli School,مکتب منگولی,36.87782087,66.5931455300001,1309.42716691783
2111247,2111181,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Ahmad Abad School,مکتب احمد آباد,Old,Ahmad Abad School,مکتب احمد آباد,36.89589412,66.6235412600001,37.634661517926
2111248,2111188,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Khwajah Roshnayee School,مکتب خواجه روشنایی,Old,Khwaja Roshnaye School,مکتب خواجه روشنایی,36.9170163300001,66.60177912,175.392575383316
2111249,2111190,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Boorluk School,مکتب بورلوک,Old,Borolok School,مکتب بورلوک,36.9252235800001,66.5648523800001,37.6490507055067
2111250,2111189,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Dahanaw School,مکتب دهنو,Old,Dahno School,مکتب دهنو,36.95175304,66.5550593200001,287.159388949523
2111251,2111199,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Sal Barun School,مکتب سال بارون,Old,Sal Baron School,مکتب سال بارون,36.9422676100001,66.53066819,18.9950732085616
2112252,2112117,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Islam Sufla Clinic,کلینیک اسلام سفلی,Relocated,Islam Sufla Clinic,کلینیک اسلام سفلی,37.28882213,66.3377410600001,13.7539871075013
2112253,2112114,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Islam Ulya School,مکتب اسلام علیا,Old,Islam Ulya School,مکتب اسلام علیا,37.29857827,66.4738270700001,23.896520921529
2112254,2112113,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Dali School,مکتب دالی,Old,Dali School,مکتب دالی,37.31211864,66.6202666500001,23.7711967449965
2112255,2112112,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Shor Ariq School,مکتب شور آریق,Old,Shor Aareeq School,مکتب شور آریق,37.3023558300001,66.7254941,21.733141177473
2112256,2112108,YES,YES,YES,PROXIMITY MATCH,Existing Site,NO,YES,NA, Bozariq School,مکتب بوزاریق,Old,Baz Areeq School,مکتب بز اریق,37.32937171,66.8243710600001,25.7248843548769
2112257,2112111,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Ab Jafar School,مکتب ابو جعفر,Old,Abu Jafar School,مکتب ابو جعفر,37.34821912,66.97145158,28.1696448566499
2112258,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Behbod School,مکتب بهبود,New,NA,NA,NA,NA,NA
