pc_code_18,pc_code_14,site_2018,site_2014,matched,matched_by,center_status,dropped_from_14,code_change,merger,pc_name_eng_18,pc_name_dari_18,iec_2018_assessment_report_status,pc_name_eng_14,pc_name_dari_14,lat_14,lon_14,coord_14_18_discrepancy_in_meters
0701024,0701020,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Alishang Village School,دعليشنګ دکلي ښوونځی,Old,Alishang Village School,دعليشنګ دکلي ښوونځی,34.7060330100001,70.1577137400001,35.6861607094373
0701025,0701023,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Dewah School,د ډيوې ښوونځی,Old,Diwa School,د ډيوې ښوونځی,34.68716986,70.15109597,49.8244870818135
0701124,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA,Sultan Ghazi Secondary School,مکتب متوسطه شهرک سلطان غازی,NA,NA,NA,NA,NA,NA
0702026,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Islamabad Kashmand School,اسلام آباد کشمنډ مکتب,Not Assessed,NA,NA,NA,NA,NA
0702027,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Da Zafran da Kali Talar (Zafran Village Hall),دزعفران دکلی تالار,New,NA,NA,NA,NA,NA
0702028,0702036,YES,YES,YES,MANUAL,Existing Site,NO,YES,NA, Naher Reem School,دنهرریم ښوونځی,Old,Nahr Karim School and De kaley Hojra, دنهرکريم ښوونځی اودکلي حجره,34.5306736100001,70.3271919100001,23.3800837852092
0702029,0702051,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA," Gambiree, Ahmadzai Kochi Mosque",د ګمبېري د احمدزيو د کوچيانو جومات,Old,Gambiri Ahmadzayo Kuchano Mosque,د ګمبېري د احمدزيو د کوچيانو جومات,34.5282767800001,70.3343933300001,1015.2436753865
0702030,0702130,YES,YES,YES,MANUAL,Existing Site,NO,YES,NA, Gul Ghundi School,گل غوندی مکتب,Old,Gul Ghotdi School,گل غوتدی مکتب,34.4893075460001,70.3677934820001,20.7442505135132
0702031,0702044,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Gul Pacha Ulfat High School,دګل پاچاالفت لېسه,Old,Gul Pacha Olfat High School,دګل پاچاالفت لېسه,34.4936199800001,70.2985932000001,0
0702032,0702037,YES,YES,YES,MANUAL,Existing Site,NO,YES,NA, Pacha Kala Mosque,د پاچا کلا جومات,Old,Pacha Kala Mosque,د پاچا کلا جومات ,34.5210110500001,70.2944508700001,58.1728145485467
0702033,0702035,YES,YES,YES,MANUAL,Existing Site,NO,YES,NA, Chahar Bagh Boys High School,دچهارباغ دهلکانو لیسه,Old,Charbagh Boys & Girls High School,دچهارباغ هلکانو او انجونوليسه,34.5321453000001,70.28814457,612.67082512597494
0702034,0702034,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,NO,NA, Sultan Wais Baba School,دسلطان ويس بابا ښونځي,Old,Sultan Wais Baba School,دسلطان ويس بابا ښونځي,34.5471577400001,70.2722652600001,6.04665143728719
0702035,0702038,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Swati School,دصواتي ښونځي,Old,Swati School,دصواتي ښونځي,34.53220047,70.2672484700001,106.801942700522
0702036,0702050,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Darah Ghar School,ددړه غرښوونځی,Old,Dara Ghar School,ددړه غرښوونځی,34.50593931,70.26626819,18.903153045538
0702037,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Aziz Khan Kas Khargotati School,دعزیزخان کڅ ښارکوټی ښوونځی,New,NA,NA,NA,NA,NA
0702038,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Abdul Rahimzai Girls School,دعبدالرحیم زی دنجونو ښونځی,Relocated,NA,NA,NA,NA,NA
0702039,0702043,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Surkhakan High School,دسرخکانو لېسه,Old,Surkhakan High School,دسرخکانو لېسه,34.5079710300001,70.2111132,8.77946023294563
0702040,0702047,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Kamal Pour School,دکمالپور اوښوونځی,Old,Kamalpoor Jaame Mosque,دکمالپورجامع جومات اوښوونځی,34.5260616300001,70.24770225,0
0702041,0702033,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Qarghayee Boys High School,دقرغيودهلکانوعالي لېسه,Old,Qarghayee Boys High School and Girls Secondary School,دقرغيودهلکانوعالي لېسه اودنجونومنځنې ښوونځی,34.54898198,70.24380875,0
0702042,0702039,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Masha Khil Boys High School,د مشه خيلو  دهلکانو ليسه,Old,Masha Khel Boys High School,د مشه خيلو  دهلکانو ليسه,34.58111247,70.2081000100001,0
0702043,0702041,YES,YES,YES,MANUAL,Existing Site,NO,YES,NA, Mandarwarr High School and Primary School,د مندروړ لېسه اولمړنۍ ښوونځی,Old,Mandaror High School and Primary Lomlany School, د مندروړ لېسه اولمړنۍ ښوونځی,34.5486914600001,70.2120534500001,55.1254017172789
0702044,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Farman Khil School,دفرمانخیلو مکتب,Relocated,NA,NA,NA,NA,NA
0702045,0702127,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Zerani village Mosque and Clinic,زيړاني کلی جامع جومات او کلینیک,Old,Zeranai Village Mosque & Clinic,زيړاني کلی جامع جومات او کلینیک,34.5186392900001,70.1367249300001,1671.36029057657
0702046,0702045,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Ka Kas School,دکاکڅ ښوونځی,Old,Ka Kass School,دکاکڅ ښوونځی,34.50706683,70.0344878400001,8590.87516560039
0703047,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Chanak Mosque,چاناک مسجد,Not Assessed,NA,NA,NA,NA,NA
0703048,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Shamkat School,د شمکټ ښوونځی,Old,NA,NA,NA,NA,NA
0703049,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Shamkat Kochiano Mosque,د شمکټ د کوچيانو جومات,Not Assessed,NA,NA,NA,NA,NA
0703050,0703098,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Salab School,د سالاب ښوونځی,Not Assessed,Salab School,NA,34.7631950700001,70.0691370200001,0
0703051,0703097,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Islamabad Boys and Girls School,داسلام آباد دهلکانو او نجونو ښوونځي,Old,Islam Abad Boys & Girls School,داسلام آباد دهلکانو او نجونو ښوونځي,34.75210534,70.09641297,36.9836735008964
0703052,0703087,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Tarang School,دترنګ ښوونځی,Old,Tarang School,دترنګ ښوونځی,34.7504739500001,70.1155191700001,20.3685422957492
0703053,0703095,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Barakzai Boys and Girls School,دبارکزايو دهلکانو او نجونوښوونځي,Not Assessed,Barakzai Boys & Girls School,دباركزايو دهلكانو او نجونوضوونحئ,34.71915733,70.13208175,0
0703054,0703086,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Shukurman School,دشکرمان ښوونځی,Old,Shakarman School,دشکرمان ښوونځی,34.7220376600001,70.1488319800001,27.8843541468904
0703055,0703105,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Arreene Kochiano Mosque,د اړیني د کوچيانو جومات,Not Assessed,Areenai Kochi Village Mosque,د اريني د كوجيانو جومات,34.7704157000001,70.1307266300001,0
0703056,0703093,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Kotwal Khando village Mosque and hall,دکوټوال خنډودکلي جومات اوعامه برنډه,Not Assessed,Kotwal Khando Village Mosque,دكوتوال خندودكلى جومات اوعامه برنده,34.77972019,70.11452913,0
0703057,0703090,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Watan Gato School,د وطن ګټو ښوونځی,Old,Watangato School,د وطن ګټو ښوونځی,34.78342501,70.10804498,30.4045309029503
0703058,0703088,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Mia Abdul Karim High School,د مياعبدالکريم لېسۀ,Old,Mia Abdul karim High School,د مياعبدالکريم لېسۀ,34.7861255500001,70.1056793800001,68.6520958883711
0703059,0703102,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Nooram Payan village Mosque,د نورام پايان د کلي جومات,Not Assessed,Noram Payan Village Mosque,NA,34.81135019,70.0970901000001,0
0703060,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Ghazi Abad School,دغازی اباد ښونځی,Relocated,NA,NA,NA,NA,NA
0703061,0703103,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Masmod village Mosque,د ماسمود د کلي جومات,Not Assessed,Masmod Village Mosque,د ماسمود د کلي جومات,34.84830365,70.1445562000001,0
0703062,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Teele village Mosque,دتیلی دکلی جومات,New,NA,NA,NA,NA,NA
0703063,0703094,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Parmah Wal village Mosque,دپرمه وال دکلي جومات او حجره,Old,Parmawal Village Mosque,NA,34.783044813,70.1067468110001,6761.6988639842
0703064,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Kandi Mosque,د کندي جومات,Old,NA,NA,NA,NA,NA
0703065,0703091,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Najeel School,د نجيل ښوونځی,Old,Najel School,د نجيل ښوونځی,34.7819867700001,70.11134261,4092.28586655536
0703066,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Saigal village Mosque,د سايګل د کلي جومات,Not Assessed,NA,NA,NA,NA,NA
0703067,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Paradwali village Mosque,دپراډولی دکلي جومات,Not Assessed,NA,NA,NA,NA,NA
0703068,0703099,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Domiah Mosque,ډوميه جومات,Not Assessed,Domya Village Mosque,NA,34.79370772,70.0425675,0
0703069,0703107,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Abdullah Ibne Masoud High School,عبدالله ابن مسعود لیسه,Not Assessed,Abdullah Ibn Masood High School,ءبد١لله ابن مسعود ليسه,34.78875712,70.0357525300001,0
0704070,0704133,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, School,مکتب,Not Assessed,School,مكتب,34.718488689,70.2829765170001,0
0704071,0704065,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Qasabah village Mosque,د قصبې دکلي جومات,Not Assessed,Qasaba Village Mosque,د قصبى لكلي جومات,34.7285578500001,70.28918522,0
0704072,0704132,YES,YES,YES,PROXIMITY MATCH,Existing Site,NO,YES,NA, Chinchar Pul Jame Mosque,مسجد جامع چینچار پول,Old,Mosque,مسجد,34.75865579,70.2973460970001,6.23973804754154
0704073,0704066,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Qalatak School,د قلعټک ښوونځی,Not Assessed,Qalatak School,د قلعټک ښوونځی,34.7506037600001,70.3080732900001,0
0704074,0704067,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Neemnai village Mosque,دنيمنائي دکلي جومات,Not Assessed,Nimnaye Village Mosque,دنيمنائي دکلي جومات,34.7617115700001,70.3133339,0
0704075,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Kundi Girls School,دکندی انجونو مکتب,Relocated,NA,NA,NA,NA,NA
0704076,0704056,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Rejaee School,درجائي ښوونځی,Old,Rajayee School,درجائي ښوونځی,34.79886396,70.32620038,24.3810405147787
0704077,0704068,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Shiekhano High School,د شېخانو لېسه,Not Assessed,Shekhano High School,د ششحانو لفسه,34.7808609600001,70.33307657,0
0704078,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Public building at Kalman Darah,په کلمان دره کې عامه ودانۍ,Not Assessed,NA,NA,NA,NA,NA
0704079,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Mandozai village Mosque,دمندوزيو په کلي جومات,Not Assessed,NA,NA,NA,NA,NA
0704080,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Ezat Khil village Mosque,دعزتخېلو په کلي جومات,Not Assessed,NA,NA,NA,NA,NA
0704081,0704131,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, School,مکتب,Not Assessed,School,مکتب,34.9068623530001,70.3770636660001,7736.96792324968
0704082,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Mazare School and public building,دمزري ښوونځی او عامه ودانۍ,Not Assessed,NA,NA,NA,NA,NA
0704083,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Kaho School,د کهو ښوونځی,Not Assessed,NA,NA,NA,NA,NA
0704084,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Daram Khil School and village Hujra (Hall),دارم خېلو ښوونځی اودکلي حجره,Not Assessed,NA,NA,NA,NA,NA
0704085,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Konda Gul village Mosque,دکونده ګل دکلي جومات,Not Assessed,NA,NA,NA,NA,NA
0704086,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Kolak School,دکولک ښوونځی,Not Assessed,NA,NA,NA,NA,NA
0704087,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Chetla,چتلا,Not Assessed,NA,NA,NA,NA,NA
0704088,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Village Hall of Mandal,دمنډال کلي حجره,Not Assessed,NA,NA,NA,NA,NA
0704089,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Paryanah School,دپريانه ښوونځی,Not Assessed,NA,NA,NA,NA,NA
0704090,0704081,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Kotli Islamic Madrassah,دکوټلي اسلامي مدرسۀ,Not Assessed,Kotaly Islamic Madrassa,دكوتلى اسلامى مدرسة,34.9232741800001,70.3919603200001,0
0704091,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Lokar School,مکتب لوکار,Old,NA,NA,NA,NA,NA
0704092,0704080,YES,YES,YES,MANUAL,Existing Site,NO,YES,NA, Mango School,دمنګو ښوونځی,Old,Mango School and Tent,دمنګو ښوونځی اوخېمه,34.8866182900001,70.3794519700001,22.3089980995849
0704093,0704076,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Parrwayee School,دپړوائي ښوونځی,Not Assessed,Parwayee School,دپړوائي ښوونځی,34.86126123,70.36992997,0
0704094,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Sanderwa School,د سندروا ښوونځی,Relocated,NA,NA,NA,NA,NA
0704095,0704083,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Tag School,دتګ ښوونځی,Old,Tag School,NA,34.8954425900001,70.30581634,19.9538802708695
0704096,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Owro village Mosque,اورودکلی جومات,Relocated,NA,NA,NA,NA,NA
0704097,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA," Sawoo Darah, Saima School",دساوو په دره کې دسائيمي ښوونځی,Not Assessed,NA,NA,NA,NA,NA
0704098,0704059,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Salab Sufla School,دسالاب سفلا ښوونځی,Old,Salab Sufla School,NA,34.8488431700001,70.29636198,14.4084351321412
0704099,0704058,YES,YES,YES,MANUAL,Existing Site,NO,YES,NA, Kachoor School,د کچور ښوونځی,Old,Kachoor School,د كجور ضوونخى,34.84054849,70.3083283500001,9.81784196109196
0704100,0704069,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, The vacant block ay Alajeegar village,دالاجيګرپه کلي کې چاردېواري,Not Assessed,Ala Jegar Village Chardewali,دالاجيكريه كلي كي جاردبواري,34.8334426500001,70.3580236440001,0
0704101,0704062,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Eng. Sher Mohammad High School and Girls School,دانجنیرشېرمحمد لېسه اودنجونوښوونځی,Old,Engineer Sher Mohammad High School and Girls School,دانجنیرشېرمحمد لېسه اودنجونوښوونځی,34.8322279900001,70.3641846600001,54.1393225949363
0704102,0704057,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Sakhra village Mosque,د سخرې دکلي جومات,Old,Sakhre Village Mosque,د سخرې دکلي جومات,34.8176101700001,70.35195386,373.106256430608
0705103,0705123,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Zar Kamar School,د زرکمر ښوونځی,Old,ZarKamar  Mosque,د زرکمر ښوونځی,34.91791311,70.1015345500001,250.656696336445
0705104,0705126,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Norrah Village Mosque,نوړه کلي جومات,Old,Nora Village Mosque,نوړه کلي جومات,34.9275663300001,70.0917594200001,709.06298970783
0705105,0705115,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Dawlat Shah Mosque,دولت شاه مسجد,Old,Dawlat Shah Mosque,دولت شاه مسجد,34.9503352500001,70.06950746,308.400536204878
0705106,0705117,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Afghan Colony School,افغان کالونی ښوونځي,Old,Afghan Colony School,افغان کالونی ښوونځي,34.95474361,70.08184873,50.1076186382421
0705107,0705118,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Darrah Bagh Village Mosque,د دړه باغ دکلي جومات,Not Assessed,Dara Bagh Village Mosque,NA,34.97055555,70.09861111,0
0705108,0705120,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Wais Mosque,ویس جومات,Old,Wais Mosque,ویس جومات,34.96310983,70.0592983400001,17.8267863855815
0705109,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Mosque,مسجد,Not Assessed,NA,NA,NA,NA,NA
0705110,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Tambalai Mosque,د تمبلې جومات,Not Assessed,NA,NA,NA,NA,NA
0705111,0705136,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Mosque,مسجد,Not Assessed,Mosque,مسجد,35.002723575,70.078401868,0
0705112,0705125,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, New Bala Deh School,نيو بالادي مکتب,Not Assessed,New Balady School,نيو بالا دی مکتب,35.0108328500001,70.08241143,0
0705113,0705110,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Keel Mosque,د کېل جومات,Old,Kel Mosque,د کېل جومات,34.9944989100001,70.00169688,0
0705114,0705111,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Neel Khan Mosque,د نيل خان جومات,Old,Nil Khan Mosque,د نيل خان جومات,35.02122974,69.96229837,10.8574978693394
0705115,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Do Gulan village Mosque,د دوګلان دکلي جومات,Not Assessed,NA,NA,NA,NA,NA
0705116,0705113,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Karak Mosque,د کاراک جومات,Old,Kark Mosque,د کاراک جومات,35.0286882400001,69.95627748,824.938058425591
0705117,0705124,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Chashdar School,چاشدار مکتب,Old,Chashdar School,چاشدار مکتب,35.04768618,69.9438764400001,19.1292359648911
0705118,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Sang Peetak School,دسنګ پیتک مکتب,New,NA,NA,NA,NA,NA
0705119,0705114,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Peetak Mosque,د پیتک جومات,Old,Petak Mosque,د پیتک جومات,35.0241209700001,69.93662656,6.67681589254056
0705120,0705112,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA, Gamandook Mosque,د ګمنډوک جومات,Old,Gamndok Mosque,د ګمنډوک جومات,34.9963971200001,69.8937815300001,4267.84096056785
0706121,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Agriculture Department’s Building,تامیر زرعت,New,NA,NA,NA,NA,NA
0706122,0706027,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA, Akhundzada village Mosque,داخونزادګانو دکلي جومات,Not Assessed,Akhunzada Village Mosque,داخونزادګانو دکلي جومات,34.6676568310001,69.890980595,0
0706123,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA, Garroch village Mosque,دګړوچ دکلي جومات,Not Assessed,NA,NA,NA,NA,NA
0801001,0801098,YES,YES,YES,MANUAL,Existing Site,NO,YES,NA, Marshal Fahim Mosque,مسجد مارشال فهیم,Old,Marshal Fahim Mosque,مسج مارشال فهیم,35.2777391420001,69.4795685900001,47.2289914766993
0801002,0801006,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Khaniz Mosque,مسجد خانیز,Old,Khan Khez Mosque,مسجد خانیز,35.2932843500001,69.49858248,22.9977192522881
0801003,0801005,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Khaniz Jame Madrassah,مدرسه جامع خانیز,Old,Khan Khez Madrassa,مدرسه جامع خانیز,35.29325779,69.49857222,14.3498139734736
0801004,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA,Deh Talkha Mosque,مسجد ده تلخه,Relocated,NA,NA,NA,NA,NA
0801005,0801001,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Bazarak High School,لیسه بازارک,Old,Bazarak High School,لیسه بازارک,35.3115883400002,69.51479723,5.64090379113346
0801006,0801097,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Koh E Manjhor Secondary School,مکتب متوسطه کوه منجهور,Old,Koh Manjhor Secondary School,مکتب متوسطه کوه منجهور,35.3097522400001,69.5468158970001,42.8895827302306
0801007,0801004,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Malsia Secondary School,مکتب متوسط ملسیه,Old,Malsapa Secondar School,مکتب متوسط ملسیه,35.33327911,69.5515791600001,31.4970337053233
0801008,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA,Badqul Jame Mosque,مسجد جامع بادقول,Relocated,NA,NA,NA,NA,NA
0801009,0801002,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Sangana Jame Mosque,مسجد جامع سنگانه,Old,Sangana Mosque,مسجد جامع سنگانه,35.35154211,69.591068,10.6563434060812
0801010,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA,Baharak Jame Mosque,مسجد جامع بهارک,New,NA,NA,NA,NA,NA
0801011,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA,Parendah Secondary School,مکتب متوسطه پارنده,New,NA,NA,NA,NA,NA
0801018,0802027,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Kandah School,مکتب کنده,NA,Kanda School,مکتب کنده,35.291318,69.4741963100001,26.696365552756
0802012,0802024,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Hesarak Mosque,مسجد حصارک,Relocated,Hasarak Mosque,مسجد حصارک,35.23199563,69.5024826000001,19.476158642659
0802013,0802025,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Marshetan Mosque,مسجد مرشتان,Old,Marshtan Mosque,مسجد مرشتان,35.2579865600001,69.4860614500001,37.1004685435914
0802014,0802026,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Darkhil Mosque,مسجد درخیل,Old,Dar Khel Mosque,مسجد درخیل,35.2598344300001,69.47370884,87.9922035596583
0802015,0802023,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Qabezan Girls High School,لیسه نسوان قابضان,Old,Qabidan Girls High School,لیسه نسوان قابضان,35.25589922,69.4652420400001,18.7761869352268
0802016,0802020,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Dakah Girls Secondary School,لیسه ذکور رخه,Old,Rukha Boys High School,لیسه ذکور رخه,35.2601508600001,69.46344811,26.3264033668766
0802017,0802021,YES,YES,YES,GIS MATCH,Existing Site,NO,YES,NA,Dakah Girls Secondary School,مکتب متوسطه دخترانه داکه,Old,Daka Girls Secondary School,مکتب متوسطه دخترانه داکه,35.2640749600001,69.47058457,0
0802018,0802027,YES,YES,YES,MANUAL,Existing Site,NO,YES,NA,Kandah School,مکتب کنده,Old,Kanda School,مکتب کنده,35.291318,69.4741963100001,NA
0802019,0802028,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Pyawesht Girls High School,لیسه نسوان پیاوشت,Old,Peyawesht Girls High School,لیسه نسوان پیاوشت,35.27028123,69.44716186,54.5629808483144
0802020,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA,Chamalwerdah Primary School,مکتب ابتدائیه چمالورده,Relocated,NA,NA,NA,NA,NA
0803021,NA,YES,NO,NO,NO MATCH / NEW LOCATION,New Site,NO,NA,NA,Khwajah Farhad Wali Primary School,مکتب ابتدایه خواجه فرهاد ولی,Relocated,NA,NA,NA,NA,NA
0803022,0803101,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Abdullah Khil Girls School,مکتب نسوان عبدالله خیل,Old,Abdullah Khel Girls School,مکتب نسوان عبدالله خیل,35.24118133,69.606808269,12.1448597880786
0803023,0803046,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Malik Mirza e Shaheed School,مکتب ملک مرزای شهید,Old,Malek Merza Shaheed School,مکتب ملک مرزای شهید,35.2424039000001,69.613553140000107,793.081907616872
0803024,0803060,YES,YES,YES,LOCATION NAME AND DISTRICT MATCH,Existing Site,NO,YES,NA,Tund Khu School,مکتب تند خو,Old,Tund Kho School,مکتب تند خو,35.2667659,69.6367031900001,895.323395984798
