"province_code","province_name_eng","district_sub_code","district_or_subdivision_name_eng","pc_code","pc_name_eng","pc_name_dari","planned_18","prelim_results_18","prelim_votes_18","final_results_18","final_votes_18","missing_vr_19","new_vr_19","vr_prelim_total_18","vr_final_total_18","vr_male_18","vr_fem_18","vr_kuchi_18","vr_sikh_18","vr_prelim_total_19","vr_male_19","vr_fem_19","vr_kuchi_19","vr_sikh_19","vr_total_change","vr_total_pct_change","vr_male_change","vr_male_pct_change","vr_fem_change","vr_fem_pct_change","vr_kuchi_change","vr_kuchi_pct_change","vr_sikh_change","vr_sikh_pct_change"
"05","Logar","0502","BARAKIBARAK","0502029","Pandah School","مکتب پنده","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0502","BARAKIBARAK","0502030","Ghazi Amanullah High School","ليسه غازى امان الله","YES","YES",47,"YES",47,"OK","NO CHANGE",979,922,921,0,1,0,922,921,0,1,0,0,0,0,0,0,NA,0,0,0,NA
"05","Logar","0502","BARAKIBARAK","0502031","Baraki Rajan High School","لیسه بره کی راجان","YES","NO",NA,"NO",NA,"OK","NO CHANGE",866,377,242,134,1,0,372,237,134,1,0,-5,-0.013262599469496,-5,-0.0206611570247934,0,0,0,0,0,NA
"05","Logar","0502","BARAKIBARAK","0502032","Zahqoom Khil School","مکتب زحقوم خيل","YES","YES",2,"YES",2,"OK","NO CHANGE",1452,1390,1190,198,2,0,1384,1184,198,2,0,-6,-0.00431654676258993,-6,-0.00504201680672269,0,0,0,0,0,NA
"05","Logar","0502","BARAKIBARAK","0502033","Hazrat Bilal High School","ليسه حضرت بلال","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0502","BARAKIBARAK","0502034","Cheheltan School","مکتب چهلتن","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0502","BARAKIBARAK","0502035","Pul e Ghazi School and Clinic","مکتب و کلنيک پل غازى","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0502","BARAKIBARAK","0502036","Tagab Secondary School","مکتب متوسطه تگاب","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0502","BARAKIBARAK","0502037","Qalla Jaber School","مکتب قلعه جابر","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0502","BARAKIBARAK","0502038","Qalla Mami School","مکتب قلعه ممی","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0502","BARAKIBARAK","0502039","Sajawand School","مکتب سجاوند","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0503","CHARKH","0503040","Alhaj Shaheed Tafseer Shah Secondary School","مکتب متوسطه الحاج شهید تفسیر شاه","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0503","CHARKH","0503041","Mawlana Yaqoub Charkhi School","مکتب مولانا یعقوب چرخی","YES","NO",NA,"NO",NA,"OK","NO CHANGE",36,33,33,0,0,0,32,32,0,0,0,-1,-0.0303030303030303,-1,-0.0303030303030303,0,NA,0,NA,0,NA
"05","Logar","0503","CHARKH","0503042","Qalla e Naw School","مکتب قلعه نو","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0503","CHARKH","0503043","Argoum Clinic","کلینيک ارگوم","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0503","CHARKH","0503044","Dabar School","مکتب ډبر","YES","YES",1372,"YES",561,"OK","NO CHANGE",2389,2160,1190,0,970,0,2151,1182,0,969,0,-9,-0.00416666666666667,-8,-0.00672268907563025,0,NA,-1,-0.00103092783505155,0,NA
"05","Logar","0504","KHOSHI","0504045","Do bandi School","مکتب دوبندى","YES","YES",2238,"YES",983,"OK","NO CHANGE",7763,7434,4074,1465,1895,0,7433,4074,1464,1895,0,-1,-0.000134517083669626,0,0,-1,-0.00068259385665529,0,0,0,NA
"05","Logar","0504","KHOSHI","0504046","Sheen Gul Qalla","شين ګل قلعه","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0504","KHOSHI","0504047","Karezoona School","مکتب کاريزونه","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0504","KHOSHI","0504048","Khoshi High School and Myanah Deh Girls School","ليسه خوشى و مکتب ميانه ده اناث","YES","YES",2228,"YES",1322,"OK","NO CHANGE",5745,5460,2871,2585,4,0,5464,2877,2583,4,0,4,0.000732600732600733,6,0.00208986415882968,-2,-0.000773694390715667,0,0,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505049","Zarghoon Shahr  Girls and Boys School","مکتب اناث و ذکور زرغون شهر","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505050","Surkhab School","مکتب سرخآب","YES","NO",NA,"NO",NA,"OK","NO CHANGE",2999,2875,1721,1153,1,0,2761,1646,1114,1,0,-114,-0.0396521739130435,-75,-0.0435793143521209,-39,-0.0338248048568951,0,0,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505051","Haro Mosque","مسجد حارو","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505052","Darah Mosque","مسجد دره","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505053","Aab Paran School","مکتب آب پران","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505054","Dashtak School","مکتب دشتک","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505055","Safed Sang School","مکتب سفيد سنگ","YES","YES",1583,"YES",1268,"OK","NO CHANGE",6528,5096,3240,1589,267,0,5083,3229,1587,267,0,-13,-0.00255102040816327,-11,-0.00339506172839506,-2,-0.0012586532410321,0,0,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505056","Gumaran School","مکتب گماران","YES","YES",741,"YES",747,"OK","NO CHANGE",2389,2265,1142,1107,16,0,2270,1142,1112,16,0,5,0.0022075055187638,0,0,5,0.004516711833785,0,0,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505057","Mohammad Jan Khan School","مکتب محمد جان خان","YES","YES",1689,"YES",407,"OK","NO CHANGE",4590,4433,3534,534,365,0,4417,3517,535,365,0,-16,-0.00360929393187458,-17,-0.00481041312959819,1,0.00187265917602996,0,0,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505058","Sayed Saleh Padshah School","مکتب سید صالح پادشاه","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505059","Kutub Khel School","مکتب کتب خيل","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505060","Mohammad Agha High School","لیسه عالی محمد آغه","YES","YES",1006,"YES",662,"OK","NO CHANGE",4269,4007,3118,774,115,0,3930,3045,771,114,0,-77,-0.0192163713501373,-73,-0.0234124438742784,-3,-0.00387596899224806,-1,-0.00869565217391304,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505061","Aab Bazak School","مکتب آبازک","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505062","Old Building of the District Administrator","تعمير سابقه ولسوالى","YES","YES",238,"YES",238,"OK","NO CHANGE",2471,2354,1751,499,104,0,2358,1760,495,103,0,4,0.00169923534409516,9,0.00513992004568818,-4,-0.00801603206412826,-1,-0.00961538461538462,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505063","Surkh Abad Girls Secondary School","متوسطه اناث سرخ آباد","YES","YES",376,"YES",544,"OK","NO CHANGE",3124,2898,1751,1126,21,0,2891,1742,1128,21,0,-7,-0.00241545893719807,-9,-0.00513992004568818,2,0.00177619893428064,0,0,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505064","Deh Naw School","مکتب ده نو","YES","YES",588,"NO",0,"OK","NO CHANGE",4794,4610,3455,1152,3,0,4610,3455,1152,3,0,0,0,0,0,0,0,0,0,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505065","Aqab Bazar Mosque","مسجد عقب بازار","YES","YES",215,"YES",179,"OK","NO CHANGE",1962,1869,1448,397,24,0,1857,1437,397,23,0,-12,-0.00642054574638844,-11,-0.00759668508287293,0,0,-1,-0.0416666666666667,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505066","Qalla Ahmadzai School","مکتب قلعه احمدزای","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0505","MUHAMMADAGHA","0505067","Mughul Khil Girls School","مکتب اناث مغل خيل","YES","YES",666,"YES",654,"OK","NO CHANGE",5940,5055,3393,1344,318,0,5039,3378,1343,318,0,-16,-0.00316518298714144,-15,-0.00442086648983201,-1,-0.000744047619047619,0,0,0,NA
"05","Logar","0506","KHARWAR","0506068","Khwajah Angor School","مکتب خواجه انگور","YES","YES",7,"YES",7,"OK","NO CHANGE",47,41,39,0,2,0,41,39,0,2,0,0,0,0,0,0,NA,0,0,0,NA
"05","Logar","0506","KHARWAR","0506069","District Central Secondary School","مکتب متوسطه مرکزي ولسوالي","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0506","KHARWAR","0506070","Mango Village Mosque","مسجد قریه منگو","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0506","KHARWAR","0506071","Oryakhil Primary School","مکتب ابتدائيه هورياخيل","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0506","KHARWAR","0506072","Kotagi School","مکتب کوتگى","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0506","KHARWAR","0506073","Aapa Khan School","مکتب اپه خان","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0507","AZRA","0507074","Wacha Margha School","مکتب وچه مرغا","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0507","AZRA","0507075","Sang Baran School","مکتب سنگ باران","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0507","AZRA","0507076","Razi Khil Secondary School","مکتب متوسطه رازى خيل","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0507","AZRA","0507077","Mangal School","مکتب منگل","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0507","AZRA","0507078","Chotra School","مکتب چوترا","YES","YES",820,"YES",820,"OK","NO CHANGE",1721,1634,800,829,5,0,1633,799,829,5,0,-1,-0.000611995104039168,-1,-0.00125,0,0,0,0,0,NA
"05","Logar","0507","AZRA","0507079","Maruof Khil School","مکتب معروف خیل","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"05","Logar","0507","AZRA","0507080","Akbar Khil Girls and Boys School","مکتب اناث و ذکور اکبر خيل","YES","YES",1124,"YES",105,"OK","NO CHANGE",1734,1644,710,924,10,0,1640,706,924,10,0,-4,-0.0024330900243309,-4,-0.00563380281690141,0,0,0,0,0,NA
"05","Logar","0507","AZRA","0507081","Babar School","مکتب ببر","YES","YES",1403,"YES",1405,"OK","NO CHANGE",2341,2277,1146,1104,27,0,2264,1140,1097,27,0,-13,-0.0057092665788318,-6,-0.00523560209424084,-7,-0.00634057971014493,0,0,0,NA
"05","Logar","0507","AZRA","0507082","Mosa Khan School","مکتب موسی خان","NO","NO",NA,"NO",NA,"OK","NO CHANGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,0,NA,0,NA
"06","Nangarhar","0601-01","JALALABAD NAHIA 01","0601001","Abdul Rahim School","عبدالرحيم مکتب","YES","YES",860,"YES",860,"OK","NO CHANGE",1797,1679,1125,548,6,0,1676,1119,550,6,1,-3,-0.00178677784395473,-6,-0.00533333333333333,2,0.00364963503649635,0,0,1,Inf
"06","Nangarhar","0601-01","JALALABAD NAHIA 01","0601002","Abdul Wakeel High School","عبدالوکيل لیسه","YES","YES",1712,"YES",1717,"OK","NO CHANGE",3798,3610,2898,616,96,0,3623,2905,613,96,9,13,0.003601108033241,7,0.00241545893719807,-3,-0.00487012987012987,0,0,9,Inf
"06","Nangarhar","0601-01","JALALABAD NAHIA 01","0601003","Hazrat Abu Qatadah Jame Mosque","حضرت ابو قتاده جامع جومات","YES","YES",1385,"YES",1377,"OK","NO CHANGE",2496,2407,1545,851,11,0,2403,1544,848,11,0,-4,-0.00166181969256336,-1,-0.000647249190938511,-3,-0.00352526439482961,0,0,0,NA
"06","Nangarhar","0601-01","JALALABAD NAHIA 01","0601004","Campono Mosque","کمپونو جومات","YES","YES",1271,"YES",1271,"OK","NO CHANGE",2868,2765,2065,687,13,0,2787,2085,689,13,0,22,0.00795660036166365,20,0.00968523002421308,2,0.00291120815138282,0,0,0,NA
"06","Nangarhar","0601-01","JALALABAD NAHIA 01","0601005","Sediqullah Reshteen School","مکتب صدیق الله ریشتن","YES","YES",965,"YES",954,"OK","NO CHANGE",2435,2314,1576,723,15,0,2311,1567,722,15,7,-3,-0.00129645635263613,-9,-0.00571065989847716,-1,-0.00138312586445367,0,0,7,Inf
"06","Nangarhar","0601-01","JALALABAD NAHIA 01","0601006","Speen Jumat Mosque","سپين جومات","YES","YES",818,"YES",821,"OK","NO CHANGE",3882,3738,3258,258,222,0,3740,3260,258,222,0,2,0.000535045478865704,2,0.000613873542050338,0,0,0,0,0,NA
"06","Nangarhar","0601-01","JALALABAD NAHIA 01","0601007","Serajul Emarat garden","سراج العمارات باغ","YES","YES",589,"YES",589,"OK","NO CHANGE",1698,1630,1355,247,28,0,1638,1362,248,28,0,8,0.0049079754601227,7,0.00516605166051661,1,0.00404858299595142,0,0,0,NA
"06","Nangarhar","0601-01","JALALABAD NAHIA 01","0601047","Abdullah Bin Maoud Mosque","عبدالله بن مسعود جومات","YES","YES",839,"YES",847,"OK","NO CHANGE",4283,4068,2247,1628,193,0,4098,2241,1628,195,34,30,0.00737463126843658,-6,-0.00267022696929239,0,0,2,0.0103626943005181,34,Inf
"06","Nangarhar","0601-02","JALALABAD NAHIA 02","0601008","Angor Bagh Jame Mosque","انګور باغ جامع جومات","YES","YES",2444,"YES",2676,"OK","NO CHANGE",7200,6997,5156,1696,145,0,7025,5173,1706,144,2,28,0.00400171502072317,17,0.00329712955779674,10,0.00589622641509434,-1,-0.00689655172413793,2,Inf
"06","Nangarhar","0601-02","JALALABAD NAHIA 02","0601009","Gumrak Mosque","ګمرک جومات","YES","YES",2077,"YES",2077,"OK","NO CHANGE",5404,4793,4546,127,120,0,4812,4563,126,120,3,19,0.00396411433340288,17,0.00373955125384954,-1,-0.0078740157480315,0,0,3,Inf
"06","Nangarhar","0601-02","JALALABAD NAHIA 02","0601010","Ameer Shaheed Garden","اميرشهيد باغ","YES","YES",1838,"YES",1838,"OK","NO CHANGE",4790,4563,4028,477,58,0,4576,4041,475,59,1,13,0.00284900284900285,13,0.00322740814299901,-2,-0.00419287211740042,1,0.0172413793103448,1,Inf
"06","Nangarhar","0601-02","JALALABAD NAHIA 02","0601011","Bibi Hawa High School","بي بي حواليسه","YES","YES",1565,"YES",1959,"OK","NO CHANGE",4500,4378,2741,1607,30,0,4384,2745,1609,30,0,6,0.00137048880767474,4,0.00145932141554177,2,0.00124455507156192,0,0,0,NA
"06","Nangarhar","0601-02","JALALABAD NAHIA 02","0601012","Mia Omer School","مياعمر مکتب","YES","YES",1878,"YES",1884,"OK","NO CHANGE",3738,3617,2874,712,31,0,3624,2878,713,32,1,7,0.00193530550179707,4,0.00139178844815588,1,0.00140449438202247,1,0.032258064516129,1,Inf
"06","Nangarhar","0601-02","JALALABAD NAHIA 02","0601013","Itefaq Mosque","اتفاق جومات","YES","YES",1788,"YES",1827,"OK","NO CHANGE",4530,4357,3148,1146,63,0,4392,3181,1147,63,1,35,0.00803305026394308,33,0.0104828462515883,1,0.00087260034904014,0,0,1,Inf
"06","Nangarhar","0601-03","JALALABAD NAHIA 03","0601014","Arabano School","عربانو مکتب","YES","YES",1445,"YES",1449,"OK","NO CHANGE",2898,2608,1535,1050,23,0,2605,1536,1046,23,0,-3,-0.00115030674846626,1,0.000651465798045603,-4,-0.00380952380952381,0,0,0,NA
"06","Nangarhar","0601-03","JALALABAD NAHIA 03","0601015","Taqwa Mosque","تقوا جومات","YES","YES",690,"YES",690,"OK","NO CHANGE",2392,1758,1356,396,6,0,1749,1350,393,6,0,-9,-0.00511945392491468,-6,-0.00442477876106195,-3,-0.00757575757575758,0,0,0,NA
"06","Nangarhar","0601-03","JALALABAD NAHIA 03","0601016","Imam Bukhari High School","امام بخاري ليسه","YES","YES",1193,"YES",1234,"OK","NO CHANGE",3645,3361,2427,835,99,0,3371,2435,835,101,0,10,0.0029753049687593,8,0.00329625051503914,0,0,2,0.0202020202020202,0,NA
"06","Nangarhar","0601-03","JALALABAD NAHIA 03","0601017","Lycee Tajrubawi (Experimental High School)","لیسه تجربوی","YES","YES",2929,"YES",2947,"OK","NO CHANGE",7500,7274,5153,2090,31,0,7327,5188,2103,33,3,53,0.00728622491064064,35,0.00679215990685038,13,0.0062200956937799,2,0.0645161290322581,3,Inf
"06","Nangarhar","0601-03","JALALABAD NAHIA 03","0601018","Bibi Zainab School","بي بي زينب مکتب","YES","YES",2040,"YES",2042,"OK","NO CHANGE",5346,5154,2235,2884,35,0,5191,2252,2904,35,0,37,0.00717889018238262,17,0.00760626398210291,20,0.00693481276005548,0,0,0,NA
"06","Nangarhar","0601-03","JALALABAD NAHIA 03","0601019","Chaknori High School","چکنوري ليسه","YES","YES",2161,"YES",2068,"OK","NO CHANGE",4974,4780,3582,1108,90,0,4809,3607,1109,91,2,29,0.00606694560669456,25,0.00697934115019542,1,0.000902527075812274,1,0.0111111111111111,2,Inf
"06","Nangarhar","0601-03","JALALABAD NAHIA 03","0601020","Directorate of Women Affairs","د ښځو چارو رياست","YES","YES",627,"YES",627,"OK","NO CHANGE",1992,1591,746,822,23,0,1591,745,823,23,0,0,0,-1,-0.00134048257372654,1,0.00121654501216545,0,0,0,NA
"06","Nangarhar","0601-03","JALALABAD NAHIA 03","0601021","Mehtarlam Jame Mosque","مهترلام جامع جومات","YES","YES",2190,"YES",2313,"OK","NO CHANGE",4512,4377,3464,879,34,0,4403,3485,884,34,0,26,0.00594014164953164,21,0.00606235565819861,5,0.00568828213879408,0,0,0,NA
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601022","Zafar Abad Mosque","مسجد ظفر آباد","YES","YES",907,"YES",894,"OK","NO CHANGE",1686,1606,941,649,16,0,1617,945,654,16,2,11,0.00684931506849315,4,0.00425079702444208,5,0.00770416024653313,0,0,2,Inf
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601023","Majboor Abad Jame Mosque","مجبور آباد جامع جومات","YES","YES",818,"YES",809,"OK","NO CHANGE",2370,2286,2263,0,23,0,2290,2267,0,22,1,4,0.00174978127734033,4,0.00176756517896597,0,NA,-1,-0.0434782608695652,1,Inf
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601024","Majboor Abad School","مجبور آباد مکتب","YES","YES",756,"YES",748,"OK","NO CHANGE",2826,2662,1146,1472,44,0,2664,1148,1471,44,1,2,0.000751314800901578,2,0.00174520069808028,-1,-0.000679347826086957,0,0,1,Inf
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601025","Irrigation Directorate","ابياري رياست","YES","YES",807,"YES",807,"OK","NO CHANGE",1806,1738,1270,454,14,0,1731,1268,449,14,0,-7,-0.00402761795166858,-2,-0.0015748031496063,-5,-0.0110132158590308,0,0,0,NA
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601026","Abdullah Bin Masoud Jame Mosque","عبدالله بن مسعودجامع جومات","YES","YES",150,"YES",150,"OK","NO CHANGE",600,536,530,0,6,0,551,545,0,6,0,15,0.0279850746268657,15,0.0283018867924528,0,NA,0,0,0,NA
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601027","Base Ikmalati Mosque","مسجد بیز اکمالاتی","YES","YES",3415,"YES",3446,"OK","NO CHANGE",8935,8614,6195,2104,315,0,8674,6236,2120,315,3,60,0.00696540515439981,41,0.0066182405165456,16,0.00760456273764259,0,0,3,Inf
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601028","Zarat High School (Agricultur Lycee)","زراعت ليسه","YES","YES",707,"YES",708,"OK","NO CHANGE",924,886,720,161,5,0,883,719,159,5,0,-3,-0.00338600451467269,-1,-0.00138888888888889,-2,-0.0124223602484472,0,0,0,NA
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601029","Nusrat High School","نصرت ليسه","YES","YES",834,"YES",835,"OK","NO CHANGE",2604,2478,1793,676,9,0,2493,1809,675,9,0,15,0.00605326876513317,16,0.00892359174567764,-1,-0.0014792899408284,0,0,0,NA
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601030","Bibi Ayesha High School","دبی بی عایشه لیسه","YES","YES",2176,"YES",2176,"OK","NO CHANGE",5112,4923,2493,2289,141,0,4943,2505,2295,142,1,20,0.00406256347755434,12,0.00481347773766546,6,0.00262123197903014,1,0.00709219858156028,1,Inf
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601031","Eidgah Mosque","عيد ګاه جومات","YES","YES",1140,"YES",1213,"OK","NO CHANGE",2778,2567,1711,825,31,0,2584,1722,827,31,4,17,0.00662251655629139,11,0.00642898889538282,2,0.00242424242424242,0,0,4,Inf
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601032","Nangarhar High School","ننګرهار ليسه","YES","YES",1029,"YES",1043,"OK","NO CHANGE",2838,2746,2381,320,45,0,2753,2385,320,46,2,7,0.00254916241806264,4,0.00167996640067199,0,0,1,0.0222222222222222,2,Inf
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601033","Shanzdah Family Mosque","شانزده فاميلي جومات","YES","YES",1262,"YES",1260,"OK","NO CHANGE",3264,3173,2557,603,13,0,3184,2564,603,13,4,11,0.0034667507091081,7,0.00273758310520141,0,0,0,0,4,Inf
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601034","Chehel Metra Mosque","چهل متره جومات","YES","YES",918,"YES",723,"OK","NO CHANGE",2232,2125,1610,485,30,0,2129,1615,484,30,0,4,0.00188235294117647,5,0.0031055900621118,-1,-0.00206185567010309,0,0,0,NA
"06","Nangarhar","0601-04","JALALABAD NAHIA 04","0601035","Zerr Jomat Mosque","زيړ جومات","YES","YES",1680,"YES",1679,"OK","NO CHANGE",4344,4167,2792,1260,115,0,4201,2812,1272,116,1,34,0.00815934725221982,20,0.00716332378223496,12,0.00952380952380952,1,0.00869565217391304,1,Inf
"06","Nangarhar","0601-05","JALALABAD NAHIA 05","0601036","Imam Abu Hanifa Mosque","دامام ابوحنیفه جومات","YES","YES",1296,"YES",1302,"OK","NO CHANGE",2748,2686,1742,770,174,0,2687,1741,772,174,0,1,0.000372300819061802,-1,-0.000574052812858783,2,0.0025974025974026,0,0,0,NA
"06","Nangarhar","0601-05","JALALABAD NAHIA 05","0601037","Directorate of Haj and Endowment Mosque","دحج اوقاف ریاست جومات","YES","YES",1104,"YES",1099,"OK","NO CHANGE",3198,3006,2641,332,33,0,3027,2604,291,33,99,21,0.00698602794411178,-37,-0.0140098447557743,-41,-0.123493975903614,0,0,99,Inf
"06","Nangarhar","0601-05","JALALABAD NAHIA 05","0601038","Nazo Ana School","نازوانا مکتب","YES","YES",1516,"YES",1516,"OK","NO CHANGE",3714,3593,1201,2357,35,0,3614,1210,2369,35,0,21,0.00584469802393543,9,0.00749375520399667,12,0.00509121764955452,0,0,0,NA
"06","Nangarhar","0601-05","JALALABAD NAHIA 05","0601039","Isteqlal School","استقلال مکتب","YES","YES",1155,"YES",1231,"OK","NO CHANGE",3684,3590,3252,303,35,0,3603,3262,306,35,0,13,0.00362116991643454,10,0.0030750307503075,3,0.0099009900990099,0,0,0,NA
"06","Nangarhar","0601-05","JALALABAD NAHIA 05","0601040","Darul Malemeen (Institute of Teacher Training)","دارلمعلمین","YES","YES",737,"YES",737,"OK","NO CHANGE",2058,1959,1107,827,25,0,1967,1105,835,25,2,8,0.00408371618172537,-2,-0.001806684733514,8,0.00967351874244256,0,0,2,Inf
