"election_date","results_date","election_type","results_status","province_code","province_name_eng","province_name_dari","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_gender","party_name_dari","past_winner","final_winner","male_ps_votes","fem_ps_votes","kuchi_ps_votes","votes"
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",9,"KHOST","خوست",12223481,27,"Abdul Majid Samim","عبدالمجید صمیم","M","مستقل","NO","NO",1,0,1,2
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",9,"KHOST","خوست",6370916,30,"Mrs. Shahla Ata","شهلا عطا","F","مستقل","NO","NO",27,13,13,53
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",9,"KHOST","خوست",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفیسور دوکتور غلام فاروق نجرابی","M","حزب استقلال افغانستان","NO","NO",2,0,0,2
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",9,"KHOST","خوست",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور زوری","M","مستقل","NO","NO",2,0,0,2
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",9,"KHOST","خوست",6155279,33,"Mohammad Hashim Tawfiqi","محمد هاشم توفیقی","M","مستقل","NO","NO",4,2,0,6
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",9,"KHOST","خوست",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",17764,5843,2326,25933
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",9,"KHOST","خوست",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله عبدالله","M","مستقل","NO","NO",1783,315,149,2247
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",9,"KHOST","خوست",6371180,38,"Dr. Frozan Fana","داکتر فروزان فنا","F","مستقل","NO","NO",49,49,1,99
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",9,"KHOST","خوست",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",12,25,0,37
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",9,"KHOST","خوست",11348474,40,"Hidayat Amin Arsala","هدایت امین ارسلا","M","مستقل","NO","NO",2,4,0,6
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",9,"KHOST","خوست",7849401,41,"Gul Ahmmad Yama","گل احمد یما","M","مستقل","NO","NO",1,0,0,1
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحیم جان شیرزاد فی سبیل الله","M","مستقل","NO","NO",447,223,4,674
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",778,305,126,1209
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",4657143,4,"Eng. Moin-ul-din Ulfati","انجنیر معین الدین الفتی","M","مستقل","NO","NO",43,24,3,70
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6350379,5,"Dr. Habib Mangal","داکتر حبیب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",1248,657,9,1914
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",7822442,6,"Zabih-U-llah Ghazi Noristani","ذبیح الله غازی نورستانی","M","مستقل","NO","NO",88,47,4,139
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",7770491,7,"Sayed Jalal Karim","سید جلال کریم","M","مستقل","NO","NO",627,420,61,1108
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6359075,8,"Mirwais Yasini","میرویس یاسینی","M","مستقل","NO","NO",9654,6238,184,16076
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",3907996,9,"Bismillah Shir","بسم الله شیر","M","مستقل","NO","NO",104,61,2,167
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",2287256,10,"Bashir Ahmad Bizhan","بشیر احمد بیژن","M","مستقل","NO","NO",26,11,0,37
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",8894180,11,"Motasim Billah Mazhabi","معتصم بالله مذهبی","M","مستقل","NO","NO",453,284,5,742
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",14525,6620,780,21925
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",860263,13,"Abdul Latif Pedram","عبداللطیف پدرام","M","حزب کنگره ملی افغانستان","NO","NO",48,85,5,138
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",3010205,14,"Shahnawaz Tanai","شهنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",2235,1632,41,3908
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام راکتی","M","مستقل","NO","NO",2441,831,144,3416
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6350715,17,"Zia-ul-haq Hafizi","ضیا الحق حافظی","M","مستقل","NO","NO",20,8,1,29
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6189294,18,"Mohammad Akbar Oria","محمد اکبر اوریا","M","مستقل","NO","NO",56,33,4,93
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",977770,20,"Sangin Mohammad Rahmani","سنگین محمد رحمانی","M","مستقل","NO","NO",23,14,3,40
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",3010270,21,"Mahbob-U-lah Koshani","محبوب الله کوشانی","M","حزب آزادگان افغانستان","NO","NO",30,14,1,45
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",3788581,23,"Abdul Hasib Arian","عبدالحسیب آرین","M","مستقل","NO","NO",53,11,3,67
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد ریگی","M","مستقل","NO","NO",70,19,0,89
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",2331,582,18,2931
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",12223481,27,"Abdul Majid Samim","عبدالمجید صمیم","M","مستقل","NO","NO",36,24,0,60
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6370916,30,"Mrs. Shahla Ata","شهلا عطا","F","مستقل","NO","NO",261,111,8,380
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفیسور دوکتور غلام فاروق نجرابی","M","حزب استقلال افغانستان","NO","NO",52,23,3,78
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور زوری","M","مستقل","NO","NO",66,85,1,152
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6155279,33,"Mohammad Hashim Tawfiqi","محمد هاشم توفیقی","M","مستقل","NO","NO",107,50,4,161
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",148212,78512,2983,229707
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله عبدالله","M","مستقل","NO","NO",9916,8222,167,18305
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",6371180,38,"Dr. Frozan Fana","داکتر فروزان فنا","F","مستقل","NO","NO",612,327,24,963
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",883,421,74,1378
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",11348474,40,"Hidayat Amin Arsala","هدایت امین ارسلا","M","مستقل","NO","NO",31,39,0,70
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",10,"NANGERHAR","ننگرھار",7849401,41,"Gul Ahmmad Yama","گل احمد یما","M","مستقل","NO","NO",25,16,0,41
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحیم جان شیرزاد فی سبیل الله","M","مستقل","NO","NO",34,13,0,47
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",108,9,0,117
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",4657143,4,"Eng. Moin-ul-din Ulfati","انجنیر معین الدین الفتی","M","مستقل","NO","NO",10,3,0,13
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6350379,5,"Dr. Habib Mangal","داکتر حبیب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",22,33,0,55
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",7822442,6,"Zabih-U-llah Ghazi Noristani","ذبیح الله غازی نورستانی","M","مستقل","NO","NO",403,404,0,807
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",7770491,7,"Sayed Jalal Karim","سید جلال کریم","M","مستقل","NO","NO",130,61,0,191
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6359075,8,"Mirwais Yasini","میرویس یاسینی","M","مستقل","NO","NO",642,145,2,789
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",3907996,9,"Bismillah Shir","بسم الله شیر","M","مستقل","NO","NO",27,5,0,32
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",2287256,10,"Bashir Ahmad Bizhan","بشیر احمد بیژن","M","مستقل","NO","NO",6,0,0,6
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",8894180,11,"Motasim Billah Mazhabi","معتصم بالله مذهبی","M","مستقل","NO","NO",155,49,0,204
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",1923,913,27,2863
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",860263,13,"Abdul Latif Pedram","عبداللطیف پدرام","M","حزب کنگره ملی افغانستان","NO","NO",15,13,0,28
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",3010205,14,"Shahnawaz Tanai","شهنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",617,481,3,1101
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام راکتی","M","مستقل","NO","NO",458,128,3,589
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6350715,17,"Zia-ul-haq Hafizi","ضیا الحق حافظی","M","مستقل","NO","NO",4,1,0,5
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6189294,18,"Mohammad Akbar Oria","محمد اکبر اوریا","M","مستقل","NO","NO",5,162,0,167
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",977770,20,"Sangin Mohammad Rahmani","سنگین محمد رحمانی","M","مستقل","NO","NO",1,5,0,6
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",3010270,21,"Mahbob-U-lah Koshani","محبوب الله کوشانی","M","حزب آزادگان افغانستان","NO","NO",4,0,0,4
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",3788581,23,"Abdul Hasib Arian","عبدالحسیب آرین","M","مستقل","NO","NO",8,4,0,12
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد ریگی","M","مستقل","NO","NO",9,2,0,11
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",164,85,13,262
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",12223481,27,"Abdul Majid Samim","عبدالمجید صمیم","M","مستقل","NO","NO",5,3,0,8
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6370916,30,"Mrs. Shahla Ata","شهلا عطا","F","مستقل","NO","NO",38,44,0,82
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفیسور دوکتور غلام فاروق نجرابی","M","حزب استقلال افغانستان","NO","NO",4,3,0,7
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور زوری","M","مستقل","NO","NO",6,16,0,22
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6155279,33,"Mohammad Hashim Tawfiqi","محمد هاشم توفیقی","M","مستقل","NO","NO",10,6,0,16
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",39667,14600,425,54692
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله عبدالله","M","مستقل","NO","NO",3531,1475,2,5008
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",6371180,38,"Dr. Frozan Fana","داکتر فروزان فنا","F","مستقل","NO","NO",173,121,1,295
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",54,22,2,78
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",11348474,40,"Hidayat Amin Arsala","هدایت امین ارسلا","M","مستقل","NO","NO",4,3,0,7
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",11,"KUNARHA","کنرھا",7849401,41,"Gul Ahmmad Yama","گل احمد یما","M","مستقل","NO","NO",1,2,0,3
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحیم جان شیرزاد فی سبیل الله","M","مستقل","NO","NO",44,18,1,63
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",108,327,7,442
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",4657143,4,"Eng. Moin-ul-din Ulfati","انجنیر معین الدین الفتی","M","مستقل","NO","NO",24,5,1,30
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6350379,5,"Dr. Habib Mangal","داکتر حبیب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",393,392,0,785
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",7822442,6,"Zabih-U-llah Ghazi Noristani","ذبیح الله غازی نورستانی","M","مستقل","NO","NO",12,6,0,18
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",7770491,7,"Sayed Jalal Karim","سید جلال کریم","M","مستقل","NO","NO",181,122,1,304
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6359075,8,"Mirwais Yasini","میرویس یاسینی","M","مستقل","NO","NO",675,504,2,1181
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",3907996,9,"Bismillah Shir","بسم الله شیر","M","مستقل","NO","NO",15,6,0,21
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",2287256,10,"Bashir Ahmad Bizhan","بشیر احمد بیژن","M","مستقل","NO","NO",17,0,0,17
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",8894180,11,"Motasim Billah Mazhabi","معتصم بالله مذهبی","M","مستقل","NO","NO",196,34,2,232
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",1087,439,25,1551
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",860263,13,"Abdul Latif Pedram","عبداللطیف پدرام","M","حزب کنگره ملی افغانستان","NO","NO",13,4,0,17
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",3010205,14,"Shahnawaz Tanai","شهنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",253,160,1,414
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام راکتی","M","مستقل","NO","NO",780,101,3,884
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6350715,17,"Zia-ul-haq Hafizi","ضیا الحق حافظی","M","مستقل","NO","NO",3,3,0,6
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6189294,18,"Mohammad Akbar Oria","محمد اکبر اوریا","M","مستقل","NO","NO",4,2,0,6
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",977770,20,"Sangin Mohammad Rahmani","سنگین محمد رحمانی","M","مستقل","NO","NO",6,0,0,6
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",3010270,21,"Mahbob-U-lah Koshani","محبوب الله کوشانی","M","حزب آزادگان افغانستان","NO","NO",6,3,1,10
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",3788581,23,"Abdul Hasib Arian","عبدالحسیب آرین","M","مستقل","NO","NO",11,1,0,12
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد ریگی","M","مستقل","NO","NO",18,2,0,20
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",935,374,6,1315
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",12223481,27,"Abdul Majid Samim","عبدالمجید صمیم","M","مستقل","NO","NO",9,3,0,12
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6370916,30,"Mrs. Shahla Ata","شهلا عطا","F","مستقل","NO","NO",58,23,0,81
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفیسور دوکتور غلام فاروق نجرابی","M","حزب استقلال افغانستان","NO","NO",14,1,0,15
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور زوری","M","مستقل","NO","NO",8,5,1,14
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6155279,33,"Mohammad Hashim Tawfiqi","محمد هاشم توفیقی","M","مستقل","NO","NO",29,6,0,35
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",983418,35,"Hamed Karzai","حامد کرزی","M","مستقل","YES","YES",35644,14591,595,50830
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",1004871,37,"Dr. Abdullah Abdullah","داکتر عبد الله عبدالله","M","مستقل","NO","NO",6356,3204,17,9577
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",6371180,38,"Dr. Frozan Fana","داکتر فروزان فنا","F","مستقل","NO","NO",160,131,2,293
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",5109208,39,"Abdul Jabar Sabit","عبدالجبار ثابت","M","مستقل","NO","NO",87,9,0,96
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",11348474,40,"Hidayat Amin Arsala","هدایت امین ارسلا","M","مستقل","NO","NO",6,5,0,11
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",12,"LAGHMAN","لغمان",7849401,41,"Gul Ahmmad Yama","گل احمد یما","M","مستقل","NO","NO",9,5,2,16
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",1095147,1,"Haji Rahim Jan Shinzad","الحاج رحیم جان شیرزاد فی سبیل الله","M","مستقل","NO","NO",2,0,0,2
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",6359413,3,"Mohammad Sarwar Ahmadzai","محمد سرور احمدزی","M","مستقل","NO","NO",0,0,0,0
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",4657143,4,"Eng. Moin-ul-din Ulfati","انجنیر معین الدین الفتی","M","مستقل","NO","NO",0,0,0,0
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",6350379,5,"Dr. Habib Mangal","داکتر حبیب منگل","M","حزب نھضت فراگير دموکراسی وترقی افغانستان","NO","NO",7,0,0,7
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",7822442,6,"Zabih-U-llah Ghazi Noristani","ذبیح الله غازی نورستانی","M","مستقل","NO","NO",577,0,0,577
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",7770491,7,"Sayed Jalal Karim","سید جلال کریم","M","مستقل","NO","NO",1,0,0,1
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",6359075,8,"Mirwais Yasini","میرویس یاسینی","M","مستقل","NO","NO",11,1,0,12
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",3907996,9,"Bismillah Shir","بسم الله شیر","M","مستقل","NO","NO",0,0,0,0
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",2287256,10,"Bashir Ahmad Bizhan","بشیر احمد بیژن","M","مستقل","NO","NO",1,0,0,1
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",8894180,11,"Motasim Billah Mazhabi","معتصم بالله مذهبی","M","مستقل","NO","NO",0,0,0,0
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",6359797,12,"Ashraf Ghani Ahmadzai","اشرف غنی احمدزی","M","مستقل","NO","NO",6,0,0,6
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",860263,13,"Abdul Latif Pedram","عبداللطیف پدرام","M","حزب کنگره ملی افغانستان","NO","NO",0,0,0,0
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",3010205,14,"Shahnawaz Tanai","شهنواز تڼی","M","د افغانستان د سولی غورځنګ ګوند","NO","NO",1,0,0,1
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",6189430,16,"Mulla Abdul Salam Rakity","ملا عبد السلام راکتی","M","مستقل","NO","NO",10,0,0,10
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",6350715,17,"Zia-ul-haq Hafizi","ضیا الحق حافظی","M","مستقل","NO","NO",0,0,0,0
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",6189294,18,"Mohammad Akbar Oria","محمد اکبر اوریا","M","مستقل","NO","NO",0,0,0,0
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",977770,20,"Sangin Mohammad Rahmani","سنگین محمد رحمانی","M","مستقل","NO","NO",1,0,0,1
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",3010270,21,"Mahbob-U-lah Koshani","محبوب الله کوشانی","M","حزب آزادگان افغانستان","NO","NO",0,0,0,0
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",3788581,23,"Abdul Hasib Arian","عبدالحسیب آرین","M","مستقل","NO","NO",0,0,0,0
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",6178408,24,"Mulla Ghulam Mohammad Rigi","ملا غلام محمد ریگی","M","مستقل","NO","NO",1,0,0,1
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",997138,25,"Ramazan Bashardost","رمضان بشردوست","M","مستقل","NO","NO",25,42,0,67
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",12223481,27,"Abdul Majid Samim","عبدالمجید صمیم","M","مستقل","NO","NO",0,0,0,0
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",6370916,30,"Mrs. Shahla Ata","شهلا عطا","F","مستقل","NO","NO",1,0,0,1
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",6358651,31,"Dr. Ghulam Faroq Nijrabi","پروفیسور دوکتور غلام فاروق نجرابی","M","حزب استقلال افغانستان","NO","NO",0,0,0,0
"2009-08-20","2009-10-21","PRESIDENTIAL","FINAL",13,"NOORISTAN","نورستان",7263746,32,"Alhaj Abdul Ghafor Zori","الحاج عبد الغفور زوری","M","مستقل","NO","NO",1,0,0,1
