"results_date","results_status","election_type","province_code","province_name_eng","district_code","district_name_eng","district_name_dari","district_sub_code","district_or_subdivision_name_eng","district_or_subdivision_name_dari","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","candidate_gender","withdrawn","invalidated","past_winners","prelim_winner","votes"
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0203","KOHBAND","کوه بند","0203","KOHBAND","کوه بند","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",355
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0203","KOHBAND","کوه بند","0203","KOHBAND","کوه بند","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",493
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0203","KOHBAND","کوه بند","0203","KOHBAND","کوه بند","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",5
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0203","KOHBAND","کوه بند","0203","KOHBAND","کوه بند","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",127
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0203","KOHBAND","کوه بند","0203","KOHBAND","کوه بند","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",1
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0203","KOHBAND","کوه بند","0203","KOHBAND","کوه بند","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",6
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0203","KOHBAND","کوه بند","0203","KOHBAND","کوه بند","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0203","KOHBAND","کوه بند","0203","KOHBAND","کوه بند","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",15
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",22
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",26
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",29
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",226
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",2241
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",19
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",495
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",16
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",9
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",3
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","0204","HESE  AWAL KOHESTAN","حصه اول کوهستان","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",9
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",14
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",11
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",5
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",409
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",1023
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",11
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",347
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",19
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",120
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0205","NEJRAB","نجراب","0205","NEJRAB","نجراب","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",2
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",12
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",1
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",6
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",1746
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",42
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",8
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",109
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",4
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0206","TAGAB","تگاب","0206","TAGAB","تگاب","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",1
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",38
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",37
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",3
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",1
2019-12-22,"PRELIMINARY","PRESIDENTIAL","02","KAPISA","0207","ALASAY","اله سای","0207","ALASAY","اله سای","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",64
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",129
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",86
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",27
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",4
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",964
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",6182
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",34
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",1067
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",48
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",16
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",3
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0301","CHARIKAR","چاریکار","0301","CHARIKAR","چاریکار","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",3
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",24
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",64
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",31
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",38
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",5
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",2110
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",4926
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",37
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",832
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",60
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",13
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0302","BAGRAM","بگرام","0302","BAGRAM","بگرام","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",4
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",1
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",10
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",2
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1033-4-8",7,"Mohammad Shahab Hakimi","محمد شهاب حکيمی","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1055-5-15",8,"Mohammad Ashraf Ghani","محمد اشرف غنی","M","NO","NO","YES","YES",384
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1052-1-14",9,"Dr. Abdullah Abdullah","دکتور عبدالله عبدالله","M","NO","NO","NO","NO",114
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1037-1-2",10,"Mohammad Hakim Torsan","محمد حکيم تورسن","M","NO","NO","NO","NO",4
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1042-19-10",11,"Gulbedin Hekmatyar","گلبدين حکمتيار","M","NO","NO","NO","NO",157
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1002-17-1",12,"Abdul Latif Pedram","عبداللطيف پدرام","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1007-2-18",15,"Professor Dr. Ghulam Farooq Najrabi","پوهاند پروفيسور دوکتور غلام فاروق نجرابی","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1029-4-4",16,"Enayatullah Hafiz","عنايت الله حفيظ","M","NO","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0303","SHINWARI","شینواری","0303","SHINWARI","شینواری","1058-7-9",17,"Mohammad Hanif Atmar","محمد حنيف اتمر","M","YES","NO","NO","NO",0
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0304","SAYDKHEL","سیدخیل","0304","SAYDKHEL","سیدخیل","1038-4-12",1,"Rahmatullah Nabil","رحمت الله نبيل","M","NO","NO","NO","NO",10
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0304","SAYDKHEL","سیدخیل","0304","SAYDKHEL","سیدخیل","1044-6-3",2,"Sayed Noorullah Jalili","سيد نورالله جليلی","M","NO","NO","NO","NO",23
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0304","SAYDKHEL","سیدخیل","0304","SAYDKHEL","سیدخیل","1012-32-7",3,"Dr. Faramarz Tamana","دکتور فرامرز تمنا","M","NO","NO","NO","NO",16
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0304","SAYDKHEL","سیدخیل","0304","SAYDKHEL","سیدخیل","1035-8-11",5,"Ahmad Wali Masood","احمد ولی مسعود","M","NO","NO","NO","NO",5
2019-12-22,"PRELIMINARY","PRESIDENTIAL","03","PARWAN","0304","SAYDKHEL","سیدخیل","0304","SAYDKHEL","سیدخیل","1025-5-16",6,"Noor Rahman Lewal","نور رحمان لٻوال","M","NO","NO","NO","NO",0
