٦,3,4,ده بوري,ليسه محمود هوتكى,كابل - ناحيه 03,كابل,101033
7,3,4,كارته جهار,مكتب متوسطه سيد جمال الدين,كابل - ناحيه 03,كابل,101034
8,4,4,جمال مينه,مكتب متوسطه ذمبر٣ ١ جمال مينه,كابل - ناحيه 03,كابل,101035
٦,3,4,كارته سخى,مكتب متوسطه ذمبر٢ ١ جمال مينه,كابل - ناحيه 03,كابل,101036
5,2,3,دهمزنك,"ئ,‘ ١٩ حنظله",كابل - ناحيه 03,كابل,101037
5,2,3,سراي غزني,مكتب تربيه معلم سيد جمال الدين,كابل-ناحيه 03,كابل,101038
5,2,3,دهمزنك,مكتب امير دوست محمد خان,كابل-ناحيه 03,كابل,101039
5,2,3,نو آباد دهمزنك,مكتب متوسطه امير حمزه,كابل - ناحيه 03,كابل,101040
5,3,2,حصه دوم,مكتب متوسطه نسوان كنركاه,كابل - ناحيه 03,كابل,101041
2,1,1,سركة يسطو,"م١لما\١ . ١لم 1 ١ ) ، >1٠1١ ١ن",كابل-ناحيه 03,كابل,101042
3,1,2,سركت اول,"A ا، ،١٩, م١ح١اه",كابل - ناحيه 03,كابل,101043
5,2,3,كارته مامورين,مسجد كارته مامورين,كابل - ناحيه 03,كابل,101044
5,2,3,يوهنتون كابل,يوهنخي حقوق,كابل - ناحيه 03,كابل,101045
6,3,3,كارته جهار,وزارت تحصتلات عالى,كابل - ناحيه 03,كابل,101046
5,2,3,كارته جهار,ليسه رابعه بلخى,كابل - ناحيه 03,كابل,101047
5,2,3,باغ بالا,مكتب نمبر ١ غازى محمد ايوب,كابل - ناحيه 04,كابل,101048
6,4,2,جهار راهي صدارت,ليسه نسوان ملالى,كابل - ناحيه 04,كابل,101049
8,5,3,جهار راهي تايعني,لبسه نسوان تاحور سلطانه,كابل - ناحيه 04,كابل,101050
5,2,3,جهار راهي تايعني,حومات خانه اسماعللته,كابل - ناحيه 04,كابل,101051
4,2,2,جهار راهي تايعني,مسجد موسى كليم الير,كابل - ناحيه 04,كابل,101052
8,4,4,جهار راهي تايعني,مكتب متوسطه ناصر خسرو بلخى,كابل - ناحيه 04,كابل,101053
8,4,4,كارته يروان,لسه ر١ددا,كابل - ناحيه 04,كابل,101054
6,3,3,كارته يروان,مكتب متوسطه اميرشيرعلى خان,كابل - ناحيه 04,كابل,101055
6,3,3,كارته يروان,مكتب متوسطه وزير محمد اكبر خان,كابل - ناحيه 04,كابل,101056
٦,3,4,كارته يروان,ليسه بابه ذ١فى,كابل - ناحيه 04,كابل,101057
7,3,4,كارته يروان,لتسه نادرله,كابل - ناحيه 04,كابل,101058
6,3,3,كلوله بشته,مسجد امام رضاى غريب,كابل - ناحيه 04,كابل,101059
8,5,3,نو اباد ده كييكط,ليسه نسوان ده كييكت,كابل - ناحيه 04,كابل,101060
4,2,2,بروزه وزير اباد,كودكستان نمبر ١,كابل - ناحيه 04,كابل,101061
9,4,5,بروزه تايعني,مكتب نسوان ملكه ثريا,كابل - ناحيه 04,كابل,101062
7,3,4,سالند وات,لبسه حمهورلت,كابل - ناحيه 04,كابل,101063
٦,3,4,شهركة يوليس,مكتب محمد صديق فرهنى,كابل - ناحيه 04,كابل,101064
٦,3,4,شهرارا,ليسه محمد علم فيض زاد,كابل - ناحيه 04,كابل,101065
5,2,3,شهرارا,مسحد حاحى غلام دستكلر,كابل - ناحيه 04,كابل,101066
4,2,2,سهر لو,مسجد خواجه على موفق,كابل - ناحيه 04,كابل,101067
4,2,2,تايمني,مسجد حاجى محمد داد,كابل - ناحيه 04,كابل,101068
3,1,2,تانكط تبل شهر نو,مسحد خواحه علدالثك انصارى,كابل - ناحيه 04,كابل,101069
6,3,3,اب رساني,مكتب متوسطه فاضل بيكن,كابل - ناحيه 05,كابل,101070
3,1,2,افشار سيلو,مسجد جاغورى ها,كابل - ناحيه 05,كابل,101071
3,1,2,افشار سطو,مسحد صاحى زمان,كابل-ناحيه 05,كابل,101072
6,3,3,بازار كعيني,لبسه قلل4 كاشف,كابل - ناحيه 05,كابل,101073
٦,3,4,جهار راهي قعبر,ليسه ابوذر غفارى,كابل - ناحيه 05,كابل,101074
4,1,3,ديوان بيكى,مسجد امام حسين,كابل - ناحيه 05,كابل,101075
2,1,1,نو أباد قرغه,"ا/ا،،١١ ا١ و١ ، A ، ١١ ر",كابل - ناحيه 05,كابل,101076
6,3,3,بولي تخنيى,مسحد لولى تخنلكا,كابل - ناحيه 05,كابل,101077
6,3,3,ةا٠ك ك١شف,مسجد حضرتا بلال,كابل - ناحيه 05,كابل,101078
3,1,2,قلعه طوفان,مسجد اتفاق,كابل - ناحيه 05,كابل,101079
3,1,2,قلعه واحد,مسحد محمدى لغمانى ها,كابل - ناحيه 05,كابل,101080
3,1,2,قرغه,م١لما\١ . ١ا٠ا ٨١ او ١١ ا,كابل - ناحيه 05,كابل,101081
6,3,3,قرغه,مكتب ده عربان,كابل - ناحيه 05,كابل,101082
3,1,2,قريه فاضل بيكن,مسجد حضرتا عثمان,كابل - ناحيه 05,كابل,101083
2,1,1,قريه نياز بيكن,مسحد حامع حاحى لعقوى,كابل - ناحيه 05,كابل,101084
2,1,1,قريه وردكن ها,م١لما\١ . ١؛اي١١.,كابل - ناحيه 05,كابل,101085
8,4,4,قسمت الف خوشحال مينه,ليسه حضرتا شمس المشايخ,كابل - ناحيه 05,كابل,101086
و,6,3,قسمت الف خوشحال مينه,ليسه نسوان سيين كلى,كابل - ناحيه 05,كابل,101087
5,2,3,"ة١،،١A ٠، ١ ، ;واج، ١٩ل ١ممااه",ليسه محمد اسماعيل حسن زى,كابل - ناحيه 05,كابل,101088
8,4,4,"ة١،،١A ٠، ١ ، ;واج،١٩ل ما١ه",لشسه ناهشد شهبد,كابل - ناحيه 05,كابل,101089
2,1,1,قسمتا ب خوشحال مينه,مسجد محمدى دارالحفاظ,كابل - ناحيه 05,كابل,101090
٦,3,4,قسمتا ب خوشحال مينه,ليسه يروفيسور رسول امين,كابل - ناحيه 05,كابل,101091
3,1,2,رحمت آباد,م١لما\١. ٨٩زار١ L ١ و ١لم i ٥ L,كابل - ناحيه 05,كابل,101092
3,1,2,سراي هراتى ها,مكتب ابتدائيه محمد قايم خان,كابل - ناحيه 05,كابل,101093
و,4,5,سض كلي,ليسه ميرغلام محمد غبار,كابل - ناحيه 05,كابل,101094
٦,3,4,جهار قلعه,ليسه جهار قلعه,كابل - ناحيه 06,كابل,101095
5,2,3,مركز تلكراف,مسحد امام حسن محتلى,كابل-ناحيه 06,كابل,101096
8,4,4,قلعه ناظر,مدرسه خاتم الانبيا,كابل - ناحيه 06,كابل,101097
8,4,4,قلعه ناظر,ليسه محمد آصف مايل,كابل - ناحيه 06,كابل,101098
3,1,2,قريه ده قابل,مسجد على نقى,كابل - ناحيه 06,كابل,101099
12,5,7,قريه ده قابل,مكنف متوسطه كلخانه,كابل-ناحيه 06,كابل,101100
5,2,3,داش هاي حاجى حسين,مسجد احمدى,كابل - ناحيه 06,كابل,101101
3,1,2,قلعه همد حي١ت,مسجد سرور كائنات,كابل-ناحيه 06,كابل,101102
6,3,3,قلعه عباس قلى,مسجد سلمان فارسى,كابل-ناحيه 06,كابل,101103
8,4,4,نوأباد قلعه بختيار,لسه قلعه لخشار,كابل - ناحيه 06,كابل,101104
3,1,2,افشار دارالامان,مسجد شاه ولايت ماب,كابل - ناحيه 06,كابل,101105
5,2,3,نو آباد قلعه جبار خان,مسحد قالم آل محمد,كابل-ناحيه 06,كابل,101106
5,2,3,نو آباد قلعه جبار خان,مسحد حضرتا رسول,كابل-ناحيه 06,كابل,101107
8,5,3,سر اسياب,ليسه نسوان سر آسياب,كابل - ناحيه 06,كابل,101108
و,4,5,دارالامان,انستبتوت مالى و حسابى,كابل - ناحيه 06,كابل,101109
4,2,2,قلعه على مردان,مسجد على شير خدا,كابل - ناحيه 06,كابل,101110
5,2,3,علاوالدين,"١٨.,١١ ٠٩هر١ه",كابل-ناحيه 06,كابل,101111
6,3,3,دارالامان,"ا١'ا,.؟'١ أ'و١"" ، ٠١و١ر>أوز",كابل - ناحيه 06,كابل,101112
6,3,3,قلعه عين الله,مدرسه باقرالعلوم,كابل - ناحيه 06,كابل,101113
5,2,3,لل سوخته,مسجد ابوذر غفارى,كابل - ناحيه 06,كابل,101114
5,2,3,لل سوخته,مدرسه جامعة الاسلام,كابل-ناحيه 06,كابل,101115
5,3,2,يل وحدت,مسجد وحدت,كابل - ناحيه 06,كابل,101116
4,2,2,يل وحدت,تكيه خانه وحدت,كابل - ناحيه 06,كابل,101117
8,4,4,قلعه شهاده,ليسه ام البنين,كابل - ناحيه 06,كابل,101118
5,2,3,لركز١ ناحشه ١;*ل ا;*ا C,مركز ناحشه *r UX1,كابل - ناحيه 06,كابل,101119
8,4,4,كارته سه,ليسه عبدالغنى مستغنى,كابل - ناحيه 06,كابل,101120
6,3,3,فازسوم سيركا حاجى نبى,مسجد نبى اكرم,كابل - ناحيه 06,كابل,101121
5,2,3,كارته سه,"A ا، ،١٩, م١ح١اه",كابل - ناحيه 06,كابل,101122
6,3,3,قلعه وزير,مدرسه رسالت,كابل - ناحيه 06,كابل,101123
4,2,2,قلعه وزير,مسحد سفد,كابل - ناحيه 06,كابل,101124
8,4,4,,ليسه خوشحال خان,كابل - ناحيه 07,كابل,101125
8,4,4,سركا حهلستون - ده دانا,ليسه محراب الدين,كابل - ناحيه 07,كابل,101126
7,3,4,تنى كوت,انستبتوت تخضكى,كابل - ناحيه 07,كابل,101127
و,4,5,سه راهى علاوالدين,مكتب متوسطه ءطا١لله فيضانى,كابل - ناحيه 07,كابل,101128
8,5,3,تنى كوت,ليسه نسوان غازى ادى,كابل - ناحيه 07,كابل,101129
9,6,3,باغ رييس,لشسه نسوان سلطان ر١ضده,كابل - ناحيه 07,كابل,101130
6,3,3,فاميلي هاي ريش خور,ليسه فاميلى هاى ريش خور,كابل - ناحيه 07,كابل,101131
٦,3,4,سركط دارالامان,"\\ ،، ، A \\ \\\ A",كابل - ناحيه 07,كابل,101132
3,1,2,ايوب خان مينه,مسجد ايوب خان,كابل - ناحيه 07,كابل,101133
7,3,4,قلعه اسفنديار,ليسه غازى ءبد١لله,كابل - ناحيه 07,كابل,101134
5,3,2,نه برجه جهلستون,ليسه نسوان جهلستون,كابل - ناحيه 07,كابل,101135
3,1,2,واصل آباد,"ئ؛ ؛١٩ ١٩م،ر٠١، ١ ١ وى",كابل - ناحيه 07,كابل,101136
5,2,3,ريشخور سغلى,"A ا،، ١٩, ١١١ ء، ١ن ة١ ا، ل",كابل - ناحيه 07,كابل,101137
٦,4,3,كذركاه,ليسه نسوان كنركاه,كابل - ناحيه 07,كابل,101138
٦,3,4,واصل آباد,ليسه عمرا خان,كابل - ناحيه 07,كابل,101139
6,3,3,جنكلكت,ليسه نسوان ايمينى,كابل - ناحيه 07,كابل,101140
6,4,2,ده دانا,ليسه نسوان ده دانا,كابل - ناحيه 07,كابل,101141
3,1,2,جهلستون,مسجد عيد كاه,كابل - ناحيه 07,كابل,101142
6,3,3,,ليسه عالى آقا على شمس,كابل - ناحيه 07,كابل,101143
4,1,3,دوغ اباد شش دركط,مسحد حامع الراهلم خلشل,كابل - ناحيه 07,كابل,101144
4,1,3,جاي رييس,مسحد حامع محمدله,كابل - ناحيه 07,كابل,101145
6,3,3,قلعحه,ليسه عبدالحى حبيبى,كابل - ناحيه 08,كابل,101146
8,5,3,سر تيه كارته نو,ليسه نسوان سيد نورمحمد شاه مينه,كابل - ناحيه 08,كابل,101147
6,3,3,باغحه سعشد,"١١'،، د ة٠١ د ٩ام؛د١ ٠، ^ ١ن",كابل - ناحيه 08,كابل,101148
5,1,4,حصه الف سركا سه كارته نو,لشسه نكور '؛؛١١ نورمحمد شاه متنه,كابل-ناحيه 08,كابل,101149
6,3,3,سركط ٣ ١ كارته نو,ليسه توتيا,كابل - ناحيه 08,كابل,101150
٦,3,4,دوصد فاميلى,لشسه فح الله عصمتى,كابل - ناحيه 08,كابل,101151
5,1,4,يرونه رحمن مينه,ليسه عبدالرحمن يؤواكط,كابل - ناحيه 08,كابل,101152
5,2,3,سركا سه رحمن مينه,ليسه محمدهاشم ميوند وال,كابل-ناحيه 08,كابل,101153
5,2,3,شهركط طلايى,مسجد جامع شهركا طلائى,كابل-ناحيه 08,كابل,101154
6,3,3,مسجد اتفاق,ليسه نسوان أمينه فدوى,كابل - ناحيه 08,كابل,101155
6,3,3,سركط اول شاه شهيد,ليسه استاد بيتاب,كابل - ناحيه 08,كابل,101156
4,1,3,كارته نو,"A '؛ ؛ ١٩ A ۵٩ ١ ,١ د '؛ ؛ ١ ١ ,١ AJJ ۵٩ ١ امء؛ د",كابل-ناحيه 08,كابل,101157
5,2,3,كارته نو,مسجد احمدى,كابل - ناحيه 08,كابل,101158
5,2,3,كارته نو,مسجد زاخيل و مهمند,كابل - ناحيه 08,كابل,101159
5,2,3,كارته نو,مسجد عثمان غنى,كابل - ناحيه 08,كابل,101160
5,1,4,تيه دوستى خيل كارته نو,مسجد عمر فاروق,كابل - ناحيه 08,كابل,101161
5,2,3,سركط اول رحمان مينه عقب فابريكه قير,مسحد شاه باحا,كابل - ناحيه 08,كابل,101162
4,1,3,قلعه حشمت خان,مسجد قندهارى ها,كابل - ناحيه 08,كابل,101163
5,2,3,قلعجه خمدان,مسحد سدذ٠ شهدا,كابل - ناحيه 08,كابل,101164
5,2,3,أب رساني,مسحد غوثا ا عظم دستكلر,كابل - ناحيه 08,كابل,101165
4,1,3,مسجد اتفاق,مسجد اتفاق,كابل - ناحيه 08,كابل,101166
4,2,2,شاه شهيد,مسجد تيه بلخ,كابل - ناحيه 08,كابل,101167
5,1,4,سر تبه ماركبت,مسحد علد القادر حللانى,كابل - ناحيه 08,كابل,101168
6,3,3,متصل نقليه سياه سنكا,ليسه عبدالرحيم غفورزى,كابل - ناحيه 08,كابل,101169
4,3,1,"يرونه الف، سركا سوم رحمن مينه",ليسه نسوان رحمن مينه,كابل-ناحيه 08,كابل,101170
5,2,3,شاه شهدد٠ خاص,مكتى متوسطه شاه شهدد٠ خاص,كابل - ناحيه 08,كابل,101171
4,1,3,سركط سه كارته نو,مسجد حكيم سنايى,كابل - ناحيه 08,كابل,101172
3,1,2,قلعحه,مسجد رنكه,كابل - ناحيه 08,كابل,101173
2,1,1,قسمتا با رحمن متنه,مسحد شلخ نحم الدلن اخوندزاده,كابل-ناحيه 08,كابل,101174
4,1,3,"سركا نوشصت منزه، رحمان متنه",مسجد عثمان غنى,كابل - ناحيه 08,كابل,101175
5,2,3,هوتخيل,ليسه على احمد خان يويل,كابل - ناحيه 09,كابل,101176
3,1,2,خواجه رواش,مكتب متوسطه خواجه رواش,كابل - ناحيه 09,كابل,101177
4,1,3,مكروريان,"ا/ااا١١ ١ا/٠ ، ل ١ ٠ ، ا/ ١ا/١ A A ، ا1 ٠",كابل - ناحيه 09,كابل,101178
4,1,3,جوار مركز ترينند مخابرات,رياست بنائى,كابل - ناحيه 09,كابل,101179
4,1,3,مكروريان سوم,ليسه نكور بى بى مهرو,كابل - ناحيه 09,كابل,101180
6,3,3,مكروريان سوم,ليسه حاجى عبدالقدير,كابل - ناحيه 09,كابل,101181
6,3,3,مكروريان سوم,لفسه الفتح,كابل - ناحيه 09,كابل,101182
5,2,3,مكروريان سوم,ليسه ابوالقاسم فردوسى,كابل - ناحيه 09,كابل,101183
6,3,3,مكروريان سوم,ليسه عبدالهادى داوى,كابل - ناحيه 09,كابل,101184
6,3,3,بدجرخي,ليسه يل حرخى,كابل - ناحيه 09,كابل,101185
4,1,3,قابل باى,ليسه عالى قابل باى,كابل - ناحيه 09,كابل,101186
3,1,2,قلعه وكيل,مسجد منصور هلاج,كابل - ناحيه 09,كابل,101187
6,3,3,سركط ميدان هوايى,بلاكط اول رياست هوا شناسى,كابل - ناحيه 09,كابل,101188
6,2,4,سركايلجرخي,مكتب متوسطه يكتيا كوت,كابل - ناحيه 09,كابل,101189
2,1,1,شتل برف,مسجد جامع شرقى شش دركا,كابل - ناحيه 09,كابل,101190
4,2,2,شتل درى,لبسه ستاره,كابل - ناحيه 09,كابل,101191
3,1,2,يكه توت,مسجد لغمانى ها,كابل - ناحيه 09,كابل,101192
2,1,1,اخير تايمنى,مسجد امام ابو حنيفه,كابل - ناحيه 10,كابل,101193
5,2,3,بلاى هاى شاروالى,مكتب متوسطه عزيزه اففان,كابل - ناحيه 10,كابل,101194
2,1,1,جي جي ميرو,مسجد ميدان بي بي مهرو,كابل - ناحيه 10,كابل,101195
3,2,1,جهار قلعه,مسجد خواجه يارسا ولى,كابل - ناحيه 10,كابل,101196
3,1,2,جهار قلعه,"A ا؛ ، ١١ A A ، ا1 هوى",كابل - ناحيه 10,كابل,101197
3,1,2,جهار قلعه,مسحث٠ محمذ٠ده,كابل - ناحيه 10,كابل,101198
3,1,2,جهار قلعه,مسجد بى بى رقيه,كابل - ناحيه 10,كابل,101199
3,2,1,جهار قلعه,مسحد سشد نغئام,كابل - ناحيه 10,كابل,101200
2,1,1,جهار قلعه,مسحد حضرت لوسغا,كابل - ناحيه 10,كابل,101201
5,2,3,جهار قلعه,مكتب متوسطه جهارقلعه وزير آباد,كابل - ناحيه 10,كابل,101202
3,1,2,جهار قلعه,مسجد يادكار,كابل - ناحيه 10,كابل,101203
3,1,2,جهار قلعه,مسجد شيبرى ها,كابل - ناحيه 10,كابل,101204
3,1,2,جهار قلعه,مسحد احمد خشل,كابل - ناحيه 10,كابل,101205
2,1,1,نو آباد جهار قلعه,مسجد حضرت عمر فاروق,كابل - ناحيه 10,كابل,101206
2,1,1,نو آباد جهار قلعه,مسجد ا ستانه,كابل - ناحيه 10,كابل,101207
3,1,2,قلعه فتح الله,بسته خانه مقابل كلشكئ,كابل - ناحيه 10,كابل,101208
2,1,1,قلعه جمن,مسحد حضرت داود,كابل - ناحيه 10,كابل,101209
2,1,1,قلعه جمن,مسجد قلعه جمن,كابل - ناحيه 10,كابل,101210
٦,4,3,قلعه فتح الله,ليسه نسوان زرغونه,كابل - ناحيه 10,كابل,101211
3,1,2,قلعه فتح الله,مسحد الراهلم خلشل الله,كابل - ناحيه 10,كابل,101212
4,2,2,قلعه فتح الله,ئ؛ ؛١٩ ة A U ١ ه,كابل - ناحيه 10,كابل,101213
2,1,1,قلعه فتح الله,مسجد سركا جهار,كابل - ناحيه 10,كابل,101214
5,2,3,سركط دوم تايمنى,ليسه استاد مصباح,كابل - ناحيه 10,كابل,101215
7,3,4,قلعه فتح الله,"A ا،، ١٩, ٩ ا، ،١١١ د",كابل - ناحيه 10,كابل,101216
2,1,1,قلعه خاطر,مسحد حعفرى,كابل - ناحيه 10,كابل,101217
3,1,2,سركا بي بي مهرو,مسجد حاجى قاسم,كابل - ناحيه 10,كابل,101218
5,3,2,سركط ميدان هوايى,ليسه نسوان بى بى مهرو,كابل - ناحيه 10,كابل,101219
3,1,2,سركط ٣ قلعه فتح الله,"ا٠١ا،،آ١آ١و١ ٠٠ ،١٩ ١",كابل - ناحيه 10,كابل,101220
4,2,2,سركط ٥ قلعه فتح الله,مكتى متوسطه مسعود سعد,كابل - ناحيه 10,كابل,101221
5,2,3,شهر نو,وزارت امور زنان,كابل - ناحيه 10,كابل,101222
5,2,3,شهر نو,ليسه احمد شاه مسعود,كابل - ناحيه 10,كابل,101223
4,2,2,شهر نو,معشت سواد آموزى,كابل - ناحيه 10,كابل,101224
3,1,2,وزير آباد,مسحد حامع الحواد,كابل - ناحيه 10,كابل,101225
5,2,3,وزير اكبر خان,ليسه عالى امانى,كابل - ناحيه 10,كابل,101226
3,1,2,وزير اكبر خان,مسجد وزير اكبر خان,كابل - ناحيه 10,كابل,101227
3,1,2,وزير اكبر خان,مسحد احمد محتلى,كابل - ناحيه 10,كابل,101228
5,2,3,هزاره بغد,مكتب متوسطه هزاره بغد,كابل - ناحيه 11,كابل,101229
6,3,3,ده يى,شركت نقليه افسوتر,كابل-ناحيه 11,كابل,101230
3,1,2,كولايى سينما,سينما خير خانه,كابل-ناحيه 11,كابل,101231
6,3,3,كولايى حصه اول,مكتب متوسطه بى بى حوا,كابل - ناحيه 11,كابل,101232
6,3,3,كولايي يارى,ليسه مخفى بدخشى,كابل - ناحيه 11,كابل,101233
5,2,3,حصه اول خير خانه,ليسه خليل الله خليلى,كابل-ناحيه 11,كابل,101234
5,2,3,حصه اول خير خانه,فاتحه خانه زنانه,كابل-ناحيه 11,كابل,101235
7,4,3,حصه دوم خير خانه,لعسه نسوان سدد١لذاصدرى,كابل - ناحيه 11,كابل,101236
٦,3,4,كودكستان خير خانه,ليسه عبدالغفور نديم,كابل- ناحيه 11,كابل,101237
4,3,1,لب جر,م١لما\١. \٠٩زلال١ L ١ و ١ا 1 ٥ L,كابل - ناحيه 11,كابل,101238
7,3,4,لبسه مرلم,ليسه غلام حيدر خان,كابل - ناحيه 11,كابل,101239
4,3,1,نو اباد يرونه ينج خيرخانه,مسجد بابا آدم صغى الله,كابل- ناحيه 11,كابل,101240
و,4,5,يرونه جديد,ليسه عبدالقادر بيدل,كابل- ناحيه 11,كابل,101241
7,3,4,يرونه ينج خيرخانه,لسه بروزه,كابل - ناحيه 11,كابل,101242
5,2,3,قلعه نجارها,"ئ؛ ؛١٩ ١٩م،ل٠١، -م أ",كابل - ناحيه 11,كابل,101243
٦,3,4,قلعه نجارها,مكتب متوسطه نمبر ٦ ١,كابل- ناحيه 11,كابل,101244
6,3,3,قلعه نجارها,مسجد جامع امام زمان,كابل- ناحيه 11,كابل,101245
5,2,3,سركا اول خيرخانه,ليسه آزاد خان,كابل - ناحيه 11,كابل,101246
6,3,3,سركا اول خيرخانه,ليسه بي بي سروري سنكري,كابل - ناحيه 11,كابل,101247
3,1,2,,,كابل- ناحيه 11,كابل,101248
٦,3,4,احمد شاه بابا مينه,مكتب متوسطه استاد ابراهيم خواخورى,كابل - ناحيه 12,كابل,101249
9,4,5,احمد شاه بابا مينه,ليسه حضرت ابراهيم خليل الله,كابل - ناحيه 12,كابل,101250
6,3,3,احمد شاه بابا مينه,لشسه لى لى عالشه صدلقه,كابل-ناحيه 12,كابل,101251
6,3,3,احمد شاه بابا مينه,ليسه قيام الدين خادم,كابل - ناحيه 12,كابل,101252
6,3,3,احمد شاه بابا مينه,ليسه غلام محمد فرهاد,كابل - ناحيه 12,كابل,101253
6,3,3,بلاكط ٩ ارزان قيمت,مركز تعليمي,كابل-ناحيه 12,كابل,101254
5,2,3,زن ١باد,مسجد زن آباد,كابل - ناحيه 12,كابل,101255
3,1,2,عقب تانكط تيل برجى,مسجد اتحاد,كابل - ناحيه 13,كابل,101256
2,1,1,باغ خان,مسجد امام محمد تقى,كابل - ناحيه 13,كابل,101257
11,5,6,دشت بيست هزارى,ليسه عبد الرحيم شهيد,كابل - ناحيه 13,كابل,101258
3,1,2,دشت بيست هزارى,"الا،،١١ > A U ١ ه",كابل-ناحيه 13,كابل,101259
3,1,2,قريه ده قابل,مسجد سنايى,كابل - ناحيه 13,كابل,101260
3,1,2,قريه ده قابل,مسجد سجادى,كابل - ناحيه 13,كابل,101261
2,1,1,نو آباد دوغ آباد,مسحد موسى ١دن حعفر,كابل - ناحيه 13,كابل,101262
6,3,3,كنركلستن,لشسه معرفت,كابل - ناحيه 13,كابل,101263
2,1,1,كذر مهدويه,مدرسه مهدويه,كابل - ناحيه 13,كابل,101264
2,1,1,كذر اتفاق,مسجد اتفاق,كابل - ناحيه 13,كابل,101265
3,1,2,حصه اول دوغ آباد,مسجد امام زمان,كابل - ناحيه 13,كابل,101266
3,1,2,حصه دوم دوغ آباد,مسحد الوذر غفارى,كابل - ناحيه 13,كابل,101267
4,2,2,حصه سوم دوغ اباد,مسجد باقرالعلوم,كابل - ناحيه 13,كابل,101268
4,2,2,مهتابا قلعه,مسجد مهدويه,كابل - ناحيه 13,كابل,101269
3,1,2,ميدان طلوع,"A ا،، ١٩, ٩ ا، ،١١١ د",كابل-ناحيه 13,كابل,101270
3,1,2,نقاش,مسجد امام خمينى,كابل - ناحيه 13,كابل,101271
2,1,1,شهركا مهد له,"A ا، ،١٩, ع١ع١.اه",كابل-ناحيه 13,كابل,101272
8,4,4,يل خشكط,لبسه همالون شهلد,كابل - ناحيه 13,كابل,101273
2,1,1,يل خشكط,مسجد بابل حوايج,كابل - ناحيه 13,كابل,101274
4,2,2,يل خشكط,مسجد امام باقر,كابل - ناحيه 13,كابل,101275
3,1,2,قلعه دوغ أباد,مسحد حنلغى,كابل - ناحيه 13,كابل,101276
4,2,2,"1 K A A ،",مسجد مالكئ اشتر,كابل - ناحيه 13,كابل,101277
6,3,3,"K A a f ،",ليسه سيدالشهدا,كابل - ناحيه 13,كابل,101278
